provincia,canton,disponibilidad_hospitalizacion,disponibilidad_uci,disponibilidad_hospitalizacion_covid,disponibilidad_uci_adulto_covid,porcentaje_ocupadas_hospitalizacion,porcentaje_ocupadas_uci,porcentaje_ocupadas_hospitalizacion_covid,porcentaje_ocupadas_uci_adulto_covid,created_at
Galápagos,Santa Cruz,15,0,7,0,20,0,57,0,07/04/2020
Galápagos,Santa Cruz,14,0,7,0,36,0,0,0,18/04/2020
Galápagos,Santa Cruz,14,0,7,0,36,0,0,0,26/04/2020
Galápagos,Santa Cruz,15,0,7,0,53,0,14,0,07/05/2020
Galápagos,Santa Cruz,15,0,6,1,60,0,17,0,14/05/2020
Galápagos,Santa Cruz,15,0,6,1,27,0,17,0,21/05/2020
Galápagos,Santa Cruz,15,0,6,1,33,0,0,0,28/05/2020
Galápagos,Santa Cruz,15,0,6,1,27,0,0,0,04/06/2020
Galápagos,Santa Cruz,15,0,6,1,47,0,0,0,11/06/2020
Galápagos,Santa Cruz,15,0,6,2,20,0,0,0,18/06/2020
Galápagos,Santa Cruz,15,0,6,2,13,0,0,0,25/06/2020
Galápagos,Santa Cruz,15,0,6,2,73,0,0,0,01/07/2020
Galápagos,Santa Cruz,15,0,6,2,13,0,0,0,08/07/2020
Galápagos,Santa Cruz,15,0,6,2,20,0,0,0,15/07/2020
Galápagos,Santa Cruz,15,0,6,2,27,0,0,0,23/07/2020
Galápagos,Santa Cruz,15,0,6,2,67,0,0,0,30/07/2020
Galápagos,Santa Cruz,15,0,6,2,33,0,0,0,06/08/2020
Galápagos,Santa Cruz,15,0,6,2,27,0,0,0,13/08/2020
Galápagos,Santa Cruz,15,0,6,2,33,0,0,0,20/08/2020
Galápagos,Santa Cruz,15,0,6,2,33,0,0,0,27/08/2020
Galápagos,Santa Cruz,15,0,0,0,67,0,0,0,03/09/2020
Galápagos,Santa Cruz,15,0,0,0,27,0,0,0,10/09/2020
Galápagos,Santa Cruz,15,0,0,0,20,0,0,0,17/09/2020
Galápagos,Santa Cruz,15,0,6,2,47,0,33,0,24/09/2020
Galápagos,Santa Cruz,15,0,6,2,47,0,0,0,30/09/2020
Galápagos,Santa Cruz,15,0,6,2,47,0,0,0,08/10/2020
Galápagos,Santa Cruz,15,0,6,2,20,0,0,0,15/10/2020
Galápagos,Santa Cruz,15,0,6,2,20,0,0,0,22/10/2020
Galápagos,Santa Cruz,15,0,6,2,47,0,17,0,29/10/2020
Galápagos,Santa Cruz,15,0,6,2,27,0,50,0,05/11/2020
Galápagos,Santa Cruz,15,0,6,2,33,0,17,0,12/11/2020
Guayas,Balzar,15,0,9,0,27,0,100,0,07/04/2020
Guayas,Balzar,15,0,14,0,27,0,71,0,18/04/2020
Guayas,Balzar,15,0,14,0,33,0,71,0,26/04/2020
Guayas,Balzar,10,0,18,0,30,0,33,0,07/05/2020
Guayas,Balzar,10,0,18,0,60,0,39,0,14/05/2020
Guayas,Balzar,10,0,18,0,60,0,39,0,21/05/2020
Guayas,Balzar,10,0,18,0,80,0,11,0,28/05/2020
Guayas,Balzar,10,0,18,0,50,0,39,0,04/06/2020
Guayas,Balzar,10,0,18,0,30,0,11,0,11/06/2020
Guayas,Balzar,10,0,18,0,40,0,11,0,18/06/2020
Guayas,Balzar,10,0,18,0,20,0,17,0,25/06/2020
Guayas,Balzar,10,0,18,0,40,0,11,0,01/07/2020
Guayas,Balzar,10,0,18,0,20,0,6,0,08/07/2020
Guayas,Balzar,15,0,5,0,53,0,40,0,15/07/2020
Guayas,Balzar,15,0,5,0,13,0,0,0,23/07/2020
Guayas,Balzar,15,0,5,0,53,0,20,0,30/07/2020
Guayas,Balzar,15,0,5,0,40,0,0,0,06/08/2020
Guayas,Balzar,15,0,5,0,87,0,20,0,13/08/2020
Guayas,Balzar,15,0,5,0,53,0,0,0,20/08/2020
Guayas,Balzar,15,0,5,0,27,0,20,0,27/08/2020
Guayas,Balzar,15,0,3,0,20,0,67,0,03/09/2020
Guayas,Balzar,15,0,3,0,47,0,33,0,10/09/2020
Guayas,Balzar,15,0,3,0,27,0,33,0,17/09/2020
Guayas,Balzar,15,0,3,0,20,0,0,0,24/09/2020
Guayas,Balzar,15,0,3,0,47,0,33,0,30/09/2020
Guayas,Balzar,15,0,3,0,53,0,0,0,08/10/2020
Guayas,Balzar,15,0,3,0,20,0,0,0,15/10/2020
Guayas,Balzar,15,0,3,0,20,0,0,0,22/10/2020
Guayas,Balzar,15,0,3,0,33,0,33,0,29/10/2020
Guayas,Balzar,15,0,3,0,33,0,0,0,05/11/2020
Guayas,Balzar,15,0,3,0,27,0,0,0,12/11/2020
Guayas,Daule,25,0,21,0,8,0,38,0,07/04/2020
Guayas,Daule,21,0,30,0,19,0,33,0,18/04/2020
Guayas,Daule,21,0,30,0,0,0,53,0,26/04/2020
Guayas,Daule,21,0,30,0,10,0,37,0,07/05/2020
Guayas,Daule,7,0,20,0,0,0,10,0,14/05/2020
Guayas,Daule,7,0,20,0,0,0,5,0,21/05/2020
Guayas,Daule,7,0,20,0,71,0,5,0,28/05/2020
Guayas,Daule,7,0,20,0,86,0,15,0,04/06/2020
Guayas,Daule,21,0,10,0,48,0,40,0,11/06/2020
Guayas,Daule,21,0,10,0,52,0,40,0,18/06/2020
Guayas,Daule,21,0,10,0,52,0,20,0,25/06/2020
Guayas,Daule,21,0,10,0,71,0,0,0,01/07/2020
Guayas,Daule,21,0,10,0,71,0,30,0,08/07/2020
Guayas,Daule,21,0,10,0,81,0,20,0,15/07/2020
Guayas,Daule,21,0,10,0,95,0,10,0,23/07/2020
Guayas,Daule,21,0,10,0,62,0,30,0,30/07/2020
Guayas,Daule,21,0,10,0,71,0,10,0,06/08/2020
Guayas,Daule,21,0,10,0,67,0,10,0,13/08/2020
Guayas,Daule,21,0,10,0,71,0,0,0,20/08/2020
Guayas,Daule,21,0,10,0,81,0,0,0,27/08/2020
Guayas,Daule,21,0,0,0,100,0,0,0,03/09/2020
Guayas,Daule,21,0,0,0,90,0,0,0,10/09/2020
Guayas,Daule,21,0,0,0,100,0,0,0,17/09/2020
Guayas,Daule,21,0,10,0,100,0,0,0,24/09/2020
Guayas,Daule,21,0,10,0,100,0,0,0,30/09/2020
Guayas,Daule,21,0,10,0,100,0,0,0,08/10/2020
Guayas,Daule,21,0,10,0,86,0,0,0,15/10/2020
Guayas,Daule,21,0,10,0,86,0,0,0,22/10/2020
Guayas,Daule,25,0,10,0,100,0,0,0,29/10/2020
Guayas,Daule,25,0,10,0,88,0,10,0,05/11/2020
Guayas,Daule,25,0,10,0,96,0,10,0,12/11/2020
Guayas,El Triunfo,10,0,10,0,40,0,40,0,07/04/2020
Guayas,El Triunfo,10,0,10,0,50,0,0,0,18/04/2020
Guayas,El Triunfo,10,0,10,0,50,0,0,0,26/04/2020
Guayas,El Triunfo,8,0,17,0,63,0,47,0,07/05/2020
Guayas,El Triunfo,8,0,14,0,63,0,50,0,14/05/2020
Guayas,El Triunfo,8,0,14,0,100,0,21,0,21/05/2020
Guayas,El Triunfo,8,0,14,0,100,0,43,0,28/05/2020
Guayas,El Triunfo,10,0,12,0,90,0,25,0,04/06/2020
Guayas,El Triunfo,16,0,6,0,69,0,50,0,11/06/2020
Guayas,El Triunfo,16,0,6,0,63,0,0,0,18/06/2020
Guayas,El Triunfo,16,0,6,0,88,0,50,0,25/06/2020
Guayas,El Triunfo,16,0,4,0,56,0,25,0,01/07/2020
Guayas,El Triunfo,16,0,4,0,50,0,0,0,08/07/2020
Guayas,El Triunfo,16,0,4,0,75,0,50,0,15/07/2020
Guayas,El Triunfo,16,0,4,0,63,0,50,0,23/07/2020
Guayas,El Triunfo,16,0,4,0,69,0,0,0,30/07/2020
Guayas,El Triunfo,16,0,4,0,44,0,50,0,06/08/2020
Guayas,El Triunfo,16,0,4,0,56,0,75,0,13/08/2020
Guayas,El Triunfo,16,0,4,0,38,0,25,0,20/08/2020
Guayas,El Triunfo,16,0,4,0,50,0,75,0,27/08/2020
Guayas,El Triunfo,16,0,4,0,88,0,25,0,03/09/2020
Guayas,El Triunfo,16,0,4,0,56,0,25,0,10/09/2020
Guayas,El Triunfo,16,0,4,0,63,0,25,0,17/09/2020
Guayas,El Triunfo,16,0,4,0,88,0,0,0,24/09/2020
Guayas,El Triunfo,16,0,4,0,69,0,50,0,30/09/2020
Guayas,El Triunfo,16,0,4,0,50,0,0,0,08/10/2020
Guayas,El Triunfo,16,0,4,0,56,0,0,0,15/10/2020
Guayas,El Triunfo,16,0,4,0,56,0,0,0,22/10/2020
Guayas,El Triunfo,16,0,4,0,56,0,25,0,29/10/2020
Guayas,El Triunfo,16,0,4,0,69,0,0,0,05/11/2020
Guayas,El Triunfo,16,0,4,0,63,0,50,0,12/11/2020
Guayas,Empalme,10,0,5,0,80,0,20,0,07/04/2020
Guayas,Empalme,25,0,5,0,40,0,60,0,18/04/2020
Guayas,Empalme,25,0,5,0,32,0,60,0,26/04/2020
Guayas,Empalme,19,0,15,0,68,0,80,0,07/05/2020
Guayas,Empalme,19,0,15,0,32,0,87,0,14/05/2020
Guayas,Empalme,19,0,22,0,42,0,55,0,21/05/2020
Guayas,Empalme,19,0,22,0,100,0,64,0,28/05/2020
Guayas,Empalme,19,0,22,0,63,0,68,0,04/06/2020
Guayas,Empalme,19,0,22,0,47,0,73,0,11/06/2020
Guayas,Empalme,19,0,22,0,32,0,64,0,18/06/2020
Guayas,Empalme,19,0,22,0,32,0,36,0,25/06/2020
Guayas,Empalme,19,0,22,0,63,0,32,0,01/07/2020
Guayas,Empalme,19,0,22,0,63,0,14,0,08/07/2020
Guayas,Empalme,19,0,22,0,84,0,36,0,15/07/2020
Guayas,Empalme,19,0,22,0,58,0,64,0,23/07/2020
Guayas,Empalme,19,0,22,0,68,0,23,0,30/07/2020
Guayas,Empalme,19,0,22,0,42,0,18,0,06/08/2020
Guayas,Empalme,19,0,22,0,63,0,27,0,13/08/2020
Guayas,Empalme,19,0,22,0,58,0,32,0,20/08/2020
Guayas,Empalme,19,0,22,0,68,0,27,0,27/08/2020
Guayas,Empalme,19,0,22,0,95,0,23,0,03/09/2020
Guayas,Empalme,19,0,22,0,63,0,27,0,10/09/2020
Guayas,Empalme,19,0,22,0,84,0,18,0,17/09/2020
Guayas,Empalme,19,0,22,0,68,0,32,0,24/09/2020
Guayas,Empalme,19,0,22,0,58,0,23,0,30/09/2020
Guayas,Empalme,19,0,22,0,47,0,9,0,08/10/2020
Guayas,Empalme,19,0,22,0,42,0,5,0,15/10/2020
Guayas,Empalme,19,0,22,0,42,0,5,0,22/10/2020
Guayas,Empalme,19,0,22,0,79,0,23,0,29/10/2020
Guayas,Empalme,19,0,22,0,58,0,18,0,05/11/2020
Guayas,Empalme,23,0,21,0,43,0,0,0,12/11/2020
Guayas,Guayaquil,766,52,179,71,72,96,87,92,07/04/2020
Guayas,Guayaquil,1053,60,242,63,93,98,85,81,18/04/2020
Guayas,Guayaquil,873,58,243,102,65,95,68,81,26/04/2020
Guayas,Guayaquil,873,53,217,123,66,77,65,80,07/05/2020
Guayas,Guayaquil,812,30,196,119,61,50,40,63,14/05/2020
Guayas,Guayaquil,849,31,196,107,63,71,36,60,21/05/2020
Guayas,Guayaquil,849,31,196,107,62,71,22,50,28/05/2020
Guayas,Guayaquil,849,31,199,107,67,74,36,50,04/06/2020
Guayas,Guayaquil,879,31,179,99,59,74,50,71,11/06/2020
Guayas,Guayaquil,879,31,179,99,67,74,49,69,18/06/2020
Guayas,Guayaquil,896,31,162,99,68,90,46,71,25/06/2020
Guayas,Guayaquil,890,31,179,99,65,74,42,73,01/07/2020
Guayas,Guayaquil,904,31,165,91,64,68,47,69,08/07/2020
Guayas,Guayaquil,900,31,169,91,66,84,43,68,15/07/2020
Guayas,Guayaquil,949,32,162,87,63,69,48,90,23/07/2020
Guayas,Guayaquil,949,31,162,89,65,52,44,84,30/07/2020
Guayas,Guayaquil,951,34,159,92,66,79,42,82,06/08/2020
Guayas,Guayaquil,951,32,159,87,61,97,44,86,13/08/2020
Guayas,Guayaquil,949,31,161,88,64,71,42,76,20/08/2020
Guayas,Guayaquil,949,33,158,92,67,76,45,82,27/08/2020
Guayas,Guayaquil,961,33,120,33,67,76,40,76,03/09/2020
Guayas,Guayaquil,961,32,117,70,67,91,36,79,10/09/2020
Guayas,Guayaquil,979,33,116,67,67,88,34,90,17/09/2020
Guayas,Guayaquil,1040,34,160,86,67,79,34,56,24/09/2020
Guayas,Guayaquil,1004,33,160,87,67,73,33,63,30/09/2020
Guayas,Guayaquil,1023,28,160,92,69,79,36,53,08/10/2020
Guayas,Guayaquil,1023,30,160,90,65,87,39,66,15/10/2020
Guayas,Guayaquil,1023,30,160,90,65,87,39,66,22/10/2020
Guayas,Guayaquil,1023,30,157,90,66,70,36,67,29/10/2020
Guayas,Guayaquil,1028,30,157,90,66,70,39,66,05/11/2020
Guayas,Guayaquil,984,32,180,88,67,78,35,57,12/11/2020
Guayas,Milagro,15,0,37,0,0,0,0,0,07/04/2020
Guayas,Milagro,60,0,38,0,17,0,21,0,18/04/2020
Guayas,Milagro,60,0,38,0,18,0,26,0,26/04/2020
Guayas,Milagro,60,0,38,4,23,0,21,25,07/05/2020
Guayas,Milagro,60,0,38,4,13,0,18,0,14/05/2020
Guayas,Milagro,60,0,38,4,50,0,16,0,21/05/2020
Guayas,Milagro,60,0,38,4,62,0,18,0,28/05/2020
Guayas,Milagro,60,0,38,4,65,0,16,0,04/06/2020
Guayas,Milagro,60,0,38,4,78,0,18,0,11/06/2020
Guayas,Milagro,60,0,38,4,60,0,13,25,18/06/2020
Guayas,Milagro,86,0,8,1,49,0,38,100,25/06/2020
Guayas,Milagro,82,2,8,2,48,0,50,50,01/07/2020
Guayas,Milagro,82,2,8,2,52,0,75,50,08/07/2020
Guayas,Milagro,82,2,8,2,50,0,63,50,15/07/2020
Guayas,Milagro,82,2,8,2,63,0,38,0,23/07/2020
Guayas,Milagro,82,2,8,2,49,0,50,50,30/07/2020
Guayas,Milagro,82,2,8,2,50,0,88,0,06/08/2020
Guayas,Milagro,82,2,9,2,60,0,56,100,13/08/2020
Guayas,Milagro,82,2,9,2,60,0,11,0,20/08/2020
Guayas,Milagro,82,2,9,2,57,0,22,0,27/08/2020
Guayas,Milagro,82,2,9,2,63,0,33,0,03/09/2020
Guayas,Milagro,82,2,9,0,52,0,44,0,10/09/2020
Guayas,Milagro,82,2,9,0,65,0,33,0,17/09/2020
Guayas,Milagro,82,2,9,2,87,0,22,0,24/09/2020
Guayas,Milagro,82,2,9,2,62,0,33,0,30/09/2020
Guayas,Milagro,82,2,9,2,65,0,22,0,08/10/2020
Guayas,Milagro,82,2,9,2,71,0,56,0,15/10/2020
Guayas,Milagro,82,2,9,2,71,0,56,0,22/10/2020
Guayas,Milagro,82,2,8,2,56,0,63,0,29/10/2020
Guayas,Milagro,82,2,8,2,63,0,75,0,05/11/2020
Guayas,Milagro,82,0,8,0,51,0,38,0,12/11/2020
Guayas,Naranjal,15,0,2,0,13,0,50,0,07/04/2020
Guayas,Naranjal,15,0,2,0,7,0,0,0,18/04/2020
Guayas,Naranjal,15,0,2,0,7,0,0,0,26/04/2020
Guayas,Naranjal,15,0,8,0,33,0,100,0,07/05/2020
Guayas,Naranjal,12,0,12,0,75,0,100,0,14/05/2020
Guayas,Naranjal,12,0,12,0,42,0,67,0,21/05/2020
Guayas,Naranjal,12,0,12,0,50,0,33,0,28/05/2020
Guayas,Naranjal,12,0,12,0,42,0,25,0,04/06/2020
Guayas,Naranjal,15,0,8,0,87,0,50,0,11/06/2020
Guayas,Naranjal,15,0,8,0,40,0,25,0,18/06/2020
Guayas,Naranjal,15,0,8,0,33,0,0,0,25/06/2020
Guayas,Naranjal,15,0,8,0,80,0,25,0,01/07/2020
Guayas,Naranjal,15,0,8,0,53,0,13,0,08/07/2020
Guayas,Naranjal,15,0,8,0,47,0,0,0,15/07/2020
Guayas,Naranjal,15,0,8,0,20,0,63,0,23/07/2020
Guayas,Naranjal,15,0,8,0,60,0,13,0,30/07/2020
Guayas,Naranjal,15,0,8,0,53,0,88,0,06/08/2020
Guayas,Naranjal,15,0,8,0,33,0,50,0,13/08/2020
Guayas,Naranjal,15,0,8,0,33,0,63,0,20/08/2020
Guayas,Naranjal,15,0,8,0,47,0,25,0,27/08/2020
Guayas,Naranjal,15,0,0,0,40,0,0,0,03/09/2020
Guayas,Naranjal,15,0,0,0,40,0,0,0,10/09/2020
Guayas,Naranjal,15,0,0,0,87,0,0,0,17/09/2020
Guayas,Naranjal,15,0,8,0,60,0,25,0,24/09/2020
Guayas,Naranjal,15,0,8,0,47,0,0,0,30/09/2020
Guayas,Naranjal,15,0,8,0,33,0,0,0,08/10/2020
Guayas,Naranjal,15,0,8,0,53,0,13,0,15/10/2020
Guayas,Naranjal,15,0,8,0,53,0,13,0,22/10/2020
Guayas,Naranjal,15,0,8,0,87,0,0,0,29/10/2020
Guayas,Naranjal,15,0,8,0,47,0,13,0,05/11/2020
Guayas,Naranjal,15,0,8,0,60,0,13,0,12/11/2020
Guayas,Naranjito,15,0,5,0,20,0,60,0,07/04/2020
Guayas,Naranjito,15,0,8,0,7,0,25,0,18/04/2020
Guayas,Naranjito,15,0,8,0,13,0,25,0,26/04/2020
Guayas,Naranjito,15,0,5,0,20,0,40,0,07/05/2020
Guayas,Naranjito,15,0,5,0,0,0,40,0,14/05/2020
Guayas,Naranjito,15,0,5,0,13,0,80,0,21/05/2020
Guayas,Naranjito,15,0,5,0,27,0,40,0,28/05/2020
Guayas,Naranjito,15,0,5,0,60,0,20,0,04/06/2020
Guayas,Naranjito,15,0,5,0,40,0,60,0,11/06/2020
Guayas,Naranjito,15,0,5,0,27,0,0,0,18/06/2020
Guayas,Naranjito,15,0,5,0,20,0,0,0,25/06/2020
Guayas,Naranjito,15,0,5,0,27,0,20,0,01/07/2020
Guayas,Naranjito,15,0,5,0,47,0,20,0,08/07/2020
Guayas,Naranjito,15,0,5,0,67,0,20,0,15/07/2020
Guayas,Naranjito,15,0,5,0,67,0,20,0,23/07/2020
Guayas,Naranjito,15,0,5,0,40,0,0,0,30/07/2020
Guayas,Naranjito,15,0,5,0,40,0,20,0,06/08/2020
Guayas,Naranjito,15,0,5,0,73,0,0,0,13/08/2020
Guayas,Naranjito,15,0,5,0,40,0,20,0,20/08/2020
Guayas,Naranjito,15,0,5,0,67,0,40,0,27/08/2020
Guayas,Naranjito,15,0,0,0,47,0,0,0,03/09/2020
Guayas,Naranjito,15,0,0,0,47,0,0,0,10/09/2020
Guayas,Naranjito,15,0,0,0,40,0,0,0,17/09/2020
Guayas,Naranjito,15,0,5,0,53,0,20,0,24/09/2020
Guayas,Naranjito,15,0,5,0,40,0,0,0,30/09/2020
Guayas,Naranjito,15,0,5,0,60,0,20,0,08/10/2020
Guayas,Naranjito,15,0,5,0,67,0,20,0,15/10/2020
Guayas,Naranjito,15,0,5,0,67,0,20,0,22/10/2020
Guayas,Naranjito,15,0,5,0,60,0,0,0,29/10/2020
Guayas,Naranjito,15,0,5,0,53,0,20,0,05/11/2020
Guayas,Naranjito,15,0,5,0,33,0,20,0,12/11/2020
Guayas,Playas,12,0,8,0,50,0,88,0,07/04/2020
Guayas,Playas,12,0,0,0,92,0,0,0,18/04/2020
Guayas,Playas,12,0,6,0,67,0,100,0,26/04/2020
Guayas,Playas,13,0,34,0,77,0,44,0,07/05/2020
Guayas,Playas,13,0,17,0,100,0,47,0,14/05/2020
Guayas,Playas,13,0,17,0,69,0,12,0,21/05/2020
Guayas,Playas,13,0,17,0,69,0,35,0,28/05/2020
Guayas,Playas,13,0,17,0,38,0,0,0,04/06/2020
Guayas,Playas,13,0,17,0,69,0,0,0,11/06/2020
Guayas,Playas,13,0,17,0,85,0,6,0,18/06/2020
Guayas,Playas,15,0,17,0,87,0,18,0,25/06/2020
Guayas,Playas,15,0,17,0,53,0,6,0,01/07/2020
Guayas,Playas,15,0,17,0,33,0,12,0,08/07/2020
Guayas,Playas,15,0,17,0,27,0,6,0,15/07/2020
Guayas,Playas,15,0,17,0,40,0,6,0,23/07/2020
Guayas,Playas,15,0,17,0,73,0,6,0,30/07/2020
Guayas,Playas,15,0,17,0,47,0,6,0,06/08/2020
Guayas,Playas,15,0,17,0,100,0,6,0,13/08/2020
Guayas,Playas,15,0,17,0,27,0,0,0,20/08/2020
Guayas,Playas,15,0,17,0,53,0,6,0,27/08/2020
Guayas,Playas,15,0,0,0,47,0,0,0,03/09/2020
Guayas,Playas,15,0,0,0,40,0,0,0,10/09/2020
Guayas,Playas,15,0,0,0,33,0,0,0,17/09/2020
Guayas,Playas,15,0,17,0,33,0,12,0,24/09/2020
Guayas,Playas,15,0,17,0,53,0,6,0,30/09/2020
Guayas,Playas,15,0,17,0,20,0,29,0,08/10/2020
Guayas,Playas,15,0,17,0,73,0,6,0,15/10/2020
Guayas,Playas,15,0,17,0,73,0,6,0,22/10/2020
Guayas,Playas,15,0,17,0,20,0,18,0,29/10/2020
Guayas,Playas,15,0,17,0,20,0,0,0,05/11/2020
Guayas,Playas,15,0,17,0,33,0,24,0,12/11/2020
Guayas,Salitre,14,0,6,0,7,0,100,0,07/04/2020
Guayas,Salitre,11,0,9,0,0,0,33,0,18/04/2020
Guayas,Salitre,11,0,9,0,27,0,44,0,26/04/2020
Guayas,Salitre,11,0,9,0,45,0,67,0,07/05/2020
Guayas,Salitre,11,0,9,0,45,0,56,0,14/05/2020
Guayas,Salitre,11,0,9,0,18,0,0,0,21/05/2020
Guayas,Salitre,11,0,9,0,45,0,22,0,28/05/2020
Guayas,Salitre,11,0,9,0,36,0,22,0,04/06/2020
Guayas,Salitre,11,0,9,0,36,0,22,0,11/06/2020
Guayas,Salitre,11,0,9,0,36,0,11,0,18/06/2020
Guayas,Salitre,11,0,9,0,9,0,11,0,25/06/2020
Guayas,Salitre,11,0,9,0,27,0,11,0,01/07/2020
Guayas,Salitre,11,0,9,0,27,0,0,0,08/07/2020
Guayas,Salitre,11,0,9,0,27,0,11,0,15/07/2020
Guayas,Salitre,11,0,9,0,64,0,22,0,23/07/2020
Guayas,Salitre,11,0,9,0,18,0,11,0,30/07/2020
Guayas,Salitre,11,0,9,0,18,0,0,0,06/08/2020
Guayas,Salitre,11,0,9,0,36,0,0,0,13/08/2020
Guayas,Salitre,11,0,9,0,55,0,22,0,20/08/2020
Guayas,Salitre,11,0,9,0,36,0,0,0,27/08/2020
Guayas,Salitre,11,0,9,0,45,0,11,0,03/09/2020
Guayas,Salitre,11,0,9,0,18,0,11,0,10/09/2020
Guayas,Salitre,11,0,9,0,55,0,44,0,17/09/2020
Guayas,Salitre,11,0,9,0,36,0,44,0,24/09/2020
Guayas,Salitre,11,0,9,0,27,0,11,0,30/09/2020
Guayas,Salitre,11,0,9,0,45,0,11,0,08/10/2020
Guayas,Salitre,11,0,9,0,36,0,11,0,15/10/2020
Guayas,Salitre,11,0,9,0,36,0,11,0,22/10/2020
Guayas,Salitre,15,0,6,0,53,0,17,0,29/10/2020
Guayas,Salitre,15,0,6,0,47,0,17,0,05/11/2020
Guayas,Salitre,15,0,6,0,27,0,50,0,12/11/2020
Guayas,San Jacinto De Yaguachi,10,0,7,0,70,0,100,0,07/04/2020
Guayas,San Jacinto De Yaguachi,0,0,11,0,0,0,36,0,18/04/2020
Guayas,San Jacinto De Yaguachi,10,0,6,0,20,0,33,0,26/04/2020
Guayas,San Jacinto De Yaguachi,10,0,6,0,0,0,0,0,07/05/2020
Guayas,San Jacinto De Yaguachi,10,0,6,0,50,0,0,0,14/05/2020
Guayas,San Jacinto De Yaguachi,10,0,6,0,50,0,0,0,21/05/2020
Guayas,San Jacinto De Yaguachi,10,0,6,0,0,0,0,0,28/05/2020
Guayas,San Jacinto De Yaguachi,10,0,6,0,40,0,17,0,04/06/2020
Guayas,San Jacinto De Yaguachi,10,0,6,0,40,0,0,0,11/06/2020
Guayas,San Jacinto De Yaguachi,10,0,6,0,30,0,0,0,18/06/2020
Guayas,San Jacinto De Yaguachi,10,0,6,0,10,0,0,0,25/06/2020
Guayas,San Jacinto De Yaguachi,10,0,6,0,60,0,0,0,01/07/2020
Guayas,San Jacinto De Yaguachi,13,0,3,0,15,0,0,0,08/07/2020
Guayas,San Jacinto De Yaguachi,13,0,3,0,23,0,0,0,15/07/2020
Guayas,San Jacinto De Yaguachi,13,0,3,0,23,0,0,0,23/07/2020
Guayas,San Jacinto De Yaguachi,13,0,3,0,23,0,0,0,30/07/2020
Guayas,San Jacinto De Yaguachi,13,0,3,0,15,0,0,0,06/08/2020
Guayas,San Jacinto De Yaguachi,13,0,3,0,62,0,0,0,13/08/2020
Guayas,San Jacinto De Yaguachi,13,0,3,0,46,0,0,0,20/08/2020
Guayas,San Jacinto De Yaguachi,13,0,3,0,62,0,0,0,27/08/2020
Guayas,San Jacinto De Yaguachi,13,0,2,0,46,0,0,0,03/09/2020
Guayas,San Jacinto De Yaguachi,13,0,2,0,38,0,0,0,10/09/2020
Guayas,San Jacinto De Yaguachi,13,0,2,0,92,0,0,0,17/09/2020
Guayas,San Jacinto De Yaguachi,13,0,3,0,62,0,0,0,24/09/2020
Guayas,San Jacinto De Yaguachi,13,0,3,0,38,0,0,0,30/09/2020
Guayas,San Jacinto De Yaguachi,13,0,3,0,38,0,0,0,08/10/2020
Guayas,San Jacinto De Yaguachi,13,0,3,0,85,0,0,0,15/10/2020
Guayas,San Jacinto De Yaguachi,13,0,3,0,85,0,0,0,22/10/2020
Guayas,San Jacinto De Yaguachi,13,0,3,0,54,0,0,0,29/10/2020
Guayas,San Jacinto De Yaguachi,13,0,3,0,46,0,0,0,05/11/2020
Guayas,San Jacinto De Yaguachi,13,0,3,0,85,0,0,0,12/11/2020
Imbabura,Antonio Ante,15,0,0,0,13,0,0,0,07/04/2020
Imbabura,Antonio Ante,15,0,0,0,20,0,0,0,18/04/2020
Imbabura,Antonio Ante,15,0,0,0,13,0,0,0,26/04/2020
Imbabura,Antonio Ante,15,0,0,0,40,0,0,0,07/05/2020
Imbabura,Antonio Ante,15,0,3,0,20,0,0,0,14/05/2020
Imbabura,Antonio Ante,15,0,2,0,13,0,0,0,21/05/2020
Imbabura,Antonio Ante,15,0,2,0,27,0,0,0,28/05/2020
Imbabura,Antonio Ante,15,0,2,0,27,0,0,0,04/06/2020
Imbabura,Antonio Ante,15,0,2,0,40,0,0,0,11/06/2020
Imbabura,Antonio Ante,15,0,2,0,60,0,0,0,18/06/2020
Imbabura,Antonio Ante,15,0,2,0,33,0,0,0,25/06/2020
Imbabura,Antonio Ante,15,0,2,0,47,0,0,0,01/07/2020
Imbabura,Antonio Ante,15,0,2,0,53,0,0,0,08/07/2020
Imbabura,Antonio Ante,15,0,2,0,27,0,0,0,15/07/2020
Imbabura,Antonio Ante,15,0,2,0,67,0,0,0,23/07/2020
Imbabura,Antonio Ante,15,0,2,0,40,0,0,0,30/07/2020
Imbabura,Antonio Ante,15,0,2,0,27,0,0,0,06/08/2020
Imbabura,Antonio Ante,15,0,2,0,67,0,0,0,13/08/2020
Imbabura,Antonio Ante,15,0,2,0,53,0,0,0,20/08/2020
Imbabura,Antonio Ante,15,0,2,0,47,0,0,0,27/08/2020
Imbabura,Antonio Ante,15,0,0,0,93,0,0,0,03/09/2020
Imbabura,Antonio Ante,15,0,0,0,60,0,0,0,10/09/2020
Imbabura,Antonio Ante,15,0,0,0,73,0,0,0,17/09/2020
Imbabura,Antonio Ante,15,0,2,0,87,0,0,0,24/09/2020
Imbabura,Antonio Ante,15,0,2,0,53,0,0,0,30/09/2020
Imbabura,Antonio Ante,15,0,2,0,60,0,0,0,08/10/2020
Imbabura,Antonio Ante,15,0,2,0,33,0,0,0,15/10/2020
Imbabura,Antonio Ante,15,0,2,0,33,0,0,0,22/10/2020
