provincia,canton,disponibilidad_hospitalizacion,disponibilidad_uci,disponibilidad_hospitalizacion_covid,disponibilidad_uci_adulto_covid,porcentaje_ocupadas_hospitalizacion,porcentaje_ocupadas_uci,porcentaje_ocupadas_hospitalizacion_covid,porcentaje_ocupadas_uci_adulto_covid,created_at
Morona Santiago,Limón Indanza,24,0,1,0,38,0,0,0,17/09/2020
Morona Santiago,Limón Indanza,24,0,3,0,42,0,67,0,24/09/2020
Morona Santiago,Limón Indanza,24,0,2,0,63,0,50,0,30/09/2020
Morona Santiago,Limón Indanza,24,0,2,0,58,0,50,0,08/10/2020
Morona Santiago,Limón Indanza,24,0,2,0,46,0,50,0,15/10/2020
Morona Santiago,Limón Indanza,24,0,2,0,46,0,50,0,22/10/2020
Morona Santiago,Limón Indanza,24,0,2,0,50,0,0,0,29/10/2020
Morona Santiago,Limón Indanza,24,0,2,0,46,0,0,0,05/11/2020
Morona Santiago,Limón Indanza,24,0,2,0,42,0,0,0,12/11/2020
Morona Santiago,Morona,60,2,10,3,32,100,10,0,07/04/2020
Morona Santiago,Morona,57,0,15,0,21,0,0,0,18/04/2020
Morona Santiago,Morona,57,2,17,1,23,50,0,0,26/04/2020
Morona Santiago,Morona,57,2,17,3,30,50,0,33,07/05/2020
Morona Santiago,Morona,57,2,17,3,28,50,6,33,14/05/2020
Morona Santiago,Morona,57,2,17,5,19,0,41,20,21/05/2020
Morona Santiago,Morona,57,2,17,5,16,50,53,60,28/05/2020
Morona Santiago,Morona,57,2,17,6,14,0,47,100,04/06/2020
Morona Santiago,Morona,57,2,18,7,9,0,61,71,11/06/2020
Morona Santiago,Morona,15,0,44,7,53,0,27,71,18/06/2020
Morona Santiago,Morona,15,0,44,7,53,0,20,71,25/06/2020
Morona Santiago,Morona,15,0,44,7,33,0,30,71,01/07/2020
Morona Santiago,Morona,15,0,44,4,73,0,25,100,08/07/2020
Morona Santiago,Morona,15,0,44,6,27,0,39,100,15/07/2020
Morona Santiago,Morona,15,0,44,6,93,0,18,100,23/07/2020
Morona Santiago,Morona,15,0,44,4,87,0,16,100,30/07/2020
Morona Santiago,Morona,17,0,44,4,100,0,11,75,06/08/2020
Morona Santiago,Morona,15,0,44,7,67,0,7,100,13/08/2020
Morona Santiago,Morona,16,0,44,4,100,0,7,50,20/08/2020
Morona Santiago,Morona,15,0,44,6,100,0,14,100,27/08/2020
Morona Santiago,Morona,21,1,44,1,100,100,11,100,03/09/2020
Morona Santiago,Morona,23,1,44,6,100,100,5,33,10/09/2020
Morona Santiago,Morona,22,0,20,6,100,0,25,0,17/09/2020
Morona Santiago,Morona,21,1,20,6,100,100,25,17,24/09/2020
Morona Santiago,Morona,27,0,20,6,100,0,20,17,30/09/2020
Morona Santiago,Morona,22,0,20,6,100,0,0,0,08/10/2020
Morona Santiago,Morona,28,1,20,6,100,100,20,33,15/10/2020
Morona Santiago,Morona,28,1,20,6,100,100,20,33,22/10/2020
Morona Santiago,Morona,21,2,20,6,100,100,20,0,29/10/2020
Morona Santiago,Morona,26,1,20,6,100,100,15,0,05/11/2020
Morona Santiago,Morona,23,0,20,6,100,0,40,67,12/11/2020
Morona Santiago,Santiago,19,0,4,0,42,0,0,0,07/04/2020
Morona Santiago,Santiago,47,0,7,0,40,0,29,0,18/04/2020
Morona Santiago,Santiago,19,0,0,0,37,0,0,0,26/04/2020
Morona Santiago,Santiago,19,0,0,0,79,0,0,0,07/05/2020
Morona Santiago,Santiago,19,0,0,0,37,0,0,0,14/05/2020
Morona Santiago,Santiago,19,0,0,0,68,0,0,0,21/05/2020
Morona Santiago,Santiago,19,0,0,0,42,0,0,0,28/05/2020
Morona Santiago,Santiago,19,0,0,0,63,0,0,0,04/06/2020
Morona Santiago,Santiago,19,0,0,0,37,0,0,0,11/06/2020
Morona Santiago,Santiago,19,0,0,0,16,0,0,0,18/06/2020
Morona Santiago,Santiago,19,0,0,0,37,0,0,0,25/06/2020
Morona Santiago,Santiago,19,0,0,0,21,0,0,0,01/07/2020
Morona Santiago,Santiago,19,0,0,0,37,0,0,0,08/07/2020
Morona Santiago,Santiago,19,0,1,0,47,0,100,0,15/07/2020
Morona Santiago,Santiago,19,0,0,0,53,0,0,0,23/07/2020
Morona Santiago,Santiago,19,0,0,0,42,0,0,0,30/07/2020
Morona Santiago,Santiago,19,0,1,0,42,0,100,0,06/08/2020
Morona Santiago,Santiago,19,0,3,0,63,0,100,0,13/08/2020
Morona Santiago,Santiago,19,0,0,0,58,0,0,0,20/08/2020
Morona Santiago,Santiago,19,0,0,0,58,0,0,0,27/08/2020
Morona Santiago,Santiago,19,0,0,0,95,0,0,0,03/09/2020
Morona Santiago,Santiago,19,0,0,0,84,0,0,0,10/09/2020
Morona Santiago,Santiago,19,0,0,0,95,0,0,0,17/09/2020
Morona Santiago,Santiago,19,0,0,0,84,0,0,0,24/09/2020
Morona Santiago,Santiago,19,0,0,0,63,0,0,0,30/09/2020
Morona Santiago,Santiago,19,0,1,0,100,0,100,0,08/10/2020
Morona Santiago,Santiago,19,0,1,0,37,0,100,0,15/10/2020
Morona Santiago,Santiago,19,0,1,0,37,0,100,0,22/10/2020
Morona Santiago,Santiago,19,0,0,0,84,0,0,0,29/10/2020
Morona Santiago,Santiago,19,0,0,0,84,0,0,0,05/11/2020
Morona Santiago,Santiago,19,0,0,0,74,0,0,0,12/11/2020
Morona Santiago,Sucúa,50,0,4,0,14,0,0,0,07/04/2020
Morona Santiago,Sucúa,50,0,9,0,0,0,0,0,18/04/2020
Morona Santiago,Sucúa,50,0,2,0,26,0,0,0,26/04/2020
Morona Santiago,Sucúa,50,0,2,0,44,0,0,0,07/05/2020
Morona Santiago,Sucúa,50,0,2,0,38,0,0,0,14/05/2020
Morona Santiago,Sucúa,50,0,2,0,66,0,0,0,21/05/2020
Morona Santiago,Sucúa,50,0,2,0,60,0,0,0,28/05/2020
Morona Santiago,Sucúa,50,0,2,0,54,0,0,0,04/06/2020
Morona Santiago,Sucúa,50,0,2,0,66,0,0,0,11/06/2020
Morona Santiago,Sucúa,50,0,2,0,36,0,0,0,18/06/2020
Morona Santiago,Sucúa,50,0,2,0,62,0,0,0,25/06/2020
Morona Santiago,Sucúa,50,0,2,0,72,0,0,0,01/07/2020
Morona Santiago,Sucúa,50,0,2,0,64,0,0,0,08/07/2020
Morona Santiago,Sucúa,50,0,2,0,60,0,0,0,15/07/2020
Morona Santiago,Sucúa,50,0,10,0,32,0,100,0,23/07/2020
Morona Santiago,Sucúa,50,0,4,0,32,0,100,0,30/07/2020
Morona Santiago,Sucúa,50,0,4,0,30,0,100,0,06/08/2020
Morona Santiago,Sucúa,50,0,9,0,20,0,100,0,13/08/2020
Morona Santiago,Sucúa,50,0,8,0,24,0,100,0,20/08/2020
Morona Santiago,Sucúa,50,0,7,0,26,0,100,0,27/08/2020
Morona Santiago,Sucúa,50,0,7,0,36,0,100,0,03/09/2020
Morona Santiago,Sucúa,50,0,3,0,38,0,100,0,10/09/2020
Morona Santiago,Sucúa,50,0,5,0,26,0,100,0,17/09/2020
Morona Santiago,Sucúa,50,0,3,0,30,0,100,0,24/09/2020
Morona Santiago,Sucúa,50,0,2,0,30,0,100,0,30/09/2020
Morona Santiago,Sucúa,50,0,2,0,32,0,100,0,08/10/2020
Morona Santiago,Sucúa,50,0,2,0,46,0,0,0,15/10/2020
Morona Santiago,Sucúa,50,0,2,0,46,0,0,0,22/10/2020
Morona Santiago,Sucúa,50,0,2,0,42,0,0,0,29/10/2020
Morona Santiago,Sucúa,50,0,5,0,26,0,100,0,05/11/2020
Morona Santiago,Sucúa,50,0,4,0,32,0,100,0,12/11/2020
Morona Santiago,Taisha,23,0,4,0,61,0,0,0,07/04/2020
Morona Santiago,Taisha,21,0,7,0,57,0,14,0,18/04/2020
Morona Santiago,Taisha,21,0,3,0,48,0,0,0,26/04/2020
Morona Santiago,Taisha,21,0,3,0,57,0,0,0,07/05/2020
Morona Santiago,Taisha,21,0,3,0,38,0,0,0,14/05/2020
Morona Santiago,Taisha,21,0,3,0,38,0,0,0,21/05/2020
Morona Santiago,Taisha,21,0,3,0,29,0,0,0,28/05/2020
Morona Santiago,Taisha,21,0,3,0,33,0,0,0,04/06/2020
Morona Santiago,Taisha,21,0,3,0,48,0,0,0,11/06/2020
Morona Santiago,Taisha,21,0,3,0,29,0,0,0,18/06/2020
Morona Santiago,Taisha,21,0,3,0,19,0,0,0,25/06/2020
Morona Santiago,Taisha,21,0,3,0,33,0,0,0,01/07/2020
Morona Santiago,Taisha,21,0,3,0,33,0,0,0,08/07/2020
Morona Santiago,Taisha,21,0,3,0,29,0,0,0,15/07/2020
Morona Santiago,Taisha,21,0,3,0,38,0,0,0,23/07/2020
Morona Santiago,Taisha,21,0,3,0,29,0,0,0,30/07/2020
Morona Santiago,Taisha,21,0,3,0,38,0,0,0,06/08/2020
Morona Santiago,Taisha,21,0,3,0,29,0,0,0,13/08/2020
Morona Santiago,Taisha,21,0,3,0,33,0,0,0,20/08/2020
Morona Santiago,Taisha,21,0,3,0,52,0,0,0,27/08/2020
Morona Santiago,Taisha,21,0,2,0,29,0,0,0,03/09/2020
Morona Santiago,Taisha,21,0,2,0,52,0,0,0,10/09/2020
Morona Santiago,Taisha,21,0,2,0,29,0,0,0,17/09/2020
Morona Santiago,Taisha,21,0,3,0,62,0,0,0,24/09/2020
Morona Santiago,Taisha,21,0,3,0,43,0,0,0,30/09/2020
Morona Santiago,Taisha,21,0,3,0,76,0,0,0,08/10/2020
Morona Santiago,Taisha,21,0,3,0,81,0,0,0,15/10/2020
Morona Santiago,Taisha,21,0,3,0,81,0,0,0,22/10/2020
Morona Santiago,Taisha,21,0,3,0,52,0,0,0,29/10/2020
Morona Santiago,Taisha,21,0,3,0,52,0,0,0,05/11/2020
Morona Santiago,Taisha,21,0,3,0,67,0,0,0,12/11/2020
Napo,Quijos,31,0,3,0,13,0,33,0,07/04/2020
Napo,Quijos,31,0,7,0,10,0,29,0,18/04/2020
Napo,Quijos,31,0,7,0,10,0,0,0,26/04/2020
Napo,Quijos,31,0,14,0,13,0,0,0,07/05/2020
Napo,Quijos,31,0,14,0,26,0,14,0,14/05/2020
Napo,Quijos,31,0,14,0,16,0,14,0,21/05/2020
Napo,Quijos,31,0,14,0,10,0,7,0,28/05/2020
Napo,Quijos,31,0,14,0,10,0,29,0,04/06/2020
Napo,Quijos,31,0,14,0,19,0,14,0,11/06/2020
Napo,Quijos,31,0,18,0,10,0,6,0,18/06/2020
Napo,Quijos,31,0,18,0,19,0,11,0,25/06/2020
Napo,Quijos,31,0,18,0,16,0,6,0,01/07/2020
Napo,Quijos,31,0,18,0,16,0,17,0,08/07/2020
Napo,Quijos,31,0,18,0,16,0,6,0,15/07/2020
Napo,Quijos,31,0,18,0,13,0,11,0,23/07/2020
Napo,Quijos,31,0,18,0,16,0,11,0,30/07/2020
Napo,Quijos,31,0,18,0,42,0,6,0,06/08/2020
Napo,Quijos,31,0,18,0,35,0,17,0,13/08/2020
Napo,Quijos,31,0,18,0,16,0,33,0,20/08/2020
Napo,Quijos,31,0,18,0,19,0,11,0,27/08/2020
Napo,Quijos,31,0,14,0,35,0,14,0,03/09/2020
Napo,Quijos,31,0,14,0,19,0,29,0,10/09/2020
Napo,Quijos,31,0,14,0,6,0,21,0,17/09/2020
Napo,Quijos,31,0,18,0,10,0,6,0,24/09/2020
Napo,Quijos,31,0,18,0,10,0,17,0,30/09/2020
Napo,Quijos,31,0,18,0,26,0,17,0,08/10/2020
Napo,Quijos,31,0,18,0,35,0,6,0,15/10/2020
Napo,Quijos,31,0,18,0,35,0,6,0,22/10/2020
Napo,Quijos,31,0,18,0,16,0,0,0,29/10/2020
Napo,Quijos,31,0,18,0,13,0,11,0,05/11/2020
Napo,Quijos,31,0,18,0,23,0,6,0,12/11/2020
Napo,Tena,97,6,8,6,51,17,0,0,07/04/2020
Napo,Tena,64,2,26,6,47,0,8,0,18/04/2020
Napo,Tena,64,2,26,8,47,0,0,0,26/04/2020
Napo,Tena,64,2,29,8,39,50,34,50,07/05/2020
Napo,Tena,64,2,29,8,64,0,45,75,14/05/2020
Napo,Tena,64,2,29,8,33,0,34,63,21/05/2020
Napo,Tena,64,2,29,8,30,0,34,25,28/05/2020
Napo,Tena,64,2,29,9,41,0,34,78,04/06/2020
Napo,Tena,64,2,29,9,38,0,34,56,11/06/2020
Napo,Tena,64,2,29,9,17,0,48,78,18/06/2020
Napo,Tena,64,2,29,9,38,0,59,78,25/06/2020
Napo,Tena,64,2,29,9,38,0,72,78,01/07/2020
Napo,Tena,44,1,48,11,41,100,46,73,08/07/2020
Napo,Tena,44,0,48,12,34,0,38,50,15/07/2020
Napo,Tena,44,0,48,12,43,0,35,67,23/07/2020
Napo,Tena,44,0,48,12,61,0,25,33,30/07/2020
Napo,Tena,44,0,48,12,45,0,29,25,06/08/2020
Napo,Tena,44,0,48,12,57,0,19,17,13/08/2020
Napo,Tena,44,0,48,12,68,0,23,0,20/08/2020
Napo,Tena,44,0,48,12,68,0,13,33,27/08/2020
Napo,Tena,56,0,33,0,41,0,21,0,03/09/2020
Napo,Tena,56,0,33,7,32,0,12,29,10/09/2020
Napo,Tena,56,0,33,7,50,0,21,0,17/09/2020
Napo,Tena,56,0,38,8,59,0,11,13,24/09/2020
Napo,Tena,56,0,38,8,68,0,13,0,30/09/2020
Napo,Tena,68,3,29,5,50,0,7,60,08/10/2020
Napo,Tena,68,3,29,3,50,0,7,33,15/10/2020
Napo,Tena,68,3,29,3,50,0,7,33,22/10/2020
Napo,Tena,68,3,26,3,74,33,8,0,29/10/2020
Napo,Tena,68,3,26,3,40,67,4,67,05/11/2020
Napo,Tena,68,3,26,3,71,33,4,100,12/11/2020
Orellana,Aguarico,21,0,0,0,10,0,0,0,07/04/2020
Orellana,Aguarico,21,0,0,0,19,0,0,0,18/04/2020
Orellana,Aguarico,21,0,0,0,19,0,0,0,26/04/2020
Orellana,Aguarico,21,0,0,0,14,0,0,0,07/05/2020
Orellana,Aguarico,21,0,0,0,5,0,0,0,14/05/2020
Orellana,Aguarico,21,0,0,0,10,0,0,0,21/05/2020
Orellana,Aguarico,21,0,0,0,10,0,0,0,28/05/2020
Orellana,Aguarico,21,0,0,0,14,0,0,0,04/06/2020
Orellana,Aguarico,21,0,0,0,14,0,0,0,11/06/2020
Orellana,Aguarico,21,0,0,0,14,0,0,0,18/06/2020
Orellana,Aguarico,21,0,0,0,19,0,0,0,25/06/2020
Orellana,Aguarico,21,0,0,0,5,0,0,0,01/07/2020
Orellana,Aguarico,21,0,0,0,14,0,0,0,08/07/2020
Orellana,Aguarico,21,0,0,0,5,0,0,0,15/07/2020
Orellana,Aguarico,21,0,0,0,5,0,0,0,23/07/2020
Orellana,Aguarico,4,0,17,0,50,0,6,0,30/07/2020
Orellana,Aguarico,4,0,17,0,25,0,6,0,06/08/2020
Orellana,Aguarico,4,0,17,0,25,0,0,0,13/08/2020
Orellana,Aguarico,4,0,17,0,25,0,6,0,20/08/2020
Orellana,Aguarico,4,0,17,0,25,0,6,0,27/08/2020
Orellana,Aguarico,4,0,17,0,25,0,0,0,03/09/2020
Orellana,Aguarico,4,0,17,0,25,0,0,0,10/09/2020
Orellana,Aguarico,4,0,17,0,25,0,6,0,17/09/2020
Orellana,Aguarico,4,0,17,0,25,0,6,0,24/09/2020
Orellana,Aguarico,4,0,17,0,0,0,0,0,30/09/2020
Orellana,Aguarico,4,0,17,0,25,0,0,0,08/10/2020
Orellana,Aguarico,4,0,17,0,0,0,0,0,15/10/2020
Orellana,Aguarico,4,0,17,0,0,0,0,0,22/10/2020
Orellana,Aguarico,4,0,17,0,0,0,0,0,29/10/2020
Orellana,Aguarico,4,0,17,0,25,0,0,0,05/11/2020
Orellana,Aguarico,4,0,17,0,50,0,0,0,12/11/2020
Orellana,Orellana,60,0,3,0,57,0,0,0,07/04/2020
Orellana,Orellana,60,0,6,0,58,0,0,0,18/04/2020
Orellana,Orellana,60,0,6,0,88,0,0,0,26/04/2020
Orellana,Orellana,60,0,3,0,50,0,0,0,07/05/2020
Orellana,Orellana,41,0,3,0,100,0,0,0,14/05/2020
Orellana,Orellana,43,0,13,0,84,0,46,0,21/05/2020
Orellana,Orellana,43,0,13,0,77,0,77,0,28/05/2020
Orellana,Orellana,41,0,13,0,83,0,92,0,04/06/2020
Orellana,Orellana,41,0,13,0,85,0,46,0,11/06/2020
Orellana,Orellana,41,0,15,0,93,0,80,0,18/06/2020
Orellana,Orellana,41,0,15,0,76,0,93,0,25/06/2020
Orellana,Orellana,41,0,15,5,73,0,80,0,01/07/2020
Orellana,Orellana,41,0,15,5,68,0,80,60,08/07/2020
Orellana,Orellana,42,0,12,5,57,0,33,40,15/07/2020
Orellana,Orellana,42,0,12,5,98,0,25,0,23/07/2020
Orellana,Orellana,42,0,12,5,79,0,75,0,30/07/2020
Orellana,Orellana,42,0,12,5,90,0,25,0,06/08/2020
Orellana,Orellana,42,0,12,5,83,0,75,0,13/08/2020
Orellana,Orellana,42,0,12,5,69,0,83,20,20/08/2020
Orellana,Orellana,42,0,12,5,79,0,42,0,27/08/2020
Orellana,Orellana,42,0,0,0,98,0,0,0,03/09/2020
Orellana,Orellana,42,0,0,0,76,0,0,0,10/09/2020
Orellana,Orellana,41,0,0,0,51,0,0,0,17/09/2020
Orellana,Orellana,41,0,12,5,90,0,25,0,24/09/2020
Orellana,Orellana,41,0,12,5,93,0,8,20,30/09/2020
Orellana,Orellana,41,0,13,4,100,0,0,0,08/10/2020
Orellana,Orellana,40,0,16,4,88,0,6,0,15/10/2020
Orellana,Orellana,40,0,16,4,88,0,6,0,22/10/2020
Orellana,Orellana,40,0,16,4,100,0,0,0,29/10/2020
Orellana,Orellana,40,0,16,4,93,0,0,0,05/11/2020
Orellana,Orellana,60,0,13,4,83,0,15,0,12/11/2020
Pastaza,Pastaza,98,4,10,3,35,25,10,0,07/04/2020
Pastaza,Pastaza,79,3,10,1,41,67,100,0,18/04/2020
Pastaza,Pastaza,86,3,10,3,52,33,60,33,26/04/2020
Pastaza,Pastaza,86,3,10,1,53,0,90,0,07/05/2020
Pastaza,Pastaza,86,3,10,1,58,0,120,0,14/05/2020
Pastaza,Pastaza,84,0,15,6,35,0,40,100,21/05/2020
Pastaza,Pastaza,50,0,21,6,74,0,38,50,28/05/2020
Pastaza,Pastaza,50,0,21,6,54,0,52,67,04/06/2020
Pastaza,Pastaza,50,0,21,6,54,0,43,67,11/06/2020
Pastaza,Pastaza,50,0,20,7,52,0,80,71,18/06/2020
Pastaza,Pastaza,50,0,19,7,46,0,89,86,25/06/2020
Pastaza,Pastaza,50,0,22,6,48,0,100,100,01/07/2020
Pastaza,Pastaza,50,0,24,5,46,0,67,100,08/07/2020
Pastaza,Pastaza,50,0,19,8,64,0,84,100,15/07/2020
Pastaza,Pastaza,50,0,16,11,48,0,94,73,23/07/2020
Pastaza,Pastaza,50,0,20,10,68,0,70,50,30/07/2020
Pastaza,Pastaza,50,0,20,10,56,0,75,60,06/08/2020
Pastaza,Pastaza,50,0,18,11,62,0,56,64,13/08/2020
Pastaza,Pastaza,50,0,17,9,48,0,65,44,20/08/2020
Pastaza,Pastaza,50,0,17,9,56,0,47,33,27/08/2020
Pastaza,Pastaza,50,0,17,0,66,0,59,0,03/09/2020
Pastaza,Pastaza,50,0,17,5,56,0,18,60,10/09/2020
Pastaza,Pastaza,50,0,17,5,82,0,24,80,17/09/2020
Pastaza,Pastaza,50,0,8,6,78,0,50,50,24/09/2020
Pastaza,Pastaza,74,0,8,6,47,0,63,33,30/09/2020
Pastaza,Pastaza,74,0,8,6,47,0,38,33,08/10/2020
Pastaza,Pastaza,74,0,8,6,50,0,38,17,15/10/2020
Pastaza,Pastaza,74,0,8,6,50,0,38,17,22/10/2020
Pastaza,Pastaza,74,0,8,6,65,0,0,50,29/10/2020
Pastaza,Pastaza,74,0,8,6,46,0,75,17,05/11/2020
Pastaza,Pastaza,74,0,8,6,69,0,25,67,12/11/2020
Pichincha,Cayambe,30,0,3,0,80,0,0,0,07/04/2020
Pichincha,Cayambe,30,0,3,0,60,0,33,0,18/04/2020
Pichincha,Cayambe,30,0,3,0,57,0,0,0,26/04/2020
Pichincha,Cayambe,30,0,9,0,60,0,11,0,07/05/2020
Pichincha,Cayambe,30,0,9,0,47,0,11,0,14/05/2020
Pichincha,Cayambe,30,0,9,0,63,0,22,0,21/05/2020
Pichincha,Cayambe,30,0,9,0,53,0,22,0,28/05/2020
Pichincha,Cayambe,30,0,3,0,47,0,67,0,04/06/2020
Pichincha,Cayambe,30,0,6,0,57,0,83,0,11/06/2020
Pichincha,Cayambe,28,0,10,0,46,0,40,0,18/06/2020
Pichincha,Cayambe,28,0,10,0,93,0,10,0,25/06/2020
Pichincha,Cayambe,28,0,10,0,89,0,40,0,01/07/2020
Pichincha,Cayambe,28,0,11,0,64,0,100,0,08/07/2020
Pichincha,Cayambe,28,0,11,0,54,0,36,0,15/07/2020
Pichincha,Cayambe,28,0,15,0,50,0,100,0,23/07/2020
Pichincha,Cayambe,28,0,16,0,36,0,81,0,30/07/2020
Pichincha,Cayambe,28,0,16,0,36,0,44,0,06/08/2020
Pichincha,Cayambe,28,0,16,0,29,0,31,0,13/08/2020
Pichincha,Cayambe,28,0,16,0,68,0,38,0,20/08/2020
Pichincha,Cayambe,28,0,16,0,32,0,6,0,27/08/2020
Pichincha,Cayambe,28,0,0,0,39,0,0,0,03/09/2020
Pichincha,Cayambe,28,0,0,0,46,0,0,0,10/09/2020
Pichincha,Cayambe,28,0,0,0,71,0,0,0,17/09/2020
Pichincha,Cayambe,28,0,16,0,46,0,0,0,24/09/2020
Pichincha,Cayambe,28,0,16,0,57,0,19,0,30/09/2020
Pichincha,Cayambe,28,0,16,0,25,0,0,0,08/10/2020
Pichincha,Cayambe,28,0,16,0,39,0,6,0,15/10/2020
Pichincha,Cayambe,28,0,16,0,39,0,6,0,22/10/2020
Pichincha,Cayambe,28,0,16,0,64,0,0,0,29/10/2020
Pichincha,Cayambe,28,0,16,0,43,0,13,0,05/11/2020
Pichincha,Cayambe,28,0,16,0,57,0,13,0,12/11/2020
Pichincha,Mejía,20,0,0,0,65,0,0,0,07/04/2020
Pichincha,Mejía,15,0,10,0,87,0,0,0,18/04/2020
Pichincha,Mejía,15,0,10,0,80,0,0,0,26/04/2020
Pichincha,Mejía,15,0,10,0,60,0,80,0,07/05/2020
Pichincha,Mejía,15,0,18,0,53,0,78,0,14/05/2020
Pichincha,Mejía,15,0,18,0,60,0,22,0,21/05/2020
Pichincha,Mejía,15,0,18,0,73,0,17,0,28/05/2020
Pichincha,Mejía,15,0,14,0,40,0,50,0,04/06/2020
Pichincha,Mejía,15,0,14,0,87,0,64,0,11/06/2020
Pichincha,Mejía,15,0,14,0,40,0,93,0,18/06/2020
Pichincha,Mejía,15,0,14,0,53,0,86,0,25/06/2020
Pichincha,Mejía,15,0,14,0,60,0,57,0,01/07/2020
Pichincha,Mejía,15,0,14,0,67,0,79,0,08/07/2020
Pichincha,Mejía,15,0,14,0,67,0,57,0,15/07/2020
Pichincha,Mejía,15,0,18,0,60,0,100,0,23/07/2020
Pichincha,Mejía,15,0,14,0,93,0,64,0,30/07/2020
Pichincha,Mejía,15,0,14,0,80,0,43,0,06/08/2020
Pichincha,Mejía,15,0,14,0,73,0,36,0,13/08/2020
Pichincha,Mejía,15,0,14,0,80,0,14,0,20/08/2020
Pichincha,Mejía,15,0,14,0,60,0,14,0,27/08/2020
Pichincha,Mejía,15,0,0,0,60,0,0,0,03/09/2020
Pichincha,Mejía,15,0,0,0,73,0,0,0,10/09/2020
Pichincha,Mejía,15,0,0,0,40,0,0,0,17/09/2020
Pichincha,Mejía,16,0,14,0,100,0,29,0,24/09/2020
Pichincha,Mejía,15,0,10,1,60,0,70,100,30/09/2020
Pichincha,Mejía,16,0,14,0,88,0,43,0,08/10/2020
Pichincha,Mejía,16,0,14,0,63,0,43,0,15/10/2020
Pichincha,Mejía,16,0,14,0,63,0,43,0,22/10/2020
Pichincha,Mejía,18,0,14,0,50,0,21,0,29/10/2020
Pichincha,Mejía,18,0,14,0,56,0,29,0,05/11/2020
Pichincha,Mejía,18,0,14,0,78,0,29,0,12/11/2020
Pichincha,Quito,1969,45,198,54,39,56,26,31,07/04/2020
Pichincha,Quito,1627,29,233,38,58,59,17,26,18/04/2020
Pichincha,Quito,1653,26,216,59,52,77,16,15,26/04/2020
Pichincha,Quito,1531,24,225,73,59,54,48,73,07/05/2020
Pichincha,Quito,1524,19,239,73,58,63,46,56,14/05/2020
Pichincha,Quito,1627,19,209,81,53,63,47,37,21/05/2020
Pichincha,Quito,1600,16,253,80,53,63,62,80,28/05/2020
Pichincha,Quito,1356,17,278,81,61,47,60,84,04/06/2020
Pichincha,Quito,1365,17,277,90,58,47,76,83,11/06/2020
Pichincha,Quito,1365,17,278,99,61,59,77,67,18/06/2020
Pichincha,Quito,1356,17,275,115,55,41,81,83,25/06/2020
Pichincha,Quito,1435,17,280,124,51,59,90,83,01/07/2020
Pichincha,Quito,1361,17,287,124,53,65,77,83,08/07/2020
Pichincha,Quito,1258,17,328,129,50,59,82,84,15/07/2020
Pichincha,Quito,1254,17,334,129,51,53,72,84,23/07/2020
Pichincha,Quito,1258,17,332,129,50,59,71,84,30/07/2020
Pichincha,Quito,1261,17,328,132,49,47,82,83,06/08/2020
Pichincha,Quito,1240,17,348,134,52,47,75,75,13/08/2020
Pichincha,Quito,1239,17,353,134,56,47,82,75,20/08/2020
Pichincha,Quito,1239,17,352,134,55,47,82,75,27/08/2020
Pichincha,Quito,1230,17,263,17,63,47,82,47,03/09/2020
Pichincha,Quito,1212,17,262,82,57,41,98,100,10/09/2020
Pichincha,Quito,1208,22,293,72,60,55,96,100,17/09/2020
Pichincha,Quito,1210,28,331,117,63,79,60,74,24/09/2020
Pichincha,Quito,1207,28,333,110,67,71,63,83,30/09/2020
Pichincha,Quito,1219,28,334,115,64,68,59,77,08/10/2020
Pichincha,Quito,1279,24,313,113,69,58,57,78,15/10/2020
Pichincha,Quito,1279,24,313,113,69,58,57,78,22/10/2020
Pichincha,Quito,1314,29,311,106,66,55,53,73,29/10/2020
Pichincha,Quito,1339,29,298,106,66,66,57,74,05/11/2020
Pichincha,Quito,1335,29,276,106,70,48,58,67,12/11/2020
Pichincha,Rumiñahui,20,0,0,0,25,0,0,0,07/04/2020
Pichincha,Rumiñahui,20,0,2,0,30,0,0,0,18/04/2020
Pichincha,Rumiñahui,20,0,4,0,85,0,25,0,26/04/2020
Pichincha,Rumiñahui,20,0,2,0,45,0,100,0,07/05/2020
Pichincha,Rumiñahui,20,0,2,0,70,0,0,0,14/05/2020
Pichincha,Rumiñahui,30,0,3,0,53,0,67,0,21/05/2020
Pichincha,Rumiñahui,20,0,2,0,75,0,0,0,28/05/2020
Pichincha,Rumiñahui,20,0,2,0,90,0,100,0,04/06/2020
Pichincha,Rumiñahui,20,0,2,0,35,0,50,0,11/06/2020
Pichincha,Rumiñahui,20,0,4,0,100,0,100,0,18/06/2020
Pichincha,Rumiñahui,20,0,6,0,75,0,100,0,25/06/2020
Pichincha,Rumiñahui,20,0,10,0,60,0,100,0,01/07/2020
Pichincha,Rumiñahui,20,0,10,0,60,0,70,0,08/07/2020
Pichincha,Rumiñahui,20,0,10,0,50,0,90,0,15/07/2020
Pichincha,Rumiñahui,20,0,11,0,85,0,91,0,23/07/2020
Pichincha,Rumiñahui,20,0,10,0,65,0,80,0,30/07/2020
Pichincha,Rumiñahui,20,0,10,0,85,0,40,0,06/08/2020
Pichincha,Rumiñahui,20,0,10,0,80,0,40,0,13/08/2020
Pichincha,Rumiñahui,20,0,10,0,45,0,10,0,20/08/2020
