zona,fabricante,dosis_total,primera_dosis,segunda_dosis,dosis_unica,dosis_refuerzo,administered_at
9,Sinovac,262862,161763,101099,0,0,06/06/2021
1,Oxford/AstraZeneca,43474,39236,4238,0,0,07/06/2021
2,Oxford/AstraZeneca,24182,22629,1553,0,0,07/06/2021
3,Oxford/AstraZeneca,64914,57609,7305,0,0,07/06/2021
4,Oxford/AstraZeneca,71123,66362,4761,0,0,07/06/2021
5,Oxford/AstraZeneca,35548,26429,9119,0,0,07/06/2021
6,Oxford/AstraZeneca,44472,36839,7633,0,0,07/06/2021
7,Oxford/AstraZeneca,53991,44705,9286,0,0,07/06/2021
8,Oxford/AstraZeneca,136432,100588,35844,0,0,07/06/2021
9,Oxford/AstraZeneca,138549,123226,15323,0,0,07/06/2021
1,Pfizer/BioNTech,91836,64083,27753,0,0,07/06/2021
2,Pfizer/BioNTech,50208,35176,15032,0,0,07/06/2021
3,Pfizer/BioNTech,142081,104843,37238,0,0,07/06/2021
4,Pfizer/BioNTech,149427,112890,36537,0,0,07/06/2021
5,Pfizer/BioNTech,105630,72515,33115,0,0,07/06/2021
6,Pfizer/BioNTech,129969,88943,41026,0,0,07/06/2021
7,Pfizer/BioNTech,133922,98469,35453,0,0,07/06/2021
8,Pfizer/BioNTech,279922,204476,75446,0,0,07/06/2021
9,Pfizer/BioNTech,345218,236845,108373,0,0,07/06/2021
1,Sinovac,112255,77316,34939,0,0,07/06/2021
2,Sinovac,30340,20175,10165,0,0,07/06/2021
3,Sinovac,160230,104398,55832,0,0,07/06/2021
4,Sinovac,138520,94943,43577,0,0,07/06/2021
5,Sinovac,73524,49781,23743,0,0,07/06/2021
6,Sinovac,131803,84964,46839,0,0,07/06/2021
7,Sinovac,120740,77653,43087,0,0,07/06/2021
8,Sinovac,233469,137774,95695,0,0,07/06/2021
9,Sinovac,272771,171182,101589,0,0,07/06/2021
1,Oxford/AstraZeneca,43514,39275,4239,0,0,08/06/2021
2,Oxford/AstraZeneca,24361,22649,1712,0,0,08/06/2021
3,Oxford/AstraZeneca,65442,57615,7827,0,0,08/06/2021
4,Oxford/AstraZeneca,72096,67334,4762,0,0,08/06/2021
5,Oxford/AstraZeneca,36210,26569,9641,0,0,08/06/2021
6,Oxford/AstraZeneca,45070,36839,8231,0,0,08/06/2021
7,Oxford/AstraZeneca,54662,44784,9878,0,0,08/06/2021
8,Oxford/AstraZeneca,138027,100694,37333,0,0,08/06/2021
9,Oxford/AstraZeneca,139178,123228,15950,0,0,08/06/2021
1,Pfizer/BioNTech,92707,64113,28594,0,0,08/06/2021
2,Pfizer/BioNTech,51168,35177,15991,0,0,08/06/2021
3,Pfizer/BioNTech,142854,104866,37988,0,0,08/06/2021
4,Pfizer/BioNTech,149877,112890,36987,0,0,08/06/2021
5,Pfizer/BioNTech,106183,72620,33563,0,0,08/06/2021
6,Pfizer/BioNTech,130549,89027,41522,0,0,08/06/2021
7,Pfizer/BioNTech,134985,98513,36472,0,0,08/06/2021
8,Pfizer/BioNTech,281609,204544,77065,0,0,08/06/2021
9,Pfizer/BioNTech,349682,237544,112138,0,0,08/06/2021
1,Sinovac,115657,80637,35020,0,0,08/06/2021
2,Sinovac,30880,20707,10173,0,0,08/06/2021
3,Sinovac,165373,108800,56573,0,0,08/06/2021
4,Sinovac,142088,98446,43642,0,0,08/06/2021
5,Sinovac,77064,52112,24952,0,0,08/06/2021
6,Sinovac,135451,88588,46863,0,0,08/06/2021
7,Sinovac,123694,80499,43195,0,0,08/06/2021
8,Sinovac,243068,146704,96364,0,0,08/06/2021
9,Sinovac,284620,182174,102446,0,0,08/06/2021
1,Oxford/AstraZeneca,43533,39293,4240,0,0,09/06/2021
2,Oxford/AstraZeneca,24500,22704,1796,0,0,09/06/2021
3,Oxford/AstraZeneca,70480,57624,12856,0,0,09/06/2021
4,Oxford/AstraZeneca,73446,68676,4770,0,0,09/06/2021
5,Oxford/AstraZeneca,36743,26680,10063,0,0,09/06/2021
6,Oxford/AstraZeneca,45100,36839,8261,0,0,09/06/2021
7,Oxford/AstraZeneca,55002,44805,10197,0,0,09/06/2021
8,Oxford/AstraZeneca,140104,100769,39335,0,0,09/06/2021
9,Oxford/AstraZeneca,139447,123258,16189,0,0,09/06/2021
1,Pfizer/BioNTech,93297,64129,29168,0,0,09/06/2021
2,Pfizer/BioNTech,51623,35178,16445,0,0,09/06/2021
3,Pfizer/BioNTech,143308,104867,38441,0,0,09/06/2021
4,Pfizer/BioNTech,153788,112891,40897,0,0,09/06/2021
5,Pfizer/BioNTech,106184,72620,33564,0,0,09/06/2021
6,Pfizer/BioNTech,130883,89028,41855,0,0,09/06/2021
7,Pfizer/BioNTech,135453,98513,36940,0,0,09/06/2021
8,Pfizer/BioNTech,286129,207197,78932,0,0,09/06/2021
9,Pfizer/BioNTech,352766,237958,114808,0,0,09/06/2021
1,Sinovac,118503,83393,35110,0,0,09/06/2021
2,Sinovac,31341,21162,10179,0,0,09/06/2021
3,Sinovac,169868,112722,57146,0,0,09/06/2021
4,Sinovac,143558,99696,43862,0,0,09/06/2021
5,Sinovac,80086,54293,25793,0,0,09/06/2021
6,Sinovac,139797,92913,46884,0,0,09/06/2021
7,Sinovac,126571,83163,43408,0,0,09/06/2021
8,Sinovac,249654,152530,97124,0,0,09/06/2021
9,Sinovac,295142,192309,102833,0,0,09/06/2021
1,Oxford/AstraZeneca,43731,39489,4242,0,0,10/06/2021
2,Oxford/AstraZeneca,24572,22715,1857,0,0,10/06/2021
3,Oxford/AstraZeneca,73878,57713,16165,0,0,10/06/2021
4,Oxford/AstraZeneca,75027,70254,4773,0,0,10/06/2021
5,Oxford/AstraZeneca,38397,27107,11290,0,0,10/06/2021
6,Oxford/AstraZeneca,45160,36839,8321,0,0,10/06/2021
7,Oxford/AstraZeneca,55351,44834,10517,0,0,10/06/2021
8,Oxford/AstraZeneca,142972,101262,41710,0,0,10/06/2021
9,Oxford/AstraZeneca,139708,123270,16438,0,0,10/06/2021
1,Pfizer/BioNTech,93846,64151,29695,0,0,10/06/2021
2,Pfizer/BioNTech,52307,35180,17127,0,0,10/06/2021
3,Pfizer/BioNTech,147269,104869,42400,0,0,10/06/2021
4,Pfizer/BioNTech,157723,112893,44830,0,0,10/06/2021
5,Pfizer/BioNTech,107281,72642,34639,0,0,10/06/2021
6,Pfizer/BioNTech,132971,89029,43942,0,0,10/06/2021
7,Pfizer/BioNTech,137404,98523,38881,0,0,10/06/2021
8,Pfizer/BioNTech,292218,208208,84010,0,0,10/06/2021
9,Pfizer/BioNTech,356446,238296,118150,0,0,10/06/2021
1,Sinovac,121026,85810,35216,0,0,10/06/2021
2,Sinovac,32049,21856,10193,0,0,10/06/2021
3,Sinovac,173578,116131,57447,0,0,10/06/2021
4,Sinovac,144897,100947,43950,0,0,10/06/2021
5,Sinovac,82288,55829,26459,0,0,10/06/2021
6,Sinovac,143903,97000,46903,0,0,10/06/2021
7,Sinovac,129776,86256,43520,0,0,10/06/2021
8,Sinovac,258256,159458,98798,0,0,10/06/2021
9,Sinovac,305025,201938,103087,0,0,10/06/2021
1,Oxford/AstraZeneca,44899,40634,4265,0,0,11/06/2021
2,Oxford/AstraZeneca,24582,22715,1867,0,0,11/06/2021
3,Oxford/AstraZeneca,77423,57914,19509,0,0,11/06/2021
4,Oxford/AstraZeneca,76975,72199,4776,0,0,11/06/2021
5,Oxford/AstraZeneca,39979,27836,12143,0,0,11/06/2021
6,Oxford/AstraZeneca,46010,36886,9124,0,0,11/06/2021
7,Oxford/AstraZeneca,57745,45136,12609,0,0,11/06/2021
8,Oxford/AstraZeneca,146007,101450,44557,0,0,11/06/2021
9,Oxford/AstraZeneca,141240,124138,17102,0,0,11/06/2021
1,Pfizer/BioNTech,95867,64239,31628,0,0,11/06/2021
2,Pfizer/BioNTech,53373,35180,18193,0,0,11/06/2021
3,Pfizer/BioNTech,151328,104876,46452,0,0,11/06/2021
4,Pfizer/BioNTech,162774,112893,49881,0,0,11/06/2021
5,Pfizer/BioNTech,109022,72774,36248,0,0,11/06/2021
6,Pfizer/BioNTech,134580,89033,45547,0,0,11/06/2021
7,Pfizer/BioNTech,140717,98528,42189,0,0,11/06/2021
8,Pfizer/BioNTech,298826,208746,90080,0,0,11/06/2021
9,Pfizer/BioNTech,362168,238396,123772,0,0,11/06/2021
1,Sinovac,122994,87736,35258,0,0,11/06/2021
2,Sinovac,32603,22405,10198,0,0,11/06/2021
3,Sinovac,177493,119494,57999,0,0,11/06/2021
4,Sinovac,146062,102012,44050,0,0,11/06/2021
5,Sinovac,84809,57486,27323,0,0,11/06/2021
6,Sinovac,148429,101491,46938,0,0,11/06/2021
7,Sinovac,133221,89617,43604,0,0,11/06/2021
8,Sinovac,268535,168161,100374,0,0,11/06/2021
9,Sinovac,315121,211815,103306,0,0,11/06/2021
1,Oxford/AstraZeneca,46643,42349,4294,0,0,12/06/2021
2,Oxford/AstraZeneca,25422,23549,1873,0,0,12/06/2021
3,Oxford/AstraZeneca,80568,58423,22145,0,0,12/06/2021
4,Oxford/AstraZeneca,78420,73573,4847,0,0,12/06/2021
5,Oxford/AstraZeneca,40979,28546,12433,0,0,12/06/2021
6,Oxford/AstraZeneca,47500,38374,9126,0,0,12/06/2021
7,Oxford/AstraZeneca,58635,45376,13259,0,0,12/06/2021
8,Oxford/AstraZeneca,147392,101774,45618,0,0,12/06/2021
9,Oxford/AstraZeneca,144732,126885,17847,0,0,12/06/2021
1,Pfizer/BioNTech,96426,64251,32175,0,0,12/06/2021
2,Pfizer/BioNTech,53666,35181,18485,0,0,12/06/2021
3,Pfizer/BioNTech,152029,104876,47153,0,0,12/06/2021
4,Pfizer/BioNTech,165243,112894,52349,0,0,12/06/2021
5,Pfizer/BioNTech,109604,72791,36813,0,0,12/06/2021
6,Pfizer/BioNTech,136979,89040,47939,0,0,12/06/2021
7,Pfizer/BioNTech,142543,98529,44014,0,0,12/06/2021
8,Pfizer/BioNTech,301239,208773,92466,0,0,12/06/2021
9,Pfizer/BioNTech,368153,238414,129739,0,0,12/06/2021
1,Sinovac,123633,88366,35267,0,0,12/06/2021
2,Sinovac,32855,22654,10201,0,0,12/06/2021
3,Sinovac,178535,120487,58048,0,0,12/06/2021
4,Sinovac,146975,102823,44152,0,0,12/06/2021
5,Sinovac,86279,58647,27632,0,0,12/06/2021
6,Sinovac,149258,102305,46953,0,0,12/06/2021
7,Sinovac,135909,92255,43654,0,0,12/06/2021
8,Sinovac,271629,170838,100791,0,0,12/06/2021
9,Sinovac,321270,217671,103599,0,0,12/06/2021
1,Oxford/AstraZeneca,46712,42418,4294,0,0,13/06/2021
2,Oxford/AstraZeneca,26172,24299,1873,0,0,13/06/2021
3,Oxford/AstraZeneca,85072,60358,24714,0,0,13/06/2021
4,Oxford/AstraZeneca,80991,76112,4879,0,0,13/06/2021
5,Oxford/AstraZeneca,41539,28961,12578,0,0,13/06/2021
6,Oxford/AstraZeneca,51873,42664,9209,0,0,13/06/2021
7,Oxford/AstraZeneca,59197,45706,13491,0,0,13/06/2021
8,Oxford/AstraZeneca,148029,102151,45878,0,0,13/06/2021
9,Oxford/AstraZeneca,147837,129217,18620,0,0,13/06/2021
1,Pfizer/BioNTech,96576,64253,32323,0,0,13/06/2021
2,Pfizer/BioNTech,53772,35183,18589,0,0,13/06/2021
3,Pfizer/BioNTech,152714,104876,47838,0,0,13/06/2021
4,Pfizer/BioNTech,165747,112894,52853,0,0,13/06/2021
5,Pfizer/BioNTech,109670,72792,36878,0,0,13/06/2021
6,Pfizer/BioNTech,138677,89058,49619,0,0,13/06/2021
7,Pfizer/BioNTech,143548,98536,45012,0,0,13/06/2021
8,Pfizer/BioNTech,301641,208779,92862,0,0,13/06/2021
9,Pfizer/BioNTech,372046,238431,133615,0,0,13/06/2021
1,Sinovac,123963,88694,35269,0,0,13/06/2021
2,Sinovac,33033,22801,10232,0,0,13/06/2021
3,Sinovac,179339,121250,58089,0,0,13/06/2021
4,Sinovac,147927,103754,44173,0,0,13/06/2021
5,Sinovac,87152,59468,27684,0,0,13/06/2021
6,Sinovac,149899,102936,46963,0,0,13/06/2021
7,Sinovac,137261,93587,43674,0,0,13/06/2021
8,Sinovac,272772,171919,100853,0,0,13/06/2021
9,Sinovac,325066,221416,103650,0,0,13/06/2021
1,Oxford/AstraZeneca,49290,44887,4403,0,0,14/06/2021
2,Oxford/AstraZeneca,26524,24650,1874,0,0,14/06/2021
3,Oxford/AstraZeneca,88978,62881,26097,0,0,14/06/2021
4,Oxford/AstraZeneca,84575,79681,4894,0,0,14/06/2021
5,Oxford/AstraZeneca,42781,29613,13168,0,0,14/06/2021
6,Oxford/AstraZeneca,53343,44120,9223,0,0,14/06/2021
7,Oxford/AstraZeneca,59873,45809,14064,0,0,14/06/2021
8,Oxford/AstraZeneca,149730,102470,47260,0,0,14/06/2021
9,Oxford/AstraZeneca,150648,130198,20450,0,0,14/06/2021
1,Pfizer/BioNTech,97716,64420,33296,0,0,14/06/2021
2,Pfizer/BioNTech,54520,35186,19334,0,0,14/06/2021
3,Pfizer/BioNTech,153574,104879,48695,0,0,14/06/2021
4,Pfizer/BioNTech,165748,112894,52854,0,0,14/06/2021
5,Pfizer/BioNTech,110424,72804,37620,0,0,14/06/2021
6,Pfizer/BioNTech,139059,89060,49999,0,0,14/06/2021
7,Pfizer/BioNTech,144199,98537,45662,0,0,14/06/2021
8,Pfizer/BioNTech,305333,208954,96379,0,0,14/06/2021
9,Pfizer/BioNTech,373742,238438,135304,0,0,14/06/2021
1,Sinovac,125347,90038,35309,0,0,14/06/2021
2,Sinovac,33849,23607,10242,0,0,14/06/2021
3,Sinovac,181509,123319,58190,0,0,14/06/2021
4,Sinovac,147930,103755,44175,0,0,14/06/2021
5,Sinovac,90125,61878,28247,0,0,14/06/2021
6,Sinovac,153561,106578,46983,0,0,14/06/2021
7,Sinovac,139782,96072,43710,0,0,14/06/2021
8,Sinovac,280723,179354,101369,0,0,14/06/2021
9,Sinovac,331348,227551,103797,0,0,14/06/2021
1,Oxford/AstraZeneca,53698,49028,4670,0,0,15/06/2021
2,Oxford/AstraZeneca,27254,25365,1889,0,0,15/06/2021
3,Oxford/AstraZeneca,93107,65890,27217,0,0,15/06/2021
4,Oxford/AstraZeneca,88606,83696,4910,0,0,15/06/2021
5,Oxford/AstraZeneca,44888,31365,13523,0,0,15/06/2021
6,Oxford/AstraZeneca,57165,45431,11734,0,0,15/06/2021
7,Oxford/AstraZeneca,60454,45871,14583,0,0,15/06/2021
8,Oxford/AstraZeneca,152105,103648,48457,0,0,15/06/2021
9,Oxford/AstraZeneca,155404,132672,22732,0,0,15/06/2021
1,Pfizer/BioNTech,98673,64439,34234,0,0,15/06/2021
2,Pfizer/BioNTech,54644,35189,19455,0,0,15/06/2021
3,Pfizer/BioNTech,154157,104880,49277,0,0,15/06/2021
4,Pfizer/BioNTech,166001,112894,53107,0,0,15/06/2021
5,Pfizer/BioNTech,110899,72806,38093,0,0,15/06/2021
6,Pfizer/BioNTech,139384,89063,50321,0,0,15/06/2021
7,Pfizer/BioNTech,144784,98537,46247,0,0,15/06/2021
8,Pfizer/BioNTech,308448,208980,99468,0,0,15/06/2021
9,Pfizer/BioNTech,376124,238444,137680,0,0,15/06/2021
1,Sinovac,126445,91110,35335,0,0,15/06/2021
2,Sinovac,34912,24659,10253,0,0,15/06/2021
3,Sinovac,183786,125491,58295,0,0,15/06/2021
4,Sinovac,148041,103757,44284,0,0,15/06/2021
5,Sinovac,94043,65027,29016,0,0,15/06/2021
6,Sinovac,158260,111256,47004,0,0,15/06/2021
7,Sinovac,142294,98562,43732,0,0,15/06/2021
8,Sinovac,292326,190369,101957,0,0,15/06/2021
9,Sinovac,337196,233341,103855,0,0,15/06/2021
1,Oxford/AstraZeneca,58793,53915,4878,0,0,16/06/2021
2,Oxford/AstraZeneca,28730,26832,1898,0,0,16/06/2021
3,Oxford/AstraZeneca,99665,70581,29084,0,0,16/06/2021
4,Oxford/AstraZeneca,92846,87928,4918,0,0,16/06/2021
5,Oxford/AstraZeneca,47797,33905,13892,0,0,16/06/2021
6,Oxford/AstraZeneca,65932,46885,19047,0,0,16/06/2021
7,Oxford/AstraZeneca,61174,46149,15025,0,0,16/06/2021
8,Oxford/AstraZeneca,155104,105773,49331,0,0,16/06/2021
9,Oxford/AstraZeneca,173494,140917,32577,0,0,16/06/2021
1,Pfizer/BioNTech,98992,64447,34545,0,0,16/06/2021
2,Pfizer/BioNTech,54743,35189,19554,0,0,16/06/2021
3,Pfizer/BioNTech,154305,104880,49425,0,0,16/06/2021
4,Pfizer/BioNTech,166001,112894,53107,0,0,16/06/2021
5,Pfizer/BioNTech,111001,72806,38195,0,0,16/06/2021
6,Pfizer/BioNTech,139752,89063,50689,0,0,16/06/2021
7,Pfizer/BioNTech,147151,98538,48613,0,0,16/06/2021
8,Pfizer/BioNTech,311650,209083,102567,0,0,16/06/2021
9,Pfizer/BioNTech,381380,238460,142920,0,0,16/06/2021
1,Sinovac,127297,91943,35354,0,0,16/06/2021
2,Sinovac,35821,25559,10262,0,0,16/06/2021
3,Sinovac,186128,127763,58365,0,0,16/06/2021
4,Sinovac,148276,103758,44518,0,0,16/06/2021
5,Sinovac,97678,68359,29319,0,0,16/06/2021
6,Sinovac,161958,114926,47032,0,0,16/06/2021
7,Sinovac,146189,102416,43773,0,0,16/06/2021
8,Sinovac,305599,203386,102213,0,0,16/06/2021
9,Sinovac,339714,235814,103900,0,0,16/06/2021
1,Oxford/AstraZeneca,62695,57579,5116,0,0,17/06/2021
2,Oxford/AstraZeneca,31347,29068,2279,0,0,17/06/2021
3,Oxford/AstraZeneca,105088,74832,30256,0,0,17/06/2021
4,Oxford/AstraZeneca,97244,91637,5607,0,0,17/06/2021
5,Oxford/AstraZeneca,51203,36914,14289,0,0,17/06/2021
6,Oxford/AstraZeneca,72045,48169,23876,0,0,17/06/2021
7,Oxford/AstraZeneca,62176,46384,15792,0,0,17/06/2021
8,Oxford/AstraZeneca,168372,117436,50936,0,0,17/06/2021
9,Oxford/AstraZeneca,184549,150403,34146,0,0,17/06/2021
1,Pfizer/BioNTech,100471,64449,36022,0,0,17/06/2021
2,Pfizer/BioNTech,54836,35189,19647,0,0,17/06/2021
3,Pfizer/BioNTech,160308,104894,55414,0,0,17/06/2021
4,Pfizer/BioNTech,172729,112897,59832,0,0,17/06/2021
5,Pfizer/BioNTech,113152,72885,40267,0,0,17/06/2021
6,Pfizer/BioNTech,140545,89063,51482,0,0,17/06/2021
7,Pfizer/BioNTech,148821,98540,50281,0,0,17/06/2021
8,Pfizer/BioNTech,316624,209424,107200,0,0,17/06/2021
9,Pfizer/BioNTech,390441,238467,151974,0,0,17/06/2021
1,Sinovac,129060,93689,35371,0,0,17/06/2021
2,Sinovac,36494,26229,10265,0,0,17/06/2021
3,Sinovac,188712,130185,58527,0,0,17/06/2021
4,Sinovac,148353,103759,44594,0,0,17/06/2021
5,Sinovac,100749,71264,29485,0,0,17/06/2021
6,Sinovac,165494,118452,47042,0,0,17/06/2021
7,Sinovac,150483,106664,43819,0,0,17/06/2021
8,Sinovac,308712,206361,102351,0,0,17/06/2021
9,Sinovac,340980,236861,104119,0,0,17/06/2021
1,Oxford/AstraZeneca,65646,60443,5203,0,0,18/06/2021
2,Oxford/AstraZeneca,34383,32096,2287,0,0,18/06/2021
3,Oxford/AstraZeneca,110296,78610,31686,0,0,18/06/2021
4,Oxford/AstraZeneca,101441,95829,5612,0,0,18/06/2021
5,Oxford/AstraZeneca,55040,40311,14729,0,0,18/06/2021
6,Oxford/AstraZeneca,76628,50461,26167,0,0,18/06/2021
7,Oxford/AstraZeneca,63114,46945,16169,0,0,18/06/2021
8,Oxford/AstraZeneca,181513,129206,52307,0,0,18/06/2021
9,Oxford/AstraZeneca,186873,152036,34837,0,0,18/06/2021
1,Pfizer/BioNTech,102125,64471,37654,0,0,18/06/2021
2,Pfizer/BioNTech,55116,35191,19925,0,0,18/06/2021
3,Pfizer/BioNTech,162189,104898,57291,0,0,18/06/2021
4,Pfizer/BioNTech,176644,112897,63747,0,0,18/06/2021
5,Pfizer/BioNTech,114913,72980,41933,0,0,18/06/2021
6,Pfizer/BioNTech,143264,89104,54160,0,0,18/06/2021
7,Pfizer/BioNTech,151324,98566,52758,0,0,18/06/2021
8,Pfizer/BioNTech,320001,209608,110393,0,0,18/06/2021
9,Pfizer/BioNTech,394230,238515,155715,0,0,18/06/2021
1,Sinovac,131063,95670,35393,0,0,18/06/2021
2,Sinovac,37332,27066,10266,0,0,18/06/2021
3,Sinovac,192669,134026,58643,0,0,18/06/2021
4,Sinovac,148374,103759,44615,0,0,18/06/2021
5,Sinovac,103682,74091,29591,0,0,18/06/2021
6,Sinovac,167512,120460,47052,0,0,18/06/2021
7,Sinovac,154674,110772,43902,0,0,18/06/2021
8,Sinovac,311836,209336,102500,0,0,18/06/2021
9,Sinovac,352055,247479,104576,0,0,18/06/2021
1,Oxford/AstraZeneca,68016,62080,5936,0,0,19/06/2021
2,Oxford/AstraZeneca,37119,34826,2293,0,0,19/06/2021
3,Oxford/AstraZeneca,111754,79882,31872,0,0,19/06/2021
4,Oxford/AstraZeneca,104714,99100,5614,0,0,19/06/2021
5,Oxford/AstraZeneca,57739,42854,14885,0,0,19/06/2021
6,Oxford/AstraZeneca,77809,51247,26562,0,0,19/06/2021
7,Oxford/AstraZeneca,64251,47878,16373,0,0,19/06/2021
8,Oxford/AstraZeneca,188436,135738,52698,0,0,19/06/2021
9,Oxford/AstraZeneca,189454,153956,35498,0,0,19/06/2021
1,Pfizer/BioNTech,103022,64476,38546,0,0,19/06/2021
2,Pfizer/BioNTech,55176,35191,19985,0,0,19/06/2021
3,Pfizer/BioNTech,162441,104903,57538,0,0,19/06/2021
4,Pfizer/BioNTech,178052,112933,65119,0,0,19/06/2021
5,Pfizer/BioNTech,115445,72985,42460,0,0,19/06/2021
6,Pfizer/BioNTech,144061,89104,54957,0,0,19/06/2021
7,Pfizer/BioNTech,151906,98575,53331,0,0,19/06/2021
8,Pfizer/BioNTech,320929,209620,111309,0,0,19/06/2021
9,Pfizer/BioNTech,396619,238522,158097,0,0,19/06/2021
1,Sinovac,131805,96376,35429,0,0,19/06/2021
2,Sinovac,38249,27982,10267,0,0,19/06/2021
3,Sinovac,194156,135488,58668,0,0,19/06/2021
4,Sinovac,148380,103760,44620,0,0,19/06/2021
5,Sinovac,105376,75710,29666,0,0,19/06/2021
6,Sinovac,168259,121197,47062,0,0,19/06/2021
7,Sinovac,157116,113157,43959,0,0,19/06/2021
8,Sinovac,314700,212090,102610,0,0,19/06/2021
9,Sinovac,363349,258374,104975,0,0,19/06/2021
1,Oxford/AstraZeneca,68349,62392,5957,0,0,20/06/2021
2,Oxford/AstraZeneca,37458,35164,2294,0,0,20/06/2021
3,Oxford/AstraZeneca,112666,80632,32034,0,0,20/06/2021
4,Oxford/AstraZeneca,106118,100503,5615,0,0,20/06/2021
5,Oxford/AstraZeneca,58239,43333,14906,0,0,20/06/2021
6,Oxford/AstraZeneca,79292,51781,27511,0,0,20/06/2021
7,Oxford/AstraZeneca,64931,48435,16496,0,0,20/06/2021
8,Oxford/AstraZeneca,189808,136983,52825,0,0,20/06/2021
9,Oxford/AstraZeneca,191656,155972,35684,0,0,20/06/2021
1,Pfizer/BioNTech,103146,64476,38670,0,0,20/06/2021
2,Pfizer/BioNTech,55182,35191,19991,0,0,20/06/2021
3,Pfizer/BioNTech,162484,104903,57581,0,0,20/06/2021
4,Pfizer/BioNTech,178052,112933,65119,0,0,20/06/2021
5,Pfizer/BioNTech,115625,72991,42634,0,0,20/06/2021
6,Pfizer/BioNTech,144092,89104,54988,0,0,20/06/2021
7,Pfizer/BioNTech,152252,98580,53672,0,0,20/06/2021
8,Pfizer/BioNTech,321301,209625,111676,0,0,20/06/2021
9,Pfizer/BioNTech,397313,238525,158788,0,0,20/06/2021
1,Sinovac,132204,96771,35433,0,0,20/06/2021
2,Sinovac,38669,28402,10267,0,0,20/06/2021
3,Sinovac,194501,135816,58685,0,0,20/06/2021
4,Sinovac,148383,103763,44620,0,0,20/06/2021
5,Sinovac,105999,76328,29671,0,0,20/06/2021
6,Sinovac,168263,121201,47062,0,0,20/06/2021
7,Sinovac,158979,114996,43983,0,0,20/06/2021
8,Sinovac,316169,213534,102635,0,0,20/06/2021
9,Sinovac,364127,258938,105189,0,0,20/06/2021
1,Oxford/AstraZeneca,70651,64501,6150,0,0,21/06/2021
2,Oxford/AstraZeneca,39020,36353,2667,0,0,21/06/2021
3,Oxford/AstraZeneca,116660,83781,32879,0,0,21/06/2021
4,Oxford/AstraZeneca,110925,105276,5649,0,0,21/06/2021
5,Oxford/AstraZeneca,60901,45795,15106,0,0,21/06/2021
6,Oxford/AstraZeneca,83327,55238,28089,0,0,21/06/2021
7,Oxford/AstraZeneca,65912,49088,16824,0,0,21/06/2021
8,Oxford/AstraZeneca,202233,148565,53668,0,0,21/06/2021
9,Oxford/AstraZeneca,202115,165189,36926,0,0,21/06/2021
1,Pfizer/BioNTech,104527,64482,40045,0,0,21/06/2021
2,Pfizer/BioNTech,55218,35192,20026,0,0,21/06/2021
3,Pfizer/BioNTech,163185,104906,58279,0,0,21/06/2021
4,Pfizer/BioNTech,178057,112933,65124,0,0,21/06/2021
5,Pfizer/BioNTech,116167,72993,43174,0,0,21/06/2021
6,Pfizer/BioNTech,146203,89106,57097,0,0,21/06/2021
7,Pfizer/BioNTech,152434,98585,53849,0,0,21/06/2021
8,Pfizer/BioNTech,323817,209723,114094,0,0,21/06/2021
9,Pfizer/BioNTech,398361,238529,159832,0,0,21/06/2021
1,Sinovac,133049,97595,35454,0,0,21/06/2021
2,Sinovac,39503,29232,10271,0,0,21/06/2021
3,Sinovac,196953,138185,58768,0,0,21/06/2021
4,Sinovac,149470,104840,44630,0,0,21/06/2021
5,Sinovac,107754,78039,29715,0,0,21/06/2021
6,Sinovac,168410,121341,47069,0,0,21/06/2021
7,Sinovac,163521,119492,44029,0,0,21/06/2021
8,Sinovac,318889,215894,102995,0,0,21/06/2021
9,Sinovac,365168,259546,105622,0,0,21/06/2021
1,Oxford/AstraZeneca,72903,66627,6276,0,0,22/06/2021
2,Oxford/AstraZeneca,40318,37622,2696,0,0,22/06/2021
3,Oxford/AstraZeneca,121471,88142,33329,0,0,22/06/2021
4,Oxford/AstraZeneca,115873,110176,5697,0,0,22/06/2021
5,Oxford/AstraZeneca,65134,49725,15409,0,0,22/06/2021
6,Oxford/AstraZeneca,86882,58718,28164,0,0,22/06/2021
7,Oxford/AstraZeneca,68541,50285,18256,0,0,22/06/2021
8,Oxford/AstraZeneca,216526,161581,54945,0,0,22/06/2021
9,Oxford/AstraZeneca,214302,175427,38875,0,0,22/06/2021
1,Pfizer/BioNTech,105248,64489,40759,0,0,22/06/2021
2,Pfizer/BioNTech,55549,35193,20356,0,0,22/06/2021
3,Pfizer/BioNTech,164127,104906,59221,0,0,22/06/2021
4,Pfizer/BioNTech,178063,112933,65130,0,0,22/06/2021
5,Pfizer/BioNTech,116495,72993,43502,0,0,22/06/2021
6,Pfizer/BioNTech,146298,89106,57192,0,0,22/06/2021
7,Pfizer/BioNTech,152551,98585,53966,0,0,22/06/2021
8,Pfizer/BioNTech,327067,209829,117238,0,0,22/06/2021
9,Pfizer/BioNTech,399767,238588,161179,0,0,22/06/2021
1,Sinovac,134456,98970,35486,0,0,22/06/2021
2,Sinovac,39822,29550,10272,0,0,22/06/2021
3,Sinovac,198508,139696,58812,0,0,22/06/2021
4,Sinovac,150453,105821,44632,0,0,22/06/2021
5,Sinovac,109040,79305,29735,0,0,22/06/2021
6,Sinovac,168415,121342,47073,0,0,22/06/2021
7,Sinovac,166822,122778,44044,0,0,22/06/2021
