zona,fabricante,dosis_total,primera_dosis,segunda_dosis,dosis_unica,dosis_refuerzo,administered_at
1,Pfizer/BioNTech,6021,5696,325,0,0,02/03/2021
2,Pfizer/BioNTech,2559,2318,241,0,0,02/03/2021
3,Pfizer/BioNTech,5405,4916,489,0,0,02/03/2021
4,Pfizer/BioNTech,9307,8673,634,0,0,02/03/2021
5,Pfizer/BioNTech,3647,3174,473,0,0,02/03/2021
6,Pfizer/BioNTech,9008,8204,804,0,0,02/03/2021
7,Pfizer/BioNTech,4489,3967,522,0,0,02/03/2021
8,Pfizer/BioNTech,19618,18153,1465,0,0,02/03/2021
9,Pfizer/BioNTech,16974,15382,1592,0,0,02/03/2021
3,Sinovac,1,1,0,0,0,02/03/2021
4,Sinovac,1,1,0,0,0,02/03/2021
5,Sinovac,1,1,0,0,0,02/03/2021
6,Sinovac,3,3,0,0,0,02/03/2021
7,Sinovac,3,3,0,0,0,02/03/2021
9,Sinovac,6,6,0,0,0,02/03/2021
9,Oxford/AstraZeneca,2,2,0,0,0,03/03/2021
1,Pfizer/BioNTech,6025,5700,325,0,0,03/03/2021
2,Pfizer/BioNTech,2562,2321,241,0,0,03/03/2021
3,Pfizer/BioNTech,5407,4918,489,0,0,03/03/2021
4,Pfizer/BioNTech,9309,8675,634,0,0,03/03/2021
5,Pfizer/BioNTech,3648,3175,473,0,0,03/03/2021
6,Pfizer/BioNTech,9009,8205,804,0,0,03/03/2021
7,Pfizer/BioNTech,4489,3967,522,0,0,03/03/2021
8,Pfizer/BioNTech,19625,18160,1465,0,0,03/03/2021
9,Pfizer/BioNTech,16979,15387,1592,0,0,03/03/2021
3,Sinovac,1,1,0,0,0,03/03/2021
4,Sinovac,1,1,0,0,0,03/03/2021
5,Sinovac,1,1,0,0,0,03/03/2021
6,Sinovac,3,3,0,0,0,03/03/2021
7,Sinovac,3,3,0,0,0,03/03/2021
9,Sinovac,6,6,0,0,0,03/03/2021
9,Oxford/AstraZeneca,2,2,0,0,0,04/03/2021
1,Pfizer/BioNTech,6517,6192,325,0,0,04/03/2021
2,Pfizer/BioNTech,3550,3309,241,0,0,04/03/2021
3,Pfizer/BioNTech,6690,6201,489,0,0,04/03/2021
4,Pfizer/BioNTech,9376,8677,699,0,0,04/03/2021
5,Pfizer/BioNTech,6286,5812,474,0,0,04/03/2021
6,Pfizer/BioNTech,9012,8208,804,0,0,04/03/2021
7,Pfizer/BioNTech,4585,4063,522,0,0,04/03/2021
8,Pfizer/BioNTech,29529,28050,1479,0,0,04/03/2021
9,Pfizer/BioNTech,30918,29316,1602,0,0,04/03/2021
3,Sinovac,1,1,0,0,0,04/03/2021
4,Sinovac,3,3,0,0,0,04/03/2021
5,Sinovac,1,1,0,0,0,04/03/2021
6,Sinovac,3,3,0,0,0,04/03/2021
7,Sinovac,3,3,0,0,0,04/03/2021
9,Sinovac,6,6,0,0,0,04/03/2021
3,Oxford/AstraZeneca,1,1,0,0,0,05/03/2021
9,Oxford/AstraZeneca,3,3,0,0,0,05/03/2021
1,Pfizer/BioNTech,7951,7626,325,0,0,05/03/2021
2,Pfizer/BioNTech,5078,4837,241,0,0,05/03/2021
3,Pfizer/BioNTech,9033,8542,491,0,0,05/03/2021
4,Pfizer/BioNTech,13625,12922,703,0,0,05/03/2021
5,Pfizer/BioNTech,6288,5814,474,0,0,05/03/2021
6,Pfizer/BioNTech,12636,11830,806,0,0,05/03/2021
7,Pfizer/BioNTech,8629,8102,527,0,0,05/03/2021
8,Pfizer/BioNTech,31316,29835,1481,0,0,05/03/2021
9,Pfizer/BioNTech,31635,30033,1602,0,0,05/03/2021
3,Sinovac,1,1,0,0,0,05/03/2021
4,Sinovac,149,149,0,0,0,05/03/2021
5,Sinovac,1,1,0,0,0,05/03/2021
6,Sinovac,3,3,0,0,0,05/03/2021
7,Sinovac,4,4,0,0,0,05/03/2021
9,Sinovac,6,6,0,0,0,05/03/2021
3,Oxford/AstraZeneca,1,1,0,0,0,06/03/2021
9,Oxford/AstraZeneca,3,3,0,0,0,06/03/2021
1,Pfizer/BioNTech,7951,7626,325,0,0,06/03/2021
2,Pfizer/BioNTech,5223,4982,241,0,0,06/03/2021
3,Pfizer/BioNTech,9034,8543,491,0,0,06/03/2021
4,Pfizer/BioNTech,13626,12923,703,0,0,06/03/2021
5,Pfizer/BioNTech,6288,5814,474,0,0,06/03/2021
6,Pfizer/BioNTech,12636,11830,806,0,0,06/03/2021
7,Pfizer/BioNTech,10567,10040,527,0,0,06/03/2021
8,Pfizer/BioNTech,31316,29835,1481,0,0,06/03/2021
9,Pfizer/BioNTech,33515,31911,1604,0,0,06/03/2021
3,Sinovac,1,1,0,0,0,06/03/2021
4,Sinovac,149,149,0,0,0,06/03/2021
5,Sinovac,1,1,0,0,0,06/03/2021
6,Sinovac,3,3,0,0,0,06/03/2021
7,Sinovac,4,4,0,0,0,06/03/2021
9,Sinovac,6,6,0,0,0,06/03/2021
3,Oxford/AstraZeneca,1,1,0,0,0,07/03/2021
9,Oxford/AstraZeneca,3,3,0,0,0,07/03/2021
1,Pfizer/BioNTech,7951,7626,325,0,0,07/03/2021
2,Pfizer/BioNTech,5225,4984,241,0,0,07/03/2021
3,Pfizer/BioNTech,9035,8544,491,0,0,07/03/2021
4,Pfizer/BioNTech,13626,12923,703,0,0,07/03/2021
5,Pfizer/BioNTech,6288,5814,474,0,0,07/03/2021
6,Pfizer/BioNTech,12636,11830,806,0,0,07/03/2021
7,Pfizer/BioNTech,10658,10131,527,0,0,07/03/2021
8,Pfizer/BioNTech,31316,29835,1481,0,0,07/03/2021
9,Pfizer/BioNTech,33594,31990,1604,0,0,07/03/2021
3,Sinovac,1,1,0,0,0,07/03/2021
4,Sinovac,149,149,0,0,0,07/03/2021
5,Sinovac,1,1,0,0,0,07/03/2021
6,Sinovac,3,3,0,0,0,07/03/2021
7,Sinovac,4,4,0,0,0,07/03/2021
9,Sinovac,6,6,0,0,0,07/03/2021
3,Oxford/AstraZeneca,1,1,0,0,0,08/03/2021
9,Oxford/AstraZeneca,3,3,0,0,0,08/03/2021
1,Pfizer/BioNTech,7951,7626,325,0,0,08/03/2021
2,Pfizer/BioNTech,5225,4984,241,0,0,08/03/2021
3,Pfizer/BioNTech,9035,8544,491,0,0,08/03/2021
4,Pfizer/BioNTech,14083,13380,703,0,0,08/03/2021
5,Pfizer/BioNTech,6288,5814,474,0,0,08/03/2021
6,Pfizer/BioNTech,12639,11833,806,0,0,08/03/2021
7,Pfizer/BioNTech,12698,12171,527,0,0,08/03/2021
8,Pfizer/BioNTech,33428,31947,1481,0,0,08/03/2021
9,Pfizer/BioNTech,33594,31990,1604,0,0,08/03/2021
3,Sinovac,1,1,0,0,0,08/03/2021
4,Sinovac,150,150,0,0,0,08/03/2021
5,Sinovac,1,1,0,0,0,08/03/2021
6,Sinovac,4,4,0,0,0,08/03/2021
7,Sinovac,4,4,0,0,0,08/03/2021
9,Sinovac,7,7,0,0,0,08/03/2021
3,Oxford/AstraZeneca,1,1,0,0,0,09/03/2021
9,Oxford/AstraZeneca,3,3,0,0,0,09/03/2021
1,Pfizer/BioNTech,7951,7626,325,0,0,09/03/2021
2,Pfizer/BioNTech,5225,4984,241,0,0,09/03/2021
3,Pfizer/BioNTech,9035,8544,491,0,0,09/03/2021
4,Pfizer/BioNTech,14083,13380,703,0,0,09/03/2021
5,Pfizer/BioNTech,6288,5814,474,0,0,09/03/2021
6,Pfizer/BioNTech,13698,12892,806,0,0,09/03/2021
7,Pfizer/BioNTech,12698,12171,527,0,0,09/03/2021
8,Pfizer/BioNTech,34073,32592,1481,0,0,09/03/2021
9,Pfizer/BioNTech,33594,31990,1604,0,0,09/03/2021
3,Sinovac,1,1,0,0,0,09/03/2021
4,Sinovac,150,150,0,0,0,09/03/2021
5,Sinovac,1,1,0,0,0,09/03/2021
6,Sinovac,4,4,0,0,0,09/03/2021
7,Sinovac,4,4,0,0,0,09/03/2021
9,Sinovac,7,7,0,0,0,09/03/2021
2,Oxford/AstraZeneca,1,1,0,0,0,10/03/2021
3,Oxford/AstraZeneca,1,1,0,0,0,10/03/2021
9,Oxford/AstraZeneca,3,3,0,0,0,10/03/2021
1,Pfizer/BioNTech,7951,7626,325,0,0,10/03/2021
2,Pfizer/BioNTech,5225,4984,241,0,0,10/03/2021
3,Pfizer/BioNTech,9037,8546,491,0,0,10/03/2021
4,Pfizer/BioNTech,14083,13380,703,0,0,10/03/2021
5,Pfizer/BioNTech,6288,5814,474,0,0,10/03/2021
6,Pfizer/BioNTech,14234,13428,806,0,0,10/03/2021
7,Pfizer/BioNTech,12726,12199,527,0,0,10/03/2021
8,Pfizer/BioNTech,34250,32593,1657,0,0,10/03/2021
9,Pfizer/BioNTech,33609,32005,1604,0,0,10/03/2021
3,Sinovac,1,1,0,0,0,10/03/2021
4,Sinovac,150,150,0,0,0,10/03/2021
5,Sinovac,1,1,0,0,0,10/03/2021
6,Sinovac,5,5,0,0,0,10/03/2021
7,Sinovac,29,29,0,0,0,10/03/2021
9,Sinovac,7,7,0,0,0,10/03/2021
2,Oxford/AstraZeneca,1,1,0,0,0,11/03/2021
3,Oxford/AstraZeneca,1,1,0,0,0,11/03/2021
9,Oxford/AstraZeneca,3,3,0,0,0,11/03/2021
1,Pfizer/BioNTech,8123,7654,469,0,0,11/03/2021
2,Pfizer/BioNTech,5537,5296,241,0,0,11/03/2021
3,Pfizer/BioNTech,11769,11278,491,0,0,11/03/2021
4,Pfizer/BioNTech,14104,13391,713,0,0,11/03/2021
5,Pfizer/BioNTech,9814,9315,499,0,0,11/03/2021
6,Pfizer/BioNTech,14642,13836,806,0,0,11/03/2021
7,Pfizer/BioNTech,13265,12738,527,0,0,11/03/2021
8,Pfizer/BioNTech,43605,39760,3845,0,0,11/03/2021
9,Pfizer/BioNTech,42643,37774,4869,0,0,11/03/2021
3,Sinovac,1,1,0,0,0,11/03/2021
4,Sinovac,150,150,0,0,0,11/03/2021
5,Sinovac,2596,2596,0,0,0,11/03/2021
6,Sinovac,818,818,0,0,0,11/03/2021
7,Sinovac,5440,5440,0,0,0,11/03/2021
8,Sinovac,280,280,0,0,0,11/03/2021
9,Sinovac,7,7,0,0,0,11/03/2021
2,Oxford/AstraZeneca,1,1,0,0,0,12/03/2021
3,Oxford/AstraZeneca,1,1,0,0,0,12/03/2021
9,Oxford/AstraZeneca,3,3,0,0,0,12/03/2021
1,Pfizer/BioNTech,12093,11003,1090,0,0,12/03/2021
2,Pfizer/BioNTech,6369,6128,241,0,0,12/03/2021
3,Pfizer/BioNTech,17398,16120,1278,0,0,12/03/2021
4,Pfizer/BioNTech,18865,15768,3097,0,0,12/03/2021
5,Pfizer/BioNTech,15835,14400,1435,0,0,12/03/2021
6,Pfizer/BioNTech,20017,17908,2109,0,0,12/03/2021
7,Pfizer/BioNTech,15860,15333,527,0,0,12/03/2021
8,Pfizer/BioNTech,48873,44396,4477,0,0,12/03/2021
9,Pfizer/BioNTech,56723,51791,4932,0,0,12/03/2021
3,Sinovac,3,3,0,0,0,12/03/2021
4,Sinovac,150,150,0,0,0,12/03/2021
5,Sinovac,2721,2721,0,0,0,12/03/2021
6,Sinovac,1301,1301,0,0,0,12/03/2021
7,Sinovac,7055,7055,0,0,0,12/03/2021
8,Sinovac,296,296,0,0,0,12/03/2021
9,Sinovac,7,7,0,0,0,12/03/2021
2,Oxford/AstraZeneca,1,1,0,0,0,13/03/2021
3,Oxford/AstraZeneca,1,1,0,0,0,13/03/2021
9,Oxford/AstraZeneca,3,3,0,0,0,13/03/2021
1,Pfizer/BioNTech,13476,11943,1533,0,0,13/03/2021
2,Pfizer/BioNTech,8120,7656,464,0,0,13/03/2021
3,Pfizer/BioNTech,18982,17699,1283,0,0,13/03/2021
4,Pfizer/BioNTech,18866,15769,3097,0,0,13/03/2021
5,Pfizer/BioNTech,17690,16255,1435,0,0,13/03/2021
6,Pfizer/BioNTech,20054,17913,2141,0,0,13/03/2021
7,Pfizer/BioNTech,15860,15333,527,0,0,13/03/2021
8,Pfizer/BioNTech,48889,44411,4478,0,0,13/03/2021
9,Pfizer/BioNTech,66868,61935,4933,0,0,13/03/2021
3,Sinovac,3,3,0,0,0,13/03/2021
4,Sinovac,150,150,0,0,0,13/03/2021
5,Sinovac,2721,2721,0,0,0,13/03/2021
6,Sinovac,1301,1301,0,0,0,13/03/2021
7,Sinovac,7055,7055,0,0,0,13/03/2021
8,Sinovac,296,296,0,0,0,13/03/2021
9,Sinovac,7,7,0,0,0,13/03/2021
2,Oxford/AstraZeneca,1,1,0,0,0,14/03/2021
3,Oxford/AstraZeneca,1,1,0,0,0,14/03/2021
9,Oxford/AstraZeneca,3,3,0,0,0,14/03/2021
1,Pfizer/BioNTech,13481,11947,1534,0,0,14/03/2021
2,Pfizer/BioNTech,8855,8385,470,0,0,14/03/2021
3,Pfizer/BioNTech,18985,17702,1283,0,0,14/03/2021
4,Pfizer/BioNTech,18866,15769,3097,0,0,14/03/2021
5,Pfizer/BioNTech,17691,16256,1435,0,0,14/03/2021
6,Pfizer/BioNTech,20054,17913,2141,0,0,14/03/2021
7,Pfizer/BioNTech,15860,15333,527,0,0,14/03/2021
8,Pfizer/BioNTech,48890,44412,4478,0,0,14/03/2021
9,Pfizer/BioNTech,66868,61935,4933,0,0,14/03/2021
3,Sinovac,3,3,0,0,0,14/03/2021
4,Sinovac,150,150,0,0,0,14/03/2021
5,Sinovac,2721,2721,0,0,0,14/03/2021
6,Sinovac,1301,1301,0,0,0,14/03/2021
7,Sinovac,7055,7055,0,0,0,14/03/2021
8,Sinovac,296,296,0,0,0,14/03/2021
9,Sinovac,7,7,0,0,0,14/03/2021
2,Oxford/AstraZeneca,1,1,0,0,0,15/03/2021
3,Oxford/AstraZeneca,1,1,0,0,0,15/03/2021
9,Oxford/AstraZeneca,4,4,0,0,0,15/03/2021
1,Pfizer/BioNTech,14941,13089,1852,0,0,15/03/2021
2,Pfizer/BioNTech,8855,8385,470,0,0,15/03/2021
3,Pfizer/BioNTech,20645,19362,1283,0,0,15/03/2021
4,Pfizer/BioNTech,19792,16681,3111,0,0,15/03/2021
5,Pfizer/BioNTech,18875,17413,1462,0,0,15/03/2021
6,Pfizer/BioNTech,25165,23017,2148,0,0,15/03/2021
7,Pfizer/BioNTech,16513,15377,1136,0,0,15/03/2021
8,Pfizer/BioNTech,49413,44768,4645,0,0,15/03/2021
9,Pfizer/BioNTech,66869,61936,4933,0,0,15/03/2021
3,Sinovac,3,3,0,0,0,15/03/2021
4,Sinovac,150,150,0,0,0,15/03/2021
5,Sinovac,2721,2721,0,0,0,15/03/2021
6,Sinovac,1437,1437,0,0,0,15/03/2021
7,Sinovac,7055,7055,0,0,0,15/03/2021
8,Sinovac,296,296,0,0,0,15/03/2021
9,Sinovac,7,7,0,0,0,15/03/2021
2,Oxford/AstraZeneca,1,1,0,0,0,16/03/2021
3,Oxford/AstraZeneca,1,1,0,0,0,16/03/2021
9,Oxford/AstraZeneca,4,4,0,0,0,16/03/2021
1,Pfizer/BioNTech,14941,13089,1852,0,0,16/03/2021
2,Pfizer/BioNTech,9160,8690,470,0,0,16/03/2021
3,Pfizer/BioNTech,21506,20223,1283,0,0,16/03/2021
4,Pfizer/BioNTech,19794,16683,3111,0,0,16/03/2021
5,Pfizer/BioNTech,18875,17413,1462,0,0,16/03/2021
6,Pfizer/BioNTech,26901,24753,2148,0,0,16/03/2021
7,Pfizer/BioNTech,16514,15377,1137,0,0,16/03/2021
8,Pfizer/BioNTech,49664,45017,4647,0,0,16/03/2021
9,Pfizer/BioNTech,69903,64970,4933,0,0,16/03/2021
3,Sinovac,3,3,0,0,0,16/03/2021
4,Sinovac,150,150,0,0,0,16/03/2021
5,Sinovac,2721,2721,0,0,0,16/03/2021
6,Sinovac,3249,3249,0,0,0,16/03/2021
7,Sinovac,7055,7055,0,0,0,16/03/2021
8,Sinovac,296,296,0,0,0,16/03/2021
9,Sinovac,7,7,0,0,0,16/03/2021
2,Oxford/AstraZeneca,1,1,0,0,0,17/03/2021
3,Oxford/AstraZeneca,1,1,0,0,0,17/03/2021
9,Oxford/AstraZeneca,4,4,0,0,0,17/03/2021
1,Pfizer/BioNTech,14941,13089,1852,0,0,17/03/2021
2,Pfizer/BioNTech,9160,8690,470,0,0,17/03/2021
3,Pfizer/BioNTech,22307,21023,1284,0,0,17/03/2021
4,Pfizer/BioNTech,22865,19751,3114,0,0,17/03/2021
5,Pfizer/BioNTech,18875,17413,1462,0,0,17/03/2021
6,Pfizer/BioNTech,26901,24753,2148,0,0,17/03/2021
7,Pfizer/BioNTech,16514,15377,1137,0,0,17/03/2021
8,Pfizer/BioNTech,51658,47001,4657,0,0,17/03/2021
9,Pfizer/BioNTech,70156,65223,4933,0,0,17/03/2021
3,Sinovac,3,3,0,0,0,17/03/2021
4,Sinovac,150,150,0,0,0,17/03/2021
5,Sinovac,2721,2721,0,0,0,17/03/2021
6,Sinovac,3302,3302,0,0,0,17/03/2021
7,Sinovac,7055,7055,0,0,0,17/03/2021
8,Sinovac,296,296,0,0,0,17/03/2021
9,Sinovac,7,7,0,0,0,17/03/2021
2,Oxford/AstraZeneca,1,1,0,0,0,18/03/2021
3,Oxford/AstraZeneca,1,1,0,0,0,18/03/2021
9,Oxford/AstraZeneca,4,4,0,0,0,18/03/2021
1,Pfizer/BioNTech,15136,13103,2033,0,0,18/03/2021
2,Pfizer/BioNTech,9718,8883,835,0,0,18/03/2021
3,Pfizer/BioNTech,22307,21023,1284,0,0,18/03/2021
4,Pfizer/BioNTech,22871,19757,3114,0,0,18/03/2021
5,Pfizer/BioNTech,18876,17413,1463,0,0,18/03/2021
6,Pfizer/BioNTech,26979,24753,2226,0,0,18/03/2021
7,Pfizer/BioNTech,16516,15377,1139,0,0,18/03/2021
8,Pfizer/BioNTech,57283,49032,8251,0,0,18/03/2021
9,Pfizer/BioNTech,71507,65408,6099,0,0,18/03/2021
3,Sinovac,3,3,0,0,0,18/03/2021
4,Sinovac,150,150,0,0,0,18/03/2021
5,Sinovac,3550,3550,0,0,0,18/03/2021
6,Sinovac,3302,3302,0,0,0,18/03/2021
7,Sinovac,7055,7055,0,0,0,18/03/2021
8,Sinovac,296,296,0,0,0,18/03/2021
9,Sinovac,7,7,0,0,0,18/03/2021
2,Oxford/AstraZeneca,1,1,0,0,0,19/03/2021
3,Oxford/AstraZeneca,1,1,0,0,0,19/03/2021
8,Oxford/AstraZeneca,1,1,0,0,0,19/03/2021
9,Oxford/AstraZeneca,4,4,0,0,0,19/03/2021
1,Pfizer/BioNTech,16385,13399,2986,0,0,19/03/2021
2,Pfizer/BioNTech,9857,8921,936,0,0,19/03/2021
3,Pfizer/BioNTech,22307,21023,1284,0,0,19/03/2021
4,Pfizer/BioNTech,25143,21037,4106,0,0,19/03/2021
5,Pfizer/BioNTech,18876,17413,1463,0,0,19/03/2021
6,Pfizer/BioNTech,26990,24760,2230,0,0,19/03/2021
7,Pfizer/BioNTech,17206,15452,1754,0,0,19/03/2021
8,Pfizer/BioNTech,59235,50117,9118,0,0,19/03/2021
9,Pfizer/BioNTech,73901,65982,7919,0,0,19/03/2021
3,Sinovac,3,3,0,0,0,19/03/2021
4,Sinovac,150,150,0,0,0,19/03/2021
5,Sinovac,3550,3550,0,0,0,19/03/2021
6,Sinovac,3302,3302,0,0,0,19/03/2021
7,Sinovac,7055,7055,0,0,0,19/03/2021
8,Sinovac,296,296,0,0,0,19/03/2021
9,Sinovac,7,7,0,0,0,19/03/2021
2,Oxford/AstraZeneca,1,1,0,0,0,20/03/2021
3,Oxford/AstraZeneca,1,1,0,0,0,20/03/2021
8,Oxford/AstraZeneca,1,1,0,0,0,20/03/2021
9,Oxford/AstraZeneca,4,4,0,0,0,20/03/2021
1,Pfizer/BioNTech,20176,17188,2988,0,0,20/03/2021
2,Pfizer/BioNTech,10713,9637,1076,0,0,20/03/2021
3,Pfizer/BioNTech,22861,21060,1801,0,0,20/03/2021
4,Pfizer/BioNTech,25536,21430,4106,0,0,20/03/2021
5,Pfizer/BioNTech,18876,17413,1463,0,0,20/03/2021
6,Pfizer/BioNTech,29452,24859,4593,0,0,20/03/2021
7,Pfizer/BioNTech,17426,15492,1934,0,0,20/03/2021
8,Pfizer/BioNTech,59236,50118,9118,0,0,20/03/2021
9,Pfizer/BioNTech,74593,65983,8610,0,0,20/03/2021
3,Sinovac,3,3,0,0,0,20/03/2021
4,Sinovac,150,150,0,0,0,20/03/2021
5,Sinovac,3550,3550,0,0,0,20/03/2021
6,Sinovac,3302,3302,0,0,0,20/03/2021
7,Sinovac,7055,7055,0,0,0,20/03/2021
8,Sinovac,296,296,0,0,0,20/03/2021
9,Sinovac,7,7,0,0,0,20/03/2021
2,Oxford/AstraZeneca,1,1,0,0,0,21/03/2021
3,Oxford/AstraZeneca,1,1,0,0,0,21/03/2021
8,Oxford/AstraZeneca,1,1,0,0,0,21/03/2021
9,Oxford/AstraZeneca,4,4,0,0,0,21/03/2021
1,Pfizer/BioNTech,20335,17344,2991,0,0,21/03/2021
2,Pfizer/BioNTech,10938,9862,1076,0,0,21/03/2021
3,Pfizer/BioNTech,22871,21069,1802,0,0,21/03/2021
4,Pfizer/BioNTech,25536,21430,4106,0,0,21/03/2021
5,Pfizer/BioNTech,18937,17474,1463,0,0,21/03/2021
6,Pfizer/BioNTech,29527,24934,4593,0,0,21/03/2021
7,Pfizer/BioNTech,17514,15580,1934,0,0,21/03/2021
8,Pfizer/BioNTech,59856,50737,9119,0,0,21/03/2021
9,Pfizer/BioNTech,75316,66706,8610,0,0,21/03/2021
3,Sinovac,3,3,0,0,0,21/03/2021
4,Sinovac,150,150,0,0,0,21/03/2021
5,Sinovac,3550,3550,0,0,0,21/03/2021
6,Sinovac,3303,3303,0,0,0,21/03/2021
7,Sinovac,7055,7055,0,0,0,21/03/2021
8,Sinovac,296,296,0,0,0,21/03/2021
9,Sinovac,7,7,0,0,0,21/03/2021
2,Oxford/AstraZeneca,1,1,0,0,0,22/03/2021
3,Oxford/AstraZeneca,1,1,0,0,0,22/03/2021
8,Oxford/AstraZeneca,1,1,0,0,0,22/03/2021
9,Oxford/AstraZeneca,4,4,0,0,0,22/03/2021
1,Pfizer/BioNTech,21752,18759,2993,0,0,22/03/2021
2,Pfizer/BioNTech,12895,11765,1130,0,0,22/03/2021
3,Pfizer/BioNTech,26416,23993,2423,0,0,22/03/2021
4,Pfizer/BioNTech,25538,21430,4108,0,0,22/03/2021
5,Pfizer/BioNTech,25081,23618,1463,0,0,22/03/2021
6,Pfizer/BioNTech,34034,29440,4594,0,0,22/03/2021
7,Pfizer/BioNTech,28847,26912,1935,0,0,22/03/2021
8,Pfizer/BioNTech,67278,58117,9161,0,0,22/03/2021
9,Pfizer/BioNTech,81363,72736,8627,0,0,22/03/2021
3,Sinovac,4,4,0,0,0,22/03/2021
4,Sinovac,151,151,0,0,0,22/03/2021
5,Sinovac,3550,3550,0,0,0,22/03/2021
6,Sinovac,3346,3346,0,0,0,22/03/2021
7,Sinovac,7059,7059,0,0,0,22/03/2021
8,Sinovac,296,296,0,0,0,22/03/2021
9,Sinovac,8,7,1,0,0,22/03/2021
2,Oxford/AstraZeneca,1,1,0,0,0,23/03/2021
3,Oxford/AstraZeneca,1,1,0,0,0,23/03/2021
8,Oxford/AstraZeneca,1,1,0,0,0,23/03/2021
9,Oxford/AstraZeneca,4,4,0,0,0,23/03/2021
1,Pfizer/BioNTech,23102,20109,2993,0,0,23/03/2021
2,Pfizer/BioNTech,15363,14229,1134,0,0,23/03/2021
3,Pfizer/BioNTech,28408,25985,2423,0,0,23/03/2021
4,Pfizer/BioNTech,26006,21732,4274,0,0,23/03/2021
5,Pfizer/BioNTech,25165,23628,1537,0,0,23/03/2021
6,Pfizer/BioNTech,38069,33475,4594,0,0,23/03/2021
7,Pfizer/BioNTech,32054,30119,1935,0,0,23/03/2021
8,Pfizer/BioNTech,68695,59532,9163,0,0,23/03/2021
9,Pfizer/BioNTech,89765,81090,8675,0,0,23/03/2021
3,Sinovac,6,6,0,0,0,23/03/2021
4,Sinovac,151,151,0,0,0,23/03/2021
5,Sinovac,3550,3550,0,0,0,23/03/2021
6,Sinovac,3346,3346,0,0,0,23/03/2021
7,Sinovac,7059,7059,0,0,0,23/03/2021
8,Sinovac,296,296,0,0,0,23/03/2021
9,Sinovac,8,7,1,0,0,23/03/2021
2,Oxford/AstraZeneca,1,1,0,0,0,24/03/2021
3,Oxford/AstraZeneca,1,1,0,0,0,24/03/2021
8,Oxford/AstraZeneca,1,1,0,0,0,24/03/2021
9,Oxford/AstraZeneca,4,4,0,0,0,24/03/2021
1,Pfizer/BioNTech,23102,20109,2993,0,0,24/03/2021
2,Pfizer/BioNTech,15621,14487,1134,0,0,24/03/2021
3,Pfizer/BioNTech,30714,28291,2423,0,0,24/03/2021
4,Pfizer/BioNTech,27493,23219,4274,0,0,24/03/2021
5,Pfizer/BioNTech,25195,23628,1567,0,0,24/03/2021
6,Pfizer/BioNTech,38095,33501,4594,0,0,24/03/2021
7,Pfizer/BioNTech,32165,30181,1984,0,0,24/03/2021
8,Pfizer/BioNTech,74025,64851,9174,0,0,24/03/2021
9,Pfizer/BioNTech,89800,81125,8675,0,0,24/03/2021
3,Sinovac,7,7,0,0,0,24/03/2021
4,Sinovac,151,151,0,0,0,24/03/2021
5,Sinovac,3550,3550,0,0,0,24/03/2021
6,Sinovac,3346,3346,0,0,0,24/03/2021
7,Sinovac,7059,7059,0,0,0,24/03/2021
8,Sinovac,296,296,0,0,0,24/03/2021
9,Sinovac,8,7,1,0,0,24/03/2021
2,Oxford/AstraZeneca,1,1,0,0,0,25/03/2021
3,Oxford/AstraZeneca,1,1,0,0,0,25/03/2021
8,Oxford/AstraZeneca,1,1,0,0,0,25/03/2021
9,Oxford/AstraZeneca,4,4,0,0,0,25/03/2021
1,Pfizer/BioNTech,23244,20121,3123,0,0,25/03/2021
2,Pfizer/BioNTech,16094,14727,1367,0,0,25/03/2021
3,Pfizer/BioNTech,34534,32110,2424,0,0,25/03/2021
4,Pfizer/BioNTech,30649,26321,4328,0,0,25/03/2021
5,Pfizer/BioNTech,25197,23628,1569,0,0,25/03/2021
6,Pfizer/BioNTech,38919,34325,4594,0,0,25/03/2021
7,Pfizer/BioNTech,32166,30181,1985,0,0,25/03/2021
8,Pfizer/BioNTech,78409,65967,12442,0,0,25/03/2021
9,Pfizer/BioNTech,98332,82751,15581,0,0,25/03/2021
3,Sinovac,8,8,0,0,0,25/03/2021
4,Sinovac,151,151,0,0,0,25/03/2021
5,Sinovac,3550,3550,0,0,0,25/03/2021
6,Sinovac,3346,3346,0,0,0,25/03/2021
7,Sinovac,7060,7060,0,0,0,25/03/2021
8,Sinovac,296,296,0,0,0,25/03/2021
9,Sinovac,8,7,1,0,0,25/03/2021
2,Oxford/AstraZeneca,1,1,0,0,0,26/03/2021
3,Oxford/AstraZeneca,1,1,0,0,0,26/03/2021
8,Oxford/AstraZeneca,1,1,0,0,0,26/03/2021
9,Oxford/AstraZeneca,4,4,0,0,0,26/03/2021
1,Pfizer/BioNTech,27189,23353,3836,0,0,26/03/2021
2,Pfizer/BioNTech,16759,14756,2003,0,0,26/03/2021
3,Pfizer/BioNTech,39125,34932,4193,0,0,26/03/2021
4,Pfizer/BioNTech,35274,28905,6369,0,0,26/03/2021
5,Pfizer/BioNTech,26577,23726,2851,0,0,26/03/2021
6,Pfizer/BioNTech,40598,34371,6227,0,0,26/03/2021
7,Pfizer/BioNTech,33791,30231,3560,0,0,26/03/2021
8,Pfizer/BioNTech,82004,67166,14838,0,0,26/03/2021
9,Pfizer/BioNTech,100872,84354,16518,0,0,26/03/2021
3,Sinovac,9,9,0,0,0,26/03/2021
