provincia,poblacion,total,acumuladas,lat,lng,semana
Napo,133705,9,535,-0.9890000000000000,-77.81590000000000,51
Orellana,161338,5,553,-0.4666670000000000,-76.96666700000000,51
Pastaza,114202,8,407,-1.066667000000000,-78.00111099999999,51
Pichincha,3228233,369,19088,-0.2186110000000000,-78.50972200000000,51
Santa Elena,401178,44,2931,-2.226700000000000,-80.85830000000000,51
Sto. Domingo Tsáchilas,511151,42,3081,-0.2541670000000000,-79.17194400000000,51
Sucumbíos,230503,13,909,0.08472200000000002,-76.88277800000000,51
Tungurahua,590600,63,4010,-1.241667000000000,-78.61972200000000,51
Zamora Chinchipe,120416,4,365,-4.120000000000000,-78.80000000000000,51
Azuay,881394,100,5105,-2.897414000000000,-79.00448100000000,52
Bolívar,209933,27,1093,-1.605556000000000,-79.00305600000000,52
Carchi,186869,24,958,0.8121800000000000,-77.71633000000000,52
Cañar,281396,24,1497,-2.733333000000000,-78.83333300000000,52
Chimborazo,524004,47,3366,-1.674347000000000,-78.64829400000001,52
Cotopaxi,488716,46,2520,-0.9333330000000000,-78.61666700000001,52
El Oro,715751,67,4948,-3.266667000000000,-79.96666700000000,52
Esmeraldas,591083,34,2200,1.050000000000000,-79.20000000000000,52
Galápagos,33042,0,51,-0.7999999999999999,-89.40000000000001,52
Guayas,4387434,495,38260,-2.183333000000000,-79.88333299999999,52
Imbabura,476257,49,2661,0.3626780000000000,-78.13066700000000,52
Loja,521154,50,2886,-3.983333000000000,-79.20000000000000,52
Los Ríos,921763,76,5058,-1.800000000000000,-79.53333300000000,52
Manabí,1562079,150,10316,-1.056181000000000,-80.45521700000000,52
Morona Santiago,196535,8,641,-2.300000000000000,-78.11666700000001,52
Napo,133705,9,544,-0.9890000000000000,-77.81590000000000,52
Orellana,161338,14,567,-0.4666670000000000,-76.96666700000000,52
Pastaza,114202,5,412,-1.066667000000000,-78.00111099999999,52
Pichincha,3228233,346,19434,-0.2186110000000000,-78.50972200000000,52
Santa Elena,401178,33,2964,-2.226700000000000,-80.85830000000000,52
Sto. Domingo Tsáchilas,511151,51,3132,-0.2541670000000000,-79.17194400000000,52
Sucumbíos,230503,11,920,0.08472200000000002,-76.88277800000000,52
Tungurahua,590600,80,4090,-1.241667000000000,-78.61972200000000,52
Zamora Chinchipe,120416,4,369,-4.120000000000000,-78.80000000000000,52
Azuay,881394,97,5202,-2.897414000000000,-79.00448100000000,53
Bolívar,209933,21,1114,-1.605556000000000,-79.00305600000000,53
Carchi,186869,28,986,0.8121800000000000,-77.71633000000000,53
Cañar,281396,29,1526,-2.733333000000000,-78.83333300000000,53
Chimborazo,524004,61,3427,-1.674347000000000,-78.64829400000001,53
Cotopaxi,488716,56,2576,-0.9333330000000000,-78.61666700000001,53
El Oro,715751,83,5031,-3.266667000000000,-79.96666700000000,53
Esmeraldas,591083,33,2233,1.050000000000000,-79.20000000000000,53
Galápagos,33042,1,52,-0.7999999999999999,-89.40000000000001,53
Guayas,4387434,503,38763,-2.183333000000000,-79.88333299999999,53
Imbabura,476257,55,2716,0.3626780000000000,-78.13066700000000,53
Loja,521154,44,2930,-3.983333000000000,-79.20000000000000,53
Los Ríos,921763,86,5144,-1.800000000000000,-79.53333300000000,53
Manabí,1562079,179,10495,-1.056181000000000,-80.45521700000000,53
Morona Santiago,196535,15,656,-2.300000000000000,-78.11666700000001,53
Napo,133705,12,556,-0.9890000000000000,-77.81590000000000,53
Orellana,161338,9,576,-0.4666670000000000,-76.96666700000000,53
Pastaza,114202,6,418,-1.066667000000000,-78.00111099999999,53
Pichincha,3228233,369,19803,-0.2186110000000000,-78.50972200000000,53
Santa Elena,401178,39,3003,-2.226700000000000,-80.85830000000000,53
Sto. Domingo Tsáchilas,511151,62,3194,-0.2541670000000000,-79.17194400000000,53
Sucumbíos,230503,17,937,0.08472200000000002,-76.88277800000000,53
Tungurahua,590600,75,4165,-1.241667000000000,-78.61972200000000,53
Zamora Chinchipe,120416,4,373,-4.120000000000000,-78.80000000000000,53
