provincia,poblacion,total,acumuladas,lat,lng,mes
Pastaza,114202,35,389,-1.066667000000000,-78.00111099999999,10
Pichincha,3228233,1125,17089,-0.2186110000000000,-78.50972200000000,10
Santa Elena,401178,117,1578,-2.226700000000000,-80.85830000000000,10
Sto. Domingo Tsáchilas,511151,194,2687,-0.2541670000000000,-79.17194400000000,10
Sucumbíos,230503,68,819,0.08472200000000002,-76.88277800000000,10
Tungurahua,590600,245,3595,-1.241667000000000,-78.61972200000000,10
Zamora Chinchipe,120416,35,373,-4.120000000000000,-78.80000000000000,10
Azuay,881394,292,5046,-2.897414000000000,-79.00448100000000,11
Bolívar,209933,70,1077,-1.605556000000000,-79.00305600000000,11
Carchi,186869,56,1010,0.8121800000000000,-77.71633000000000,11
Cañar,281396,77,1375,-2.733333000000000,-78.83333300000000,11
Chimborazo,524004,180,3009,-1.674347000000000,-78.64829400000001,11
Cotopaxi,488716,156,2530,-0.9333330000000000,-78.61666700000001,11
El Oro,715751,273,4554,-3.266667000000000,-79.96666700000000,11
Esmeraldas,591083,155,2213,1.050000000000000,-79.20000000000000,11
Galápagos,33042,1,68,-0.7999999999999999,-89.40000000000001,11
Guayas,4387434,2025,27190,-2.183333000000000,-79.88333299999999,11
Imbabura,476257,195,2666,0.3626780000000000,-78.13066700000000,11
Loja,521154,210,3226,-3.983333000000000,-79.20000000000000,11
Los Ríos,921763,354,4907,-1.800000000000000,-79.53333300000000,11
Manabí,1562079,642,8517,-1.056181000000000,-80.45521700000000,11
Morona Santiago,196535,36,550,-2.300000000000000,-78.11666700000001,11
Napo,133705,45,511,-0.9890000000000000,-77.81590000000000,11
Orellana,161338,51,554,-0.4666670000000000,-76.96666700000000,11
Pastaza,114202,25,414,-1.066667000000000,-78.00111099999999,11
Pichincha,3228233,1096,18185,-0.2186110000000000,-78.50972200000000,11
Santa Elena,401178,116,1694,-2.226700000000000,-80.85830000000000,11
Sto. Domingo Tsáchilas,511151,216,2903,-0.2541670000000000,-79.17194400000000,11
Sucumbíos,230503,56,875,0.08472200000000002,-76.88277800000000,11
Tungurahua,590600,238,3833,-1.241667000000000,-78.61972200000000,11
Zamora Chinchipe,120416,26,399,-4.120000000000000,-78.80000000000000,11
Azuay,881394,342,5388,-2.897414000000000,-79.00448100000000,12
Bolívar,209933,74,1151,-1.605556000000000,-79.00305600000000,12
Carchi,186869,56,1066,0.8121800000000000,-77.71633000000000,12
Cañar,281396,89,1464,-2.733333000000000,-78.83333300000000,12
Chimborazo,524004,206,3215,-1.674347000000000,-78.64829400000001,12
Cotopaxi,488716,142,2672,-0.9333330000000000,-78.61666700000001,12
El Oro,715751,345,4899,-3.266667000000000,-79.96666700000000,12
Esmeraldas,591083,159,2372,1.050000000000000,-79.20000000000000,12
Galápagos,33042,4,72,-0.7999999999999999,-89.40000000000001,12
Guayas,4387434,2158,29348,-2.183333000000000,-79.88333299999999,12
Imbabura,476257,186,2852,0.3626780000000000,-78.13066700000000,12
Loja,521154,214,3440,-3.983333000000000,-79.20000000000000,12
Los Ríos,921763,374,5281,-1.800000000000000,-79.53333300000000,12
Manabí,1562079,691,9208,-1.056181000000000,-80.45521700000000,12
Morona Santiago,196535,66,616,-2.300000000000000,-78.11666700000001,12
Napo,133705,45,556,-0.9890000000000000,-77.81590000000000,12
Orellana,161338,40,594,-0.4666670000000000,-76.96666700000000,12
Pastaza,114202,30,444,-1.066667000000000,-78.00111099999999,12
Pichincha,3228233,1246,19431,-0.2186110000000000,-78.50972200000000,12
Santa Elena,401178,134,1828,-2.226700000000000,-80.85830000000000,12
Sto. Domingo Tsáchilas,511151,243,3146,-0.2541670000000000,-79.17194400000000,12
Sucumbíos,230503,88,963,0.08472200000000002,-76.88277800000000,12
Tungurahua,590600,252,4085,-1.241667000000000,-78.61972200000000,12
Zamora Chinchipe,120416,23,422,-4.120000000000000,-78.80000000000000,12
