provincia,poblacion,total,acumuladas,lat,lng,created_at
Bolívar,209933,4,158,-1.605556000000000,-79.00305600000000,16/02/2021
Carchi,186869,1,193,0.8121800000000000,-77.71633000000000,16/02/2021
Cañar,281396,4,222,-2.733333000000000,-78.83333300000000,16/02/2021
Chimborazo,524004,3,471,-1.674347000000000,-78.64829400000001,16/02/2021
Cotopaxi,488716,6,442,-0.9333330000000000,-78.61666700000001,16/02/2021
El Oro,715751,17,709,-3.266667000000000,-79.96666700000000,16/02/2021
Esmeraldas,591083,8,282,1.050000000000000,-79.20000000000000,16/02/2021
Galápagos,33042,0,14,-0.7999999999999999,-89.40000000000001,16/02/2021
Guayas,4387434,98,4048,-2.183333000000000,-79.88333299999999,16/02/2021
Imbabura,476257,5,416,0.3626780000000000,-78.13066700000000,16/02/2021
Loja,521154,13,429,-3.983333000000000,-79.20000000000000,16/02/2021
Los Ríos,921763,23,704,-1.800000000000000,-79.53333300000000,16/02/2021
Manabí,1562079,29,1250,-1.056181000000000,-80.45521700000000,16/02/2021
Morona Santiago,196535,1,92,-2.300000000000000,-78.11666700000001,16/02/2021
Napo,133705,1,73,-0.9890000000000000,-77.81590000000000,16/02/2021
Orellana,161338,3,73,-0.4666670000000000,-76.96666700000000,16/02/2021
Pastaza,114202,0,56,-1.066667000000000,-78.00111099999999,16/02/2021
Pichincha,3228233,55,2778,-0.2186110000000000,-78.50972200000000,16/02/2021
Santa Elena,401178,5,258,-2.226700000000000,-80.85830000000000,16/02/2021
Sto. Domingo Tsáchilas,511151,9,387,-0.2541670000000000,-79.17194400000000,16/02/2021
Sucumbíos,230503,1,117,0.08472200000000002,-76.88277800000000,16/02/2021
Tungurahua,590600,12,660,-1.241667000000000,-78.61972200000000,16/02/2021
Zamora Chinchipe,120416,3,52,-4.120000000000000,-78.80000000000000,16/02/2021
Azuay,881394,16,797,-2.897414000000000,-79.00448100000000,17/02/2021
Bolívar,209933,4,162,-1.605556000000000,-79.00305600000000,17/02/2021
Carchi,186869,5,198,0.8121800000000000,-77.71633000000000,17/02/2021
Cañar,281396,3,225,-2.733333000000000,-78.83333300000000,17/02/2021
Chimborazo,524004,12,483,-1.674347000000000,-78.64829400000001,17/02/2021
Cotopaxi,488716,13,455,-0.9333330000000000,-78.61666700000001,17/02/2021
El Oro,715751,13,722,-3.266667000000000,-79.96666700000000,17/02/2021
Esmeraldas,591083,8,290,1.050000000000000,-79.20000000000000,17/02/2021
Galápagos,33042,0,14,-0.7999999999999999,-89.40000000000001,17/02/2021
Guayas,4387434,88,4136,-2.183333000000000,-79.88333299999999,17/02/2021
Imbabura,476257,13,429,0.3626780000000000,-78.13066700000000,17/02/2021
Loja,521154,11,440,-3.983333000000000,-79.20000000000000,17/02/2021
Los Ríos,921763,14,718,-1.800000000000000,-79.53333300000000,17/02/2021
Manabí,1562079,29,1279,-1.056181000000000,-80.45521700000000,17/02/2021
Morona Santiago,196535,0,92,-2.300000000000000,-78.11666700000001,17/02/2021
Napo,133705,4,77,-0.9890000000000000,-77.81590000000000,17/02/2021
Orellana,161338,1,74,-0.4666670000000000,-76.96666700000000,17/02/2021
Pastaza,114202,0,56,-1.066667000000000,-78.00111099999999,17/02/2021
Pichincha,3228233,59,2837,-0.2186110000000000,-78.50972200000000,17/02/2021
Santa Elena,401178,4,262,-2.226700000000000,-80.85830000000000,17/02/2021
Sto. Domingo Tsáchilas,511151,7,394,-0.2541670000000000,-79.17194400000000,17/02/2021
Sucumbíos,230503,6,123,0.08472200000000002,-76.88277800000000,17/02/2021
Tungurahua,590600,15,675,-1.241667000000000,-78.61972200000000,17/02/2021
Zamora Chinchipe,120416,1,53,-4.120000000000000,-78.80000000000000,17/02/2021
Azuay,881394,14,811,-2.897414000000000,-79.00448100000000,18/02/2021
Bolívar,209933,1,163,-1.605556000000000,-79.00305600000000,18/02/2021
Carchi,186869,0,198,0.8121800000000000,-77.71633000000000,18/02/2021
Cañar,281396,3,228,-2.733333000000000,-78.83333300000000,18/02/2021
Chimborazo,524004,10,493,-1.674347000000000,-78.64829400000001,18/02/2021
Cotopaxi,488716,10,465,-0.9333330000000000,-78.61666700000001,18/02/2021
El Oro,715751,18,740,-3.266667000000000,-79.96666700000000,18/02/2021
Esmeraldas,591083,5,295,1.050000000000000,-79.20000000000000,18/02/2021
Galápagos,33042,0,14,-0.7999999999999999,-89.40000000000001,18/02/2021
Guayas,4387434,91,4227,-2.183333000000000,-79.88333299999999,18/02/2021
Imbabura,476257,8,437,0.3626780000000000,-78.13066700000000,18/02/2021
Loja,521154,10,450,-3.983333000000000,-79.20000000000000,18/02/2021
Los Ríos,921763,16,734,-1.800000000000000,-79.53333300000000,18/02/2021
Manabí,1562079,35,1314,-1.056181000000000,-80.45521700000000,18/02/2021
Morona Santiago,196535,0,92,-2.300000000000000,-78.11666700000001,18/02/2021
Napo,133705,1,78,-0.9890000000000000,-77.81590000000000,18/02/2021
Orellana,161338,5,79,-0.4666670000000000,-76.96666700000000,18/02/2021
Pastaza,114202,3,59,-1.066667000000000,-78.00111099999999,18/02/2021
Pichincha,3228233,59,2896,-0.2186110000000000,-78.50972200000000,18/02/2021
Santa Elena,401178,4,266,-2.226700000000000,-80.85830000000000,18/02/2021
Sto. Domingo Tsáchilas,511151,11,405,-0.2541670000000000,-79.17194400000000,18/02/2021
Sucumbíos,230503,2,125,0.08472200000000002,-76.88277800000000,18/02/2021
Tungurahua,590600,9,684,-1.241667000000000,-78.61972200000000,18/02/2021
Zamora Chinchipe,120416,2,55,-4.120000000000000,-78.80000000000000,18/02/2021
Azuay,881394,11,822,-2.897414000000000,-79.00448100000000,19/02/2021
Bolívar,209933,3,166,-1.605556000000000,-79.00305600000000,19/02/2021
Carchi,186869,3,201,0.8121800000000000,-77.71633000000000,19/02/2021
Cañar,281396,7,235,-2.733333000000000,-78.83333300000000,19/02/2021
Chimborazo,524004,12,505,-1.674347000000000,-78.64829400000001,19/02/2021
Cotopaxi,488716,13,478,-0.9333330000000000,-78.61666700000001,19/02/2021
El Oro,715751,14,754,-3.266667000000000,-79.96666700000000,19/02/2021
Esmeraldas,591083,8,303,1.050000000000000,-79.20000000000000,19/02/2021
Galápagos,33042,0,14,-0.7999999999999999,-89.40000000000001,19/02/2021
Guayas,4387434,93,4320,-2.183333000000000,-79.88333299999999,19/02/2021
Imbabura,476257,3,440,0.3626780000000000,-78.13066700000000,19/02/2021
Loja,521154,12,462,-3.983333000000000,-79.20000000000000,19/02/2021
Los Ríos,921763,20,754,-1.800000000000000,-79.53333300000000,19/02/2021
Manabí,1562079,34,1348,-1.056181000000000,-80.45521700000000,19/02/2021
Morona Santiago,196535,2,94,-2.300000000000000,-78.11666700000001,19/02/2021
Napo,133705,2,80,-0.9890000000000000,-77.81590000000000,19/02/2021
Orellana,161338,1,80,-0.4666670000000000,-76.96666700000000,19/02/2021
Pastaza,114202,0,59,-1.066667000000000,-78.00111099999999,19/02/2021
Pichincha,3228233,58,2954,-0.2186110000000000,-78.50972200000000,19/02/2021
Santa Elena,401178,6,272,-2.226700000000000,-80.85830000000000,19/02/2021
Sto. Domingo Tsáchilas,511151,11,416,-0.2541670000000000,-79.17194400000000,19/02/2021
Sucumbíos,230503,1,126,0.08472200000000002,-76.88277800000000,19/02/2021
Tungurahua,590600,11,695,-1.241667000000000,-78.61972200000000,19/02/2021
Zamora Chinchipe,120416,0,55,-4.120000000000000,-78.80000000000000,19/02/2021
Azuay,881394,17,839,-2.897414000000000,-79.00448100000000,20/02/2021
Bolívar,209933,6,172,-1.605556000000000,-79.00305600000000,20/02/2021
Carchi,186869,1,202,0.8121800000000000,-77.71633000000000,20/02/2021
Cañar,281396,5,240,-2.733333000000000,-78.83333300000000,20/02/2021
Chimborazo,524004,8,513,-1.674347000000000,-78.64829400000001,20/02/2021
Cotopaxi,488716,4,482,-0.9333330000000000,-78.61666700000001,20/02/2021
El Oro,715751,20,774,-3.266667000000000,-79.96666700000000,20/02/2021
Esmeraldas,591083,7,310,1.050000000000000,-79.20000000000000,20/02/2021
Galápagos,33042,1,15,-0.7999999999999999,-89.40000000000001,20/02/2021
Guayas,4387434,100,4420,-2.183333000000000,-79.88333299999999,20/02/2021
Imbabura,476257,7,447,0.3626780000000000,-78.13066700000000,20/02/2021
Loja,521154,12,474,-3.983333000000000,-79.20000000000000,20/02/2021
Los Ríos,921763,11,765,-1.800000000000000,-79.53333300000000,20/02/2021
Manabí,1562079,40,1388,-1.056181000000000,-80.45521700000000,20/02/2021
Morona Santiago,196535,2,96,-2.300000000000000,-78.11666700000001,20/02/2021
Napo,133705,4,84,-0.9890000000000000,-77.81590000000000,20/02/2021
Orellana,161338,2,82,-0.4666670000000000,-76.96666700000000,20/02/2021
Pastaza,114202,1,60,-1.066667000000000,-78.00111099999999,20/02/2021
Pichincha,3228233,59,3013,-0.2186110000000000,-78.50972200000000,20/02/2021
Santa Elena,401178,4,276,-2.226700000000000,-80.85830000000000,20/02/2021
Sto. Domingo Tsáchilas,511151,10,426,-0.2541670000000000,-79.17194400000000,20/02/2021
Sucumbíos,230503,3,129,0.08472200000000002,-76.88277800000000,20/02/2021
Tungurahua,590600,12,707,-1.241667000000000,-78.61972200000000,20/02/2021
Zamora Chinchipe,120416,4,59,-4.120000000000000,-78.80000000000000,20/02/2021
Azuay,881394,14,853,-2.897414000000000,-79.00448100000000,21/02/2021
Bolívar,209933,9,181,-1.605556000000000,-79.00305600000000,21/02/2021
Carchi,186869,3,205,0.8121800000000000,-77.71633000000000,21/02/2021
Cañar,281396,4,244,-2.733333000000000,-78.83333300000000,21/02/2021
Chimborazo,524004,7,520,-1.674347000000000,-78.64829400000001,21/02/2021
Cotopaxi,488716,8,490,-0.9333330000000000,-78.61666700000001,21/02/2021
El Oro,715751,15,789,-3.266667000000000,-79.96666700000000,21/02/2021
Esmeraldas,591083,7,317,1.050000000000000,-79.20000000000000,21/02/2021
Galápagos,33042,1,16,-0.7999999999999999,-89.40000000000001,21/02/2021
Guayas,4387434,80,4500,-2.183333000000000,-79.88333299999999,21/02/2021
Imbabura,476257,7,454,0.3626780000000000,-78.13066700000000,21/02/2021
Loja,521154,6,480,-3.983333000000000,-79.20000000000000,21/02/2021
Los Ríos,921763,19,784,-1.800000000000000,-79.53333300000000,21/02/2021
Manabí,1562079,24,1412,-1.056181000000000,-80.45521700000000,21/02/2021
Morona Santiago,196535,1,97,-2.300000000000000,-78.11666700000001,21/02/2021
Napo,133705,3,87,-0.9890000000000000,-77.81590000000000,21/02/2021
Orellana,161338,0,82,-0.4666670000000000,-76.96666700000000,21/02/2021
Pastaza,114202,0,60,-1.066667000000000,-78.00111099999999,21/02/2021
Pichincha,3228233,49,3062,-0.2186110000000000,-78.50972200000000,21/02/2021
Santa Elena,401178,5,281,-2.226700000000000,-80.85830000000000,21/02/2021
Sto. Domingo Tsáchilas,511151,10,436,-0.2541670000000000,-79.17194400000000,21/02/2021
Sucumbíos,230503,4,133,0.08472200000000002,-76.88277800000000,21/02/2021
Tungurahua,590600,10,717,-1.241667000000000,-78.61972200000000,21/02/2021
Zamora Chinchipe,120416,2,61,-4.120000000000000,-78.80000000000000,21/02/2021
Azuay,881394,19,872,-2.897414000000000,-79.00448100000000,22/02/2021
Bolívar,209933,3,184,-1.605556000000000,-79.00305600000000,22/02/2021
Carchi,186869,0,205,0.8121800000000000,-77.71633000000000,22/02/2021
Cañar,281396,6,250,-2.733333000000000,-78.83333300000000,22/02/2021
Chimborazo,524004,10,530,-1.674347000000000,-78.64829400000001,22/02/2021
Cotopaxi,488716,6,496,-0.9333330000000000,-78.61666700000001,22/02/2021
El Oro,715751,14,803,-3.266667000000000,-79.96666700000000,22/02/2021
Esmeraldas,591083,10,327,1.050000000000000,-79.20000000000000,22/02/2021
Galápagos,33042,0,16,-0.7999999999999999,-89.40000000000001,22/02/2021
Guayas,4387434,78,4578,-2.183333000000000,-79.88333299999999,22/02/2021
Imbabura,476257,9,463,0.3626780000000000,-78.13066700000000,22/02/2021
Loja,521154,6,486,-3.983333000000000,-79.20000000000000,22/02/2021
Los Ríos,921763,24,808,-1.800000000000000,-79.53333300000000,22/02/2021
Manabí,1562079,29,1441,-1.056181000000000,-80.45521700000000,22/02/2021
Morona Santiago,196535,1,98,-2.300000000000000,-78.11666700000001,22/02/2021
Napo,133705,2,89,-0.9890000000000000,-77.81590000000000,22/02/2021
Orellana,161338,2,84,-0.4666670000000000,-76.96666700000000,22/02/2021
Pastaza,114202,4,64,-1.066667000000000,-78.00111099999999,22/02/2021
Pichincha,3228233,57,3119,-0.2186110000000000,-78.50972200000000,22/02/2021
Santa Elena,401178,3,284,-2.226700000000000,-80.85830000000000,22/02/2021
Sto. Domingo Tsáchilas,511151,9,445,-0.2541670000000000,-79.17194400000000,22/02/2021
Sucumbíos,230503,3,136,0.08472200000000002,-76.88277800000000,22/02/2021
Tungurahua,590600,12,729,-1.241667000000000,-78.61972200000000,22/02/2021
Zamora Chinchipe,120416,2,63,-4.120000000000000,-78.80000000000000,22/02/2021
Azuay,881394,44,916,-2.897414000000000,-79.00448100000000,23/02/2021
Bolívar,209933,4,188,-1.605556000000000,-79.00305600000000,23/02/2021
Carchi,186869,2,207,0.8121800000000000,-77.71633000000000,23/02/2021
Cañar,281396,3,253,-2.733333000000000,-78.83333300000000,23/02/2021
Chimborazo,524004,12,542,-1.674347000000000,-78.64829400000001,23/02/2021
Cotopaxi,488716,17,513,-0.9333330000000000,-78.61666700000001,23/02/2021
El Oro,715751,17,820,-3.266667000000000,-79.96666700000000,23/02/2021
Esmeraldas,591083,4,331,1.050000000000000,-79.20000000000000,23/02/2021
Galápagos,33042,0,16,-0.7999999999999999,-89.40000000000001,23/02/2021
Guayas,4387434,113,4691,-2.183333000000000,-79.88333299999999,23/02/2021
Imbabura,476257,9,472,0.3626780000000000,-78.13066700000000,23/02/2021
Loja,521154,9,495,-3.983333000000000,-79.20000000000000,23/02/2021
Los Ríos,921763,24,832,-1.800000000000000,-79.53333300000000,23/02/2021
Manabí,1562079,34,1475,-1.056181000000000,-80.45521700000000,23/02/2021
Morona Santiago,196535,2,100,-2.300000000000000,-78.11666700000001,23/02/2021
Napo,133705,2,91,-0.9890000000000000,-77.81590000000000,23/02/2021
Orellana,161338,1,85,-0.4666670000000000,-76.96666700000000,23/02/2021
Pastaza,114202,3,67,-1.066667000000000,-78.00111099999999,23/02/2021
Pichincha,3228233,60,3179,-0.2186110000000000,-78.50972200000000,23/02/2021
Santa Elena,401178,3,287,-2.226700000000000,-80.85830000000000,23/02/2021
Sto. Domingo Tsáchilas,511151,11,456,-0.2541670000000000,-79.17194400000000,23/02/2021
Sucumbíos,230503,5,141,0.08472200000000002,-76.88277800000000,23/02/2021
Tungurahua,590600,14,743,-1.241667000000000,-78.61972200000000,23/02/2021
Zamora Chinchipe,120416,2,65,-4.120000000000000,-78.80000000000000,23/02/2021
Azuay,881394,14,930,-2.897414000000000,-79.00448100000000,24/02/2021
Bolívar,209933,5,193,-1.605556000000000,-79.00305600000000,24/02/2021
Carchi,186869,3,210,0.8121800000000000,-77.71633000000000,24/02/2021
Cañar,281396,2,255,-2.733333000000000,-78.83333300000000,24/02/2021
Chimborazo,524004,8,550,-1.674347000000000,-78.64829400000001,24/02/2021
Cotopaxi,488716,8,521,-0.9333330000000000,-78.61666700000001,24/02/2021
El Oro,715751,18,838,-3.266667000000000,-79.96666700000000,24/02/2021
Esmeraldas,591083,7,338,1.050000000000000,-79.20000000000000,24/02/2021
Galápagos,33042,0,16,-0.7999999999999999,-89.40000000000001,24/02/2021
Guayas,4387434,92,4783,-2.183333000000000,-79.88333299999999,24/02/2021
Imbabura,476257,4,476,0.3626780000000000,-78.13066700000000,24/02/2021
Loja,521154,3,498,-3.983333000000000,-79.20000000000000,24/02/2021
Los Ríos,921763,12,844,-1.800000000000000,-79.53333300000000,24/02/2021
Manabí,1562079,37,1512,-1.056181000000000,-80.45521700000000,24/02/2021
Morona Santiago,196535,1,101,-2.300000000000000,-78.11666700000001,24/02/2021
Napo,133705,3,94,-0.9890000000000000,-77.81590000000000,24/02/2021
Orellana,161338,3,88,-0.4666670000000000,-76.96666700000000,24/02/2021
Pastaza,114202,0,67,-1.066667000000000,-78.00111099999999,24/02/2021
Pichincha,3228233,57,3236,-0.2186110000000000,-78.50972200000000,24/02/2021
Santa Elena,401178,4,291,-2.226700000000000,-80.85830000000000,24/02/2021
Sto. Domingo Tsáchilas,511151,11,467,-0.2541670000000000,-79.17194400000000,24/02/2021
Sucumbíos,230503,3,144,0.08472200000000002,-76.88277800000000,24/02/2021
Tungurahua,590600,16,759,-1.241667000000000,-78.61972200000000,24/02/2021
Zamora Chinchipe,120416,0,65,-4.120000000000000,-78.80000000000000,24/02/2021
Azuay,881394,14,944,-2.897414000000000,-79.00448100000000,25/02/2021
Bolívar,209933,3,196,-1.605556000000000,-79.00305600000000,25/02/2021
Carchi,186869,3,213,0.8121800000000000,-77.71633000000000,25/02/2021
Cañar,281396,3,258,-2.733333000000000,-78.83333300000000,25/02/2021
Chimborazo,524004,12,562,-1.674347000000000,-78.64829400000001,25/02/2021
Cotopaxi,488716,15,536,-0.9333330000000000,-78.61666700000001,25/02/2021
El Oro,715751,11,849,-3.266667000000000,-79.96666700000000,25/02/2021
Esmeraldas,591083,11,349,1.050000000000000,-79.20000000000000,25/02/2021
Galápagos,33042,0,16,-0.7999999999999999,-89.40000000000001,25/02/2021
Guayas,4387434,90,4873,-2.183333000000000,-79.88333299999999,25/02/2021
Imbabura,476257,8,484,0.3626780000000000,-78.13066700000000,25/02/2021
Loja,521154,11,509,-3.983333000000000,-79.20000000000000,25/02/2021
Los Ríos,921763,18,862,-1.800000000000000,-79.53333300000000,25/02/2021
Manabí,1562079,35,1547,-1.056181000000000,-80.45521700000000,25/02/2021
Morona Santiago,196535,1,102,-2.300000000000000,-78.11666700000001,25/02/2021
Napo,133705,0,94,-0.9890000000000000,-77.81590000000000,25/02/2021
Orellana,161338,1,89,-0.4666670000000000,-76.96666700000000,25/02/2021
Pastaza,114202,1,68,-1.066667000000000,-78.00111099999999,25/02/2021
Pichincha,3228233,57,3293,-0.2186110000000000,-78.50972200000000,25/02/2021
Santa Elena,401178,6,297,-2.226700000000000,-80.85830000000000,25/02/2021
Sto. Domingo Tsáchilas,511151,17,484,-0.2541670000000000,-79.17194400000000,25/02/2021
Sucumbíos,230503,5,149,0.08472200000000002,-76.88277800000000,25/02/2021
Tungurahua,590600,8,767,-1.241667000000000,-78.61972200000000,25/02/2021
Zamora Chinchipe,120416,1,66,-4.120000000000000,-78.80000000000000,25/02/2021
Azuay,881394,16,960,-2.897414000000000,-79.00448100000000,26/02/2021
Bolívar,209933,2,198,-1.605556000000000,-79.00305600000000,26/02/2021
Carchi,186869,4,217,0.8121800000000000,-77.71633000000000,26/02/2021
Cañar,281396,4,262,-2.733333000000000,-78.83333300000000,26/02/2021
Chimborazo,524004,6,568,-1.674347000000000,-78.64829400000001,26/02/2021
Cotopaxi,488716,2,538,-0.9333330000000000,-78.61666700000001,26/02/2021
El Oro,715751,16,865,-3.266667000000000,-79.96666700000000,26/02/2021
Esmeraldas,591083,4,353,1.050000000000000,-79.20000000000000,26/02/2021
Galápagos,33042,0,16,-0.7999999999999999,-89.40000000000001,26/02/2021
Guayas,4387434,79,4952,-2.183333000000000,-79.88333299999999,26/02/2021
Imbabura,476257,13,497,0.3626780000000000,-78.13066700000000,26/02/2021
Loja,521154,7,516,-3.983333000000000,-79.20000000000000,26/02/2021
Los Ríos,921763,16,878,-1.800000000000000,-79.53333300000000,26/02/2021
Manabí,1562079,29,1576,-1.056181000000000,-80.45521700000000,26/02/2021
Morona Santiago,196535,1,103,-2.300000000000000,-78.11666700000001,26/02/2021
Napo,133705,2,96,-0.9890000000000000,-77.81590000000000,26/02/2021
Orellana,161338,0,89,-0.4666670000000000,-76.96666700000000,26/02/2021
Pastaza,114202,0,68,-1.066667000000000,-78.00111099999999,26/02/2021
Pichincha,3228233,61,3354,-0.2186110000000000,-78.50972200000000,26/02/2021
Santa Elena,401178,6,303,-2.226700000000000,-80.85830000000000,26/02/2021
Sto. Domingo Tsáchilas,511151,5,489,-0.2541670000000000,-79.17194400000000,26/02/2021
Sucumbíos,230503,5,154,0.08472200000000002,-76.88277800000000,26/02/2021
Tungurahua,590600,10,777,-1.241667000000000,-78.61972200000000,26/02/2021
Zamora Chinchipe,120416,1,67,-4.120000000000000,-78.80000000000000,26/02/2021
Azuay,881394,9,969,-2.897414000000000,-79.00448100000000,27/02/2021
Bolívar,209933,2,200,-1.605556000000000,-79.00305600000000,27/02/2021
Carchi,186869,2,219,0.8121800000000000,-77.71633000000000,27/02/2021
Cañar,281396,7,269,-2.733333000000000,-78.83333300000000,27/02/2021
Chimborazo,524004,8,576,-1.674347000000000,-78.64829400000001,27/02/2021
Cotopaxi,488716,7,545,-0.9333330000000000,-78.61666700000001,27/02/2021
El Oro,715751,18,883,-3.266667000000000,-79.96666700000000,27/02/2021
Esmeraldas,591083,10,363,1.050000000000000,-79.20000000000000,27/02/2021
Galápagos,33042,0,16,-0.7999999999999999,-89.40000000000001,27/02/2021
Guayas,4387434,100,5052,-2.183333000000000,-79.88333299999999,27/02/2021
Imbabura,476257,9,506,0.3626780000000000,-78.13066700000000,27/02/2021
Loja,521154,5,521,-3.983333000000000,-79.20000000000000,27/02/2021
Los Ríos,921763,15,893,-1.800000000000000,-79.53333300000000,27/02/2021
Manabí,1562079,38,1614,-1.056181000000000,-80.45521700000000,27/02/2021
Morona Santiago,196535,1,104,-2.300000000000000,-78.11666700000001,27/02/2021
Napo,133705,2,98,-0.9890000000000000,-77.81590000000000,27/02/2021
Orellana,161338,0,89,-0.4666670000000000,-76.96666700000000,27/02/2021
Pastaza,114202,1,69,-1.066667000000000,-78.00111099999999,27/02/2021
Pichincha,3228233,49,3403,-0.2186110000000000,-78.50972200000000,27/02/2021
Santa Elena,401178,4,307,-2.226700000000000,-80.85830000000000,27/02/2021
Sto. Domingo Tsáchilas,511151,14,503,-0.2541670000000000,-79.17194400000000,27/02/2021
Sucumbíos,230503,3,157,0.08472200000000002,-76.88277800000000,27/02/2021
Tungurahua,590600,12,789,-1.241667000000000,-78.61972200000000,27/02/2021
Zamora Chinchipe,120416,2,69,-4.120000000000000,-78.80000000000000,27/02/2021
Azuay,881394,16,985,-2.897414000000000,-79.00448100000000,28/02/2021
Bolívar,209933,4,204,-1.605556000000000,-79.00305600000000,28/02/2021
Carchi,186869,5,224,0.8121800000000000,-77.71633000000000,28/02/2021
Cañar,281396,2,271,-2.733333000000000,-78.83333300000000,28/02/2021
Chimborazo,524004,10,586,-1.674347000000000,-78.64829400000001,28/02/2021
Cotopaxi,488716,7,552,-0.9333330000000000,-78.61666700000001,28/02/2021
El Oro,715751,26,909,-3.266667000000000,-79.96666700000000,28/02/2021
Esmeraldas,591083,8,371,1.050000000000000,-79.20000000000000,28/02/2021
Galápagos,33042,2,18,-0.7999999999999999,-89.40000000000001,28/02/2021
Guayas,4387434,82,5134,-2.183333000000000,-79.88333299999999,28/02/2021
Imbabura,476257,6,512,0.3626780000000000,-78.13066700000000,28/02/2021
Loja,521154,16,537,-3.983333000000000,-79.20000000000000,28/02/2021
Los Ríos,921763,19,912,-1.800000000000000,-79.53333300000000,28/02/2021
Manabí,1562079,33,1647,-1.056181000000000,-80.45521700000000,28/02/2021
Morona Santiago,196535,1,105,-2.300000000000000,-78.11666700000001,28/02/2021
Napo,133705,0,98,-0.9890000000000000,-77.81590000000000,28/02/2021
Orellana,161338,1,90,-0.4666670000000000,-76.96666700000000,28/02/2021
Pastaza,114202,2,71,-1.066667000000000,-78.00111099999999,28/02/2021
Pichincha,3228233,52,3455,-0.2186110000000000,-78.50972200000000,28/02/2021
Santa Elena,401178,4,311,-2.226700000000000,-80.85830000000000,28/02/2021
Sto. Domingo Tsáchilas,511151,12,515,-0.2541670000000000,-79.17194400000000,28/02/2021
Sucumbíos,230503,3,160,0.08472200000000002,-76.88277800000000,28/02/2021
Tungurahua,590600,11,800,-1.241667000000000,-78.61972200000000,28/02/2021
Zamora Chinchipe,120416,0,69,-4.120000000000000,-78.80000000000000,28/02/2021
Azuay,881394,16,1001,-2.897414000000000,-79.00448100000000,01/03/2021
Bolívar,209933,3,207,-1.605556000000000,-79.00305600000000,01/03/2021
Carchi,186869,2,226,0.8121800000000000,-77.71633000000000,01/03/2021
Cañar,281396,2,273,-2.733333000000000,-78.83333300000000,01/03/2021
Chimborazo,524004,6,592,-1.674347000000000,-78.64829400000001,01/03/2021
Cotopaxi,488716,9,561,-0.9333330000000000,-78.61666700000001,01/03/2021
El Oro,715751,13,922,-3.266667000000000,-79.96666700000000,01/03/2021
Esmeraldas,591083,6,377,1.050000000000000,-79.20000000000000,01/03/2021
Galápagos,33042,1,19,-0.7999999999999999,-89.40000000000001,01/03/2021
Guayas,4387434,107,5241,-2.183333000000000,-79.88333299999999,01/03/2021
Imbabura,476257,11,523,0.3626780000000000,-78.13066700000000,01/03/2021
Loja,521154,13,550,-3.983333000000000,-79.20000000000000,01/03/2021
Los Ríos,921763,19,931,-1.800000000000000,-79.53333300000000,01/03/2021
Manabí,1562079,24,1671,-1.056181000000000,-80.45521700000000,01/03/2021
Morona Santiago,196535,1,106,-2.300000000000000,-78.11666700000001,01/03/2021
Napo,133705,4,102,-0.9890000000000000,-77.81590000000000,01/03/2021
Orellana,161338,1,91,-0.4666670000000000,-76.96666700000000,01/03/2021
Pastaza,114202,0,71,-1.066667000000000,-78.00111099999999,01/03/2021
Pichincha,3228233,57,3512,-0.2186110000000000,-78.50972200000000,01/03/2021
Santa Elena,401178,9,320,-2.226700000000000,-80.85830000000000,01/03/2021
Sto. Domingo Tsáchilas,511151,12,527,-0.2541670000000000,-79.17194400000000,01/03/2021
Sucumbíos,230503,2,162,0.08472200000000002,-76.88277800000000,01/03/2021
Tungurahua,590600,6,806,-1.241667000000000,-78.61972200000000,01/03/2021
Zamora Chinchipe,120416,1,70,-4.120000000000000,-78.80000000000000,01/03/2021
Azuay,881394,17,1018,-2.897414000000000,-79.00448100000000,02/03/2021
Bolívar,209933,1,208,-1.605556000000000,-79.00305600000000,02/03/2021
Carchi,186869,1,227,0.8121800000000000,-77.71633000000000,02/03/2021
Cañar,281396,5,278,-2.733333000000000,-78.83333300000000,02/03/2021
Chimborazo,524004,12,604,-1.674347000000000,-78.64829400000001,02/03/2021
Cotopaxi,488716,5,566,-0.9333330000000000,-78.61666700000001,02/03/2021
El Oro,715751,11,933,-3.266667000000000,-79.96666700000000,02/03/2021
Esmeraldas,591083,7,384,1.050000000000000,-79.20000000000000,02/03/2021
Galápagos,33042,0,19,-0.7999999999999999,-89.40000000000001,02/03/2021
Guayas,4387434,84,5325,-2.183333000000000,-79.88333299999999,02/03/2021
Imbabura,476257,8,531,0.3626780000000000,-78.13066700000000,02/03/2021
Loja,521154,9,559,-3.983333000000000,-79.20000000000000,02/03/2021
Los Ríos,921763,17,948,-1.800000000000000,-79.53333300000000,02/03/2021
Manabí,1562079,19,1690,-1.056181000000000,-80.45521700000000,02/03/2021
Morona Santiago,196535,2,108,-2.300000000000000,-78.11666700000001,02/03/2021
Napo,133705,0,102,-0.9890000000000000,-77.81590000000000,02/03/2021
Orellana,161338,2,93,-0.4666670000000000,-76.96666700000000,02/03/2021
Pastaza,114202,0,71,-1.066667000000000,-78.00111099999999,02/03/2021
Pichincha,3228233,65,3577,-0.2186110000000000,-78.50972200000000,02/03/2021
Santa Elena,401178,6,326,-2.226700000000000,-80.85830000000000,02/03/2021
Sto. Domingo Tsáchilas,511151,10,537,-0.2541670000000000,-79.17194400000000,02/03/2021
Sucumbíos,230503,4,166,0.08472200000000002,-76.88277800000000,02/03/2021
