inec_provincia_id,provincia,lat,lng,Semana 1,Semana 2,Semana 3,Semana 4,Semana 5,Semana 6,Semana 7,Semana 8,Semana 9,Semana 10,Semana 11,Semana 12,Semana 13,Semana 14,Semana 15,Semana 16,Semana 17,Semana 18,Semana 19,Semana 20,Semana 21,Semana 22,Semana 23,Semana 24,Semana 25,Semana 26,Semana 27,Semana 28,Semana 29,Semana 30,Semana 31,Semana 32,Semana 33,Semana 34,Semana 35,Semana 36,Semana 37,Semana 38,Semana 39,Semana 40,Semana 41,Semana 42,Semana 43,Semana 44,Semana 45,Semana 46,Semana 47,Semana 48,Semana 49,Semana 50,Semana 51,Semana 52
11,Loja,-3.983333000000000,-79.20000000000000,48,34,43,37,50,50,36,50,39,51,38,41,39,51,47,38,39,36,37,34,52,40,39,35,53,49,50,24,45,52,40,42,41,39,50,41,47,35,44,55,39,36,43,39,41,27,41,40,37,36,26,23
12,Los Ríos,-1.800000000000000,-79.53333300000000,60,69,60,67,83,72,59,61,71,78,87,53,75,65,48,57,58,73,59,66,71,60,64,64,58,65,56,44,70,73,68,83,58,71,49,64,38,72,68,67,66,58,62,59,67,68,71,65,57,57,80,46
13,Manabí,-1.056181000000000,-80.45521700000000,111,93,121,104,107,119,109,115,145,116,141,157,133,113,744,106,89,107,77,93,88,131,99,100,119,99,126,123,118,93,103,135,109,120,111,111,106,124,118,144,136,102,97,119,127,114,108,106,114,113,106,85
14,Morona Santiago,-2.300000000000000,-78.11666700000001,5,11,11,14,7,7,8,11,6,10,11,10,7,14,3,5,19,8,4,12,6,6,4,6,10,10,6,7,10,9,13,5,8,5,7,5,3,8,9,16,11,6,13,8,14,7,9,8,11,3,5,4
15,Napo,-0.9890000000000000,-77.81590000000000,6,6,4,8,6,12,7,3,2,5,6,8,7,4,11,8,5,4,11,5,2,8,1,11,7,5,3,5,6,2,2,7,6,8,7,4,7,2,3,8,7,2,7,8,10,4,7,2,10,5,10,4
22,Orellana,-0.4666670000000000,-76.96666700000000,12,7,5,9,6,6,8,9,6,6,6,9,8,7,7,13,12,6,5,9,2,3,4,7,7,4,5,6,5,3,7,8,4,9,9,8,4,7,5,5,3,2,6,6,5,7,5,5,7,2,6,7
88,Otro,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Pastaza,-1.066667000000000,-78.00111099999999,5,3,7,4,9,6,6,5,5,4,29,1,4,4,6,4,7,2,2,2,6,7,3,3,6,5,8,4,4,3,7,8,5,5,6,3,8,7,12,9,4,5,4,3,7,2,6,7,5,5,3,1
17,Pichincha,-0.2186110000000000,-78.50972200000000,200,241,207,212,246,235,196,211,190,233,241,211,254,256,253,245,255,259,246,243,210,253,229,224,233,225,233,219,194,231,223,236,211,212,226,203,206,219,217,234,221,208,220,214,233,244,214,206,238,223,242,225
24,Santa Elena,-2.226700000000000,-80.85830000000000,15,27,19,20,29,29,15,27,22,22,23,25,28,24,18,21,23,22,18,21,24,23,29,19,18,16,20,23,21,30,27,18,22,26,23,38,25,23,20,15,23,21,18,23,25,22,26,19,20,21,20,19
23,Sto. Domingo Tsáchilas,-0.2541670000000000,-79.17194400000000,39,31,39,29,41,42,43,37,38,32,48,34,35,37,43,31,32,40,39,29,33,34,33,46,45,30,32,34,36,35,30,36,24,38,38,33,46,33,31,31,26,46,40,33,29,35,44,39,46,35,27,23
21,Sucumbíos,0.08472200000000001,-76.88277800000000,18,13,12,7,8,8,8,7,18,10,4,11,9,22,14,9,10,14,8,7,10,9,17,10,9,18,10,10,13,7,9,3,6,15,12,7,6,10,8,7,3,10,10,14,10,13,8,8,5,13,10,11
18,Tungurahua,-1.241667000000000,-78.61972200000000,58,45,49,58,54,55,48,52,47,60,56,42,44,59,43,60,63,52,44,46,62,56,52,50,37,52,62,51,60,49,60,64,64,64,49,38,43,57,52,49,54,36,53,45,57,54,39,46,35,44,41,35
19,Zamora Chinchipe,-4.120000000000000,-78.80000000000000,7,3,1,2,3,3,2,1,4,3,4,4,7,4,6,6,4,3,4,0,1,3,6,6,4,4,1,3,4,4,3,4,3,8,4,4,4,7,3,5,6,2,5,6,5,3,1,6,4,6,5,1
