provincia,total,acumuladas,lat,lng,created_at
Manabí,15,4983,-1.056181000000000,-80.45521700000000,26/09/2016
Morona Santiago,0,312,-2.300000000000000,-78.11666700000001,26/09/2016
Napo,1,227,-0.9890000000000000,-77.81590000000000,26/09/2016
Orellana,0,260,-0.4666670000000000,-76.96666700000000,26/09/2016
Otro,0,3,0,0,26/09/2016
Pastaza,2,218,-1.066667000000000,-78.00111099999999,26/09/2016
Pichincha,31,8758,-0.2186110000000000,-78.50972200000000,26/09/2016
Santa Elena,3,895,-2.226700000000000,-80.85830000000000,26/09/2016
Sto. Domingo Tsáchilas,5,1403,-0.2541670000000000,-79.17194400000000,26/09/2016
Sucumbíos,2,403,0.08472200000000002,-76.88277800000000,26/09/2016
Tungurahua,13,2050,-1.241667000000000,-78.61972200000000,26/09/2016
Zamora Chinchipe,1,148,-4.120000000000000,-78.80000000000000,26/09/2016
Azuay,9,2769,-2.897414000000000,-79.00448100000000,27/09/2016
Bolívar,2,575,-1.605556000000000,-79.00305600000000,27/09/2016
Carchi,3,478,0.8121800000000000,-77.71633000000000,27/09/2016
Cañar,5,775,-2.733333000000000,-78.83333300000000,27/09/2016
Chimborazo,6,1663,-1.674347000000000,-78.64829400000001,27/09/2016
Cotopaxi,3,1257,-0.9333330000000000,-78.61666700000001,27/09/2016
El Oro,9,1975,-3.266667000000000,-79.96666700000000,27/09/2016
Esmeraldas,2,1070,1.050000000000000,-79.20000000000000,27/09/2016
Galápagos,0,37,-0.7999999999999999,-89.40000000000001,27/09/2016
Guayas,50,14781,-2.183333000000000,-79.88333299999999,27/09/2016
Imbabura,3,1350,0.3626780000000000,-78.13066700000000,27/09/2016
Loja,7,1638,-3.983333000000000,-79.20000000000000,27/09/2016
Los Ríos,8,2493,-1.800000000000000,-79.53333300000000,27/09/2016
Manabí,18,5001,-1.056181000000000,-80.45521700000000,27/09/2016
Morona Santiago,1,313,-2.300000000000000,-78.11666700000001,27/09/2016
Napo,1,228,-0.9890000000000000,-77.81590000000000,27/09/2016
Orellana,1,261,-0.4666670000000000,-76.96666700000000,27/09/2016
Otro,0,3,0,0,27/09/2016
Pastaza,0,218,-1.066667000000000,-78.00111099999999,27/09/2016
Pichincha,28,8786,-0.2186110000000000,-78.50972200000000,27/09/2016
Santa Elena,3,898,-2.226700000000000,-80.85830000000000,27/09/2016
Sto. Domingo Tsáchilas,4,1407,-0.2541670000000000,-79.17194400000000,27/09/2016
Sucumbíos,2,405,0.08472200000000002,-76.88277800000000,27/09/2016
Tungurahua,6,2056,-1.241667000000000,-78.61972200000000,27/09/2016
Zamora Chinchipe,0,148,-4.120000000000000,-78.80000000000000,27/09/2016
Azuay,7,2776,-2.897414000000000,-79.00448100000000,28/09/2016
Bolívar,3,578,-1.605556000000000,-79.00305600000000,28/09/2016
Carchi,2,480,0.8121800000000000,-77.71633000000000,28/09/2016
Cañar,0,775,-2.733333000000000,-78.83333300000000,28/09/2016
Chimborazo,3,1666,-1.674347000000000,-78.64829400000001,28/09/2016
Cotopaxi,5,1262,-0.9333330000000000,-78.61666700000001,28/09/2016
El Oro,5,1980,-3.266667000000000,-79.96666700000000,28/09/2016
Esmeraldas,4,1074,1.050000000000000,-79.20000000000000,28/09/2016
Galápagos,1,38,-0.7999999999999999,-89.40000000000001,28/09/2016
Guayas,43,14824,-2.183333000000000,-79.88333299999999,28/09/2016
Imbabura,9,1359,0.3626780000000000,-78.13066700000000,28/09/2016
Loja,9,1647,-3.983333000000000,-79.20000000000000,28/09/2016
Los Ríos,13,2506,-1.800000000000000,-79.53333300000000,28/09/2016
Manabí,11,5012,-1.056181000000000,-80.45521700000000,28/09/2016
Morona Santiago,1,314,-2.300000000000000,-78.11666700000001,28/09/2016
Napo,0,228,-0.9890000000000000,-77.81590000000000,28/09/2016
Orellana,1,262,-0.4666670000000000,-76.96666700000000,28/09/2016
Otro,0,3,0,0,28/09/2016
Pastaza,1,219,-1.066667000000000,-78.00111099999999,28/09/2016
Pichincha,24,8810,-0.2186110000000000,-78.50972200000000,28/09/2016
Santa Elena,2,900,-2.226700000000000,-80.85830000000000,28/09/2016
Sto. Domingo Tsáchilas,4,1411,-0.2541670000000000,-79.17194400000000,28/09/2016
Sucumbíos,0,405,0.08472200000000002,-76.88277800000000,28/09/2016
Tungurahua,9,2065,-1.241667000000000,-78.61972200000000,28/09/2016
Zamora Chinchipe,0,148,-4.120000000000000,-78.80000000000000,28/09/2016
Azuay,6,2782,-2.897414000000000,-79.00448100000000,29/09/2016
Bolívar,1,579,-1.605556000000000,-79.00305600000000,29/09/2016
Carchi,2,482,0.8121800000000000,-77.71633000000000,29/09/2016
Cañar,3,778,-2.733333000000000,-78.83333300000000,29/09/2016
Chimborazo,9,1675,-1.674347000000000,-78.64829400000001,29/09/2016
Cotopaxi,5,1267,-0.9333330000000000,-78.61666700000001,29/09/2016
El Oro,6,1986,-3.266667000000000,-79.96666700000000,29/09/2016
Esmeraldas,2,1076,1.050000000000000,-79.20000000000000,29/09/2016
Galápagos,0,38,-0.7999999999999999,-89.40000000000001,29/09/2016
Guayas,54,14878,-2.183333000000000,-79.88333299999999,29/09/2016
Imbabura,5,1364,0.3626780000000000,-78.13066700000000,29/09/2016
Loja,8,1655,-3.983333000000000,-79.20000000000000,29/09/2016
Los Ríos,8,2514,-1.800000000000000,-79.53333300000000,29/09/2016
Manabí,15,5027,-1.056181000000000,-80.45521700000000,29/09/2016
Morona Santiago,6,320,-2.300000000000000,-78.11666700000001,29/09/2016
Napo,0,228,-0.9890000000000000,-77.81590000000000,29/09/2016
Orellana,1,263,-0.4666670000000000,-76.96666700000000,29/09/2016
Otro,0,3,0,0,29/09/2016
Pastaza,0,219,-1.066667000000000,-78.00111099999999,29/09/2016
Pichincha,34,8844,-0.2186110000000000,-78.50972200000000,29/09/2016
Santa Elena,1,901,-2.226700000000000,-80.85830000000000,29/09/2016
Sto. Domingo Tsáchilas,7,1418,-0.2541670000000000,-79.17194400000000,29/09/2016
Sucumbíos,0,405,0.08472200000000002,-76.88277800000000,29/09/2016
Tungurahua,6,2071,-1.241667000000000,-78.61972200000000,29/09/2016
Zamora Chinchipe,0,148,-4.120000000000000,-78.80000000000000,29/09/2016
Azuay,12,2794,-2.897414000000000,-79.00448100000000,30/09/2016
Bolívar,0,579,-1.605556000000000,-79.00305600000000,30/09/2016
Carchi,1,483,0.8121800000000000,-77.71633000000000,30/09/2016
Cañar,6,784,-2.733333000000000,-78.83333300000000,30/09/2016
Chimborazo,9,1684,-1.674347000000000,-78.64829400000001,30/09/2016
Cotopaxi,2,1269,-0.9333330000000000,-78.61666700000001,30/09/2016
El Oro,7,1993,-3.266667000000000,-79.96666700000000,30/09/2016
Esmeraldas,5,1081,1.050000000000000,-79.20000000000000,30/09/2016
Galápagos,0,38,-0.7999999999999999,-89.40000000000001,30/09/2016
Guayas,43,14921,-2.183333000000000,-79.88333299999999,30/09/2016
Imbabura,4,1368,0.3626780000000000,-78.13066700000000,30/09/2016
Loja,8,1663,-3.983333000000000,-79.20000000000000,30/09/2016
Los Ríos,8,2522,-1.800000000000000,-79.53333300000000,30/09/2016
Manabí,19,5046,-1.056181000000000,-80.45521700000000,30/09/2016
Morona Santiago,1,321,-2.300000000000000,-78.11666700000001,30/09/2016
Napo,0,228,-0.9890000000000000,-77.81590000000000,30/09/2016
Orellana,0,263,-0.4666670000000000,-76.96666700000000,30/09/2016
Otro,0,3,0,0,30/09/2016
Pastaza,4,223,-1.066667000000000,-78.00111099999999,30/09/2016
Pichincha,29,8873,-0.2186110000000000,-78.50972200000000,30/09/2016
Santa Elena,6,907,-2.226700000000000,-80.85830000000000,30/09/2016
Sto. Domingo Tsáchilas,4,1422,-0.2541670000000000,-79.17194400000000,30/09/2016
Sucumbíos,0,405,0.08472200000000002,-76.88277800000000,30/09/2016
Tungurahua,4,2075,-1.241667000000000,-78.61972200000000,30/09/2016
Zamora Chinchipe,1,149,-4.120000000000000,-78.80000000000000,30/09/2016
Azuay,13,2807,-2.897414000000000,-79.00448100000000,01/10/2016
Bolívar,2,581,-1.605556000000000,-79.00305600000000,01/10/2016
Carchi,1,484,0.8121800000000000,-77.71633000000000,01/10/2016
Cañar,2,786,-2.733333000000000,-78.83333300000000,01/10/2016
Chimborazo,4,1688,-1.674347000000000,-78.64829400000001,01/10/2016
Cotopaxi,3,1272,-0.9333330000000000,-78.61666700000001,01/10/2016
El Oro,2,1995,-3.266667000000000,-79.96666700000000,01/10/2016
Esmeraldas,3,1084,1.050000000000000,-79.20000000000000,01/10/2016
Galápagos,0,38,-0.7999999999999999,-89.40000000000001,01/10/2016
Guayas,52,14973,-2.183333000000000,-79.88333299999999,01/10/2016
Imbabura,10,1378,0.3626780000000000,-78.13066700000000,01/10/2016
Loja,4,1667,-3.983333000000000,-79.20000000000000,01/10/2016
Los Ríos,12,2534,-1.800000000000000,-79.53333300000000,01/10/2016
Manabí,23,5069,-1.056181000000000,-80.45521700000000,01/10/2016
Morona Santiago,0,321,-2.300000000000000,-78.11666700000001,01/10/2016
Napo,0,228,-0.9890000000000000,-77.81590000000000,01/10/2016
Orellana,0,263,-0.4666670000000000,-76.96666700000000,01/10/2016
Otro,0,3,0,0,01/10/2016
Pastaza,3,226,-1.066667000000000,-78.00111099999999,01/10/2016
Pichincha,37,8910,-0.2186110000000000,-78.50972200000000,01/10/2016
Santa Elena,3,910,-2.226700000000000,-80.85830000000000,01/10/2016
Sto. Domingo Tsáchilas,2,1424,-0.2541670000000000,-79.17194400000000,01/10/2016
Sucumbíos,3,408,0.08472200000000002,-76.88277800000000,01/10/2016
Tungurahua,7,2082,-1.241667000000000,-78.61972200000000,01/10/2016
Zamora Chinchipe,1,150,-4.120000000000000,-78.80000000000000,01/10/2016
Azuay,8,2815,-2.897414000000000,-79.00448100000000,02/10/2016
Bolívar,3,584,-1.605556000000000,-79.00305600000000,02/10/2016
Carchi,2,486,0.8121800000000000,-77.71633000000000,02/10/2016
Cañar,3,789,-2.733333000000000,-78.83333300000000,02/10/2016
Chimborazo,5,1693,-1.674347000000000,-78.64829400000001,02/10/2016
Cotopaxi,7,1279,-0.9333330000000000,-78.61666700000001,02/10/2016
El Oro,6,2001,-3.266667000000000,-79.96666700000000,02/10/2016
Esmeraldas,6,1090,1.050000000000000,-79.20000000000000,02/10/2016
Galápagos,0,38,-0.7999999999999999,-89.40000000000001,02/10/2016
Guayas,65,15038,-2.183333000000000,-79.88333299999999,02/10/2016
Imbabura,5,1383,0.3626780000000000,-78.13066700000000,02/10/2016
Loja,7,1674,-3.983333000000000,-79.20000000000000,02/10/2016
Los Ríos,13,2547,-1.800000000000000,-79.53333300000000,02/10/2016
Manabí,17,5086,-1.056181000000000,-80.45521700000000,02/10/2016
Morona Santiago,0,321,-2.300000000000000,-78.11666700000001,02/10/2016
Napo,1,229,-0.9890000000000000,-77.81590000000000,02/10/2016
Orellana,2,265,-0.4666670000000000,-76.96666700000000,02/10/2016
Otro,0,3,0,0,02/10/2016
Pastaza,2,228,-1.066667000000000,-78.00111099999999,02/10/2016
Pichincha,34,8944,-0.2186110000000000,-78.50972200000000,02/10/2016
Santa Elena,2,912,-2.226700000000000,-80.85830000000000,02/10/2016
Sto. Domingo Tsáchilas,5,1429,-0.2541670000000000,-79.17194400000000,02/10/2016
Sucumbíos,1,409,0.08472200000000002,-76.88277800000000,02/10/2016
Tungurahua,7,2089,-1.241667000000000,-78.61972200000000,02/10/2016
Zamora Chinchipe,0,150,-4.120000000000000,-78.80000000000000,02/10/2016
Azuay,12,2827,-2.897414000000000,-79.00448100000000,03/10/2016
Bolívar,1,585,-1.605556000000000,-79.00305600000000,03/10/2016
Carchi,5,491,0.8121800000000000,-77.71633000000000,03/10/2016
Cañar,2,791,-2.733333000000000,-78.83333300000000,03/10/2016
Chimborazo,4,1697,-1.674347000000000,-78.64829400000001,03/10/2016
Cotopaxi,4,1283,-0.9333330000000000,-78.61666700000001,03/10/2016
El Oro,8,2009,-3.266667000000000,-79.96666700000000,03/10/2016
Esmeraldas,6,1096,1.050000000000000,-79.20000000000000,03/10/2016
Galápagos,0,38,-0.7999999999999999,-89.40000000000001,03/10/2016
Guayas,56,15094,-2.183333000000000,-79.88333299999999,03/10/2016
Imbabura,5,1388,0.3626780000000000,-78.13066700000000,03/10/2016
Loja,2,1676,-3.983333000000000,-79.20000000000000,03/10/2016
Los Ríos,15,2562,-1.800000000000000,-79.53333300000000,03/10/2016
Manabí,23,5109,-1.056181000000000,-80.45521700000000,03/10/2016
Morona Santiago,1,322,-2.300000000000000,-78.11666700000001,03/10/2016
Napo,2,231,-0.9890000000000000,-77.81590000000000,03/10/2016
Orellana,0,265,-0.4666670000000000,-76.96666700000000,03/10/2016
Otro,0,3,0,0,03/10/2016
Pastaza,1,229,-1.066667000000000,-78.00111099999999,03/10/2016
Pichincha,36,8980,-0.2186110000000000,-78.50972200000000,03/10/2016
Santa Elena,2,914,-2.226700000000000,-80.85830000000000,03/10/2016
Sto. Domingo Tsáchilas,3,1432,-0.2541670000000000,-79.17194400000000,03/10/2016
Sucumbíos,1,410,0.08472200000000002,-76.88277800000000,03/10/2016
Tungurahua,9,2098,-1.241667000000000,-78.61972200000000,03/10/2016
Zamora Chinchipe,0,150,-4.120000000000000,-78.80000000000000,03/10/2016
Azuay,18,2845,-2.897414000000000,-79.00448100000000,04/10/2016
Bolívar,3,588,-1.605556000000000,-79.00305600000000,04/10/2016
Carchi,2,493,0.8121800000000000,-77.71633000000000,04/10/2016
Cañar,6,797,-2.733333000000000,-78.83333300000000,04/10/2016
Chimborazo,9,1706,-1.674347000000000,-78.64829400000001,04/10/2016
Cotopaxi,1,1284,-0.9333330000000000,-78.61666700000001,04/10/2016
El Oro,7,2016,-3.266667000000000,-79.96666700000000,04/10/2016
Esmeraldas,5,1101,1.050000000000000,-79.20000000000000,04/10/2016
Galápagos,1,39,-0.7999999999999999,-89.40000000000001,04/10/2016
Guayas,47,15141,-2.183333000000000,-79.88333299999999,04/10/2016
Imbabura,1,1389,0.3626780000000000,-78.13066700000000,04/10/2016
Loja,7,1683,-3.983333000000000,-79.20000000000000,04/10/2016
Los Ríos,9,2571,-1.800000000000000,-79.53333300000000,04/10/2016
Manabí,19,5128,-1.056181000000000,-80.45521700000000,04/10/2016
Morona Santiago,2,324,-2.300000000000000,-78.11666700000001,04/10/2016
Napo,1,232,-0.9890000000000000,-77.81590000000000,04/10/2016
Orellana,2,267,-0.4666670000000000,-76.96666700000000,04/10/2016
Otro,0,3,0,0,04/10/2016
Pastaza,1,230,-1.066667000000000,-78.00111099999999,04/10/2016
Pichincha,31,9011,-0.2186110000000000,-78.50972200000000,04/10/2016
Santa Elena,4,918,-2.226700000000000,-80.85830000000000,04/10/2016
Sto. Domingo Tsáchilas,1,1433,-0.2541670000000000,-79.17194400000000,04/10/2016
Sucumbíos,2,412,0.08472200000000002,-76.88277800000000,04/10/2016
Tungurahua,5,2103,-1.241667000000000,-78.61972200000000,04/10/2016
Zamora Chinchipe,0,150,-4.120000000000000,-78.80000000000000,04/10/2016
Azuay,12,2857,-2.897414000000000,-79.00448100000000,05/10/2016
Bolívar,0,588,-1.605556000000000,-79.00305600000000,05/10/2016
Carchi,1,494,0.8121800000000000,-77.71633000000000,05/10/2016
Cañar,0,797,-2.733333000000000,-78.83333300000000,05/10/2016
Chimborazo,2,1708,-1.674347000000000,-78.64829400000001,05/10/2016
Cotopaxi,5,1289,-0.9333330000000000,-78.61666700000001,05/10/2016
El Oro,9,2025,-3.266667000000000,-79.96666700000000,05/10/2016
Esmeraldas,2,1103,1.050000000000000,-79.20000000000000,05/10/2016
Galápagos,1,40,-0.7999999999999999,-89.40000000000001,05/10/2016
Guayas,49,15190,-2.183333000000000,-79.88333299999999,05/10/2016
Imbabura,9,1398,0.3626780000000000,-78.13066700000000,05/10/2016
Loja,14,1697,-3.983333000000000,-79.20000000000000,05/10/2016
Los Ríos,11,2582,-1.800000000000000,-79.53333300000000,05/10/2016
Manabí,15,5143,-1.056181000000000,-80.45521700000000,05/10/2016
Morona Santiago,3,327,-2.300000000000000,-78.11666700000001,05/10/2016
Napo,1,233,-0.9890000000000000,-77.81590000000000,05/10/2016
Orellana,1,268,-0.4666670000000000,-76.96666700000000,05/10/2016
Otro,0,3,0,0,05/10/2016
Pastaza,0,230,-1.066667000000000,-78.00111099999999,05/10/2016
Pichincha,32,9043,-0.2186110000000000,-78.50972200000000,05/10/2016
Santa Elena,1,919,-2.226700000000000,-80.85830000000000,05/10/2016
Sto. Domingo Tsáchilas,4,1437,-0.2541670000000000,-79.17194400000000,05/10/2016
Sucumbíos,0,412,0.08472200000000002,-76.88277800000000,05/10/2016
Tungurahua,7,2110,-1.241667000000000,-78.61972200000000,05/10/2016
Zamora Chinchipe,1,151,-4.120000000000000,-78.80000000000000,05/10/2016
Azuay,11,2868,-2.897414000000000,-79.00448100000000,06/10/2016
Bolívar,2,590,-1.605556000000000,-79.00305600000000,06/10/2016
Carchi,3,497,0.8121800000000000,-77.71633000000000,06/10/2016
Cañar,1,798,-2.733333000000000,-78.83333300000000,06/10/2016
Chimborazo,10,1718,-1.674347000000000,-78.64829400000001,06/10/2016
Cotopaxi,4,1293,-0.9333330000000000,-78.61666700000001,06/10/2016
El Oro,7,2032,-3.266667000000000,-79.96666700000000,06/10/2016
Esmeraldas,3,1106,1.050000000000000,-79.20000000000000,06/10/2016
Galápagos,0,40,-0.7999999999999999,-89.40000000000001,06/10/2016
Guayas,50,15240,-2.183333000000000,-79.88333299999999,06/10/2016
Imbabura,5,1403,0.3626780000000000,-78.13066700000000,06/10/2016
Loja,7,1704,-3.983333000000000,-79.20000000000000,06/10/2016
Los Ríos,8,2590,-1.800000000000000,-79.53333300000000,06/10/2016
Manabí,19,5162,-1.056181000000000,-80.45521700000000,06/10/2016
Morona Santiago,1,328,-2.300000000000000,-78.11666700000001,06/10/2016
Napo,0,233,-0.9890000000000000,-77.81590000000000,06/10/2016
Orellana,1,269,-0.4666670000000000,-76.96666700000000,06/10/2016
Otro,0,3,0,0,06/10/2016
Pastaza,2,232,-1.066667000000000,-78.00111099999999,06/10/2016
Pichincha,36,9079,-0.2186110000000000,-78.50972200000000,06/10/2016
Santa Elena,1,920,-2.226700000000000,-80.85830000000000,06/10/2016
Sto. Domingo Tsáchilas,9,1446,-0.2541670000000000,-79.17194400000000,06/10/2016
Sucumbíos,0,412,0.08472200000000002,-76.88277800000000,06/10/2016
Tungurahua,6,2116,-1.241667000000000,-78.61972200000000,06/10/2016
Zamora Chinchipe,1,152,-4.120000000000000,-78.80000000000000,06/10/2016
Azuay,10,2878,-2.897414000000000,-79.00448100000000,07/10/2016
Bolívar,2,592,-1.605556000000000,-79.00305600000000,07/10/2016
Carchi,1,498,0.8121800000000000,-77.71633000000000,07/10/2016
Cañar,4,802,-2.733333000000000,-78.83333300000000,07/10/2016
Chimborazo,6,1724,-1.674347000000000,-78.64829400000001,07/10/2016
Cotopaxi,8,1301,-0.9333330000000000,-78.61666700000001,07/10/2016
El Oro,5,2037,-3.266667000000000,-79.96666700000000,07/10/2016
Esmeraldas,3,1109,1.050000000000000,-79.20000000000000,07/10/2016
Galápagos,0,40,-0.7999999999999999,-89.40000000000001,07/10/2016
Guayas,66,15306,-2.183333000000000,-79.88333299999999,07/10/2016
Imbabura,3,1406,0.3626780000000000,-78.13066700000000,07/10/2016
Loja,4,1708,-3.983333000000000,-79.20000000000000,07/10/2016
Los Ríos,8,2598,-1.800000000000000,-79.53333300000000,07/10/2016
Manabí,21,5183,-1.056181000000000,-80.45521700000000,07/10/2016
Morona Santiago,1,329,-2.300000000000000,-78.11666700000001,07/10/2016
Napo,0,233,-0.9890000000000000,-77.81590000000000,07/10/2016
Orellana,0,269,-0.4666670000000000,-76.96666700000000,07/10/2016
Otro,0,3,0,0,07/10/2016
Pastaza,3,235,-1.066667000000000,-78.00111099999999,07/10/2016
Pichincha,24,9103,-0.2186110000000000,-78.50972200000000,07/10/2016
Santa Elena,2,922,-2.226700000000000,-80.85830000000000,07/10/2016
Sto. Domingo Tsáchilas,2,1448,-0.2541670000000000,-79.17194400000000,07/10/2016
Sucumbíos,1,413,0.08472200000000002,-76.88277800000000,07/10/2016
Tungurahua,10,2126,-1.241667000000000,-78.61972200000000,07/10/2016
Zamora Chinchipe,1,153,-4.120000000000000,-78.80000000000000,07/10/2016
Azuay,8,2886,-2.897414000000000,-79.00448100000000,08/10/2016
Bolívar,2,594,-1.605556000000000,-79.00305600000000,08/10/2016
Carchi,2,500,0.8121800000000000,-77.71633000000000,08/10/2016
Cañar,4,806,-2.733333000000000,-78.83333300000000,08/10/2016
Chimborazo,2,1726,-1.674347000000000,-78.64829400000001,08/10/2016
Cotopaxi,3,1304,-0.9333330000000000,-78.61666700000001,08/10/2016
El Oro,8,2045,-3.266667000000000,-79.96666700000000,08/10/2016
Esmeraldas,2,1111,1.050000000000000,-79.20000000000000,08/10/2016
Galápagos,0,40,-0.7999999999999999,-89.40000000000001,08/10/2016
Guayas,38,15344,-2.183333000000000,-79.88333299999999,08/10/2016
Imbabura,3,1409,0.3626780000000000,-78.13066700000000,08/10/2016
Loja,8,1716,-3.983333000000000,-79.20000000000000,08/10/2016
Los Ríos,8,2606,-1.800000000000000,-79.53333300000000,08/10/2016
Manabí,19,5202,-1.056181000000000,-80.45521700000000,08/10/2016
Morona Santiago,2,331,-2.300000000000000,-78.11666700000001,08/10/2016
Napo,3,236,-0.9890000000000000,-77.81590000000000,08/10/2016
Orellana,1,270,-0.4666670000000000,-76.96666700000000,08/10/2016
Otro,0,3,0,0,08/10/2016
Pastaza,1,236,-1.066667000000000,-78.00111099999999,08/10/2016
Pichincha,48,9151,-0.2186110000000000,-78.50972200000000,08/10/2016
Santa Elena,4,926,-2.226700000000000,-80.85830000000000,08/10/2016
Sto. Domingo Tsáchilas,6,1454,-0.2541670000000000,-79.17194400000000,08/10/2016
Sucumbíos,1,414,0.08472200000000002,-76.88277800000000,08/10/2016
Tungurahua,7,2133,-1.241667000000000,-78.61972200000000,08/10/2016
Zamora Chinchipe,0,153,-4.120000000000000,-78.80000000000000,08/10/2016
Azuay,6,2892,-2.897414000000000,-79.00448100000000,09/10/2016
Bolívar,2,596,-1.605556000000000,-79.00305600000000,09/10/2016
Carchi,2,502,0.8121800000000000,-77.71633000000000,09/10/2016
Cañar,1,807,-2.733333000000000,-78.83333300000000,09/10/2016
Chimborazo,3,1729,-1.674347000000000,-78.64829400000001,09/10/2016
Cotopaxi,7,1311,-0.9333330000000000,-78.61666700000001,09/10/2016
El Oro,7,2052,-3.266667000000000,-79.96666700000000,09/10/2016
Esmeraldas,6,1117,1.050000000000000,-79.20000000000000,09/10/2016
Galápagos,0,40,-0.7999999999999999,-89.40000000000001,09/10/2016
Guayas,49,15393,-2.183333000000000,-79.88333299999999,09/10/2016
Imbabura,4,1413,0.3626780000000000,-78.13066700000000,09/10/2016
Loja,13,1729,-3.983333000000000,-79.20000000000000,09/10/2016
Los Ríos,8,2614,-1.800000000000000,-79.53333300000000,09/10/2016
Manabí,28,5230,-1.056181000000000,-80.45521700000000,09/10/2016
Morona Santiago,6,337,-2.300000000000000,-78.11666700000001,09/10/2016
Napo,1,237,-0.9890000000000000,-77.81590000000000,09/10/2016
Orellana,0,270,-0.4666670000000000,-76.96666700000000,09/10/2016
Otro,0,3,0,0,09/10/2016
Pastaza,1,237,-1.066667000000000,-78.00111099999999,09/10/2016
Pichincha,27,9178,-0.2186110000000000,-78.50972200000000,09/10/2016
Santa Elena,1,927,-2.226700000000000,-80.85830000000000,09/10/2016
Sto. Domingo Tsáchilas,6,1460,-0.2541670000000000,-79.17194400000000,09/10/2016
Sucumbíos,2,416,0.08472200000000002,-76.88277800000000,09/10/2016
Tungurahua,5,2138,-1.241667000000000,-78.61972200000000,09/10/2016
Zamora Chinchipe,2,155,-4.120000000000000,-78.80000000000000,09/10/2016
Azuay,7,2899,-2.897414000000000,-79.00448100000000,10/10/2016
Bolívar,0,596,-1.605556000000000,-79.00305600000000,10/10/2016
Carchi,1,503,0.8121800000000000,-77.71633000000000,10/10/2016
Cañar,5,812,-2.733333000000000,-78.83333300000000,10/10/2016
Chimborazo,10,1739,-1.674347000000000,-78.64829400000001,10/10/2016
Cotopaxi,4,1315,-0.9333330000000000,-78.61666700000001,10/10/2016
El Oro,5,2057,-3.266667000000000,-79.96666700000000,10/10/2016
Esmeraldas,1,1118,1.050000000000000,-79.20000000000000,10/10/2016
Galápagos,0,40,-0.7999999999999999,-89.40000000000001,10/10/2016
Guayas,59,15452,-2.183333000000000,-79.88333299999999,10/10/2016
Imbabura,3,1416,0.3626780000000000,-78.13066700000000,10/10/2016
Loja,7,1736,-3.983333000000000,-79.20000000000000,10/10/2016
Los Ríos,15,2629,-1.800000000000000,-79.53333300000000,10/10/2016
Manabí,18,5248,-1.056181000000000,-80.45521700000000,10/10/2016
Morona Santiago,2,339,-2.300000000000000,-78.11666700000001,10/10/2016
Napo,0,237,-0.9890000000000000,-77.81590000000000,10/10/2016
Orellana,0,270,-0.4666670000000000,-76.96666700000000,10/10/2016
Otro,0,3,0,0,10/10/2016
Pastaza,0,237,-1.066667000000000,-78.00111099999999,10/10/2016
Pichincha,30,9208,-0.2186110000000000,-78.50972200000000,10/10/2016
Santa Elena,4,931,-2.226700000000000,-80.85830000000000,10/10/2016
Sto. Domingo Tsáchilas,2,1462,-0.2541670000000000,-79.17194400000000,10/10/2016
Sucumbíos,1,417,0.08472200000000002,-76.88277800000000,10/10/2016
Tungurahua,6,2144,-1.241667000000000,-78.61972200000000,10/10/2016
Zamora Chinchipe,1,156,-4.120000000000000,-78.80000000000000,10/10/2016
Azuay,14,2913,-2.897414000000000,-79.00448100000000,11/10/2016
Bolívar,1,597,-1.605556000000000,-79.00305600000000,11/10/2016
Carchi,1,504,0.8121800000000000,-77.71633000000000,11/10/2016
Cañar,1,813,-2.733333000000000,-78.83333300000000,11/10/2016
Chimborazo,3,1742,-1.674347000000000,-78.64829400000001,11/10/2016
Cotopaxi,4,1319,-0.9333330000000000,-78.61666700000001,11/10/2016
El Oro,5,2062,-3.266667000000000,-79.96666700000000,11/10/2016
Esmeraldas,3,1121,1.050000000000000,-79.20000000000000,11/10/2016
Galápagos,0,40,-0.7999999999999999,-89.40000000000001,11/10/2016
Guayas,56,15508,-2.183333000000000,-79.88333299999999,11/10/2016
Imbabura,3,1419,0.3626780000000000,-78.13066700000000,11/10/2016
Loja,9,1745,-3.983333000000000,-79.20000000000000,11/10/2016
Los Ríos,9,2638,-1.800000000000000,-79.53333300000000,11/10/2016
Manabí,22,5270,-1.056181000000000,-80.45521700000000,11/10/2016
Morona Santiago,1,340,-2.300000000000000,-78.11666700000001,11/10/2016
Napo,3,240,-0.9890000000000000,-77.81590000000000,11/10/2016
Orellana,0,270,-0.4666670000000000,-76.96666700000000,11/10/2016
Otro,0,3,0,0,11/10/2016
Pastaza,0,237,-1.066667000000000,-78.00111099999999,11/10/2016
Pichincha,33,9241,-0.2186110000000000,-78.50972200000000,11/10/2016
Santa Elena,5,936,-2.226700000000000,-80.85830000000000,11/10/2016
Sto. Domingo Tsáchilas,2,1464,-0.2541670000000000,-79.17194400000000,11/10/2016
Sucumbíos,0,417,0.08472200000000002,-76.88277800000000,11/10/2016
Tungurahua,8,2152,-1.241667000000000,-78.61972200000000,11/10/2016
Zamora Chinchipe,1,157,-4.120000000000000,-78.80000000000000,11/10/2016
Azuay,14,2927,-2.897414000000000,-79.00448100000000,12/10/2016
Bolívar,5,602,-1.605556000000000,-79.00305600000000,12/10/2016
Carchi,1,505,0.8121800000000000,-77.71633000000000,12/10/2016
Cañar,3,816,-2.733333000000000,-78.83333300000000,12/10/2016
