provincia,total,acumuladas,lat,lng,mes
Los Ríos,324,894,-1.800000000000000,-79.53333300000000,3
Manabí,615,1566,-1.056181000000000,-80.45521700000000,3
Morona Santiago,40,115,-2.300000000000000,-78.11666700000001,3
Napo,25,82,-0.9890000000000000,-77.81590000000000,3
Orellana,32,96,-0.4666670000000000,-76.96666700000000,3
Otro,0,1,0,0,3
Pastaza,43,91,-1.066667000000000,-78.00111099999999,3
Pichincha,990,2871,-0.2186110000000000,-78.50972200000000,3
Santa Elena,104,311,-2.226700000000000,-80.85830000000000,3
Sto. Domingo Tsáchilas,165,495,-0.2541670000000000,-79.17194400000000,3
Sucumbíos,43,129,0.08472200000000002,-76.88277800000000,3
Tungurahua,226,683,-1.241667000000000,-78.61972200000000,3
Zamora Chinchipe,18,45,-4.120000000000000,-78.80000000000000,3
Azuay,306,1255,-2.897414000000000,-79.00448100000000,4
Bolívar,82,271,-1.605556000000000,-79.00305600000000,4
Carchi,49,219,0.8121800000000000,-77.71633000000000,4
Cañar,76,327,-2.733333000000000,-78.83333300000000,4
Chimborazo,201,733,-1.674347000000000,-78.64829400000001,4
Cotopaxi,145,553,-0.9333330000000000,-78.61666700000001,4
El Oro,238,893,-3.266667000000000,-79.96666700000000,4
Esmeraldas,118,516,1.050000000000000,-79.20000000000000,4
Galápagos,3,13,-0.7999999999999999,-89.40000000000001,4
Guayas,1660,7020,-2.183333000000000,-79.88333299999999,4
Imbabura,163,617,0.3626780000000000,-78.13066700000000,4
Loja,180,742,-3.983333000000000,-79.20000000000000,4
Los Ríos,248,1142,-1.800000000000000,-79.53333300000000,4
Manabí,1102,2668,-1.056181000000000,-80.45521700000000,4
Morona Santiago,43,158,-2.300000000000000,-78.11666700000001,4
Napo,31,113,-0.9890000000000000,-77.81590000000000,4
Orellana,42,138,-0.4666670000000000,-76.96666700000000,4
Otro,0,1,0,0,4
Pastaza,18,109,-1.066667000000000,-78.00111099999999,4
Pichincha,1092,3963,-0.2186110000000000,-78.50972200000000,4
Santa Elena,91,402,-2.226700000000000,-80.85830000000000,4
Sto. Domingo Tsáchilas,151,646,-0.2541670000000000,-79.17194400000000,4
Sucumbíos,62,191,0.08472200000000002,-76.88277800000000,4
Tungurahua,234,917,-1.241667000000000,-78.61972200000000,4
Zamora Chinchipe,21,66,-4.120000000000000,-78.80000000000000,4
Azuay,311,1566,-2.897414000000000,-79.00448100000000,5
Bolívar,67,338,-1.605556000000000,-79.00305600000000,5
Carchi,55,274,0.8121800000000000,-77.71633000000000,5
Cañar,91,418,-2.733333000000000,-78.83333300000000,5
Chimborazo,191,924,-1.674347000000000,-78.64829400000001,5
Cotopaxi,149,702,-0.9333330000000000,-78.61666700000001,5
El Oro,230,1123,-3.266667000000000,-79.96666700000000,5
Esmeraldas,118,634,1.050000000000000,-79.20000000000000,5
Galápagos,4,17,-0.7999999999999999,-89.40000000000001,5
Guayas,1664,8684,-2.183333000000000,-79.88333299999999,5
Imbabura,155,772,0.3626780000000000,-78.13066700000000,5
Loja,188,930,-3.983333000000000,-79.20000000000000,5
Los Ríos,293,1435,-1.800000000000000,-79.53333300000000,5
Manabí,418,3086,-1.056181000000000,-80.45521700000000,5
Morona Santiago,35,193,-2.300000000000000,-78.11666700000001,5
Napo,25,138,-0.9890000000000000,-77.81590000000000,5
Orellana,22,160,-0.4666670000000000,-76.96666700000000,5
Otro,0,1,0,0,5
Pastaza,19,128,-1.066667000000000,-78.00111099999999,5
Pichincha,1049,5012,-0.2186110000000000,-78.50972200000000,5
Santa Elena,91,493,-2.226700000000000,-80.85830000000000,5
Sto. Domingo Tsáchilas,157,803,-0.2541670000000000,-79.17194400000000,5
Sucumbíos,42,233,0.08472200000000002,-76.88277800000000,5
Tungurahua,232,1149,-1.241667000000000,-78.61972200000000,5
Zamora Chinchipe,10,76,-4.120000000000000,-78.80000000000000,5
Azuay,281,1847,-2.897414000000000,-79.00448100000000,6
Bolívar,55,393,-1.605556000000000,-79.00305600000000,6
Carchi,42,316,0.8121800000000000,-77.71633000000000,6
Cañar,78,496,-2.733333000000000,-78.83333300000000,6
Chimborazo,183,1107,-1.674347000000000,-78.64829400000001,6
Cotopaxi,134,836,-0.9333330000000000,-78.61666700000001,6
El Oro,222,1345,-3.266667000000000,-79.96666700000000,6
Esmeraldas,91,725,1.050000000000000,-79.20000000000000,6
Galápagos,3,20,-0.7999999999999999,-89.40000000000001,6
Guayas,1624,10308,-2.183333000000000,-79.88333299999999,6
Imbabura,154,926,0.3626780000000000,-78.13066700000000,6
Loja,177,1107,-3.983333000000000,-79.20000000000000,6
Los Ríos,272,1707,-1.800000000000000,-79.53333300000000,6
Manabí,460,3546,-1.056181000000000,-80.45521700000000,6
Morona Santiago,28,221,-2.300000000000000,-78.11666700000001,6
Napo,29,167,-0.9890000000000000,-77.81590000000000,6
Orellana,22,182,-0.4666670000000000,-76.96666700000000,6
Otro,1,2,0,0,6
Pastaza,18,146,-1.066667000000000,-78.00111099999999,6
Pichincha,1014,6026,-0.2186110000000000,-78.50972200000000,6
Santa Elena,96,589,-2.226700000000000,-80.85830000000000,6
Sto. Domingo Tsáchilas,170,973,-0.2541670000000000,-79.17194400000000,6
Sucumbíos,53,286,0.08472200000000002,-76.88277800000000,6
Tungurahua,203,1352,-1.241667000000000,-78.61972200000000,6
Zamora Chinchipe,21,97,-4.120000000000000,-78.80000000000000,6
Azuay,318,2165,-2.897414000000000,-79.00448100000000,7
Bolívar,57,450,-1.605556000000000,-79.00305600000000,7
Carchi,63,379,0.8121800000000000,-77.71633000000000,7
Cañar,105,601,-2.733333000000000,-78.83333300000000,7
Chimborazo,196,1303,-1.674347000000000,-78.64829400000001,7
Cotopaxi,156,992,-0.9333330000000000,-78.61666700000001,7
El Oro,222,1567,-3.266667000000000,-79.96666700000000,7
Esmeraldas,117,842,1.050000000000000,-79.20000000000000,7
Galápagos,6,26,-0.7999999999999999,-89.40000000000001,7
Guayas,1502,11810,-2.183333000000000,-79.88333299999999,7
Imbabura,146,1072,0.3626780000000000,-78.13066700000000,7
Loja,188,1295,-3.983333000000000,-79.20000000000000,7
Los Ríos,269,1976,-1.800000000000000,-79.53333300000000,7
Manabí,503,4049,-1.056181000000000,-80.45521700000000,7
Morona Santiago,37,258,-2.300000000000000,-78.11666700000001,7
Napo,16,183,-0.9890000000000000,-77.81590000000000,7
Orellana,22,204,-0.4666670000000000,-76.96666700000000,7
Otro,1,3,0,0,7
Pastaza,21,167,-1.066667000000000,-78.00111099999999,7
Pichincha,965,6991,-0.2186110000000000,-78.50972200000000,7
Santa Elena,101,690,-2.226700000000000,-80.85830000000000,7
Sto. Domingo Tsáchilas,147,1120,-0.2541670000000000,-79.17194400000000,7
Sucumbíos,47,333,0.08472200000000002,-76.88277800000000,7
Tungurahua,246,1598,-1.241667000000000,-78.61972200000000,7
Zamora Chinchipe,13,110,-4.120000000000000,-78.80000000000000,7
Azuay,314,2479,-2.897414000000000,-79.00448100000000,8
Bolívar,61,511,-1.605556000000000,-79.00305600000000,8
Carchi,50,429,0.8121800000000000,-77.71633000000000,8
Cañar,96,697,-2.733333000000000,-78.83333300000000,8
Chimborazo,195,1498,-1.674347000000000,-78.64829400000001,8
Cotopaxi,135,1127,-0.9333330000000000,-78.61666700000001,8
El Oro,211,1778,-3.266667000000000,-79.96666700000000,8
Esmeraldas,128,970,1.050000000000000,-79.20000000000000,8
Galápagos,6,32,-0.7999999999999999,-89.40000000000001,8
Guayas,1534,13344,-2.183333000000000,-79.88333299999999,8
Imbabura,167,1239,0.3626780000000000,-78.13066700000000,8
Loja,180,1475,-3.983333000000000,-79.20000000000000,8
Los Ríos,305,2281,-1.800000000000000,-79.53333300000000,8
Manabí,509,4558,-1.056181000000000,-80.45521700000000,8
Morona Santiago,34,292,-2.300000000000000,-78.11666700000001,8
Napo,29,212,-0.9890000000000000,-77.81590000000000,8
Orellana,30,234,-0.4666670000000000,-76.96666700000000,8
Otro,0,3,0,0,8
Pastaza,29,196,-1.066667000000000,-78.00111099999999,8
Pichincha,960,7951,-0.2186110000000000,-78.50972200000000,8
Santa Elena,104,794,-2.226700000000000,-80.85830000000000,8
Sto. Domingo Tsáchilas,142,1262,-0.2541670000000000,-79.17194400000000,8
Sucumbíos,39,372,0.08472200000000002,-76.88277800000000,8
Tungurahua,270,1868,-1.241667000000000,-78.61972200000000,8
Zamora Chinchipe,22,132,-4.120000000000000,-78.80000000000000,8
Azuay,315,2794,-2.897414000000000,-79.00448100000000,9
Bolívar,68,579,-1.605556000000000,-79.00305600000000,9
Carchi,54,483,0.8121800000000000,-77.71633000000000,9
Cañar,87,784,-2.733333000000000,-78.83333300000000,9
Chimborazo,186,1684,-1.674347000000000,-78.64829400000001,9
Cotopaxi,142,1269,-0.9333330000000000,-78.61666700000001,9
El Oro,215,1993,-3.266667000000000,-79.96666700000000,9
Esmeraldas,111,1081,1.050000000000000,-79.20000000000000,9
Galápagos,6,38,-0.7999999999999999,-89.40000000000001,9
Guayas,1577,14921,-2.183333000000000,-79.88333299999999,9
Imbabura,129,1368,0.3626780000000000,-78.13066700000000,9
Loja,188,1663,-3.983333000000000,-79.20000000000000,9
Los Ríos,241,2522,-1.800000000000000,-79.53333300000000,9
Manabí,488,5046,-1.056181000000000,-80.45521700000000,9
Morona Santiago,29,321,-2.300000000000000,-78.11666700000001,9
Napo,16,228,-0.9890000000000000,-77.81590000000000,9
Orellana,29,263,-0.4666670000000000,-76.96666700000000,9
Otro,0,3,0,0,9
Pastaza,27,223,-1.066667000000000,-78.00111099999999,9
Pichincha,922,8873,-0.2186110000000000,-78.50972200000000,9
Santa Elena,113,907,-2.226700000000000,-80.85830000000000,9
Sto. Domingo Tsáchilas,160,1422,-0.2541670000000000,-79.17194400000000,9
Sucumbíos,33,405,0.08472200000000002,-76.88277800000000,9
Tungurahua,207,2075,-1.241667000000000,-78.61972200000000,9
Zamora Chinchipe,17,149,-4.120000000000000,-78.80000000000000,9
Azuay,324,3118,-2.897414000000000,-79.00448100000000,10
Bolívar,74,653,-1.605556000000000,-79.00305600000000,10
Carchi,57,540,0.8121800000000000,-77.71633000000000,10
Cañar,96,880,-2.733333000000000,-78.83333300000000,10
Chimborazo,186,1870,-1.674347000000000,-78.64829400000001,10
Cotopaxi,141,1410,-0.9333330000000000,-78.61666700000001,10
El Oro,218,2211,-3.266667000000000,-79.96666700000000,10
Esmeraldas,111,1192,1.050000000000000,-79.20000000000000,10
Galápagos,8,46,-0.7999999999999999,-89.40000000000001,10
Guayas,1638,16559,-2.183333000000000,-79.88333299999999,10
Imbabura,135,1503,0.3626780000000000,-78.13066700000000,10
Loja,191,1854,-3.983333000000000,-79.20000000000000,10
Los Ríos,295,2817,-1.800000000000000,-79.53333300000000,10
Manabí,536,5582,-1.056181000000000,-80.45521700000000,10
Morona Santiago,46,367,-2.300000000000000,-78.11666700000001,10
Napo,26,254,-0.9890000000000000,-77.81590000000000,10
Orellana,19,282,-0.4666670000000000,-76.96666700000000,10
Otro,0,3,0,0,10
Pastaza,27,250,-1.066667000000000,-78.00111099999999,10
Pichincha,988,9861,-0.2186110000000000,-78.50972200000000,10
Santa Elena,86,993,-2.226700000000000,-80.85830000000000,10
Sto. Domingo Tsáchilas,154,1576,-0.2541670000000000,-79.17194400000000,10
Sucumbíos,36,441,0.08472200000000002,-76.88277800000000,10
Tungurahua,213,2288,-1.241667000000000,-78.61972200000000,10
Zamora Chinchipe,21,170,-4.120000000000000,-78.80000000000000,10
Azuay,305,3423,-2.897414000000000,-79.00448100000000,11
Bolívar,66,719,-1.605556000000000,-79.00305600000000,11
Carchi,47,587,0.8121800000000000,-77.71633000000000,11
Cañar,70,950,-2.733333000000000,-78.83333300000000,11
Chimborazo,193,2063,-1.674347000000000,-78.64829400000001,11
Cotopaxi,132,1542,-0.9333330000000000,-78.61666700000001,11
El Oro,206,2417,-3.266667000000000,-79.96666700000000,11
Esmeraldas,122,1314,1.050000000000000,-79.20000000000000,11
Galápagos,3,49,-0.7999999999999999,-89.40000000000001,11
Guayas,1618,18177,-2.183333000000000,-79.88333299999999,11
Imbabura,150,1653,0.3626780000000000,-78.13066700000000,11
Loja,158,2012,-3.983333000000000,-79.20000000000000,11
Los Ríos,278,3095,-1.800000000000000,-79.53333300000000,11
Manabí,491,6073,-1.056181000000000,-80.45521700000000,11
Morona Santiago,43,410,-2.300000000000000,-78.11666700000001,11
Napo,28,282,-0.9890000000000000,-77.81590000000000,11
Orellana,23,305,-0.4666670000000000,-76.96666700000000,11
Otro,0,3,0,0,11
Pastaza,22,272,-1.066667000000000,-78.00111099999999,11
Pichincha,952,10813,-0.2186110000000000,-78.50972200000000,11
Santa Elena,103,1096,-2.226700000000000,-80.85830000000000,11
Sto. Domingo Tsáchilas,156,1732,-0.2541670000000000,-79.17194400000000,11
Sucumbíos,46,487,0.08472200000000002,-76.88277800000000,11
Tungurahua,213,2501,-1.241667000000000,-78.61972200000000,11
Zamora Chinchipe,16,186,-4.120000000000000,-78.80000000000000,11
Azuay,271,3694,-2.897414000000000,-79.00448100000000,12
Bolívar,64,783,-1.605556000000000,-79.00305600000000,12
Carchi,52,639,0.8121800000000000,-77.71633000000000,12
Cañar,60,1010,-2.733333000000000,-78.83333300000000,12
Chimborazo,164,2227,-1.674347000000000,-78.64829400000001,12
Cotopaxi,135,1677,-0.9333330000000000,-78.61666700000001,12
El Oro,219,2636,-3.266667000000000,-79.96666700000000,12
Esmeraldas,86,1400,1.050000000000000,-79.20000000000000,12
Galápagos,2,51,-0.7999999999999999,-89.40000000000001,12
Guayas,1699,19876,-2.183333000000000,-79.88333299999999,12
Imbabura,160,1813,0.3626780000000000,-78.13066700000000,12
Loja,138,2150,-3.983333000000000,-79.20000000000000,12
Los Ríos,263,3358,-1.800000000000000,-79.53333300000000,12
Manabí,465,6538,-1.056181000000000,-80.45521700000000,12
Morona Santiago,25,435,-2.300000000000000,-78.11666700000001,12
Napo,30,312,-0.9890000000000000,-77.81590000000000,12
Orellana,23,328,-0.4666670000000000,-76.96666700000000,12
Otro,0,3,0,0,12
Pastaza,16,288,-1.066667000000000,-78.00111099999999,12
Pichincha,1012,11825,-0.2186110000000000,-78.50972200000000,12
Santa Elena,86,1182,-2.226700000000000,-80.85830000000000,12
Sto. Domingo Tsáchilas,148,1880,-0.2541670000000000,-79.17194400000000,12
Sucumbíos,39,526,0.08472200000000002,-76.88277800000000,12
Tungurahua,169,2670,-1.241667000000000,-78.61972200000000,12
Zamora Chinchipe,19,205,-4.120000000000000,-78.80000000000000,12
