provincia,total,acumuladas,lat,lng,semana
Pastaza,6,16,-1.066667000000000,-78.00111099999999,3
Pichincha,215,611,-0.2186110000000000,-78.50972200000000,3
Santa Elena,20,61,-2.226700000000000,-80.85830000000000,3
Sto. Domingo Tsáchilas,27,83,-0.2541670000000000,-79.17194400000000,3
Sucumbíos,10,27,0.08472200000000002,-76.88277800000000,3
Tungurahua,54,131,-1.241667000000000,-78.61972200000000,3
Zamora Chinchipe,4,14,-4.120000000000000,-78.80000000000000,3
Azuay,67,259,-2.897414000000000,-79.00448100000000,4
Bolívar,9,45,-1.605556000000000,-79.00305600000000,4
Carchi,17,54,0.8121800000000000,-77.71633000000000,4
Cañar,21,73,-2.733333000000000,-78.83333300000000,4
Chimborazo,35,123,-1.674347000000000,-78.64829400000001,4
Cotopaxi,31,146,-0.9333330000000000,-78.61666700000001,4
El Oro,53,190,-3.266667000000000,-79.96666700000000,4
Esmeraldas,26,108,1.050000000000000,-79.20000000000000,4
Galápagos,0,0,-0.7999999999999999,-89.40000000000001,4
Guayas,346,1260,-2.183333000000000,-79.88333299999999,4
Imbabura,32,135,0.3626780000000000,-78.13066700000000,4
Loja,51,174,-3.983333000000000,-79.20000000000000,4
Los Ríos,67,229,-1.800000000000000,-79.53333300000000,4
Manabí,109,387,-1.056181000000000,-80.45521700000000,4
Morona Santiago,10,26,-2.300000000000000,-78.11666700000001,4
Napo,4,23,-0.9890000000000000,-77.81590000000000,4
Orellana,9,26,-0.4666670000000000,-76.96666700000000,4
Otro,0,0,0,0,4
Pastaza,2,18,-1.066667000000000,-78.00111099999999,4
Pichincha,165,776,-0.2186110000000000,-78.50972200000000,4
Santa Elena,27,88,-2.226700000000000,-80.85830000000000,4
Sto. Domingo Tsáchilas,31,114,-0.2541670000000000,-79.17194400000000,4
Sucumbíos,7,34,0.08472200000000002,-76.88277800000000,4
Tungurahua,45,176,-1.241667000000000,-78.61972200000000,4
Zamora Chinchipe,7,21,-4.120000000000000,-78.80000000000000,4
Azuay,72,331,-2.897414000000000,-79.00448100000000,5
Bolívar,17,62,-1.605556000000000,-79.00305600000000,5
Carchi,11,65,0.8121800000000000,-77.71633000000000,5
Cañar,16,89,-2.733333000000000,-78.83333300000000,5
Chimborazo,39,162,-1.674347000000000,-78.64829400000001,5
Cotopaxi,23,169,-0.9333330000000000,-78.61666700000001,5
El Oro,35,225,-3.266667000000000,-79.96666700000000,5
Esmeraldas,26,134,1.050000000000000,-79.20000000000000,5
Galápagos,1,1,-0.7999999999999999,-89.40000000000001,5
Guayas,344,1604,-2.183333000000000,-79.88333299999999,5
Imbabura,34,169,0.3626780000000000,-78.13066700000000,5
Loja,60,234,-3.983333000000000,-79.20000000000000,5
Los Ríos,58,287,-1.800000000000000,-79.53333300000000,5
Manabí,104,491,-1.056181000000000,-80.45521700000000,5
Morona Santiago,7,33,-2.300000000000000,-78.11666700000001,5
Napo,4,27,-0.9890000000000000,-77.81590000000000,5
Orellana,7,33,-0.4666670000000000,-76.96666700000000,5
Otro,1,1,0,0,5
Pastaza,4,22,-1.066667000000000,-78.00111099999999,5
Pichincha,219,995,-0.2186110000000000,-78.50972200000000,5
Santa Elena,21,109,-2.226700000000000,-80.85830000000000,5
Sto. Domingo Tsáchilas,29,143,-0.2541670000000000,-79.17194400000000,5
Sucumbíos,9,43,0.08472200000000002,-76.88277800000000,5
Tungurahua,38,214,-1.241667000000000,-78.61972200000000,5
Zamora Chinchipe,1,22,-4.120000000000000,-78.80000000000000,5
Azuay,87,418,-2.897414000000000,-79.00448100000000,6
Bolívar,17,79,-1.605556000000000,-79.00305600000000,6
Carchi,11,76,0.8121800000000000,-77.71633000000000,6
Cañar,13,102,-2.733333000000000,-78.83333300000000,6
Chimborazo,36,198,-1.674347000000000,-78.64829400000001,6
Cotopaxi,20,189,-0.9333330000000000,-78.61666700000001,6
El Oro,55,280,-3.266667000000000,-79.96666700000000,6
Esmeraldas,27,161,1.050000000000000,-79.20000000000000,6
Galápagos,1,2,-0.7999999999999999,-89.40000000000001,6
Guayas,360,1964,-2.183333000000000,-79.88333299999999,6
Imbabura,35,204,0.3626780000000000,-78.13066700000000,6
Loja,41,275,-3.983333000000000,-79.20000000000000,6
Los Ríos,53,340,-1.800000000000000,-79.53333300000000,6
Manabí,102,593,-1.056181000000000,-80.45521700000000,6
Morona Santiago,9,42,-2.300000000000000,-78.11666700000001,6
Napo,7,34,-0.9890000000000000,-77.81590000000000,6
Orellana,6,39,-0.4666670000000000,-76.96666700000000,6
Otro,0,1,0,0,6
Pastaza,5,27,-1.066667000000000,-78.00111099999999,6
Pichincha,202,1197,-0.2186110000000000,-78.50972200000000,6
Santa Elena,17,126,-2.226700000000000,-80.85830000000000,6
Sto. Domingo Tsáchilas,28,171,-0.2541670000000000,-79.17194400000000,6
Sucumbíos,11,54,0.08472200000000002,-76.88277800000000,6
Tungurahua,52,266,-1.241667000000000,-78.61972200000000,6
Zamora Chinchipe,5,27,-4.120000000000000,-78.80000000000000,6
Azuay,74,492,-2.897414000000000,-79.00448100000000,7
Bolívar,21,100,-1.605556000000000,-79.00305600000000,7
Carchi,14,90,0.8121800000000000,-77.71633000000000,7
Cañar,24,126,-2.733333000000000,-78.83333300000000,7
Chimborazo,44,242,-1.674347000000000,-78.64829400000001,7
Cotopaxi,32,221,-0.9333330000000000,-78.61666700000001,7
El Oro,49,329,-3.266667000000000,-79.96666700000000,7
Esmeraldas,24,185,1.050000000000000,-79.20000000000000,7
Galápagos,0,2,-0.7999999999999999,-89.40000000000001,7
Guayas,402,2366,-2.183333000000000,-79.88333299999999,7
Imbabura,27,231,0.3626780000000000,-78.13066700000000,7
Loja,38,313,-3.983333000000000,-79.20000000000000,7
Los Ríos,47,387,-1.800000000000000,-79.53333300000000,7
Manabí,102,695,-1.056181000000000,-80.45521700000000,7
Morona Santiago,6,48,-2.300000000000000,-78.11666700000001,7
Napo,2,36,-0.9890000000000000,-77.81590000000000,7
Orellana,7,46,-0.4666670000000000,-76.96666700000000,7
Otro,1,2,0,0,7
Pastaza,3,30,-1.066667000000000,-78.00111099999999,7
Pichincha,242,1439,-0.2186110000000000,-78.50972200000000,7
Santa Elena,28,154,-2.226700000000000,-80.85830000000000,7
Sto. Domingo Tsáchilas,40,211,-0.2541670000000000,-79.17194400000000,7
Sucumbíos,6,60,0.08472200000000002,-76.88277800000000,7
Tungurahua,59,325,-1.241667000000000,-78.61972200000000,7
Zamora Chinchipe,2,29,-4.120000000000000,-78.80000000000000,7
Azuay,72,564,-2.897414000000000,-79.00448100000000,8
Bolívar,24,124,-1.605556000000000,-79.00305600000000,8
Carchi,8,98,0.8121800000000000,-77.71633000000000,8
Cañar,19,145,-2.733333000000000,-78.83333300000000,8
Chimborazo,53,295,-1.674347000000000,-78.64829400000001,8
Cotopaxi,40,261,-0.9333330000000000,-78.61666700000001,8
El Oro,59,388,-3.266667000000000,-79.96666700000000,8
Esmeraldas,39,224,1.050000000000000,-79.20000000000000,8
Galápagos,0,2,-0.7999999999999999,-89.40000000000001,8
Guayas,351,2717,-2.183333000000000,-79.88333299999999,8
Imbabura,36,267,0.3626780000000000,-78.13066700000000,8
Loja,36,349,-3.983333000000000,-79.20000000000000,8
Los Ríos,52,439,-1.800000000000000,-79.53333300000000,8
Manabí,113,808,-1.056181000000000,-80.45521700000000,8
Morona Santiago,5,53,-2.300000000000000,-78.11666700000001,8
Napo,3,39,-0.9890000000000000,-77.81590000000000,8
Orellana,3,49,-0.4666670000000000,-76.96666700000000,8
Otro,0,2,0,0,8
Pastaza,8,38,-1.066667000000000,-78.00111099999999,8
Pichincha,220,1659,-0.2186110000000000,-78.50972200000000,8
Santa Elena,18,172,-2.226700000000000,-80.85830000000000,8
Sto. Domingo Tsáchilas,36,247,-0.2541670000000000,-79.17194400000000,8
Sucumbíos,14,74,0.08472200000000002,-76.88277800000000,8
Tungurahua,52,377,-1.241667000000000,-78.61972200000000,8
Zamora Chinchipe,4,33,-4.120000000000000,-78.80000000000000,8
Azuay,65,629,-2.897414000000000,-79.00448100000000,9
Bolívar,14,138,-1.605556000000000,-79.00305600000000,9
Carchi,11,109,0.8121800000000000,-77.71633000000000,9
Cañar,17,162,-2.733333000000000,-78.83333300000000,9
Chimborazo,52,347,-1.674347000000000,-78.64829400000001,9
Cotopaxi,34,295,-0.9333330000000000,-78.61666700000001,9
El Oro,48,436,-3.266667000000000,-79.96666700000000,9
Esmeraldas,23,247,1.050000000000000,-79.20000000000000,9
Galápagos,0,2,-0.7999999999999999,-89.40000000000001,9
Guayas,335,3052,-2.183333000000000,-79.88333299999999,9
Imbabura,31,298,0.3626780000000000,-78.13066700000000,9
Loja,48,397,-3.983333000000000,-79.20000000000000,9
Los Ríos,76,515,-1.800000000000000,-79.53333300000000,9
Manabí,127,935,-1.056181000000000,-80.45521700000000,9
Morona Santiago,7,60,-2.300000000000000,-78.11666700000001,9
Napo,6,45,-0.9890000000000000,-77.81590000000000,9
Orellana,8,57,-0.4666670000000000,-76.96666700000000,9
Otro,0,2,0,0,9
Pastaza,5,43,-1.066667000000000,-78.00111099999999,9
Pichincha,201,1860,-0.2186110000000000,-78.50972200000000,9
Santa Elena,20,192,-2.226700000000000,-80.85830000000000,9
Sto. Domingo Tsáchilas,35,282,-0.2541670000000000,-79.17194400000000,9
Sucumbíos,7,81,0.08472200000000002,-76.88277800000000,9
Tungurahua,52,429,-1.241667000000000,-78.61972200000000,9
Zamora Chinchipe,8,41,-4.120000000000000,-78.80000000000000,9
Azuay,89,718,-2.897414000000000,-79.00448100000000,10
Bolívar,18,156,-1.605556000000000,-79.00305600000000,10
Carchi,18,127,0.8121800000000000,-77.71633000000000,10
Cañar,22,184,-2.733333000000000,-78.83333300000000,10
Chimborazo,65,412,-1.674347000000000,-78.64829400000001,10
Cotopaxi,27,322,-0.9333330000000000,-78.61666700000001,10
El Oro,58,494,-3.266667000000000,-79.96666700000000,10
Esmeraldas,27,274,1.050000000000000,-79.20000000000000,10
Galápagos,0,2,-0.7999999999999999,-89.40000000000001,10
Guayas,361,3413,-2.183333000000000,-79.88333299999999,10
Imbabura,38,336,0.3626780000000000,-78.13066700000000,10
Loja,38,435,-3.983333000000000,-79.20000000000000,10
Los Ríos,59,574,-1.800000000000000,-79.53333300000000,10
Manabí,110,1045,-1.056181000000000,-80.45521700000000,10
Morona Santiago,7,67,-2.300000000000000,-78.11666700000001,10
Napo,8,53,-0.9890000000000000,-77.81590000000000,10
Orellana,9,66,-0.4666670000000000,-76.96666700000000,10
Otro,0,2,0,0,10
Pastaza,5,48,-1.066667000000000,-78.00111099999999,10
Pichincha,251,2111,-0.2186110000000000,-78.50972200000000,10
Santa Elena,21,213,-2.226700000000000,-80.85830000000000,10
Sto. Domingo Tsáchilas,31,313,-0.2541670000000000,-79.17194400000000,10
Sucumbíos,9,90,0.08472200000000002,-76.88277800000000,10
Tungurahua,54,483,-1.241667000000000,-78.61972200000000,10
Zamora Chinchipe,3,44,-4.120000000000000,-78.80000000000000,10
Azuay,72,790,-2.897414000000000,-79.00448100000000,11
Bolívar,15,171,-1.605556000000000,-79.00305600000000,11
Carchi,7,134,0.8121800000000000,-77.71633000000000,11
Cañar,25,209,-2.733333000000000,-78.83333300000000,11
Chimborazo,41,453,-1.674347000000000,-78.64829400000001,11
Cotopaxi,33,355,-0.9333330000000000,-78.61666700000001,11
El Oro,52,546,-3.266667000000000,-79.96666700000000,11
Esmeraldas,29,303,1.050000000000000,-79.20000000000000,11
Galápagos,1,3,-0.7999999999999999,-89.40000000000001,11
Guayas,397,3810,-2.183333000000000,-79.88333299999999,11
Imbabura,33,369,0.3626780000000000,-78.13066700000000,11
Loja,46,481,-3.983333000000000,-79.20000000000000,11
Los Ríos,49,623,-1.800000000000000,-79.53333300000000,11
Manabí,122,1167,-1.056181000000000,-80.45521700000000,11
Morona Santiago,7,74,-2.300000000000000,-78.11666700000001,11
Napo,4,57,-0.9890000000000000,-77.81590000000000,11
Orellana,7,73,-0.4666670000000000,-76.96666700000000,11
Otro,0,2,0,0,11
Pastaza,3,51,-1.066667000000000,-78.00111099999999,11
Pichincha,212,2323,-0.2186110000000000,-78.50972200000000,11
Santa Elena,31,244,-2.226700000000000,-80.85830000000000,11
Sto. Domingo Tsáchilas,25,338,-0.2541670000000000,-79.17194400000000,11
Sucumbíos,10,100,0.08472200000000002,-76.88277800000000,11
Tungurahua,48,531,-1.241667000000000,-78.61972200000000,11
Zamora Chinchipe,7,51,-4.120000000000000,-78.80000000000000,11
Azuay,75,865,-2.897414000000000,-79.00448100000000,12
Bolívar,17,188,-1.605556000000000,-79.00305600000000,12
Carchi,10,144,0.8121800000000000,-77.71633000000000,12
Cañar,19,228,-2.733333000000000,-78.83333300000000,12
Chimborazo,45,498,-1.674347000000000,-78.64829400000001,12
Cotopaxi,19,374,-0.9333330000000000,-78.61666700000001,12
El Oro,49,595,-3.266667000000000,-79.96666700000000,12
Esmeraldas,34,337,1.050000000000000,-79.20000000000000,12
Galápagos,0,3,-0.7999999999999999,-89.40000000000001,12
Guayas,351,4161,-2.183333000000000,-79.88333299999999,12
Imbabura,48,417,0.3626780000000000,-78.13066700000000,12
Loja,40,521,-3.983333000000000,-79.20000000000000,12
Los Ríos,49,672,-1.800000000000000,-79.53333300000000,12
Manabí,133,1300,-1.056181000000000,-80.45521700000000,12
Morona Santiago,5,79,-2.300000000000000,-78.11666700000001,12
Napo,5,62,-0.9890000000000000,-77.81590000000000,12
Orellana,7,80,-0.4666670000000000,-76.96666700000000,12
Otro,1,3,0,0,12
Pastaza,3,54,-1.066667000000000,-78.00111099999999,12
Pichincha,216,2539,-0.2186110000000000,-78.50972200000000,12
Santa Elena,22,266,-2.226700000000000,-80.85830000000000,12
Sto. Domingo Tsáchilas,33,371,-0.2541670000000000,-79.17194400000000,12
Sucumbíos,2,102,0.08472200000000002,-76.88277800000000,12
Tungurahua,40,571,-1.241667000000000,-78.61972200000000,12
Zamora Chinchipe,3,54,-4.120000000000000,-78.80000000000000,12
Azuay,67,932,-2.897414000000000,-79.00448100000000,13
Bolívar,15,203,-1.605556000000000,-79.00305600000000,13
Carchi,19,163,0.8121800000000000,-77.71633000000000,13
Cañar,14,242,-2.733333000000000,-78.83333300000000,13
Chimborazo,35,533,-1.674347000000000,-78.64829400000001,13
Cotopaxi,34,408,-0.9333330000000000,-78.61666700000001,13
El Oro,61,656,-3.266667000000000,-79.96666700000000,13
Esmeraldas,18,355,1.050000000000000,-79.20000000000000,13
Galápagos,1,4,-0.7999999999999999,-89.40000000000001,13
Guayas,320,4481,-2.183333000000000,-79.88333299999999,13
Imbabura,37,454,0.3626780000000000,-78.13066700000000,13
Loja,31,552,-3.983333000000000,-79.20000000000000,13
Los Ríos,67,739,-1.800000000000000,-79.53333300000000,13
Manabí,110,1410,-1.056181000000000,-80.45521700000000,13
Morona Santiago,7,86,-2.300000000000000,-78.11666700000001,13
Napo,9,71,-0.9890000000000000,-77.81590000000000,13
Orellana,4,84,-0.4666670000000000,-76.96666700000000,13
Otro,0,3,0,0,13
Pastaza,3,57,-1.066667000000000,-78.00111099999999,13
Pichincha,204,2743,-0.2186110000000000,-78.50972200000000,13
Santa Elena,22,288,-2.226700000000000,-80.85830000000000,13
Sto. Domingo Tsáchilas,35,406,-0.2541670000000000,-79.17194400000000,13
Sucumbíos,14,116,0.08472200000000002,-76.88277800000000,13
Tungurahua,41,612,-1.241667000000000,-78.61972200000000,13
Zamora Chinchipe,5,59,-4.120000000000000,-78.80000000000000,13
Azuay,68,1000,-2.897414000000000,-79.00448100000000,14
Bolívar,13,216,-1.605556000000000,-79.00305600000000,14
Carchi,8,171,0.8121800000000000,-77.71633000000000,14
Cañar,20,262,-2.733333000000000,-78.83333300000000,14
Chimborazo,52,585,-1.674347000000000,-78.64829400000001,14
Cotopaxi,35,443,-0.9333330000000000,-78.61666700000001,14
El Oro,59,715,-3.266667000000000,-79.96666700000000,14
Esmeraldas,33,388,1.050000000000000,-79.20000000000000,14
Galápagos,0,4,-0.7999999999999999,-89.40000000000001,14
Guayas,365,4846,-2.183333000000000,-79.88333299999999,14
Imbabura,31,485,0.3626780000000000,-78.13066700000000,14
Loja,47,599,-3.983333000000000,-79.20000000000000,14
Los Ríos,68,807,-1.800000000000000,-79.53333300000000,14
Manabí,142,1552,-1.056181000000000,-80.45521700000000,14
Morona Santiago,11,97,-2.300000000000000,-78.11666700000001,14
Napo,9,80,-0.9890000000000000,-77.81590000000000,14
Orellana,5,89,-0.4666670000000000,-76.96666700000000,14
Otro,1,4,0,0,14
Pastaza,3,60,-1.066667000000000,-78.00111099999999,14
Pichincha,219,2962,-0.2186110000000000,-78.50972200000000,14
Santa Elena,38,326,-2.226700000000000,-80.85830000000000,14
Sto. Domingo Tsáchilas,33,439,-0.2541670000000000,-79.17194400000000,14
Sucumbíos,7,123,0.08472200000000002,-76.88277800000000,14
Tungurahua,51,663,-1.241667000000000,-78.61972200000000,14
Zamora Chinchipe,3,62,-4.120000000000000,-78.80000000000000,14
Azuay,81,1081,-2.897414000000000,-79.00448100000000,15
Bolívar,15,231,-1.605556000000000,-79.00305600000000,15
Carchi,9,180,0.8121800000000000,-77.71633000000000,15
Cañar,24,286,-2.733333000000000,-78.83333300000000,15
Chimborazo,45,630,-1.674347000000000,-78.64829400000001,15
Cotopaxi,25,468,-0.9333330000000000,-78.61666700000001,15
El Oro,50,765,-3.266667000000000,-79.96666700000000,15
Esmeraldas,37,425,1.050000000000000,-79.20000000000000,15
Galápagos,1,5,-0.7999999999999999,-89.40000000000001,15
Guayas,391,5237,-2.183333000000000,-79.88333299999999,15
Imbabura,36,521,0.3626780000000000,-78.13066700000000,15
Loja,42,641,-3.983333000000000,-79.20000000000000,15
Los Ríos,60,867,-1.800000000000000,-79.53333300000000,15
Manabí,123,1675,-1.056181000000000,-80.45521700000000,15
Morona Santiago,8,105,-2.300000000000000,-78.11666700000001,15
Napo,8,88,-0.9890000000000000,-77.81590000000000,15
Orellana,6,95,-0.4666670000000000,-76.96666700000000,15
Otro,0,4,0,0,15
Pastaza,4,64,-1.066667000000000,-78.00111099999999,15
Pichincha,223,3185,-0.2186110000000000,-78.50972200000000,15
Santa Elena,24,350,-2.226700000000000,-80.85830000000000,15
Sto. Domingo Tsáchilas,36,475,-0.2541670000000000,-79.17194400000000,15
Sucumbíos,8,131,0.08472200000000002,-76.88277800000000,15
Tungurahua,51,714,-1.241667000000000,-78.61972200000000,15
Zamora Chinchipe,3,65,-4.120000000000000,-78.80000000000000,15
Azuay,60,1141,-2.897414000000000,-79.00448100000000,16
Bolívar,13,244,-1.605556000000000,-79.00305600000000,16
Carchi,12,192,0.8121800000000000,-77.71633000000000,16
Cañar,14,300,-2.733333000000000,-78.83333300000000,16
Chimborazo,41,671,-1.674347000000000,-78.64829400000001,16
Cotopaxi,22,490,-0.9333330000000000,-78.61666700000001,16
El Oro,55,820,-3.266667000000000,-79.96666700000000,16
Esmeraldas,31,456,1.050000000000000,-79.20000000000000,16
Galápagos,1,6,-0.7999999999999999,-89.40000000000001,16
Guayas,366,5603,-2.183333000000000,-79.88333299999999,16
Imbabura,38,559,0.3626780000000000,-78.13066700000000,16
Loja,43,684,-3.983333000000000,-79.20000000000000,16
Los Ríos,52,919,-1.800000000000000,-79.53333300000000,16
Manabí,119,1794,-1.056181000000000,-80.45521700000000,16
Morona Santiago,10,115,-2.300000000000000,-78.11666700000001,16
Napo,4,92,-0.9890000000000000,-77.81590000000000,16
Orellana,4,99,-0.4666670000000000,-76.96666700000000,16
Otro,0,4,0,0,16
Pastaza,5,69,-1.066667000000000,-78.00111099999999,16
Pichincha,238,3423,-0.2186110000000000,-78.50972200000000,16
Santa Elena,21,371,-2.226700000000000,-80.85830000000000,16
Sto. Domingo Tsáchilas,34,509,-0.2541670000000000,-79.17194400000000,16
Sucumbíos,13,144,0.08472200000000002,-76.88277800000000,16
Tungurahua,45,759,-1.241667000000000,-78.61972200000000,16
Zamora Chinchipe,4,69,-4.120000000000000,-78.80000000000000,16
Azuay,73,1214,-2.897414000000000,-79.00448100000000,17
Bolívar,13,257,-1.605556000000000,-79.00305600000000,17
Carchi,11,203,0.8121800000000000,-77.71633000000000,17
Cañar,20,320,-2.733333000000000,-78.83333300000000,17
Chimborazo,52,723,-1.674347000000000,-78.64829400000001,17
Cotopaxi,33,523,-0.9333330000000000,-78.61666700000001,17
El Oro,46,866,-3.266667000000000,-79.96666700000000,17
Esmeraldas,37,493,1.050000000000000,-79.20000000000000,17
Galápagos,0,6,-0.7999999999999999,-89.40000000000001,17
Guayas,406,6009,-2.183333000000000,-79.88333299999999,17
Imbabura,25,584,0.3626780000000000,-78.13066700000000,17
Loja,28,712,-3.983333000000000,-79.20000000000000,17
Los Ríos,61,980,-1.800000000000000,-79.53333300000000,17
Manabí,130,1924,-1.056181000000000,-80.45521700000000,17
Morona Santiago,6,121,-2.300000000000000,-78.11666700000001,17
Napo,7,99,-0.9890000000000000,-77.81590000000000,17
Orellana,8,107,-0.4666670000000000,-76.96666700000000,17
Otro,0,4,0,0,17
Pastaza,2,71,-1.066667000000000,-78.00111099999999,17
Pichincha,225,3648,-0.2186110000000000,-78.50972200000000,17
Santa Elena,32,403,-2.226700000000000,-80.85830000000000,17
Sto. Domingo Tsáchilas,34,543,-0.2541670000000000,-79.17194400000000,17
Sucumbíos,6,150,0.08472200000000002,-76.88277800000000,17
Tungurahua,46,805,-1.241667000000000,-78.61972200000000,17
Zamora Chinchipe,3,72,-4.120000000000000,-78.80000000000000,17
Azuay,81,1295,-2.897414000000000,-79.00448100000000,18
Bolívar,19,276,-1.605556000000000,-79.00305600000000,18
Carchi,12,215,0.8121800000000000,-77.71633000000000,18
Cañar,19,339,-2.733333000000000,-78.83333300000000,18
Chimborazo,41,764,-1.674347000000000,-78.64829400000001,18
Cotopaxi,41,564,-0.9333330000000000,-78.61666700000001,18
El Oro,56,922,-3.266667000000000,-79.96666700000000,18
Esmeraldas,34,527,1.050000000000000,-79.20000000000000,18
Galápagos,0,6,-0.7999999999999999,-89.40000000000001,18
Guayas,382,6391,-2.183333000000000,-79.88333299999999,18
Imbabura,31,615,0.3626780000000000,-78.13066700000000,18
Loja,37,749,-3.983333000000000,-79.20000000000000,18
Los Ríos,41,1021,-1.800000000000000,-79.53333300000000,18
Manabí,127,2051,-1.056181000000000,-80.45521700000000,18
Morona Santiago,9,130,-2.300000000000000,-78.11666700000001,18
Napo,4,103,-0.9890000000000000,-77.81590000000000,18
Orellana,9,116,-0.4666670000000000,-76.96666700000000,18
Otro,0,4,0,0,18
Pastaza,6,77,-1.066667000000000,-78.00111099999999,18
Pichincha,220,3868,-0.2186110000000000,-78.50972200000000,18
Santa Elena,23,426,-2.226700000000000,-80.85830000000000,18
Sto. Domingo Tsáchilas,30,573,-0.2541670000000000,-79.17194400000000,18
Sucumbíos,7,157,0.08472200000000002,-76.88277800000000,18
Tungurahua,49,854,-1.241667000000000,-78.61972200000000,18
Zamora Chinchipe,3,75,-4.120000000000000,-78.80000000000000,18
Azuay,75,1370,-2.897414000000000,-79.00448100000000,19
Bolívar,13,289,-1.605556000000000,-79.00305600000000,19
Carchi,9,224,0.8121800000000000,-77.71633000000000,19
Cañar,18,357,-2.733333000000000,-78.83333300000000,19
Chimborazo,41,805,-1.674347000000000,-78.64829400000001,19
Cotopaxi,29,593,-0.9333330000000000,-78.61666700000001,19
El Oro,45,967,-3.266667000000000,-79.96666700000000,19
Esmeraldas,34,561,1.050000000000000,-79.20000000000000,19
Galápagos,0,6,-0.7999999999999999,-89.40000000000001,19
Guayas,372,6763,-2.183333000000000,-79.88333299999999,19
