provincia,provincia_poblacion,canton,canton_poblacion,total,nuevas,lat,lng,mes
Sucumbíos,230503,Cuyabeno,7154,464,3,-0.1288890000000000,-76.41388900000000,3
Sucumbíos,230503,Gonzalo Pizarro,10007,468,2,0.04700000000000000,-77.32280000000000,3
Sucumbíos,230503,Lago Agrio,119594,5178,54,0.08472200000000002,-76.88277800000000,3
Sucumbíos,230503,Putumayo,16106,373,4,0.1000000000000000,-75.84999999999999,3
Sucumbíos,230503,Shushufindi,57949,1695,12,-0.1871000000000000,-76.64500000000000,3
Sucumbíos,230503,Sucumbíos,3811,195,1,0.4592000000000000,-77.52300000000000,3
Tungurahua,590600,Ambato,387309,20380,446,-1.241667000000000,-78.61972200000000,3
Tungurahua,590600,Baños,25043,1743,25,-1.396389000000000,-78.42472200000000,3
Tungurahua,590600,Cevallos,9936,269,4,-1.350000000000000,-78.61666700000001,3
Tungurahua,590600,Mocha,7336,161,4,-1.416667000000000,-78.66666700000000,3
Tungurahua,590600,Patate,15825,710,11,-1.316667000000000,-78.51666700000000,3
Tungurahua,590600,Pelileo,66836,2054,18,-1.327500000000000,-78.54083300000001,3
Tungurahua,590600,Píllaro,43371,798,9,-1.175833000000000,-78.55527800000000,3
Tungurahua,590600,Quero,20627,347,13,-1.379300000000000,-78.60700000000000,3
Tungurahua,590600,Tisaleo,14317,277,3,-1.350000000000000,-78.66666700000000,3
Zamora Chinchipe,120416,Centinela del Cóndor,8313,358,6,-3.894910000000000,-78.78140999999999,3
Zamora Chinchipe,120416,Chinchipe,10679,549,6,-4.862800000000000,-79.13280000000000,3
Zamora Chinchipe,120416,El Pangui,10945,642,24,-3.624900000000000,-78.58710000000001,3
Zamora Chinchipe,120416,Nangaritza,8014,210,2,-4.048333000000000,-78.68222200000000,3
Zamora Chinchipe,120416,Palanda,10144,207,0,-4.649800000000000,-79.13209999999999,3
Zamora Chinchipe,120416,Paquisha,5992,202,4,-3.932750000000000,-78.67426000000000,3
Zamora Chinchipe,120416,Yacuambi,7121,148,3,-3.634440000000000,-78.92810000000000,3
Zamora Chinchipe,120416,Yantzaza,26447,1370,51,-3.850000000000000,-78.75000000000000,3
Zamora Chinchipe,120416,Zamora,32761,1511,33,-4.120000000000000,-78.80000000000000,3
Azuay,881394,Camilo Ponce Enríquez,36423,795,5,-3.050000000000000,-79.73333300000000,4
Azuay,881394,Chordeleg,15176,333,12,-2.933333000000000,-78.76666700000000,4
Azuay,881394,Cuenca,636996,33528,884,-2.897414000000000,-79.00448100000000,4
Azuay,881394,El Pan,3091,232,3,-2.786111000000000,-78.66500000000001,4
Azuay,881394,Girón,13037,482,2,-3.159028000000000,-79.14756800000001,4
Azuay,881394,Guachapala,3859,364,1,-2.769000000000000,-78.70900000000000,4
Azuay,881394,Gualaceo,49104,1709,57,-2.900000000000000,-78.78333300000000,4
Azuay,881394,Nabón,17292,328,5,-3.336060000000000,-79.06368000000001,4
Azuay,881394,Oña,4128,104,0,-3.469640000000000,-79.15431000000000,4
Azuay,881394,Paute,29214,1761,18,-2.781800000000000,-78.76000000000001,4
Azuay,881394,Pucará,10584,207,0,-3.233780000000000,-79.46120000000001,4
Azuay,881394,San Fernando,4156,179,0,-3.144500000000000,-79.25200000000000,4
Azuay,881394,Santa Isabel,20935,1219,15,-3.274170000000000,-79.31560000000000,4
Azuay,881394,Sevilla de Oro,6890,597,2,-2.799833000000000,-78.65569400000000,4
Azuay,881394,Sígsig,30509,926,13,-3.089700000000000,-78.80320000000000,4
Bolívar,209933,Caluma,16429,1546,0,-1.633330000000000,-79.25000000000000,4
Bolívar,209933,Chillanes,16850,931,1,-1.933333000000000,-79.06666700000000,4
Bolívar,209933,Chimbo,17378,915,3,-1.700000000000000,-79.01666700000000,4
Bolívar,209933,Echeandía,14081,1267,2,-1.433330000000000,-79.26667000000000,4
Bolívar,209933,Guaranda,108763,4344,27,-1.605556000000000,-79.00305600000000,4
Bolívar,209933,Las Naves,7428,518,0,-1.283330000000000,-79.30000000000000,4
Bolívar,209933,San Miguel,29004,2158,10,-1.700000000000000,-79.03333300000000,4
Carchi,186869,Bolivar,15528,970,4,0.5070990000000000,-77.86245400000000,4
Carchi,186869,Espejo,13817,1033,9,0.6210000000000000,-77.94000000000000,4
Carchi,186869,Mira,11969,1109,12,0.5538999999999998,-78.04930000000000,4
Carchi,186869,Montúfar,34229,2305,5,0.6100000000000000,-77.84000000000000,4
Carchi,186869,San Pedro de Huaca,8931,697,0,0.6311110000000000,-77.72527800000000,4
Carchi,186869,Tulcán,102395,7066,22,0.8121800000000000,-77.71633000000000,4
Cañar,281396,Azogues,86276,7663,84,-2.733333000000000,-78.83333300000000,4
Cañar,281396,Biblían,23741,1305,15,-2.710000000000000,-78.88000000000000,4
Cañar,281396,Cañar,68747,2591,58,-2.483700000000000,-78.97839999999999,4
Cañar,281396,Déleg,6782,215,3,-2.772600000000000,-78.91830000000000,4
Cañar,281396,El Tambo,12462,590,2,-2.508100000000000,-78.92489999999999,4
Cañar,281396,La Troncal,76872,2049,13,-2.400000000000000,-79.33000000000000,4
Cañar,281396,Suscal,6516,122,5,-2.436400000000000,-79.05220000000000,4
Chimborazo,524004,Alausí,45054,911,7,-2.200000000000000,-78.84999999999999,4
Chimborazo,524004,Chambo,13378,293,3,-1.733333000000000,-78.58333300000000,4
Chimborazo,524004,Chunchi,12795,342,0,-2.283333000000000,-78.91666700000000,4
Chimborazo,524004,Colta,44838,551,8,-1.700000000000000,-78.75000000000000,4
Chimborazo,524004,Cumandá,17973,533,3,-2.200000000000000,-79.13333299999999,4
Chimborazo,524004,Guamote,58291,325,6,-1.933333000000000,-78.71666700000000,4
Chimborazo,524004,Guano,48395,1224,4,-1.583333000000000,-78.63333299999999,4
Chimborazo,524004,Pallatanga,12277,257,1,-1.983333000000000,-78.95000000000000,4
Chimborazo,524004,Penipe,6955,241,2,-1.557300000000000,-78.53959999999999,4
Chimborazo,524004,Riobamba,264048,11322,84,-1.674347000000000,-78.64829400000001,4
Cotopaxi,488716,La Maná,56905,943,2,-0.9300000000000000,-79.22000000000000,4
Cotopaxi,488716,Latacunga,205624,7990,58,-0.9333330000000000,-78.61666700000001,4
Cotopaxi,488716,Pangua,24612,496,1,-1.133333000000000,-79.06666700000000,4
Cotopaxi,488716,Pujilí,79772,2436,14,-0.9500000000000000,-78.69000000000000,4
Cotopaxi,488716,Salcedo,67100,4383,26,-1.050000000000000,-78.58333300000000,4
Cotopaxi,488716,Saquisilí,31426,1128,9,-0.8300000000000000,-78.67000000000000,4
Cotopaxi,488716,Sigchos,23277,653,2,-0.7000000000000000,-78.88333299999999,4
El Oro,715751,Arenillas,33473,1356,5,-3.550000000000000,-80.06000000000000,4
El Oro,715751,Atahualpa,6436,588,0,-2.900000000000000,-78.93333300000000,4
El Oro,715751,Balsas,9233,608,4,-3.762600000000000,-79.82530000000000,4
El Oro,715751,Chilla,2379,78,0,-3.450000000000000,-79.58000000000000,4
El Oro,715751,El Guabo,63645,1631,7,-3.238800000000000,-79.82920000000000,4
El Oro,715751,Huaquillas,60440,2072,3,-3.481380000000000,-80.24320700000000,4
El Oro,715751,Las Lajas,4963,251,2,-3.785000000000000,-80.06166700000000,4
El Oro,715751,Machala,289141,25770,60,-3.266667000000000,-79.96666700000000,4
El Oro,715751,Marcabelí,6259,450,2,-3.786000000000001,-79.89780000000000,4
El Oro,715751,Pasaje,87723,4453,8,-3.326900000000000,-79.80490000000000,4
El Oro,715751,Piñas,30206,3505,21,-3.666667000000000,-79.65000000000001,4
El Oro,715751,Portovelo,14028,1571,2,-3.720000000000000,-79.62000000000000,4
El Oro,715751,Santa Rosa,82171,4917,8,-3.452222000000000,-79.96166700000001,4
El Oro,715751,Zaruma,25654,2025,10,-3.433333000000000,-79.59999999999999,4
Esmeraldas,591083,Atacames,55495,1203,2,0.8666670000000000,-79.83333300000000,4
Esmeraldas,591083,Eloy Alfaro,45629,554,0,1.250000000000000,-79,4
Esmeraldas,591083,Esmeraldas,218727,7601,12,1.050000000000000,-79.20000000000000,4
Esmeraldas,591083,Muisne,31106,326,0,0.6067000000000000,-80.01830000000000,4
Esmeraldas,591083,Quinindé,145879,2627,2,0.3300000000000000,-79.48000000000000,4
Esmeraldas,591083,Rioverde,31475,534,0,1.060200000000000,-79.40440000000000,4
Esmeraldas,591083,San Lorenzo,62772,1168,8,1.265800000000000,-78.84139999999999,4
Galápagos,33042,Isabela,3073,466,1,-0.4724000000000000,-90.68110000000000,4
Galápagos,33042,San Cristóbal,9667,935,8,-0.7999999999999999,-89.40000000000001,4
Galápagos,33042,Santa Cruz,20302,1707,28,-0.6333330000000000,-90.36666700000001,4
Guayas,4387434,Alfredo Baquerizo Moreno,32110,276,1,-1.916667000000000,-79.51666700000000,4
Guayas,4387434,Balao,26348,449,1,-2.910000000000000,-79.81000000000000,4
Guayas,4387434,Balzar,60260,1022,5,-1.360000000000000,-79.90000000000001,4
Guayas,4387434,Colimes,26169,354,0,-1.550000000000000,-80.01666700000000,4
Guayas,4387434,Coronel Marcelino Maridueña,13132,328,0,-2.200000000000000,-79.42000000000000,4
Guayas,4387434,Daule,173684,3458,20,-1.866667000000000,-79.98333300000000,4
Guayas,4387434,Durán,315724,6507,14,-2.166667000000000,-79.83333300000000,4
Guayas,4387434,El Triunfo,59636,1236,5,-2.330000000000000,-79.40000000000001,4
Guayas,4387434,Empalme,86073,1826,4,-1.046111000000000,-79.63361100000000,4
Guayas,4387434,General Antonio Elizalde,13156,681,1,-2.200000000000000,-79.17000000000000,4
Guayas,4387434,Guayaquil,2723665,100386,589,-2.183333000000000,-79.88333299999999,4
Guayas,4387434,Isidro Ayora,14582,194,1,-1.883333000000000,-80.16666700000000,4
Guayas,4387434,Lomas de Sargentillo,24220,215,2,-1.883333000000000,-80.08333300000000,4
Guayas,4387434,Milagro,199835,6589,21,-2.126944000000000,-79.59916699999999,4
Guayas,4387434,Naranjal,95052,2017,23,-2.672800000000000,-79.61499999999999,4
Guayas,4387434,Naranjito,43862,809,2,-2.173000000000000,-79.46710000000000,4
Guayas,4387434,Nobol,26444,194,0,-1.916671000000000,-80.01153900000000,4
Guayas,4387434,Palestina,18451,224,0,-1.626300000000000,-79.97700000000000,4
Guayas,4387434,Pedro Carbo,51802,1229,1,-1.833333000000000,-80.23333300000000,4
Guayas,4387434,Playas,59628,773,1,-2.623330000000000,-80.38750000000000,4
Guayas,4387434,Salitre,65765,1485,6,-1.829444000000000,-79.81555600000000,4
Guayas,4387434,Samborondón,102404,3337,28,-2.183333000000000,-79.88333299999999,4
Guayas,4387434,San Jacinto De Yaguachi,78204,929,3,-2.120000000000000,-79.69000000000000,4
Guayas,4387434,Santa Lucía,45004,293,1,-1.713889000000000,-79.98500000000000,4
Guayas,4387434,Simón Bolivar,32224,266,2,-2.156667000000000,-79.88750000000000,4
Imbabura,476257,Antonio Ante,54311,3256,69,0.3200000000000000,-78.20999999999999,4
Imbabura,476257,Cotacachi,44203,2520,13,0.3000000000000000,-78.26666700000000,4
Imbabura,476257,Ibarra,221149,16557,100,0.3626780000000000,-78.13066700000000,4
Imbabura,476257,Otavalo,125785,5646,117,0.2333330000000000,-78.26666700000000,4
Imbabura,476257,Pimampiro,13269,691,4,0.4000000000000000,-77.97000000000000,4
Imbabura,476257,San Miguel de Urcuquí,17540,887,16,0.5200000000000000,-78.20000000000000,4
Loja,521154,Calvas,29565,1333,6,-4.320000000000000,-79.56000000000000,4
Loja,521154,Catamayo,35961,1492,4,-3.980000000000000,-79.34999999999999,4
Loja,521154,Celica,16160,460,4,-4.102500000000000,-79.95444400000000,4
Loja,521154,Chaguarpamba,6620,164,0,-3.850000000000000,-79.65000000000001,4
Loja,521154,Espíndola,14209,652,6,-4.583056000000000,-79.42694400000001,4
Loja,521154,Gonzanamá,10953,519,5,-4.231389000000000,-79.43527800000000,4
Loja,521154,Loja,274112,22695,155,-3.983333000000001,-79.20000000000000,4
Loja,521154,Macará,20269,1926,8,-4.383333000000000,-79.95000000000000,4
Loja,521154,Olmedo,4220,147,0,-3.934000000000000,-79.64800000000000,4
Loja,521154,Paltas,23471,1503,2,-4.050000000000002,-79.65000000000001,4
Loja,521154,Pindal,10540,240,2,-4.116100000000000,-80.10760000000001,4
Loja,521154,Puyango,15925,460,4,-3.870000000000000,-80.09000000000000,4
Loja,521154,Quilanga,4197,264,0,-4.298000000000000,-79.39860000000000,4
Loja,521154,Saraguro,33506,1055,6,-3.625300000000000,-79.24110000000000,4
Loja,521154,Sozoranga,7121,210,0,-4.327778000000000,-79.78972200000000,4
Loja,521154,Zapotillo,14325,410,0,-4.386360000000002,-80.24360000000000,4
Los Ríos,921763,Baba,43429,462,1,-1.784167000000000,-79.67666699999999,4
Los Ríos,921763,Babahoyo,175281,5000,20,-1.800000000000000,-79.53333300000000,4
Los Ríos,921763,Buena Fe,83654,1044,4,-0.8985719999999999,-79.48891600000000,4
Los Ríos,921763,Mocache,43316,206,1,-1.183850000000000,-79.50552999999999,4
Los Ríos,921763,Montalvo,28720,687,1,-1.793800000000000,-79.28570000000001,4
Los Ríos,921763,Palenque,23638,470,1,-1.432800000000000,-79.74950000000000,4
Los Ríos,921763,Puebloviejo,44725,511,6,-1.550000000000000,-79.53388900000000,4
Los Ríos,921763,Quevedo,213842,3575,13,-1.033333000000000,-79.45000000000000,4
Los Ríos,921763,Quinsaloma,20428,471,0,-1.206200000000000,-79.31450000000000,4
Los Ríos,921763,Urdaneta,32618,713,4,-1.570556000000000,-79.47111099999999,4
Los Ríos,921763,Valencia,54637,806,1,-0.9525000000000000,-79.35310000000000,4
Los Ríos,921763,Ventanas,75146,1867,3,-1.450000000000000,-79.47000000000000,4
Los Ríos,921763,Vinces,82329,1490,2,-1.558333000000000,-79.75000000000000,4
Manabí,1562079,Bolívar,45493,1243,1,-0.8419440000000000,-80.16194400000001,4
Manabí,1562079,Chone,131002,6044,15,-0.6833330000000000,-80.09999999999999,4
Manabí,1562079,El Carmen,111344,1823,14,-1.314700000000000,-80.01690000000001,4
Manabí,1562079,Flavio Alfaro,23822,594,2,-0.4054000000000000,-79.90580000000000,4
Manabí,1562079,Jama,26116,431,1,-0.2014000000000000,-80.26590000000000,4
Manabí,1562079,Jaramijó,28439,376,1,-0.9487300000000000,-80.63630000000001,4
Manabí,1562079,Jipijapa,74645,3277,12,-1.333330000000000,-80.58329999999999,4
Manabí,1562079,Junín,18820,757,0,-0.9291600000000000,-80.20569000000000,4
Manabí,1562079,Manta,264281,7840,60,-0.9500220000000000,-80.71620000000000,4
Manabí,1562079,Montecristi,107785,1414,9,-1.033330000000000,-80.65000000000001,4
Manabí,1562079,Olmedo,10194,657,4,-1.396111000000000,-80.20611100000001,4
Manabí,1562079,Paján,37093,918,3,-1.570000000000000,-80.42000000000000,4
Manabí,1562079,Pedernales,63441,1037,3,0.07010000000000001,-80.05360000000000,4
Manabí,1562079,Pichincha,29599,833,1,-1.047300000000000,-79.81860000000000,4
Manabí,1562079,Portoviejo,321800,17291,55,-1.056181000000000,-80.45521700000000,4
Manabí,1562079,Puerto López,24688,955,20,-1.566667000000000,-80.81666700000000,4
Manabí,1562079,Rocafuerte,37312,2025,5,-0.9200000000000000,-80.45999999999999,4
Manabí,1562079,San Vicente,24799,775,0,-0.5892999999999999,-80.40880000000000,4
Manabí,1562079,Santa Ana,48152,1930,13,-1.206900000000000,-80.37090000000001,4
Manabí,1562079,Sucre,62443,2512,9,-0.6000000000000000,-80.41666700000000,4
Manabí,1562079,Tosagua,42297,1048,3,-0.7800000000000000,-80.26000000000001,4
Manabí,1562079,Veinticuatro de Mayo,28514,1354,5,-1.278889000000000,-80.42000000000000,4
Morona Santiago,196535,Gualaquiza,19555,1649,6,-3.380000000000000,-78.58000000000000,4
Morona Santiago,196535,Huamboya,12382,258,0,-1.785000000000000,-78.23194400000000,4
Morona Santiago,196535,Limón Indanza,10349,751,3,-2.966250000000000,-78.43052800000000,4
Morona Santiago,196535,Logroño,7643,223,2,-2.624800000000000,-78.18960000000000,4
Morona Santiago,196535,Morona,58281,4042,26,-2.300000000000000,-78.11666700000001,4
Morona Santiago,196535,Pablo Sexto,2897,151,2,-1.803056000000000,-77.92111100000000,4
Morona Santiago,196535,Palora,7719,677,0,-1.700000000000000,-77.94000000000000,4
Morona Santiago,196535,San Juan Bosco,4985,226,0,-3.092300000000000,-78.51320000000000,4
Morona Santiago,196535,Santiago,11087,544,5,-3.429800000000000,-78.56560000000000,4
Morona Santiago,196535,Sucúa,23823,1360,8,-2.460000000000000,-78.17000000000000,4
Morona Santiago,196535,Taisha,26773,443,0,-2.339950000000000,-77.45808000000000,4
Morona Santiago,196535,Tiwintza,11041,183,1,-2.917670000000000,-77.80170000000000,4
Napo,133705,Archidona,33068,842,6,-0.9166670000000000,-77.78333300000000,4
Napo,133705,Carlos Julio Arosemena Tola,4466,145,0,-1.166667000000000,-77.84999999999999,4
Napo,133705,El Chaco,10142,800,4,-0.3402780000000000,-77.80888899999999,4
Napo,133705,Quijos,6847,764,6,-0.4636110000000000,-77.89277800000001,4
Napo,133705,Tena,79182,4233,6,-0.9890000000000000,-77.81590000000000,4
Orellana,161338,Aguarico,3629,869,1,-0.9211110000000000,-75.39916700000001,4
Orellana,161338,La Joya de los Sachas,39352,1066,12,-0.3000000000000000,-76.84999999999999,4
Orellana,161338,Loreto,24579,303,2,-0.6904000000000000,-77.30830000000000,4
Orellana,161338,Orellana,93778,3617,42,-0.4666670000000000,-76.96666700000000,4
Pastaza,114202,Arajuno,8128,215,0,-1.234370000000000,-77.68750000000000,4
Pastaza,114202,Mera,17547,1007,0,-1.460000000000000,-78.09000000000000,4
Pastaza,114202,Pastaza,84377,3892,10,-1.066667000000000,-78.00111099999999,4
Pastaza,114202,Santa Clara,4150,193,0,-1.267100000000000,-77.88820000000000,4
Pichincha,3228233,Cayambe,107660,4170,25,0.04388900000000000,-78.15610000000000,4
Pichincha,3228233,Mejía,108167,6044,54,-0.5101000000000000,-78.56980000000000,4
Pichincha,3228233,Pedro Moncayo,43281,1142,4,0.04369700000000000,-78.34923999999999,4
Pichincha,3228233,Pedro Vicente Maldonado,17171,606,1,0.1666670000000000,-79,4
Pichincha,3228233,Puerto Quito,24911,830,1,0.1170000000000000,-79.26400000000000,4
Pichincha,3228233,Quito,2781641,299296,4478,-0.2186110000000000,-78.50972200000000,4
Pichincha,3228233,Rumiñahui,115433,10707,166,-0.3345000000000000,-78.44750000000001,4
Pichincha,3228233,San Miguel de Los Bancos,29969,1026,5,0.02300000000000000,-78.89200000000000,4
Santa Elena,401178,La Libertad,117767,2248,8,-2.233333000000000,-80.90000000000001,4
Santa Elena,401178,Salinas,94590,1581,6,-2.216667000000000,-80.95000000000000,4
Santa Elena,401178,Santa Elena,188821,2695,4,-2.226700000000000,-80.85830000000000,4
Sto. Domingo Tsáchilas,511151,La Concordia,52571,1961,3,0.002300000000000000,-79.38460000000001,4
Sto. Domingo Tsáchilas,511151,Santo Domingo,458580,14811,47,-0.2541670000000000,-79.17194400000000,4
Sucumbíos,230503,Cascales,15882,396,2,-0.06750000000000000,-77.21694400000000,4
Sucumbíos,230503,Cuyabeno,7154,464,0,-0.1288890000000000,-76.41388900000000,4
Sucumbíos,230503,Gonzalo Pizarro,10007,470,2,0.04700000000000000,-77.32280000000000,4
Sucumbíos,230503,Lago Agrio,119594,5193,15,0.08472200000000002,-76.88277800000000,4
Sucumbíos,230503,Putumayo,16106,373,0,0.1000000000000000,-75.84999999999999,4
Sucumbíos,230503,Shushufindi,57949,1697,2,-0.1871000000000000,-76.64500000000000,4
Sucumbíos,230503,Sucumbíos,3811,195,0,0.4592000000000000,-77.52300000000000,4
Tungurahua,590600,Ambato,387309,20533,153,-1.241667000000000,-78.61972200000000,4
Tungurahua,590600,Baños,25043,1749,6,-1.396389000000000,-78.42472200000000,4
Tungurahua,590600,Cevallos,9936,276,7,-1.350000000000000,-78.61666700000001,4
Tungurahua,590600,Mocha,7336,161,0,-1.416667000000000,-78.66666700000000,4
Tungurahua,590600,Patate,15825,713,3,-1.316667000000000,-78.51666700000000,4
Tungurahua,590600,Pelileo,66836,2061,7,-1.327500000000000,-78.54083300000001,4
Tungurahua,590600,Píllaro,43371,801,3,-1.175833000000000,-78.55527800000000,4
Tungurahua,590600,Quero,20627,349,2,-1.379300000000000,-78.60700000000000,4
Tungurahua,590600,Tisaleo,14317,278,1,-1.350000000000000,-78.66666700000000,4
Zamora Chinchipe,120416,Centinela del Cóndor,8313,362,4,-3.894910000000000,-78.78140999999999,4
Zamora Chinchipe,120416,Chinchipe,10679,557,8,-4.862800000000000,-79.13280000000000,4
Zamora Chinchipe,120416,El Pangui,10945,653,11,-3.624900000000000,-78.58710000000001,4
Zamora Chinchipe,120416,Nangaritza,8014,210,0,-4.048333000000000,-78.68222200000000,4
Zamora Chinchipe,120416,Palanda,10144,207,0,-4.649800000000000,-79.13209999999999,4
Zamora Chinchipe,120416,Paquisha,5992,202,0,-3.932750000000000,-78.67426000000000,4
Zamora Chinchipe,120416,Yacuambi,7121,148,0,-3.634440000000000,-78.92810000000000,4
Zamora Chinchipe,120416,Yantzaza,26447,1380,10,-3.850000000000000,-78.75000000000000,4
Zamora Chinchipe,120416,Zamora,32761,1516,5,-4.120000000000000,-78.80000000000000,4
Azuay,881394,Camilo Ponce Enríquez,36423,797,2,-3.050000000000000,-79.73333300000000,5
Azuay,881394,Chordeleg,15176,334,1,-2.933333000000000,-78.76666700000000,5
Azuay,881394,Cuenca,636996,34176,648,-2.897414000000000,-79.00448100000000,5
Azuay,881394,El Pan,3091,233,1,-2.786111000000000,-78.66500000000001,5
Azuay,881394,Girón,13037,485,3,-3.159028000000000,-79.14756800000001,5
Azuay,881394,Guachapala,3859,364,0,-2.769000000000000,-78.70900000000000,5
Azuay,881394,Gualaceo,49104,1727,18,-2.900000000000000,-78.78333300000000,5
Azuay,881394,Nabón,17292,331,3,-3.336060000000000,-79.06368000000001,5
Azuay,881394,Oña,4128,104,0,-3.469640000000000,-79.15431000000000,5
Azuay,881394,Paute,29214,1767,6,-2.781800000000000,-78.76000000000001,5
Azuay,881394,Pucará,10584,208,1,-3.233780000000000,-79.46120000000001,5
Azuay,881394,San Fernando,4156,179,0,-3.144500000000000,-79.25200000000000,5
Azuay,881394,Santa Isabel,20935,1232,13,-3.274170000000000,-79.31560000000000,5
Azuay,881394,Sevilla de Oro,6890,599,2,-2.799833000000000,-78.65569400000000,5
Azuay,881394,Sígsig,30509,928,2,-3.089700000000000,-78.80320000000000,5
Bolívar,209933,Caluma,16429,1551,5,-1.633330000000000,-79.25000000000000,5
Bolívar,209933,Chillanes,16850,941,10,-1.933333000000000,-79.06666700000000,5
Bolívar,209933,Chimbo,17378,924,9,-1.700000000000000,-79.01666700000000,5
Bolívar,209933,Echeandía,14081,1269,2,-1.433330000000000,-79.26667000000000,5
Bolívar,209933,Guaranda,108763,4358,14,-1.605556000000000,-79.00305600000000,5
Bolívar,209933,Las Naves,7428,518,0,-1.283330000000000,-79.30000000000000,5
Bolívar,209933,San Miguel,29004,2169,11,-1.700000000000000,-79.03333300000000,5
Carchi,186869,Bolivar,15528,974,4,0.5070990000000000,-77.86245400000000,5
Carchi,186869,Espejo,13817,1035,2,0.6210000000000000,-77.94000000000000,5
Carchi,186869,Mira,11969,1110,1,0.5538999999999998,-78.04930000000000,5
Carchi,186869,Montúfar,34229,2312,7,0.6100000000000000,-77.84000000000000,5
Carchi,186869,San Pedro de Huaca,8931,699,2,0.6311110000000000,-77.72527800000000,5
Carchi,186869,Tulcán,102395,7091,25,0.8121800000000000,-77.71633000000000,5
Cañar,281396,Azogues,86276,7733,70,-2.733333000000000,-78.83333300000000,5
Cañar,281396,Biblían,23741,1320,15,-2.710000000000000,-78.88000000000000,5
Cañar,281396,Cañar,68747,2614,23,-2.483700000000000,-78.97839999999999,5
Cañar,281396,Déleg,6782,217,2,-2.772600000000000,-78.91830000000000,5
Cañar,281396,El Tambo,12462,594,4,-2.508100000000000,-78.92489999999999,5
Cañar,281396,La Troncal,76872,2056,7,-2.400000000000000,-79.33000000000000,5
Cañar,281396,Suscal,6516,124,2,-2.436400000000000,-79.05220000000000,5
Chimborazo,524004,Alausí,45054,911,0,-2.200000000000000,-78.84999999999999,5
Chimborazo,524004,Chambo,13378,294,1,-1.733333000000000,-78.58333300000000,5
Chimborazo,524004,Chunchi,12795,342,0,-2.283333000000000,-78.91666700000000,5
Chimborazo,524004,Colta,44838,553,2,-1.700000000000000,-78.75000000000000,5
Chimborazo,524004,Cumandá,17973,533,0,-2.200000000000000,-79.13333299999999,5
Chimborazo,524004,Guamote,58291,327,2,-1.933333000000000,-78.71666700000000,5
Chimborazo,524004,Guano,48395,1228,4,-1.583333000000000,-78.63333299999999,5
Chimborazo,524004,Pallatanga,12277,258,1,-1.983333000000000,-78.95000000000000,5
Chimborazo,524004,Penipe,6955,241,0,-1.557300000000000,-78.53959999999999,5
Chimborazo,524004,Riobamba,264048,11389,67,-1.674347000000000,-78.64829400000001,5
Cotopaxi,488716,La Maná,56905,945,2,-0.9300000000000000,-79.22000000000000,5
Cotopaxi,488716,Latacunga,205624,8035,45,-0.9333330000000000,-78.61666700000001,5
Cotopaxi,488716,Pangua,24612,498,2,-1.133333000000000,-79.06666700000000,5
Cotopaxi,488716,Pujilí,79772,2446,10,-0.9500000000000000,-78.69000000000000,5
Cotopaxi,488716,Salcedo,67100,4403,20,-1.050000000000000,-78.58333300000000,5
Cotopaxi,488716,Saquisilí,31426,1132,4,-0.8300000000000000,-78.67000000000000,5
Cotopaxi,488716,Sigchos,23277,655,2,-0.7000000000000000,-78.88333299999999,5
El Oro,715751,Arenillas,33473,1358,2,-3.550000000000000,-80.06000000000000,5
El Oro,715751,Atahualpa,6436,588,0,-2.900000000000000,-78.93333300000000,5
El Oro,715751,Balsas,9233,608,0,-3.762600000000000,-79.82530000000000,5
El Oro,715751,Chilla,2379,78,0,-3.450000000000000,-79.58000000000000,5
El Oro,715751,El Guabo,63645,1634,3,-3.238800000000000,-79.82920000000000,5
El Oro,715751,Huaquillas,60440,2074,2,-3.481380000000000,-80.24320700000000,5
El Oro,715751,Las Lajas,4963,251,0,-3.785000000000000,-80.06166700000000,5
El Oro,715751,Machala,289141,25809,39,-3.266667000000000,-79.96666700000000,5
El Oro,715751,Marcabelí,6259,452,2,-3.786000000000001,-79.89780000000000,5
El Oro,715751,Pasaje,87723,4459,6,-3.326900000000000,-79.80490000000000,5
El Oro,715751,Piñas,30206,3508,3,-3.666667000000000,-79.65000000000001,5
El Oro,715751,Portovelo,14028,1572,1,-3.720000000000000,-79.62000000000000,5
El Oro,715751,Santa Rosa,82171,4918,1,-3.452222000000000,-79.96166700000001,5
El Oro,715751,Zaruma,25654,2025,0,-3.433333000000000,-79.59999999999999,5
Esmeraldas,591083,Atacames,55495,1204,1,0.8666670000000000,-79.83333300000000,5
Esmeraldas,591083,Eloy Alfaro,45629,554,0,1.250000000000000,-79,5
Esmeraldas,591083,Esmeraldas,218727,7612,11,1.050000000000000,-79.20000000000000,5
Esmeraldas,591083,Muisne,31106,327,1,0.6067000000000000,-80.01830000000000,5
Esmeraldas,591083,Quinindé,145879,2634,7,0.3300000000000000,-79.48000000000000,5
Esmeraldas,591083,Rioverde,31475,534,0,1.060200000000000,-79.40440000000000,5
Esmeraldas,591083,San Lorenzo,62772,1169,1,1.265800000000000,-78.84139999999999,5
Galápagos,33042,Isabela,3073,468,2,-0.4724000000000000,-90.68110000000000,5
Galápagos,33042,San Cristóbal,9667,937,2,-0.7999999999999999,-89.40000000000001,5
Galápagos,33042,Santa Cruz,20302,1711,4,-0.6333330000000000,-90.36666700000001,5
