provincia,provincia_poblacion,canton,canton_poblacion,lat,lng,13/03/2020,14/03/2020,15/03/2020,16/03/2020,17/03/2020,18/03/2020,19/03/2020,20/03/2020,21/03/2020,22/03/2020,23/03/2020,24/03/2020,25/03/2020,26/03/2020,27/03/2020,28/03/2020,29/03/2020,30/03/2020,31/03/2020,01/04/2020,02/04/2020,03/04/2020,04/04/2020,05/04/2020,06/04/2020,07/04/2020,08/04/2020,09/04/2020,10/04/2020,11/04/2020,12/04/2020,13/04/2020,14/04/2020,15/04/2020,16/04/2020,17/04/2020,18/04/2020,19/04/2020,20/04/2020,21/04/2020,22/04/2020,23/04/2020,24/04/2020,25/04/2020,26/04/2020,27/04/2020,28/04/2020,29/04/2020,30/04/2020,01/05/2020,02/05/2020,03/05/2020,04/05/2020,05/05/2020,06/05/2020,07/05/2020,08/05/2020,09/05/2020,10/05/2020,11/05/2020,12/05/2020,13/05/2020,14/05/2020,15/05/2020,16/05/2020,17/05/2020,18/05/2020,19/05/2020,20/05/2020,21/05/2020
Manabí,1562079,Flavio Alfaro,23822,-0.4054000000000000,-79.90580000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,4,1,4,4,5,5,4,4,4,4,4,4,4,4,4,5,5,7,12,12
Manabí,1562079,Jama,26116,-0.2014000000000000,-80.26590000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2
Manabí,1562079,Jaramijó,28439,-0.9487300000000000,-80.63630000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,4,4,6,6,6,6,6,6,6,6,8,12,13,12,18,23,28,28,22,25,23,23,24,24,22,23,23,24,24,24,24,24,25,26
Manabí,1562079,Jipijapa,74645,-1.333330000000000,-80.58329999999999,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,11,11,12,14,14,14,14,14,14,14,14,16,16,16,16,19,24,24,24,24,24,48,58,58,59,74,103,156,156,110,119,117,120,133,121,121,122,122,127,128,133,133,139,141,142
Manabí,1562079,Junín,18820,-0.9291600000000000,-80.20569000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,5,5,5,5,7,8,8,6,9,7,15,15,15,15,15,15,7,15,15,15,15,19,19
Manabí,1562079,Manta,264281,-0.9500220000000000,-80.71620000000000,0,0,0,1,1,7,7,6,6,18,20,21,21,21,22,22,25,25,27,28,28,29,31,35,38,40,42,46,54,59,60,60,60,62,63,68,72,72,74,74,75,78,78,78,78,78,119,132,136,143,180,230,314,314,274,325,276,276,282,280,273,273,273,303,311,311,335,338,357,358
Manabí,1562079,Montecristi,107785,-1.033330000000000,-80.65000000000001,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,6,6,9,9,10,10,10,11,12,12,12,12,12,29,35,36,37,64,71,148,148,95,113,113,111,123,111,111,111,111,120,123,124,131,140,142,143
Manabí,1562079,Olmedo,10194,-1.396111000000000,-80.20611100000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,17,3,4,4,4,6,6,6,6,6,7,7
Manabí,1562079,Paján,37093,-1.570000000000000,-80.42000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,16,18,18,15,25,24,41,41,29,33,44,44,44,44,44,44,44,48,48,49,49,50,50,50
Manabí,1562079,Pedernales,63441,0.07010000000000001,-80.05360000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,6,12,5,14,14,16,16,19,19,22,19,30,30,30,34,34,38,44,44,47,48
Manabí,1562079,Pichincha,29599,-1.047300000000000,-79.81860000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,5,5,7,12,12,7,9,9,9,14,9,12,12,12,13,13,13,13,13,13,13
Manabí,1562079,Portoviejo,321800,-1.056181000000000,-80.45521700000000,0,0,0,0,0,0,0,1,1,4,4,6,12,12,12,16,18,18,19,19,24,25,25,27,31,40,50,55,60,67,69,69,72,72,87,90,91,99,100,100,109,112,112,112,112,112,179,184,185,187,217,241,343,343,252,328,303,306,319,322,347,347,347,353,384,400,433,445,458,458
Manabí,1562079,Puerto López,24688,-1.566667000000000,-80.81666700000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,5,9,19,19,16,16,6,6,10,7,8,8,8,8,10,10,10,10,11,18
Manabí,1562079,Rocafuerte,37312,-0.9199999999999999,-80.45999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,8,9,9,8,15,15,28,28,19,24,26,28,29,30,32,32,32,30,47,51,51,51,55,55
Manabí,1562079,San Vicente,24799,-0.5892999999999999,-80.40880000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,6,5,5,3,3,5,5,6,5,6,6,6,6,6,6,6,6,6,6
Manabí,1562079,Santa Ana,48152,-1.206900000000000,-80.37090000000001,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,7,7,7,7,7,7,7,8,9,9,10,10,10,10,10,10,10,10,14,15,16,18,19,21,39,39,24,35,24,24,26,26,26,26,26,39,38,43,45,45,46,46
Manabí,1562079,Sucre,62443,-0.6000000000000000,-80.41666700000000,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,13,11,12,12,17,20,35,35,20,23,29,35,35,36,37,37,37,38,44,46,46,47,54,54
Manabí,1562079,Tosagua,42297,-0.7800000000000000,-80.26000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,8,9,10,11,13,15,15,9,14,10,10,11,10,9,9,10,13,29,31,31,31,34,34
Manabí,1562079,Veinticuatro de Mayo,28514,-1.278889000000000,-80.42000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,8,9,9,9,10,13,17,17,11,14,13,13,15,14,13,13,13,17,17,19,20,20,24,24
Morona Santiago,196535,Gualaquiza,19555,-3.380000000000000,-78.58000000000000,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,7,7,7,8,8,11,10,10,4,8,4,4,4,4,8,8,8,12,13,14,14,14,16,16
Morona Santiago,196535,Huamboya,12382,-1.785000000000000,-78.23194400000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2
Morona Santiago,196535,Limón Indanza,10349,-2.966250000000000,-78.43052800000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morona Santiago,196535,Logroño,7643,-2.624800000000000,-78.18960000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morona Santiago,196535,Morona,58281,-2.300000000000000,-78.11666700000001,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,6,7,7,7,7,7,7,7,7,14,14,13,13,13,13,14,14,9,15,9,10,10,10,11,11,11,14,14,14,19,19,20,24
Morona Santiago,196535,Pablo Sexto,2897,-1.803056000000000,-77.92111100000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Morona Santiago,196535,Palora,7719,-1.700000000000000,-77.94000000000000,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,19,19,22,24,24,27,27,27,11,22,14,17,17,17,17,17,17,19,21,21,21,21,22,22
Morona Santiago,196535,San Juan Bosco,4985,-3.092300000000000,-78.51320000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morona Santiago,196535,Santiago,11087,-3.429800000000000,-78.56560000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Morona Santiago,196535,Sucúa,23823,-2.460000000000000,-78.17000000000000,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,5,6,6,6,6,6,6,6,6,6,6,11,11,10,18,18,19,19,19,7,16,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Morona Santiago,196535,Taisha,26773,-2.339950000000000,-77.45808000000000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,1,3,1,1,1,1,1,1,1,2,2,2,3,3,8,8
Morona Santiago,196535,Tiwintza,11041,-2.917670000000000,-77.80170000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Napo,133705,Archidona,33068,-0.9166670000000000,-77.78333300000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,3,3,4,7,9,8,8,8,8,8,8,14,8,15,15,15,39,41,43,43,44,46,48
Napo,133705,Carlos Julio Arosemena Tola,4466,-1.166667000000000,-77.84999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3
Napo,133705,El Chaco,10142,-0.3402780000000000,-77.80888899999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Napo,133705,Quijos,6847,-0.4636110000000000,-77.89277800000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3
Napo,133705,Tena,79182,-0.9890000000000000,-77.81590000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,3,4,6,6,8,8,8,8,8,8,8,8,9,10,10,10,10,10,14,18,18,24,26,28,31,31,29,29,32,32,37,32,41,42,42,44,48,52,56,65,66,71
Orellana,161338,Aguarico,3629,-0.9211110000000000,-75.39916700000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Orellana,161338,La Joya de los Sachas,39352,-0.3000000000000000,-76.84999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,4,6,4,6,6,6,6,6,6,7,8,8,11
Orellana,161338,Loreto,24579,-0.6904000000000000,-77.30830000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Orellana,161338,Orellana,93778,-0.4666670000000000,-76.96666700000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,4,4,4,4,5,7,7,7,8,10,10,12,12,12,12,12,28,31,31,33,37,37,37,37,44,44,47,47,53,47,60,60,60,63,78,83,89,98,113,121
Pastaza,114202,Arajuno,8128,-1.234370000000000,-77.68750000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,3,4,4,4,4,9,4,9,9,9,9,12,12,12,12,16,17
Pastaza,114202,Mera,17547,-1.460000000000000,-78.09000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,8,9,14,14,16,14,18,18,18,20,21,23,25,26,40,43
Pastaza,114202,Pastaza,84377,-1.066667000000000,-78.00111099999999,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,4,4,4,4,6,8,8,10,11,11,11,11,12,12,12,12,13,15,15,16,16,17,17,17,17,21,21,21,21,21,31,32,34,35,37,39,40,40,45,48,45,50,53,50,64,64,64,64,69,69,69,73,84,88
Pastaza,114202,Santa Clara,4150,-1.267100000000000,-77.88820000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,3,3,3,3,3,7,7,7,10,10,19,20,20,19,19,19,19,19,19,23,23,23,23,25,25,25,25,27,27
Pichincha,3228233,Cayambe,107660,0.04388900000000000,-78.15610000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,4,4,4,4,4,6,6,6,6,6,6,6,6,6,7,7,7,7,7,8,9
Pichincha,3228233,Mejía,108167,-0.5101000000000000,-78.56980000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,4,5,7,8,10,10,13,17,19,19,19,21,22,22,22,23,23,23,24,25,25,25,25,25,34,34,37,38,39,41,41,41,42,43,45,45,48,45,51,51,51,56,59,61,65,69,74,78
Pichincha,3228233,Pedro Moncayo,43281,0.04369700000000000,-78.34923999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,5,5,6,6,6,8,8,8,8,8,8,8,8,8,8,9,9,10
Pichincha,3228233,Pedro Vicente Maldonado,17171,0.1666670000000000,-79,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,5,5,5,5,5,5,5
Pichincha,3228233,Puerto Quito,24911,0.1170000000000000,-79.26400000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,3,5,5,5,5,8,8,8,8,8,8,9,9,9,9,9,9,9,11,11,11,11,11,11
Pichincha,3228233,Quito,2781641,-0.2186110000000000,-78.50972200000000,4,4,6,8,8,12,16,35,50,59,63,70,101,114,130,161,176,179,204,228,239,263,297,319,364,386,405,458,538,561,579,586,598,623,682,720,734,757,777,801,856,919,919,919,919,919,1205,1254,1320,1405,1488,1586,1619,1619,1795,1836,1867,1938,1964,1945,2195,2198,2198,2334,2363,2422,2514,2667,2769,2864
Pichincha,3228233,Rumiñahui,115433,-0.3345000000000000,-78.44750000000001,0,0,0,0,0,0,0,0,0,1,2,2,6,6,6,8,10,10,11,16,16,16,16,17,18,18,19,20,22,22,23,23,23,24,26,30,31,32,34,36,38,39,39,39,39,39,48,49,49,49,50,50,51,51,52,53,52,54,57,54,61,61,61,63,65,66,69,70,74,75
Pichincha,3228233,San Miguel de Los Bancos,29969,0.02300000000000000,-78.89200000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
Santa Elena,401178,La Libertad,117767,-2.233333000000000,-80.90000000000001,0,0,0,0,0,0,0,0,0,0,2,3,3,3,5,5,5,5,8,12,18,19,19,19,19,19,22,26,28,28,30,30,30,32,33,33,50,53,60,60,66,67,67,67,67,67,120,121,123,141,163,209,211,211,201,209,165,172,181,182,190,191,191,226,235,237,239,259,263,264
Santa Elena,401178,Salinas,94590,-2.216667000000000,-80.95000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,10,10,10,10,10,10,12,13,14,15,16,16,17,18,18,24,26,31,32,33,35,35,35,35,35,60,65,65,75,93,111,119,119,113,119,101,104,111,109,109,109,109,136,142,142,143,152,153,154
Santa Elena,401178,Santa Elena,188821,-2.226700000000000,-80.85830000000000,0,0,0,0,3,0,0,1,1,2,2,3,3,4,5,5,5,5,5,12,19,19,19,23,23,23,23,25,33,32,32,32,32,43,44,44,61,66,72,73,78,80,80,80,80,80,167,174,174,196,214,263,266,266,265,280,215,219,242,223,222,224,224,265,267,269,270,295,299,301
Sto. Domingo Tsáchilas,511151,La Concordia,52571,0.002300000000000000,-79.38460000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,3,4,3,3,3,6,6,7,10,12,12,12,12,12,12,13,13,13,15,15,17,17,17,17,17,17,22,22,22,22,25,29,30,30,27,28,32,41,41,42,51,51,51,56,56,56,56,56,60,63
Sto. Domingo Tsáchilas,511151,Santo Domingo,458580,-0.2541670000000000,-79.17194400000000,0,0,0,0,0,0,1,1,4,4,7,7,7,8,9,13,13,13,15,16,21,22,28,31,33,37,38,39,41,43,48,53,54,55,56,63,66,68,79,79,80,106,106,106,106,106,157,158,180,222,260,295,283,283,304,304,321,338,348,343,437,437,437,497,502,520,532,570,596,636
Sucumbíos,230503,Cascales,15882,-0.06750000000000000,-77.21694400000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sucumbíos,230503,Cuyabeno,7154,-0.1288890000000000,-76.41388900000000,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,5,5,4,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6
Sucumbíos,230503,Gonzalo Pizarro,10007,0.04700000000000000,-77.32280000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
Sucumbíos,230503,Lago Agrio,119594,0.08472200000000002,-76.88277800000000,1,1,1,1,1,1,1,2,2,5,5,5,5,16,16,15,22,22,24,24,24,24,24,26,26,29,29,29,30,29,29,29,29,29,29,30,30,30,30,30,31,31,31,31,31,31,34,34,37,37,37,37,33,33,33,33,43,52,54,53,55,55,55,61,62,63,67,68,68,69
Sucumbíos,230503,Putumayo,16106,0.09999999999999999,-75.84999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Sucumbíos,230503,Shushufindi,57949,-0.1871000000000000,-76.64500000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,9,9,9,9
Sucumbíos,230503,Sucumbíos,3811,0.4592000000000000,-77.52300000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tungurahua,590600,Ambato,387309,-1.241667000000000,-78.61972200000000,0,0,0,0,0,0,0,0,0,0,1,2,3,3,4,4,4,4,8,9,11,12,20,20,20,20,21,23,26,30,32,33,33,36,42,52,53,58,60,66,67,79,79,79,79,79,119,130,143,159,165,168,171,171,194,200,212,218,224,218,258,258,258,267,275,281,290,303,314,315
Tungurahua,590600,Baños,25043,-1.396389000000000,-78.42472200000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,5,4,6,6,6,6,6,6,6,6,6,6
Tungurahua,590600,Cevallos,9936,-1.350000000000000,-78.61666700000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5
Tungurahua,590600,Mocha,7336,-1.416667000000000,-78.66666700000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tungurahua,590600,Patate,15825,-1.316667000000000,-78.51666700000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
Tungurahua,590600,Pelileo,66836,-1.327500000000000,-78.54083300000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,5,7,7,7,8,8,10,10,10,10,10,10,11,11,11,11,11,14,15,15,17,19,19,19,19,20,20,21,23,24,23,27,27,27,29,34,35,35,42,45,46
Tungurahua,590600,Píllaro,43371,-1.175833000000000,-78.55527800000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,4,4,4,4,3,3,3,3,6,4,7,7,7,7,8,9,9,10,10,10
Tungurahua,590600,Quero,20627,-1.379300000000000,-78.60700000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,4,6,4,6,6,6,6,6,6,6,6,6,6
Tungurahua,590600,Tisaleo,14317,-1.350000000000000,-78.66666700000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,5,5
Zamora Chinchipe,120416,Centinela del Cóndor,8313,-3.894910000000000,-78.78140999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,8,8
Zamora Chinchipe,120416,Chinchipe,10679,-4.862800000000000,-79.13280000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
