inec_provincia_id,provincia,provincia_poblacion,inec_canton_id,canton,canton_poblacion,lat,lng,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre
04,Carchi,186869,0405,Montúfar,34229,0.6100000000000000,-77.84000000000000,1,4,8,17,106,247,354,396
04,Carchi,186869,0406,San Pedro de Huaca,8931,0.6311110000000000,-77.72527800000000,1,8,10,12,40,87,125,143
04,Carchi,186869,0401,Tulcán,102395,0.8121800000000000,-77.71633000000000,3,33,105,181,551,1109,1497,1704
03,Cañar,281396,0301,Azogues,86276,-2.733333000000000,-78.83333300000000,14,68,66,115,181,570,928,1010
03,Cañar,281396,0302,Biblían,23741,-2.710000000000000,-78.88000000000000,3,12,9,13,21,70,116,125
03,Cañar,281396,0303,Cañar,68747,-2.483700000000000,-78.97839999999999,2,21,29,83,159,236,344,390
03,Cañar,281396,0306,Déleg,6782,-2.772600000000000,-78.91830000000000,0,1,3,7,7,11,16,17
03,Cañar,281396,0305,El Tambo,12462,-2.508100000000000,-78.92489999999999,4,25,14,42,54,74,104,109
03,Cañar,281396,0304,La Troncal,76872,-2.400000000000000,-79.33000000000000,15,167,202,274,307,347,374,410
03,Cañar,281396,0307,Suscal,6516,-2.436400000000000,-79.05220000000000,1,3,8,8,10,13,21,22
06,Chimborazo,524004,0602,Alausí,45054,-2.200000000000000,-78.84999999999999,0,5,18,40,86,116,137,156
06,Chimborazo,524004,0604,Chambo,13378,-1.733333000000000,-78.58333300000000,1,4,5,13,20,28,30,35
06,Chimborazo,524004,0605,Chunchi,12795,-2.283333000000000,-78.91666700000000,0,0,0,3,30,56,79,86
06,Chimborazo,524004,0603,Colta,44838,-1.700000000000000,-78.75000000000000,6,30,52,66,82,90,98,102
06,Chimborazo,524004,0610,Cumandá,17973,-2.200000000000000,-79.13333299999999,1,3,9,40,50,65,77,81
06,Chimborazo,524004,0606,Guamote,58291,-1.933333000000000,-78.71666700000000,0,7,19,30,40,56,64,70
06,Chimborazo,524004,0607,Guano,48395,-1.583333000000000,-78.63333299999999,1,7,24,55,92,119,139,157
06,Chimborazo,524004,0608,Pallatanga,12277,-1.983333000000000,-78.95000000000000,0,4,5,11,19,33,33,34
06,Chimborazo,524004,0609,Penipe,6955,-1.557300000000000,-78.53959999999999,0,3,4,10,50,67,74,74
06,Chimborazo,524004,0601,Riobamba,264048,-1.674347000000000,-78.64829400000001,8,104,262,505,956,1391,1540,1683
05,Cotopaxi,488716,0502,La Maná,56905,-0.9300000000000000,-79.22000000000000,1,17,56,108,133,164,177,187
05,Cotopaxi,488716,0501,Latacunga,205624,-0.9333330000000000,-78.61666700000001,4,49,190,529,914,1335,1677,2005
05,Cotopaxi,488716,0503,Pangua,24612,-1.133333000000000,-79.06666700000000,0,1,7,18,55,84,123,123
05,Cotopaxi,488716,0504,Pujilí,79772,-0.9500000000000000,-78.69000000000000,0,16,65,116,201,322,384,442
05,Cotopaxi,488716,0505,Salcedo,67100,-1.050000000000000,-78.58333300000000,2,13,40,179,418,679,863,964
05,Cotopaxi,488716,0506,Saquisilí,31426,-0.8300000000000000,-78.67000000000000,1,2,28,117,199,282,400,490
05,Cotopaxi,488716,0507,Sigchos,23277,-0.7000000000000000,-78.88333299999999,0,2,9,25,90,136,144,146
07,El Oro,715751,0702,Arenillas,33473,-3.550000000000000,-80.06000000000000,2,25,35,116,184,275,345,373
07,El Oro,715751,0703,Atahualpa,6436,-2.900000000000000,-78.93333300000000,1,2,3,3,17,33,72,80
07,El Oro,715751,0704,Balsas,9233,-3.762600000000000,-79.82530000000000,0,0,0,15,44,46,47,50
07,El Oro,715751,0705,Chilla,2379,-3.450000000000000,-79.58000000000000,0,0,0,0,0,4,5,5
07,El Oro,715751,0706,El Guabo,63645,-3.238800000000000,-79.82920000000000,2,21,66,93,107,123,138,156
07,El Oro,715751,0707,Huaquillas,60440,-3.481380000000000,-80.24320700000000,3,39,65,137,194,232,292,370
07,El Oro,715751,0714,Las Lajas,4963,-3.785000000000000,-80.06166700000000,0,3,2,2,3,6,11,12
07,El Oro,715751,0701,Machala,289141,-3.266667000000000,-79.96666700000000,10,224,589,1155,1625,2130,2688,3144
07,El Oro,715751,0708,Marcabelí,6259,-3.786000000000000,-79.89780000000000,0,0,0,0,2,5,11,12
07,El Oro,715751,0709,Pasaje,87723,-3.326900000000000,-79.80490000000000,2,31,63,102,134,161,201,235
07,El Oro,715751,0710,Piñas,30206,-3.666667000000000,-79.65000000000001,2,25,23,39,72,185,278,347
07,El Oro,715751,0711,Portovelo,14028,-3.720000000000000,-79.62000000000000,1,12,23,59,273,422,457,482
07,El Oro,715751,0712,Santa Rosa,82171,-3.452222000000000,-79.96166700000001,10,90,205,272,415,571,677,721
07,El Oro,715751,0713,Zaruma,25654,-3.433333000000000,-79.59999999999999,1,2,20,29,111,192,301,323
08,Esmeraldas,591083,0806,Atacames,55495,0.8666670000000000,-79.83333300000000,1,5,31,119,253,280,298,319
08,Esmeraldas,591083,0802,Eloy Alfaro,45629,1.250000000000000,-79,0,7,51,226,282,292,297,312
08,Esmeraldas,591083,0801,Esmeraldas,218727,1.050000000000000,-79.20000000000000,7,128,517,1009,1402,1500,1617,1921
08,Esmeraldas,591083,0803,Muisne,31106,0.6067000000000000,-80.01830000000000,0,8,29,63,121,144,148,168
08,Esmeraldas,591083,0804,Quinindé,145879,0.3300000000000000,-79.48000000000000,1,24,173,543,898,1020,1059,1111
08,Esmeraldas,591083,0807,Rioverde,31475,1.060200000000000,-79.40440000000000,1,5,26,81,200,219,221,229
08,Esmeraldas,591083,0805,San Lorenzo,62772,1.265800000000000,-78.84139999999999,0,10,25,43,67,88,96,100
20,Galápagos,33042,2002,Isabela,3073,-0.4724000000000000,-90.68110000000000,1,4,5,14,14,14,14,14
20,Galápagos,33042,2001,San Cristóbal,9667,-0.8000000000000000,-89.40000000000001,2,14,17,17,18,21,38,50
20,Galápagos,33042,2003,Santa Cruz,20302,-0.6333330000000000,-90.36666700000001,2,50,54,57,71,74,146,156
09,Guayas,4387434,0902,Alfredo Baquerizo Moreno,32110,-1.916667000000000,-79.51666700000000,3,14,18,26,31,33,34,34
09,Guayas,4387434,0903,Balao,26348,-2.910000000000000,-79.81000000000000,0,20,36,47,47,55,58,63
09,Guayas,4387434,0904,Balzar,60260,-1.360000000000000,-79.90000000000001,5,70,113,169,208,249,254,255
09,Guayas,4387434,0905,Colimes,26169,-1.550000000000000,-80.01666700000000,1,18,31,47,49,49,50,53
09,Guayas,4387434,0923,Coronel Marcelino Maridueña,13132,-2.200000000000000,-79.42000000000000,0,1,9,10,13,13,14,17
09,Guayas,4387434,0906,Daule,173684,-1.866667000000000,-79.98333300000000,117,584,672,740,777,828,867,909
09,Guayas,4387434,0907,Durán,315724,-2.166667000000000,-79.83333300000000,78,458,687,815,940,1014,1128,1235
09,Guayas,4387434,0909,El Triunfo,59636,-2.330000000000000,-79.40000000000001,2,52,102,175,198,235,247,254
09,Guayas,4387434,0908,Empalme,86073,-1.046111000000000,-79.63361100000000,5,83,153,255,338,380,405,408
09,Guayas,4387434,0927,General Antonio Elizalde,13156,-2.200000000000000,-79.17000000000000,2,16,59,84,97,136,139,142
09,Guayas,4387434,0901,Guayaquil,2723665,-2.183333000000000,-79.88333299999999,1116,7528,9762,9986,11961,12811,13966,14814
09,Guayas,4387434,0928,Isidro Ayora,14582,-1.883333000000000,-80.16666700000000,1,9,18,28,32,32,32,32
09,Guayas,4387434,0924,Lomas de Sargentillo,24220,-1.883333000000000,-80.08333300000000,1,22,36,52,53,64,64,64
09,Guayas,4387434,0910,Milagro,199835,-2.126944000000000,-79.59916699999999,63,523,604,670,744,771,827,861
09,Guayas,4387434,0911,Naranjal,95052,-2.672800000000000,-79.61499999999999,6,96,229,240,254,276,287,314
09,Guayas,4387434,0912,Naranjito,43862,-2.173000000000000,-79.46710000000000,2,26,143,149,153,161,164,167
09,Guayas,4387434,0925,Nobol,26444,-1.916671000000000,-80.01153900000000,1,8,15,24,27,29,31,31
09,Guayas,4387434,0913,Palestina,18451,-1.626300000000000,-79.97700000000000,0,10,37,42,43,44,49,50
09,Guayas,4387434,0914,Pedro Carbo,51802,-1.833333000000000,-80.23333300000000,13,71,128,167,187,196,204,208
09,Guayas,4387434,0921,Playas,59628,-2.623330000000000,-80.38750000000000,8,70,130,149,152,171,192,206
09,Guayas,4387434,0919,Salitre,65765,-1.829444000000000,-79.81555600000000,22,102,165,180,199,205,212,217
09,Guayas,4387434,0916,Samborondón,102404,-2.183333000000000,-79.88333299999999,150,539,667,686,712,759,813,865
09,Guayas,4387434,0920,San Jacinto De Yaguachi,78204,-2.120000000000000,-79.69000000000000,10,81,182,196,217,221,232,236
09,Guayas,4387434,0918,Santa Lucía,45004,-1.713889000000000,-79.98500000000000,9,30,54,62,65,83,95,96
09,Guayas,4387434,0922,Simón Bolivar,32224,-2.156667000000000,-79.88750000000000,0,5,11,13,20,21,23,23
10,Imbabura,476257,1002,Antonio Ante,54311,0.3200000000000000,-78.20999999999999,0,7,10,37,91,274,412,492
10,Imbabura,476257,1003,Cotacachi,44203,0.3000000000000000,-78.26666700000000,0,6,11,30,208,433,519,579
10,Imbabura,476257,1001,Ibarra,221149,0.3626780000000000,-78.13066700000000,9,53,103,272,757,1442,2000,2320
10,Imbabura,476257,1004,Otavalo,125785,0.2333330000000000,-78.26666700000000,1,18,55,188,309,535,766,883
10,Imbabura,476257,1005,Pimampiro,13269,0.4000000000000000,-77.97000000000000,0,5,24,44,72,104,135,148
10,Imbabura,476257,1006,San Miguel de Urcuquí,17540,0.5200000000000000,-78.20000000000000,0,0,0,7,39,93,180,196
11,Loja,521154,1102,Calvas,29565,-4.320000000000000,-79.56000000000000,3,6,4,11,29,49,108,122
11,Loja,521154,1103,Catamayo,35961,-3.980000000000000,-79.34999999999999,1,23,25,27,78,147,208,231
11,Loja,521154,1104,Celica,16160,-4.102500000000000,-79.95444400000000,0,0,12,29,36,54,88,108
11,Loja,521154,1105,Chaguarpamba,6620,-3.850000000000000,-79.65000000000001,1,10,5,5,6,7,31,33
11,Loja,521154,1106,Espíndola,14209,-4.583056000000000,-79.42694400000001,0,1,2,3,9,15,19,20
11,Loja,521154,1107,Gonzanamá,10953,-4.231389000000000,-79.43527800000000,0,0,0,7,10,17,36,45
11,Loja,521154,1101,Loja,274112,-3.983333000000000,-79.20000000000000,16,180,282,697,2044,3641,4181,4608
11,Loja,521154,1108,Macará,20269,-4.383333000000000,-79.95000000000000,1,6,4,7,185,269,362,426
11,Loja,521154,1116,Olmedo,4220,-3.934000000000000,-79.64800000000000,0,0,1,1,1,2,6,12
11,Loja,521154,1109,Paltas,23471,-4.050000000000000,-79.65000000000001,0,5,17,52,89,109,126,136
11,Loja,521154,1114,Pindal,10540,-4.116100000000000,-80.10760000000001,0,0,0,0,6,39,96,97
11,Loja,521154,1110,Puyango,15925,-3.870000000000000,-80.09000000000000,0,0,0,11,12,26,33,41
11,Loja,521154,1115,Quilanga,4197,-4.298000000000000,-79.39860000000000,0,0,0,0,0,3,4,6
11,Loja,521154,1111,Saraguro,33506,-3.625300000000000,-79.24110000000000,0,0,4,11,38,48,73,87
11,Loja,521154,1112,Sozoranga,7121,-4.327778000000000,-79.78972200000000,0,0,0,0,4,7,8,32
11,Loja,521154,1113,Zapotillo,14325,-4.386360000000000,-80.24360000000000,0,1,1,3,6,12,17,25
12,Los Ríos,921763,1202,Baba,43429,-1.784167000000000,-79.67666699999999,0,15,28,43,51,65,68,71
12,Los Ríos,921763,1201,Babahoyo,175281,-1.800000000000000,-79.53333300000000,44,297,576,835,999,1115,1194,1292
12,Los Ríos,921763,1210,Buena Fe,83654,-0.8985720000000000,-79.48891600000000,1,30,107,155,201,232,251,277
12,Los Ríos,921763,1212,Mocache,43316,-1.183850000000000,-79.50552999999999,1,3,6,7,22,33,49,51
12,Los Ríos,921763,1203,Montalvo,28720,-1.793800000000000,-79.28570000000001,1,19,34,64,72,79,83,87
12,Los Ríos,921763,1209,Palenque,23638,-1.432800000000000,-79.74950000000000,0,11,11,25,39,49,63,67
12,Los Ríos,921763,1204,Puebloviejo,44725,-1.550000000000000,-79.53388900000000,0,11,54,85,91,95,101,101
12,Los Ríos,921763,1205,Quevedo,213842,-1.033333000000000,-79.45000000000000,22,149,345,410,527,652,842,893
12,Los Ríos,921763,1213,Quinsaloma,20428,-1.206200000000000,-79.31450000000000,1,3,11,52,109,132,145,148
12,Los Ríos,921763,1206,Urdaneta,32618,-1.570556000000000,-79.47111099999999,2,23,50,76,92,105,125,128
12,Los Ríos,921763,1211,Valencia,54637,-0.9525000000000000,-79.35310000000000,0,9,22,31,47,64,72,77
12,Los Ríos,921763,1207,Ventanas,75146,-1.450000000000000,-79.47000000000000,6,57,158,343,443,472,496,513
12,Los Ríos,921763,1208,Vinces,82329,-1.558333000000000,-79.75000000000000,2,66,107,143,165,180,199,227
13,Manabí,1562079,1302,Bolívar,45493,-0.8419440000000000,-80.16194400000001,1,10,38,78,146,217,246,263
13,Manabí,1562079,1303,Chone,131002,-0.6833330000000000,-80.09999999999999,0,38,139,382,738,1008,1127,1208
13,Manabí,1562079,1304,El Carmen,111344,-1.314700000000000,-80.01690000000001,1,40,122,283,361,399,433,495
13,Manabí,1562079,1305,Flavio Alfaro,23822,-0.4054000000000000,-79.90580000000000,0,3,18,40,73,141,205,214
13,Manabí,1562079,1320,Jama,26116,-0.2014000000000000,-80.26590000000000,0,0,3,12,62,71,72,86
13,Manabí,1562079,1321,Jaramijó,28439,-0.9487300000000000,-80.63630000000001,1,13,31,53,67,72,77,84
13,Manabí,1562079,1306,Jipijapa,74645,-1.333330000000000,-80.58329999999999,1,58,182,276,325,383,431,493
13,Manabí,1562079,1307,Junín,18820,-0.9291600000000000,-80.20569000000000,0,5,21,32,68,110,168,195
13,Manabí,1562079,1308,Manta,264281,-0.9500220000000000,-80.71620000000000,27,136,416,621,876,986,1143,1400
13,Manabí,1562079,1309,Montecristi,107785,-1.033330000000000,-80.65000000000001,2,36,179,219,270,293,315,351
13,Manabí,1562079,1318,Olmedo,10194,-1.396111000000000,-80.20611100000001,0,3,9,23,34,47,82,82
13,Manabí,1562079,1310,Paján,37093,-1.570000000000000,-80.42000000000000,0,18,57,104,138,162,185,192
13,Manabí,1562079,1317,Pedernales,63441,0.07010000000000000,-80.05360000000000,0,5,129,203,276,328,334,339
13,Manabí,1562079,1311,Pichincha,29599,-1.047300000000000,-79.81860000000000,0,3,17,70,99,121,127,144
13,Manabí,1562079,1301,Portoviejo,321800,-1.056181000000000,-80.45521700000000,19,185,560,1268,1869,2624,3013,3413
13,Manabí,1562079,1319,Puerto López,24688,-1.566667000000000,-80.81666700000000,0,2,31,60,76,170,174,180
13,Manabí,1562079,1312,Rocafuerte,37312,-0.9200000000000000,-80.45999999999999,0,9,64,141,174,226,288,332
13,Manabí,1562079,1322,San Vicente,24799,-0.5893000000000000,-80.40880000000000,0,2,8,35,56,83,114,118
13,Manabí,1562079,1313,Santa Ana,48152,-1.206900000000000,-80.37090000000001,1,16,66,142,183,243,299,325
13,Manabí,1562079,1314,Sucre,62443,-0.6000000000000000,-80.41666700000000,1,12,69,217,342,432,489,537
13,Manabí,1562079,1315,Tosagua,42297,-0.7800000000000000,-80.26000000000001,0,9,46,135,184,214,254,259
13,Manabí,1562079,1316,Veinticuatro de Mayo,28514,-1.278889000000000,-80.42000000000000,0,9,30,51,71,152,175,187
14,Morona Santiago,196535,1402,Gualaquiza,19555,-3.380000000000000,-78.58000000000000,1,7,19,154,332,358,388,416
14,Morona Santiago,196535,1407,Huamboya,12382,-1.785000000000000,-78.23194400000000,0,1,5,18,58,63,64,67
14,Morona Santiago,196535,1403,Limón Indanza,10349,-2.966250000000000,-78.43052800000000,0,0,0,21,32,52,97,126
14,Morona Santiago,196535,1410,Logroño,7643,-2.624800000000000,-78.18960000000000,0,0,0,60,96,97,98,105
14,Morona Santiago,196535,1401,Morona,58281,-2.300000000000000,-78.11666700000001,2,13,29,242,700,881,980,1093
14,Morona Santiago,196535,1411,Pablo Sexto,2897,-1.803056000000000,-77.92111100000000,0,2,4,14,45,45,46,55
14,Morona Santiago,196535,1404,Palora,7719,-1.700000000000000,-77.94000000000000,4,22,24,95,173,198,205,205
14,Morona Santiago,196535,1408,San Juan Bosco,4985,-3.092300000000000,-78.51320000000000,0,0,0,8,27,31,32,32
14,Morona Santiago,196535,1405,Santiago,11087,-3.429800000000000,-78.56560000000000,0,0,5,56,110,171,189,193
14,Morona Santiago,196535,1406,Sucúa,23823,-2.460000000000000,-78.17000000000000,2,10,7,55,304,368,407,422
14,Morona Santiago,196535,1409,Taisha,26773,-2.339950000000000,-77.45808000000000,1,3,11,52,97,152,155,158
14,Morona Santiago,196535,1412,Tiwintza,11041,-2.917670000000000,-77.80170000000000,0,3,1,5,37,51,53,53
15,Napo,133705,1503,Archidona,33068,-0.9166670000000000,-77.78333300000000,0,3,81,118,144,172,192,203
15,Napo,133705,1509,Carlos Julio Arosemena Tola,4466,-1.166667000000000,-77.84999999999999,0,1,3,6,12,17,18,19
15,Napo,133705,1504,El Chaco,10142,-0.3402780000000000,-77.80888899999999,0,0,1,44,95,158,210,218
15,Napo,133705,1507,Quijos,6847,-0.4636110000000000,-77.89277800000001,0,1,8,34,80,89,151,165
15,Napo,133705,1501,Tena,79182,-0.9890000000000000,-77.81590000000000,1,18,108,384,609,717,785,821
22,Orellana,161338,2202,Aguarico,3629,-0.9211110000000000,-75.39916700000001,0,0,5,82,184,285,324,343
22,Orellana,161338,2203,La Joya de los Sachas,39352,-0.3000000000000000,-76.84999999999999,0,1,17,74,169,202,228,280
22,Orellana,161338,2204,Loreto,24579,-0.6904000000000000,-77.30830000000000,0,1,1,22,60,68,68,69
22,Orellana,161338,2201,Orellana,93778,-0.4666670000000000,-76.96666700000000,1,31,214,563,910,1063,1111,1222
16,Pastaza,114202,1604,Arajuno,8128,-1.234370000000000,-77.68750000000000,0,1,21,64,98,106,111,113
16,Pastaza,114202,1602,Mera,17547,-1.460000000000000,-78.09000000000000,1,4,56,138,353,517,569,576
16,Pastaza,114202,1601,Pastaza,84377,-1.066667000000000,-78.00111099999999,4,34,122,444,862,1195,1349,1427
16,Pastaza,114202,1603,Santa Clara,4150,-1.267100000000000,-77.88820000000000,0,7,29,40,63,90,116,121
17,Pichincha,3228233,1702,Cayambe,107660,0.04388900000000000,-78.15610000000000,0,3,16,53,147,291,460,607
17,Pichincha,3228233,1703,Mejía,108167,-0.5101000000000000,-78.56980000000000,1,37,106,234,488,654,923,1179
17,Pichincha,3228233,1704,Pedro Moncayo,43281,0.04369700000000000,-78.34923999999999,1,2,11,13,35,73,116,154
17,Pichincha,3228233,1708,Pedro Vicente Maldonado,17171,0.1666670000000000,-79,2,3,5,5,22,91,135,142
17,Pichincha,3228233,1709,Puerto Quito,24911,0.1170000000000000,-79.26400000000000,0,5,16,44,78,119,149,162
17,Pichincha,3228233,1701,Quito,2781641,-0.2186110000000000,-78.50972200000000,204,1320,3676,6571,13342,21589,36629,51095
17,Pichincha,3228233,1705,Rumiñahui,115433,-0.3345000000000000,-78.44750000000001,11,49,105,291,643,967,1375,2003
17,Pichincha,3228233,1707,San Miguel de Los Bancos,29969,0.02300000000000000,-78.89200000000000,0,1,5,9,58,114,143,156
24,Santa Elena,401178,2402,La Libertad,117767,-2.233333000000000,-80.90000000000001,8,123,292,335,399,463,508,560
24,Santa Elena,401178,2403,Salinas,94590,-2.216667000000000,-80.95000000000000,4,65,157,186,286,316,349,373
24,Santa Elena,401178,2401,Santa Elena,188821,-2.226700000000000,-80.85830000000000,5,174,322,403,463,518,627,691
23,Sto. Domingo Tsáchilas,511151,2302,La Concordia,52571,0.002300000000000000,-79.38460000000001,3,22,94,327,648,749,776,796
23,Sto. Domingo Tsáchilas,511151,2301,Santo Domingo,458580,-0.2541670000000000,-79.17194400000000,15,180,949,1670,3026,3756,4126,4412
21,Sucumbíos,230503,2106,Cascales,15882,-0.06750000000000000,-77.21694400000000,0,0,2,19,66,104,113,117
21,Sucumbíos,230503,2107,Cuyabeno,7154,-0.1288890000000000,-76.41388900000000,3,3,6,14,25,111,117,138
21,Sucumbíos,230503,2102,Gonzalo Pizarro,10007,0.04700000000000000,-77.32280000000000,0,0,2,8,100,158,168,170
21,Sucumbíos,230503,2101,Lago Agrio,119594,0.08472200000000001,-76.88277800000000,24,37,82,322,860,1362,1496,1591
21,Sucumbíos,230503,2103,Putumayo,16106,0.1000000000000000,-75.84999999999999,0,0,1,5,11,83,99,103
21,Sucumbíos,230503,2104,Shushufindi,57949,-0.1871000000000000,-76.64500000000000,0,2,17,45,80,414,530,563
21,Sucumbíos,230503,2105,Sucumbíos,3811,0.4592000000000000,-77.52300000000000,0,0,0,0,2,25,33,37
18,Tungurahua,590600,1801,Ambato,387309,-1.241667000000000,-78.61972200000000,8,143,380,736,1496,2570,3595,3838
18,Tungurahua,590600,1802,Baños,25043,-1.396389000000000,-78.42472200000000,0,2,7,16,69,90,271,287
18,Tungurahua,590600,1803,Cevallos,9936,-1.350000000000000,-78.61666700000001,0,3,5,10,20,22,25,28
18,Tungurahua,590600,1804,Mocha,7336,-1.416667000000000,-78.66666700000000,0,0,0,1,5,5,22,22
18,Tungurahua,590600,1805,Patate,15825,-1.316667000000000,-78.51666700000000,0,0,5,16,50,64,122,123
18,Tungurahua,590600,1807,Pelileo,66836,-1.327500000000000,-78.54083300000001,1,15,55,182,335,441,493,502
18,Tungurahua,590600,1808,Píllaro,43371,-1.175833000000000,-78.55527800000000,0,2,14,35,57,94,112,128
18,Tungurahua,590600,1806,Quero,20627,-1.379300000000000,-78.60700000000000,0,2,6,11,26,33,35,37
18,Tungurahua,590600,1809,Tisaleo,14317,-1.350000000000000,-78.66666700000000,0,3,5,15,25,29,33,33
19,Zamora Chinchipe,120416,1907,Centinela del Cóndor,8313,-3.894910000000000,-78.78140999999999,0,4,10,26,70,95,122,124
19,Zamora Chinchipe,120416,1902,Chinchipe,10679,-4.862800000000000,-79.13280000000000,0,0,0,0,0,17,89,92
19,Zamora Chinchipe,120416,1906,El Pangui,10945,-3.624900000000000,-78.58710000000001,0,0,7,70,102,113,140,148
19,Zamora Chinchipe,120416,1903,Nangaritza,8014,-4.048333000000000,-78.68222200000000,0,1,13,16,26,37,44,46
19,Zamora Chinchipe,120416,1908,Palanda,10144,-4.649800000000000,-79.13209999999999,0,0,0,1,9,11,12,17
19,Zamora Chinchipe,120416,1909,Paquisha,5992,-3.932750000000000,-78.67426000000000,0,3,6,15,39,55,66,68
19,Zamora Chinchipe,120416,1904,Yacuambi,7121,-3.634440000000000,-78.92810000000000,0,0,8,41,73,83,83,84
19,Zamora Chinchipe,120416,1905,Yantzaza,26447,-3.850000000000000,-78.75000000000000,1,5,55,198,306,363,413,435
19,Zamora Chinchipe,120416,1901,Zamora,32761,-4.120000000000000,-78.80000000000000,1,31,87,169,320,458,520,546
