provincia,total,acumuladas,lat,lng,created_at
Loja,4,11,-3.983333000000000,-79.20000000000000,02/01/2017
Los Ríos,7,19,-1.800000000000000,-79.53333300000000,02/01/2017
Manabí,16,35,-1.056181000000000,-80.45521700000000,02/01/2017
Morona Santiago,0,1,-2.300000000000000,-78.11666700000001,02/01/2017
Napo,1,2,-0.9890000000000000,-77.81590000000000,02/01/2017
Orellana,2,5,-0.4666670000000000,-76.96666700000000,02/01/2017
Otro,0,0,0,0,02/01/2017
Pastaza,1,2,-1.066667000000000,-78.00111099999999,02/01/2017
Pichincha,26,67,-0.2186110000000000,-78.50972200000000,02/01/2017
Santa Elena,2,4,-2.226700000000000,-80.85830000000000,02/01/2017
Sto. Domingo Tsáchilas,4,7,-0.2541670000000000,-79.17194400000000,02/01/2017
Sucumbíos,1,6,0.08472200000000002,-76.88277800000000,02/01/2017
Tungurahua,7,14,-1.241667000000000,-78.61972200000000,02/01/2017
Zamora Chinchipe,2,2,-4.120000000000000,-78.80000000000000,02/01/2017
Azuay,14,33,-2.897414000000000,-79.00448100000000,03/01/2017
Bolívar,1,7,-1.605556000000000,-79.00305600000000,03/01/2017
Carchi,1,5,0.8121800000000000,-77.71633000000000,03/01/2017
Cañar,5,9,-2.733333000000000,-78.83333300000000,03/01/2017
Chimborazo,8,26,-1.674347000000000,-78.64829400000001,03/01/2017
Cotopaxi,6,18,-0.9333330000000000,-78.61666700000001,03/01/2017
El Oro,9,35,-3.266667000000000,-79.96666700000000,03/01/2017
Esmeraldas,4,13,1.050000000000000,-79.20000000000000,03/01/2017
Galápagos,0,1,-0.7999999999999999,-89.40000000000001,03/01/2017
Guayas,59,162,-2.183333000000000,-79.88333299999999,03/01/2017
Imbabura,6,18,0.3626780000000000,-78.13066700000000,03/01/2017
Loja,1,12,-3.983333000000000,-79.20000000000000,03/01/2017
Los Ríos,17,36,-1.800000000000000,-79.53333300000000,03/01/2017
Manabí,18,53,-1.056181000000000,-80.45521700000000,03/01/2017
Morona Santiago,2,3,-2.300000000000000,-78.11666700000001,03/01/2017
Napo,3,5,-0.9890000000000000,-77.81590000000000,03/01/2017
Orellana,1,6,-0.4666670000000000,-76.96666700000000,03/01/2017
Otro,0,0,0,0,03/01/2017
Pastaza,0,2,-1.066667000000000,-78.00111099999999,03/01/2017
Pichincha,35,102,-0.2186110000000000,-78.50972200000000,03/01/2017
Santa Elena,4,8,-2.226700000000000,-80.85830000000000,03/01/2017
Sto. Domingo Tsáchilas,7,14,-0.2541670000000000,-79.17194400000000,03/01/2017
Sucumbíos,0,6,0.08472200000000002,-76.88277800000000,03/01/2017
Tungurahua,9,23,-1.241667000000000,-78.61972200000000,03/01/2017
Zamora Chinchipe,0,2,-4.120000000000000,-78.80000000000000,03/01/2017
Azuay,8,41,-2.897414000000000,-79.00448100000000,04/01/2017
Bolívar,4,11,-1.605556000000000,-79.00305600000000,04/01/2017
Carchi,0,5,0.8121800000000000,-77.71633000000000,04/01/2017
Cañar,2,11,-2.733333000000000,-78.83333300000000,04/01/2017
Chimborazo,6,32,-1.674347000000000,-78.64829400000001,04/01/2017
Cotopaxi,5,23,-0.9333330000000000,-78.61666700000001,04/01/2017
El Oro,7,42,-3.266667000000000,-79.96666700000000,04/01/2017
Esmeraldas,3,16,1.050000000000000,-79.20000000000000,04/01/2017
Galápagos,0,1,-0.7999999999999999,-89.40000000000001,04/01/2017
Guayas,60,222,-2.183333000000000,-79.88333299999999,04/01/2017
Imbabura,7,25,0.3626780000000000,-78.13066700000000,04/01/2017
Loja,2,14,-3.983333000000000,-79.20000000000000,04/01/2017
Los Ríos,11,47,-1.800000000000000,-79.53333300000000,04/01/2017
Manabí,11,64,-1.056181000000000,-80.45521700000000,04/01/2017
Morona Santiago,5,8,-2.300000000000000,-78.11666700000001,04/01/2017
Napo,1,6,-0.9890000000000000,-77.81590000000000,04/01/2017
Orellana,2,8,-0.4666670000000000,-76.96666700000000,04/01/2017
Otro,0,0,0,0,04/01/2017
Pastaza,0,2,-1.066667000000000,-78.00111099999999,04/01/2017
Pichincha,41,143,-0.2186110000000000,-78.50972200000000,04/01/2017
Santa Elena,9,17,-2.226700000000000,-80.85830000000000,04/01/2017
Sto. Domingo Tsáchilas,6,20,-0.2541670000000000,-79.17194400000000,04/01/2017
Sucumbíos,2,8,0.08472200000000002,-76.88277800000000,04/01/2017
Tungurahua,8,31,-1.241667000000000,-78.61972200000000,04/01/2017
Zamora Chinchipe,0,2,-4.120000000000000,-78.80000000000000,04/01/2017
Azuay,6,47,-2.897414000000000,-79.00448100000000,05/01/2017
Bolívar,2,13,-1.605556000000000,-79.00305600000000,05/01/2017
Carchi,2,7,0.8121800000000000,-77.71633000000000,05/01/2017
Cañar,4,15,-2.733333000000000,-78.83333300000000,05/01/2017
Chimborazo,12,44,-1.674347000000000,-78.64829400000001,05/01/2017
Cotopaxi,3,26,-0.9333330000000000,-78.61666700000001,05/01/2017
El Oro,10,52,-3.266667000000000,-79.96666700000000,05/01/2017
Esmeraldas,4,20,1.050000000000000,-79.20000000000000,05/01/2017
Galápagos,0,1,-0.7999999999999999,-89.40000000000001,05/01/2017
Guayas,61,283,-2.183333000000000,-79.88333299999999,05/01/2017
Imbabura,2,27,0.3626780000000000,-78.13066700000000,05/01/2017
Loja,5,19,-3.983333000000000,-79.20000000000000,05/01/2017
Los Ríos,14,61,-1.800000000000000,-79.53333300000000,05/01/2017
Manabí,23,87,-1.056181000000000,-80.45521700000000,05/01/2017
Morona Santiago,2,10,-2.300000000000000,-78.11666700000001,05/01/2017
Napo,0,6,-0.9890000000000000,-77.81590000000000,05/01/2017
Orellana,0,8,-0.4666670000000000,-76.96666700000000,05/01/2017
Otro,0,0,0,0,05/01/2017
Pastaza,1,3,-1.066667000000000,-78.00111099999999,05/01/2017
Pichincha,36,179,-0.2186110000000000,-78.50972200000000,05/01/2017
Santa Elena,1,18,-2.226700000000000,-80.85830000000000,05/01/2017
Sto. Domingo Tsáchilas,4,24,-0.2541670000000000,-79.17194400000000,05/01/2017
Sucumbíos,2,10,0.08472200000000002,-76.88277800000000,05/01/2017
Tungurahua,9,40,-1.241667000000000,-78.61972200000000,05/01/2017
Zamora Chinchipe,1,3,-4.120000000000000,-78.80000000000000,05/01/2017
Azuay,7,54,-2.897414000000000,-79.00448100000000,06/01/2017
Bolívar,0,13,-1.605556000000000,-79.00305600000000,06/01/2017
Carchi,1,8,0.8121800000000000,-77.71633000000000,06/01/2017
Cañar,2,17,-2.733333000000000,-78.83333300000000,06/01/2017
Chimborazo,12,56,-1.674347000000000,-78.64829400000001,06/01/2017
Cotopaxi,4,30,-0.9333330000000000,-78.61666700000001,06/01/2017
El Oro,11,63,-3.266667000000000,-79.96666700000000,06/01/2017
Esmeraldas,3,23,1.050000000000000,-79.20000000000000,06/01/2017
Galápagos,0,1,-0.7999999999999999,-89.40000000000001,06/01/2017
Guayas,62,345,-2.183333000000000,-79.88333299999999,06/01/2017
Imbabura,6,33,0.3626780000000000,-78.13066700000000,06/01/2017
Loja,6,25,-3.983333000000000,-79.20000000000000,06/01/2017
Los Ríos,8,69,-1.800000000000000,-79.53333300000000,06/01/2017
Manabí,19,106,-1.056181000000000,-80.45521700000000,06/01/2017
Morona Santiago,2,12,-2.300000000000000,-78.11666700000001,06/01/2017
Napo,1,7,-0.9890000000000000,-77.81590000000000,06/01/2017
Orellana,1,9,-0.4666670000000000,-76.96666700000000,06/01/2017
Otro,0,0,0,0,06/01/2017
Pastaza,1,4,-1.066667000000000,-78.00111099999999,06/01/2017
Pichincha,39,218,-0.2186110000000000,-78.50972200000000,06/01/2017
Santa Elena,4,22,-2.226700000000000,-80.85830000000000,06/01/2017
Sto. Domingo Tsáchilas,6,30,-0.2541670000000000,-79.17194400000000,06/01/2017
Sucumbíos,4,14,0.08472200000000002,-76.88277800000000,06/01/2017
Tungurahua,8,48,-1.241667000000000,-78.61972200000000,06/01/2017
Zamora Chinchipe,0,3,-4.120000000000000,-78.80000000000000,06/01/2017
Azuay,9,63,-2.897414000000000,-79.00448100000000,07/01/2017
Bolívar,0,13,-1.605556000000000,-79.00305600000000,07/01/2017
Carchi,1,9,0.8121800000000000,-77.71633000000000,07/01/2017
Cañar,2,19,-2.733333000000000,-78.83333300000000,07/01/2017
Chimborazo,7,63,-1.674347000000000,-78.64829400000001,07/01/2017
Cotopaxi,3,33,-0.9333330000000000,-78.61666700000001,07/01/2017
El Oro,6,69,-3.266667000000000,-79.96666700000000,07/01/2017
Esmeraldas,5,28,1.050000000000000,-79.20000000000000,07/01/2017
Galápagos,0,1,-0.7999999999999999,-89.40000000000001,07/01/2017
Guayas,55,400,-2.183333000000000,-79.88333299999999,07/01/2017
Imbabura,3,36,0.3626780000000000,-78.13066700000000,07/01/2017
Loja,9,34,-3.983333000000000,-79.20000000000000,07/01/2017
Los Ríos,5,74,-1.800000000000000,-79.53333300000000,07/01/2017
Manabí,20,126,-1.056181000000000,-80.45521700000000,07/01/2017
Morona Santiago,1,13,-2.300000000000000,-78.11666700000001,07/01/2017
Napo,1,8,-0.9890000000000000,-77.81590000000000,07/01/2017
Orellana,1,10,-0.4666670000000000,-76.96666700000000,07/01/2017
Otro,0,0,0,0,07/01/2017
Pastaza,0,4,-1.066667000000000,-78.00111099999999,07/01/2017
Pichincha,33,251,-0.2186110000000000,-78.50972200000000,07/01/2017
Santa Elena,3,25,-2.226700000000000,-80.85830000000000,07/01/2017
Sto. Domingo Tsáchilas,7,37,-0.2541670000000000,-79.17194400000000,07/01/2017
Sucumbíos,0,14,0.08472200000000002,-76.88277800000000,07/01/2017
Tungurahua,4,52,-1.241667000000000,-78.61972200000000,07/01/2017
Zamora Chinchipe,0,3,-4.120000000000000,-78.80000000000000,07/01/2017
Azuay,3,66,-2.897414000000000,-79.00448100000000,08/01/2017
Bolívar,3,16,-1.605556000000000,-79.00305600000000,08/01/2017
Carchi,0,9,0.8121800000000000,-77.71633000000000,08/01/2017
Cañar,3,22,-2.733333000000000,-78.83333300000000,08/01/2017
Chimborazo,8,71,-1.674347000000000,-78.64829400000001,08/01/2017
Cotopaxi,8,41,-0.9333330000000000,-78.61666700000001,08/01/2017
El Oro,7,76,-3.266667000000000,-79.96666700000000,08/01/2017
Esmeraldas,1,29,1.050000000000000,-79.20000000000000,08/01/2017
Galápagos,1,2,-0.7999999999999999,-89.40000000000001,08/01/2017
Guayas,47,447,-2.183333000000000,-79.88333299999999,08/01/2017
Imbabura,8,44,0.3626780000000000,-78.13066700000000,08/01/2017
Loja,4,38,-3.983333000000000,-79.20000000000000,08/01/2017
Los Ríos,9,83,-1.800000000000000,-79.53333300000000,08/01/2017
Manabí,16,142,-1.056181000000000,-80.45521700000000,08/01/2017
Morona Santiago,2,15,-2.300000000000000,-78.11666700000001,08/01/2017
Napo,2,10,-0.9890000000000000,-77.81590000000000,08/01/2017
Orellana,1,11,-0.4666670000000000,-76.96666700000000,08/01/2017
Otro,0,0,0,0,08/01/2017
Pastaza,2,6,-1.066667000000000,-78.00111099999999,08/01/2017
Pichincha,35,286,-0.2186110000000000,-78.50972200000000,08/01/2017
Santa Elena,4,29,-2.226700000000000,-80.85830000000000,08/01/2017
Sto. Domingo Tsáchilas,7,44,-0.2541670000000000,-79.17194400000000,08/01/2017
Sucumbíos,0,14,0.08472200000000002,-76.88277800000000,08/01/2017
Tungurahua,5,57,-1.241667000000000,-78.61972200000000,08/01/2017
Zamora Chinchipe,0,3,-4.120000000000000,-78.80000000000000,08/01/2017
Azuay,12,78,-2.897414000000000,-79.00448100000000,09/01/2017
Bolívar,3,19,-1.605556000000000,-79.00305600000000,09/01/2017
Carchi,2,11,0.8121800000000000,-77.71633000000000,09/01/2017
Cañar,3,25,-2.733333000000000,-78.83333300000000,09/01/2017
Chimborazo,5,76,-1.674347000000000,-78.64829400000001,09/01/2017
Cotopaxi,5,46,-0.9333330000000000,-78.61666700000001,09/01/2017
El Oro,5,81,-3.266667000000000,-79.96666700000000,09/01/2017
Esmeraldas,3,32,1.050000000000000,-79.20000000000000,09/01/2017
Galápagos,0,2,-0.7999999999999999,-89.40000000000001,09/01/2017
Guayas,53,500,-2.183333000000000,-79.88333299999999,09/01/2017
Imbabura,5,49,0.3626780000000000,-78.13066700000000,09/01/2017
Loja,10,48,-3.983333000000000,-79.20000000000000,09/01/2017
Los Ríos,9,92,-1.800000000000000,-79.53333300000000,09/01/2017
Manabí,13,155,-1.056181000000000,-80.45521700000000,09/01/2017
Morona Santiago,0,15,-2.300000000000000,-78.11666700000001,09/01/2017
Napo,1,11,-0.9890000000000000,-77.81590000000000,09/01/2017
Orellana,0,11,-0.4666670000000000,-76.96666700000000,09/01/2017
Otro,0,0,0,0,09/01/2017
Pastaza,1,7,-1.066667000000000,-78.00111099999999,09/01/2017
Pichincha,40,326,-0.2186110000000000,-78.50972200000000,09/01/2017
Santa Elena,1,30,-2.226700000000000,-80.85830000000000,09/01/2017
Sto. Domingo Tsáchilas,8,52,-0.2541670000000000,-79.17194400000000,09/01/2017
Sucumbíos,0,14,0.08472200000000002,-76.88277800000000,09/01/2017
Tungurahua,10,67,-1.241667000000000,-78.61972200000000,09/01/2017
Zamora Chinchipe,0,3,-4.120000000000000,-78.80000000000000,09/01/2017
Azuay,14,92,-2.897414000000000,-79.00448100000000,10/01/2017
Bolívar,3,22,-1.605556000000000,-79.00305600000000,10/01/2017
Carchi,2,13,0.8121800000000000,-77.71633000000000,10/01/2017
Cañar,0,25,-2.733333000000000,-78.83333300000000,10/01/2017
Chimborazo,11,87,-1.674347000000000,-78.64829400000001,10/01/2017
Cotopaxi,3,49,-0.9333330000000000,-78.61666700000001,10/01/2017
El Oro,7,88,-3.266667000000000,-79.96666700000000,10/01/2017
Esmeraldas,3,35,1.050000000000000,-79.20000000000000,10/01/2017
Galápagos,0,2,-0.7999999999999999,-89.40000000000001,10/01/2017
Guayas,60,560,-2.183333000000000,-79.88333299999999,10/01/2017
Imbabura,9,58,0.3626780000000000,-78.13066700000000,10/01/2017
Loja,13,61,-3.983333000000000,-79.20000000000000,10/01/2017
Los Ríos,11,103,-1.800000000000000,-79.53333300000000,10/01/2017
Manabí,10,165,-1.056181000000000,-80.45521700000000,10/01/2017
Morona Santiago,2,17,-2.300000000000000,-78.11666700000001,10/01/2017
Napo,0,11,-0.9890000000000000,-77.81590000000000,10/01/2017
Orellana,0,11,-0.4666670000000000,-76.96666700000000,10/01/2017
Otro,0,0,0,0,10/01/2017
Pastaza,1,8,-1.066667000000000,-78.00111099999999,10/01/2017
Pichincha,40,366,-0.2186110000000000,-78.50972200000000,10/01/2017
Santa Elena,2,32,-2.226700000000000,-80.85830000000000,10/01/2017
Sto. Domingo Tsáchilas,3,55,-0.2541670000000000,-79.17194400000000,10/01/2017
Sucumbíos,1,15,0.08472200000000002,-76.88277800000000,10/01/2017
Tungurahua,9,76,-1.241667000000000,-78.61972200000000,10/01/2017
Zamora Chinchipe,0,3,-4.120000000000000,-78.80000000000000,10/01/2017
Azuay,12,104,-2.897414000000000,-79.00448100000000,11/01/2017
Bolívar,0,22,-1.605556000000000,-79.00305600000000,11/01/2017
Carchi,2,15,0.8121800000000000,-77.71633000000000,11/01/2017
Cañar,3,28,-2.733333000000000,-78.83333300000000,11/01/2017
Chimborazo,8,95,-1.674347000000000,-78.64829400000001,11/01/2017
Cotopaxi,3,52,-0.9333330000000000,-78.61666700000001,11/01/2017
El Oro,8,96,-3.266667000000000,-79.96666700000000,11/01/2017
Esmeraldas,2,37,1.050000000000000,-79.20000000000000,11/01/2017
Galápagos,0,2,-0.7999999999999999,-89.40000000000001,11/01/2017
Guayas,61,621,-2.183333000000000,-79.88333299999999,11/01/2017
Imbabura,7,65,0.3626780000000000,-78.13066700000000,11/01/2017
Loja,8,69,-3.983333000000000,-79.20000000000000,11/01/2017
Los Ríos,10,113,-1.800000000000000,-79.53333300000000,11/01/2017
Manabí,26,191,-1.056181000000000,-80.45521700000000,11/01/2017
Morona Santiago,2,19,-2.300000000000000,-78.11666700000001,11/01/2017
Napo,1,12,-0.9890000000000000,-77.81590000000000,11/01/2017
Orellana,2,13,-0.4666670000000000,-76.96666700000000,11/01/2017
Otro,0,0,0,0,11/01/2017
Pastaza,0,8,-1.066667000000000,-78.00111099999999,11/01/2017
Pichincha,33,399,-0.2186110000000000,-78.50972200000000,11/01/2017
Santa Elena,5,37,-2.226700000000000,-80.85830000000000,11/01/2017
Sto. Domingo Tsáchilas,9,64,-0.2541670000000000,-79.17194400000000,11/01/2017
Sucumbíos,3,18,0.08472200000000002,-76.88277800000000,11/01/2017
Tungurahua,8,84,-1.241667000000000,-78.61972200000000,11/01/2017
Zamora Chinchipe,0,3,-4.120000000000000,-78.80000000000000,11/01/2017
Azuay,13,117,-2.897414000000000,-79.00448100000000,12/01/2017
Bolívar,3,25,-1.605556000000000,-79.00305600000000,12/01/2017
Carchi,1,16,0.8121800000000000,-77.71633000000000,12/01/2017
Cañar,7,35,-2.733333000000000,-78.83333300000000,12/01/2017
Chimborazo,6,101,-1.674347000000000,-78.64829400000001,12/01/2017
Cotopaxi,9,61,-0.9333330000000000,-78.61666700000001,12/01/2017
El Oro,10,106,-3.266667000000000,-79.96666700000000,12/01/2017
Esmeraldas,3,40,1.050000000000000,-79.20000000000000,12/01/2017
Galápagos,0,2,-0.7999999999999999,-89.40000000000001,12/01/2017
Guayas,57,678,-2.183333000000000,-79.88333299999999,12/01/2017
Imbabura,8,73,0.3626780000000000,-78.13066700000000,12/01/2017
Loja,5,74,-3.983333000000000,-79.20000000000000,12/01/2017
Los Ríos,8,121,-1.800000000000000,-79.53333300000000,12/01/2017
Manabí,18,209,-1.056181000000000,-80.45521700000000,12/01/2017
Morona Santiago,0,19,-2.300000000000000,-78.11666700000001,12/01/2017
Napo,1,13,-0.9890000000000000,-77.81590000000000,12/01/2017
Orellana,1,14,-0.4666670000000000,-76.96666700000000,12/01/2017
Otro,0,0,0,0,12/01/2017
Pastaza,1,9,-1.066667000000000,-78.00111099999999,12/01/2017
Pichincha,35,434,-0.2186110000000000,-78.50972200000000,12/01/2017
Santa Elena,9,46,-2.226700000000000,-80.85830000000000,12/01/2017
Sto. Domingo Tsáchilas,8,72,-0.2541670000000000,-79.17194400000000,12/01/2017
Sucumbíos,0,18,0.08472200000000002,-76.88277800000000,12/01/2017
Tungurahua,8,92,-1.241667000000000,-78.61972200000000,12/01/2017
Zamora Chinchipe,0,3,-4.120000000000000,-78.80000000000000,12/01/2017
Azuay,7,124,-2.897414000000000,-79.00448100000000,13/01/2017
Bolívar,0,25,-1.605556000000000,-79.00305600000000,13/01/2017
Carchi,1,17,0.8121800000000000,-77.71633000000000,13/01/2017
Cañar,0,35,-2.733333000000000,-78.83333300000000,13/01/2017
Chimborazo,5,106,-1.674347000000000,-78.64829400000001,13/01/2017
Cotopaxi,1,62,-0.9333330000000000,-78.61666700000001,13/01/2017
El Oro,7,113,-3.266667000000000,-79.96666700000000,13/01/2017
Esmeraldas,2,42,1.050000000000000,-79.20000000000000,13/01/2017
Galápagos,0,2,-0.7999999999999999,-89.40000000000001,13/01/2017
Guayas,91,769,-2.183333000000000,-79.88333299999999,13/01/2017
Imbabura,8,81,0.3626780000000000,-78.13066700000000,13/01/2017
Loja,11,85,-3.983333000000000,-79.20000000000000,13/01/2017
Los Ríos,8,129,-1.800000000000000,-79.53333300000000,13/01/2017
Manabí,14,223,-1.056181000000000,-80.45521700000000,13/01/2017
Morona Santiago,0,19,-2.300000000000000,-78.11666700000001,13/01/2017
Napo,0,13,-0.9890000000000000,-77.81590000000000,13/01/2017
Orellana,1,15,-0.4666670000000000,-76.96666700000000,13/01/2017
Otro,0,0,0,0,13/01/2017
Pastaza,0,9,-1.066667000000000,-78.00111099999999,13/01/2017
Pichincha,46,480,-0.2186110000000000,-78.50972200000000,13/01/2017
Santa Elena,2,48,-2.226700000000000,-80.85830000000000,13/01/2017
Sto. Domingo Tsáchilas,4,76,-0.2541670000000000,-79.17194400000000,13/01/2017
Sucumbíos,4,22,0.08472200000000002,-76.88277800000000,13/01/2017
Tungurahua,8,100,-1.241667000000000,-78.61972200000000,13/01/2017
Zamora Chinchipe,0,3,-4.120000000000000,-78.80000000000000,13/01/2017
Azuay,21,145,-2.897414000000000,-79.00448100000000,14/01/2017
Bolívar,0,25,-1.605556000000000,-79.00305600000000,14/01/2017
Carchi,4,21,0.8121800000000000,-77.71633000000000,14/01/2017
Cañar,2,37,-2.733333000000000,-78.83333300000000,14/01/2017
Chimborazo,3,109,-1.674347000000000,-78.64829400000001,14/01/2017
Cotopaxi,10,72,-0.9333330000000000,-78.61666700000001,14/01/2017
El Oro,3,116,-3.266667000000000,-79.96666700000000,14/01/2017
Esmeraldas,5,47,1.050000000000000,-79.20000000000000,14/01/2017
Galápagos,0,2,-0.7999999999999999,-89.40000000000001,14/01/2017
Guayas,47,816,-2.183333000000000,-79.88333299999999,14/01/2017
Imbabura,2,83,0.3626780000000000,-78.13066700000000,14/01/2017
Loja,5,90,-3.983333000000000,-79.20000000000000,14/01/2017
Los Ríos,13,142,-1.800000000000000,-79.53333300000000,14/01/2017
Manabí,22,245,-1.056181000000000,-80.45521700000000,14/01/2017
Morona Santiago,3,22,-2.300000000000000,-78.11666700000001,14/01/2017
Napo,0,13,-0.9890000000000000,-77.81590000000000,14/01/2017
Orellana,0,15,-0.4666670000000000,-76.96666700000000,14/01/2017
Otro,0,0,0,0,14/01/2017
Pastaza,0,9,-1.066667000000000,-78.00111099999999,14/01/2017
Pichincha,36,516,-0.2186110000000000,-78.50972200000000,14/01/2017
Santa Elena,1,49,-2.226700000000000,-80.85830000000000,14/01/2017
Sto. Domingo Tsáchilas,6,82,-0.2541670000000000,-79.17194400000000,14/01/2017
Sucumbíos,0,22,0.08472200000000002,-76.88277800000000,14/01/2017
Tungurahua,9,109,-1.241667000000000,-78.61972200000000,14/01/2017
Zamora Chinchipe,0,3,-4.120000000000000,-78.80000000000000,14/01/2017
Azuay,8,153,-2.897414000000000,-79.00448100000000,15/01/2017
Bolívar,0,25,-1.605556000000000,-79.00305600000000,15/01/2017
Carchi,3,24,0.8121800000000000,-77.71633000000000,15/01/2017
Cañar,0,37,-2.733333000000000,-78.83333300000000,15/01/2017
Chimborazo,14,123,-1.674347000000000,-78.64829400000001,15/01/2017
Cotopaxi,5,77,-0.9333330000000000,-78.61666700000001,15/01/2017
El Oro,4,120,-3.266667000000000,-79.96666700000000,15/01/2017
Esmeraldas,3,50,1.050000000000000,-79.20000000000000,15/01/2017
Galápagos,0,2,-0.7999999999999999,-89.40000000000001,15/01/2017
Guayas,51,867,-2.183333000000000,-79.88333299999999,15/01/2017
Imbabura,5,88,0.3626780000000000,-78.13066700000000,15/01/2017
Loja,6,96,-3.983333000000000,-79.20000000000000,15/01/2017
Los Ríos,8,150,-1.800000000000000,-79.53333300000000,15/01/2017
Manabí,13,258,-1.056181000000000,-80.45521700000000,15/01/2017
Morona Santiago,1,23,-2.300000000000000,-78.11666700000001,15/01/2017
Napo,3,16,-0.9890000000000000,-77.81590000000000,15/01/2017
Orellana,1,16,-0.4666670000000000,-76.96666700000000,15/01/2017
Otro,0,0,0,0,15/01/2017
Pastaza,1,10,-1.066667000000000,-78.00111099999999,15/01/2017
Pichincha,43,559,-0.2186110000000000,-78.50972200000000,15/01/2017
Santa Elena,2,51,-2.226700000000000,-80.85830000000000,15/01/2017
Sto. Domingo Tsáchilas,10,92,-0.2541670000000000,-79.17194400000000,15/01/2017
Sucumbíos,5,27,0.08472200000000002,-76.88277800000000,15/01/2017
Tungurahua,3,112,-1.241667000000000,-78.61972200000000,15/01/2017
Zamora Chinchipe,0,3,-4.120000000000000,-78.80000000000000,15/01/2017
Azuay,4,157,-2.897414000000000,-79.00448100000000,16/01/2017
Bolívar,4,29,-1.605556000000000,-79.00305600000000,16/01/2017
Carchi,3,27,0.8121800000000000,-77.71633000000000,16/01/2017
Cañar,3,40,-2.733333000000000,-78.83333300000000,16/01/2017
Chimborazo,1,124,-1.674347000000000,-78.64829400000001,16/01/2017
Cotopaxi,6,83,-0.9333330000000000,-78.61666700000001,16/01/2017
El Oro,11,131,-3.266667000000000,-79.96666700000000,16/01/2017
Esmeraldas,12,62,1.050000000000000,-79.20000000000000,16/01/2017
Galápagos,0,2,-0.7999999999999999,-89.40000000000001,16/01/2017
Guayas,65,932,-2.183333000000000,-79.88333299999999,16/01/2017
Imbabura,7,95,0.3626780000000000,-78.13066700000000,16/01/2017
Loja,7,103,-3.983333000000000,-79.20000000000000,16/01/2017
Los Ríos,7,157,-1.800000000000000,-79.53333300000000,16/01/2017
Manabí,15,273,-1.056181000000000,-80.45521700000000,16/01/2017
Morona Santiago,0,23,-2.300000000000000,-78.11666700000001,16/01/2017
Napo,0,16,-0.9890000000000000,-77.81590000000000,16/01/2017
Orellana,2,18,-0.4666670000000000,-76.96666700000000,16/01/2017
Otro,0,0,0,0,16/01/2017
Pastaza,0,10,-1.066667000000000,-78.00111099999999,16/01/2017
Pichincha,42,601,-0.2186110000000000,-78.50972200000000,16/01/2017
Santa Elena,5,56,-2.226700000000000,-80.85830000000000,16/01/2017
