provincia,total,acumuladas,lat,lng,created_at
Napo,1,177,-0.9890000000000000,-77.81590000000000,27/06/2017
Orellana,0,179,-0.4666670000000000,-76.96666700000000,27/06/2017
Otro,0,2,0,0,27/06/2017
Pastaza,0,138,-1.066667000000000,-78.00111099999999,27/06/2017
Pichincha,37,6171,-0.2186110000000000,-78.50972200000000,27/06/2017
Santa Elena,3,720,-2.226700000000000,-80.85830000000000,27/06/2017
Sto. Domingo Tsáchilas,3,976,-0.2541670000000000,-79.17194400000000,27/06/2017
Sucumbíos,1,298,0.08472200000000002,-76.88277800000000,27/06/2017
Tungurahua,6,1359,-1.241667000000000,-78.61972200000000,27/06/2017
Zamora Chinchipe,0,112,-4.120000000000000,-78.80000000000000,27/06/2017
Azuay,11,1921,-2.897414000000000,-79.00448100000000,28/06/2017
Bolívar,1,400,-1.605556000000000,-79.00305600000000,28/06/2017
Carchi,1,331,0.8121800000000000,-77.71633000000000,28/06/2017
Cañar,4,541,-2.733333000000000,-78.83333300000000,28/06/2017
Chimborazo,6,1214,-1.674347000000000,-78.64829400000001,28/06/2017
Cotopaxi,9,933,-0.9333330000000000,-78.61666700000001,28/06/2017
El Oro,7,1440,-3.266667000000000,-79.96666700000000,28/06/2017
Esmeraldas,2,736,1.050000000000000,-79.20000000000000,28/06/2017
Galápagos,0,25,-0.7999999999999999,-89.40000000000001,28/06/2017
Guayas,51,10706,-2.183333000000000,-79.88333299999999,28/06/2017
Imbabura,5,1025,0.3626780000000000,-78.13066700000000,28/06/2017
Loja,7,1158,-3.983333000000000,-79.20000000000000,28/06/2017
Los Ríos,15,1726,-1.800000000000000,-79.53333300000000,28/06/2017
Manabí,14,3094,-1.056181000000000,-80.45521700000000,28/06/2017
Morona Santiago,4,234,-2.300000000000000,-78.11666700000001,28/06/2017
Napo,0,177,-0.9890000000000000,-77.81590000000000,28/06/2017
Orellana,1,180,-0.4666670000000000,-76.96666700000000,28/06/2017
Otro,0,2,0,0,28/06/2017
Pastaza,0,138,-1.066667000000000,-78.00111099999999,28/06/2017
Pichincha,36,6207,-0.2186110000000000,-78.50972200000000,28/06/2017
Santa Elena,2,722,-2.226700000000000,-80.85830000000000,28/06/2017
Sto. Domingo Tsáchilas,7,983,-0.2541670000000000,-79.17194400000000,28/06/2017
Sucumbíos,1,299,0.08472200000000002,-76.88277800000000,28/06/2017
Tungurahua,9,1368,-1.241667000000000,-78.61972200000000,28/06/2017
Zamora Chinchipe,1,113,-4.120000000000000,-78.80000000000000,28/06/2017
Azuay,6,1927,-2.897414000000000,-79.00448100000000,29/06/2017
Bolívar,7,407,-1.605556000000000,-79.00305600000000,29/06/2017
Carchi,1,332,0.8121800000000000,-77.71633000000000,29/06/2017
Cañar,3,544,-2.733333000000000,-78.83333300000000,29/06/2017
Chimborazo,10,1224,-1.674347000000000,-78.64829400000001,29/06/2017
Cotopaxi,5,938,-0.9333330000000000,-78.61666700000001,29/06/2017
El Oro,9,1449,-3.266667000000000,-79.96666700000000,29/06/2017
Esmeraldas,4,740,1.050000000000000,-79.20000000000000,29/06/2017
Galápagos,0,25,-0.7999999999999999,-89.40000000000001,29/06/2017
Guayas,58,10764,-2.183333000000000,-79.88333299999999,29/06/2017
Imbabura,7,1032,0.3626780000000000,-78.13066700000000,29/06/2017
Loja,7,1165,-3.983333000000000,-79.20000000000000,29/06/2017
Los Ríos,9,1735,-1.800000000000000,-79.53333300000000,29/06/2017
Manabí,13,3107,-1.056181000000000,-80.45521700000000,29/06/2017
Morona Santiago,0,234,-2.300000000000000,-78.11666700000001,29/06/2017
Napo,1,178,-0.9890000000000000,-77.81590000000000,29/06/2017
Orellana,1,181,-0.4666670000000000,-76.96666700000000,29/06/2017
Otro,0,2,0,0,29/06/2017
Pastaza,1,139,-1.066667000000000,-78.00111099999999,29/06/2017
Pichincha,35,6242,-0.2186110000000000,-78.50972200000000,29/06/2017
Santa Elena,4,726,-2.226700000000000,-80.85830000000000,29/06/2017
Sto. Domingo Tsáchilas,5,988,-0.2541670000000000,-79.17194400000000,29/06/2017
Sucumbíos,1,300,0.08472200000000002,-76.88277800000000,29/06/2017
Tungurahua,9,1377,-1.241667000000000,-78.61972200000000,29/06/2017
Zamora Chinchipe,0,113,-4.120000000000000,-78.80000000000000,29/06/2017
Azuay,13,1940,-2.897414000000000,-79.00448100000000,30/06/2017
Bolívar,0,407,-1.605556000000000,-79.00305600000000,30/06/2017
Carchi,2,334,0.8121800000000000,-77.71633000000000,30/06/2017
Cañar,1,545,-2.733333000000000,-78.83333300000000,30/06/2017
Chimborazo,5,1229,-1.674347000000000,-78.64829400000001,30/06/2017
Cotopaxi,5,943,-0.9333330000000000,-78.61666700000001,30/06/2017
El Oro,6,1455,-3.266667000000000,-79.96666700000000,30/06/2017
Esmeraldas,4,744,1.050000000000000,-79.20000000000000,30/06/2017
Galápagos,0,25,-0.7999999999999999,-89.40000000000001,30/06/2017
Guayas,48,10812,-2.183333000000000,-79.88333299999999,30/06/2017
Imbabura,10,1042,0.3626780000000000,-78.13066700000000,30/06/2017
Loja,6,1171,-3.983333000000000,-79.20000000000000,30/06/2017
Los Ríos,11,1746,-1.800000000000000,-79.53333300000000,30/06/2017
Manabí,13,3120,-1.056181000000000,-80.45521700000000,30/06/2017
Morona Santiago,3,237,-2.300000000000000,-78.11666700000001,30/06/2017
Napo,1,179,-0.9890000000000000,-77.81590000000000,30/06/2017
Orellana,0,181,-0.4666670000000000,-76.96666700000000,30/06/2017
Otro,0,2,0,0,30/06/2017
Pastaza,0,139,-1.066667000000000,-78.00111099999999,30/06/2017
Pichincha,42,6284,-0.2186110000000000,-78.50972200000000,30/06/2017
Santa Elena,0,726,-2.226700000000000,-80.85830000000000,30/06/2017
Sto. Domingo Tsáchilas,5,993,-0.2541670000000000,-79.17194400000000,30/06/2017
Sucumbíos,3,303,0.08472200000000002,-76.88277800000000,30/06/2017
Tungurahua,6,1383,-1.241667000000000,-78.61972200000000,30/06/2017
Zamora Chinchipe,2,115,-4.120000000000000,-78.80000000000000,30/06/2017
Azuay,12,1952,-2.897414000000000,-79.00448100000000,01/07/2017
Bolívar,4,411,-1.605556000000000,-79.00305600000000,01/07/2017
Carchi,1,335,0.8121800000000000,-77.71633000000000,01/07/2017
Cañar,4,549,-2.733333000000000,-78.83333300000000,01/07/2017
Chimborazo,4,1233,-1.674347000000000,-78.64829400000001,01/07/2017
Cotopaxi,8,951,-0.9333330000000000,-78.61666700000001,01/07/2017
El Oro,9,1464,-3.266667000000000,-79.96666700000000,01/07/2017
Esmeraldas,5,749,1.050000000000000,-79.20000000000000,01/07/2017
Galápagos,0,25,-0.7999999999999999,-89.40000000000001,01/07/2017
Guayas,44,10856,-2.183333000000000,-79.88333299999999,01/07/2017
Imbabura,6,1048,0.3626780000000000,-78.13066700000000,01/07/2017
Loja,4,1175,-3.983333000000000,-79.20000000000000,01/07/2017
Los Ríos,13,1759,-1.800000000000000,-79.53333300000000,01/07/2017
Manabí,18,3138,-1.056181000000000,-80.45521700000000,01/07/2017
Morona Santiago,0,237,-2.300000000000000,-78.11666700000001,01/07/2017
Napo,0,179,-0.9890000000000000,-77.81590000000000,01/07/2017
Orellana,1,182,-0.4666670000000000,-76.96666700000000,01/07/2017
Otro,0,2,0,0,01/07/2017
Pastaza,0,139,-1.066667000000000,-78.00111099999999,01/07/2017
Pichincha,37,6321,-0.2186110000000000,-78.50972200000000,01/07/2017
Santa Elena,1,727,-2.226700000000000,-80.85830000000000,01/07/2017
Sto. Domingo Tsáchilas,5,998,-0.2541670000000000,-79.17194400000000,01/07/2017
Sucumbíos,2,305,0.08472200000000002,-76.88277800000000,01/07/2017
Tungurahua,7,1390,-1.241667000000000,-78.61972200000000,01/07/2017
Zamora Chinchipe,0,115,-4.120000000000000,-78.80000000000000,01/07/2017
Azuay,12,1964,-2.897414000000000,-79.00448100000000,02/07/2017
Bolívar,1,412,-1.605556000000000,-79.00305600000000,02/07/2017
Carchi,4,339,0.8121800000000000,-77.71633000000000,02/07/2017
Cañar,4,553,-2.733333000000000,-78.83333300000000,02/07/2017
Chimborazo,6,1239,-1.674347000000000,-78.64829400000001,02/07/2017
Cotopaxi,8,959,-0.9333330000000000,-78.61666700000001,02/07/2017
El Oro,8,1472,-3.266667000000000,-79.96666700000000,02/07/2017
Esmeraldas,2,751,1.050000000000000,-79.20000000000000,02/07/2017
Galápagos,1,26,-0.7999999999999999,-89.40000000000001,02/07/2017
Guayas,62,10918,-2.183333000000000,-79.88333299999999,02/07/2017
Imbabura,4,1052,0.3626780000000000,-78.13066700000000,02/07/2017
Loja,7,1182,-3.983333000000000,-79.20000000000000,02/07/2017
Los Ríos,11,1770,-1.800000000000000,-79.53333300000000,02/07/2017
Manabí,11,3149,-1.056181000000000,-80.45521700000000,02/07/2017
Morona Santiago,1,238,-2.300000000000000,-78.11666700000001,02/07/2017
Napo,2,181,-0.9890000000000000,-77.81590000000000,02/07/2017
Orellana,0,182,-0.4666670000000000,-76.96666700000000,02/07/2017
Otro,0,2,0,0,02/07/2017
Pastaza,0,139,-1.066667000000000,-78.00111099999999,02/07/2017
Pichincha,31,6352,-0.2186110000000000,-78.50972200000000,02/07/2017
Santa Elena,6,733,-2.226700000000000,-80.85830000000000,02/07/2017
Sto. Domingo Tsáchilas,8,1006,-0.2541670000000000,-79.17194400000000,02/07/2017
Sucumbíos,2,307,0.08472200000000002,-76.88277800000000,02/07/2017
Tungurahua,13,1403,-1.241667000000000,-78.61972200000000,02/07/2017
Zamora Chinchipe,1,116,-4.120000000000000,-78.80000000000000,02/07/2017
Azuay,8,1972,-2.897414000000000,-79.00448100000000,03/07/2017
Bolívar,2,414,-1.605556000000000,-79.00305600000000,03/07/2017
Carchi,0,339,0.8121800000000000,-77.71633000000000,03/07/2017
Cañar,4,557,-2.733333000000000,-78.83333300000000,03/07/2017
Chimborazo,7,1246,-1.674347000000000,-78.64829400000001,03/07/2017
Cotopaxi,2,961,-0.9333330000000000,-78.61666700000001,03/07/2017
El Oro,8,1480,-3.266667000000000,-79.96666700000000,03/07/2017
Esmeraldas,5,756,1.050000000000000,-79.20000000000000,03/07/2017
Galápagos,0,26,-0.7999999999999999,-89.40000000000001,03/07/2017
Guayas,72,10990,-2.183333000000000,-79.88333299999999,03/07/2017
Imbabura,3,1055,0.3626780000000000,-78.13066700000000,03/07/2017
Loja,10,1192,-3.983333000000000,-79.20000000000000,03/07/2017
Los Ríos,11,1781,-1.800000000000000,-79.53333300000000,03/07/2017
Manabí,11,3160,-1.056181000000000,-80.45521700000000,03/07/2017
Morona Santiago,1,239,-2.300000000000000,-78.11666700000001,03/07/2017
Napo,2,183,-0.9890000000000000,-77.81590000000000,03/07/2017
Orellana,1,183,-0.4666670000000000,-76.96666700000000,03/07/2017
Otro,0,2,0,0,03/07/2017
Pastaza,0,139,-1.066667000000000,-78.00111099999999,03/07/2017
Pichincha,43,6395,-0.2186110000000000,-78.50972200000000,03/07/2017
Santa Elena,3,736,-2.226700000000000,-80.85830000000000,03/07/2017
Sto. Domingo Tsáchilas,2,1008,-0.2541670000000000,-79.17194400000000,03/07/2017
Sucumbíos,2,309,0.08472200000000002,-76.88277800000000,03/07/2017
Tungurahua,11,1414,-1.241667000000000,-78.61972200000000,03/07/2017
Zamora Chinchipe,0,116,-4.120000000000000,-78.80000000000000,03/07/2017
Azuay,12,1984,-2.897414000000000,-79.00448100000000,04/07/2017
Bolívar,1,415,-1.605556000000000,-79.00305600000000,04/07/2017
Carchi,0,339,0.8121800000000000,-77.71633000000000,04/07/2017
Cañar,2,559,-2.733333000000000,-78.83333300000000,04/07/2017
Chimborazo,3,1249,-1.674347000000000,-78.64829400000001,04/07/2017
Cotopaxi,9,970,-0.9333330000000000,-78.61666700000001,04/07/2017
El Oro,3,1483,-3.266667000000000,-79.96666700000000,04/07/2017
Esmeraldas,5,761,1.050000000000000,-79.20000000000000,04/07/2017
Galápagos,1,27,-0.7999999999999999,-89.40000000000001,04/07/2017
Guayas,57,11047,-2.183333000000000,-79.88333299999999,04/07/2017
Imbabura,12,1067,0.3626780000000000,-78.13066700000000,04/07/2017
Loja,7,1199,-3.983333000000000,-79.20000000000000,04/07/2017
Los Ríos,8,1789,-1.800000000000000,-79.53333300000000,04/07/2017
Manabí,17,3177,-1.056181000000000,-80.45521700000000,04/07/2017
Morona Santiago,2,241,-2.300000000000000,-78.11666700000001,04/07/2017
Napo,1,184,-0.9890000000000000,-77.81590000000000,04/07/2017
Orellana,3,186,-0.4666670000000000,-76.96666700000000,04/07/2017
Otro,0,2,0,0,04/07/2017
Pastaza,1,140,-1.066667000000000,-78.00111099999999,04/07/2017
Pichincha,35,6430,-0.2186110000000000,-78.50972200000000,04/07/2017
Santa Elena,3,739,-2.226700000000000,-80.85830000000000,04/07/2017
Sto. Domingo Tsáchilas,6,1014,-0.2541670000000000,-79.17194400000000,04/07/2017
Sucumbíos,2,311,0.08472200000000002,-76.88277800000000,04/07/2017
Tungurahua,8,1422,-1.241667000000000,-78.61972200000000,04/07/2017
Zamora Chinchipe,0,116,-4.120000000000000,-78.80000000000000,04/07/2017
Azuay,10,1994,-2.897414000000000,-79.00448100000000,05/07/2017
Bolívar,3,418,-1.605556000000000,-79.00305600000000,05/07/2017
Carchi,2,341,0.8121800000000000,-77.71633000000000,05/07/2017
Cañar,2,561,-2.733333000000000,-78.83333300000000,05/07/2017
Chimborazo,7,1256,-1.674347000000000,-78.64829400000001,05/07/2017
Cotopaxi,8,978,-0.9333330000000000,-78.61666700000001,05/07/2017
El Oro,11,1494,-3.266667000000000,-79.96666700000000,05/07/2017
Esmeraldas,9,770,1.050000000000000,-79.20000000000000,05/07/2017
Galápagos,0,27,-0.7999999999999999,-89.40000000000001,05/07/2017
Guayas,46,11093,-2.183333000000000,-79.88333299999999,05/07/2017
Imbabura,8,1075,0.3626780000000000,-78.13066700000000,05/07/2017
Loja,9,1208,-3.983333000000000,-79.20000000000000,05/07/2017
Los Ríos,15,1804,-1.800000000000000,-79.53333300000000,05/07/2017
Manabí,15,3192,-1.056181000000000,-80.45521700000000,05/07/2017
Morona Santiago,1,242,-2.300000000000000,-78.11666700000001,05/07/2017
Napo,2,186,-0.9890000000000000,-77.81590000000000,05/07/2017
Orellana,1,187,-0.4666670000000000,-76.96666700000000,05/07/2017
Otro,0,2,0,0,05/07/2017
Pastaza,0,140,-1.066667000000000,-78.00111099999999,05/07/2017
Pichincha,34,6464,-0.2186110000000000,-78.50972200000000,05/07/2017
Santa Elena,2,741,-2.226700000000000,-80.85830000000000,05/07/2017
Sto. Domingo Tsáchilas,3,1017,-0.2541670000000000,-79.17194400000000,05/07/2017
Sucumbíos,1,312,0.08472200000000002,-76.88277800000000,05/07/2017
Tungurahua,7,1429,-1.241667000000000,-78.61972200000000,05/07/2017
Zamora Chinchipe,1,117,-4.120000000000000,-78.80000000000000,05/07/2017
Azuay,11,2005,-2.897414000000000,-79.00448100000000,06/07/2017
Bolívar,0,418,-1.605556000000000,-79.00305600000000,06/07/2017
Carchi,1,342,0.8121800000000000,-77.71633000000000,06/07/2017
Cañar,2,563,-2.733333000000000,-78.83333300000000,06/07/2017
Chimborazo,5,1261,-1.674347000000000,-78.64829400000001,06/07/2017
Cotopaxi,4,982,-0.9333330000000000,-78.61666700000001,06/07/2017
El Oro,7,1501,-3.266667000000000,-79.96666700000000,06/07/2017
Esmeraldas,1,771,1.050000000000000,-79.20000000000000,06/07/2017
Galápagos,0,27,-0.7999999999999999,-89.40000000000001,06/07/2017
Guayas,41,11134,-2.183333000000000,-79.88333299999999,06/07/2017
Imbabura,1,1076,0.3626780000000000,-78.13066700000000,06/07/2017
Loja,6,1214,-3.983333000000000,-79.20000000000000,06/07/2017
Los Ríos,5,1809,-1.800000000000000,-79.53333300000000,06/07/2017
Manabí,16,3208,-1.056181000000000,-80.45521700000000,06/07/2017
Morona Santiago,2,244,-2.300000000000000,-78.11666700000001,06/07/2017
Napo,0,186,-0.9890000000000000,-77.81590000000000,06/07/2017
Orellana,1,188,-0.4666670000000000,-76.96666700000000,06/07/2017
Otro,0,2,0,0,06/07/2017
Pastaza,0,140,-1.066667000000000,-78.00111099999999,06/07/2017
Pichincha,28,6492,-0.2186110000000000,-78.50972200000000,06/07/2017
Santa Elena,2,743,-2.226700000000000,-80.85830000000000,06/07/2017
Sto. Domingo Tsáchilas,4,1021,-0.2541670000000000,-79.17194400000000,06/07/2017
Sucumbíos,4,316,0.08472200000000002,-76.88277800000000,06/07/2017
Tungurahua,9,1438,-1.241667000000000,-78.61972200000000,06/07/2017
Zamora Chinchipe,1,118,-4.120000000000000,-78.80000000000000,06/07/2017
Azuay,11,2016,-2.897414000000000,-79.00448100000000,07/07/2017
Bolívar,1,419,-1.605556000000000,-79.00305600000000,07/07/2017
Carchi,2,344,0.8121800000000000,-77.71633000000000,07/07/2017
Cañar,1,564,-2.733333000000000,-78.83333300000000,07/07/2017
Chimborazo,3,1264,-1.674347000000000,-78.64829400000001,07/07/2017
Cotopaxi,6,988,-0.9333330000000000,-78.61666700000001,07/07/2017
El Oro,7,1508,-3.266667000000000,-79.96666700000000,07/07/2017
Esmeraldas,4,775,1.050000000000000,-79.20000000000000,07/07/2017
Galápagos,0,27,-0.7999999999999999,-89.40000000000001,07/07/2017
Guayas,50,11184,-2.183333000000000,-79.88333299999999,07/07/2017
Imbabura,10,1086,0.3626780000000000,-78.13066700000000,07/07/2017
Loja,5,1219,-3.983333000000000,-79.20000000000000,07/07/2017
Los Ríos,9,1818,-1.800000000000000,-79.53333300000000,07/07/2017
Manabí,16,3224,-1.056181000000000,-80.45521700000000,07/07/2017
Morona Santiago,2,246,-2.300000000000000,-78.11666700000001,07/07/2017
Napo,2,188,-0.9890000000000000,-77.81590000000000,07/07/2017
Orellana,0,188,-0.4666670000000000,-76.96666700000000,07/07/2017
Otro,0,2,0,0,07/07/2017
Pastaza,0,140,-1.066667000000000,-78.00111099999999,07/07/2017
Pichincha,32,6524,-0.2186110000000000,-78.50972200000000,07/07/2017
Santa Elena,2,745,-2.226700000000000,-80.85830000000000,07/07/2017
Sto. Domingo Tsáchilas,4,1025,-0.2541670000000000,-79.17194400000000,07/07/2017
Sucumbíos,2,318,0.08472200000000002,-76.88277800000000,07/07/2017
Tungurahua,6,1444,-1.241667000000000,-78.61972200000000,07/07/2017
Zamora Chinchipe,0,118,-4.120000000000000,-78.80000000000000,07/07/2017
Azuay,12,2028,-2.897414000000000,-79.00448100000000,08/07/2017
Bolívar,0,419,-1.605556000000000,-79.00305600000000,08/07/2017
Carchi,3,347,0.8121800000000000,-77.71633000000000,08/07/2017
Cañar,1,565,-2.733333000000000,-78.83333300000000,08/07/2017
Chimborazo,5,1269,-1.674347000000000,-78.64829400000001,08/07/2017
Cotopaxi,1,989,-0.9333330000000000,-78.61666700000001,08/07/2017
El Oro,11,1519,-3.266667000000000,-79.96666700000000,08/07/2017
Esmeraldas,4,779,1.050000000000000,-79.20000000000000,08/07/2017
Galápagos,0,27,-0.7999999999999999,-89.40000000000001,08/07/2017
Guayas,43,11227,-2.183333000000000,-79.88333299999999,08/07/2017
Imbabura,9,1095,0.3626780000000000,-78.13066700000000,08/07/2017
Loja,7,1226,-3.983333000000000,-79.20000000000000,08/07/2017
Los Ríos,10,1828,-1.800000000000000,-79.53333300000000,08/07/2017
Manabí,19,3243,-1.056181000000000,-80.45521700000000,08/07/2017
Morona Santiago,0,246,-2.300000000000000,-78.11666700000001,08/07/2017
Napo,0,188,-0.9890000000000000,-77.81590000000000,08/07/2017
Orellana,1,189,-0.4666670000000000,-76.96666700000000,08/07/2017
Otro,0,2,0,0,08/07/2017
Pastaza,0,140,-1.066667000000000,-78.00111099999999,08/07/2017
Pichincha,31,6555,-0.2186110000000000,-78.50972200000000,08/07/2017
Santa Elena,5,750,-2.226700000000000,-80.85830000000000,08/07/2017
Sto. Domingo Tsáchilas,6,1031,-0.2541670000000000,-79.17194400000000,08/07/2017
Sucumbíos,2,320,0.08472200000000002,-76.88277800000000,08/07/2017
Tungurahua,6,1450,-1.241667000000000,-78.61972200000000,08/07/2017
Zamora Chinchipe,2,120,-4.120000000000000,-78.80000000000000,08/07/2017
Azuay,12,2040,-2.897414000000000,-79.00448100000000,09/07/2017
Bolívar,4,423,-1.605556000000000,-79.00305600000000,09/07/2017
Carchi,0,347,0.8121800000000000,-77.71633000000000,09/07/2017
Cañar,0,565,-2.733333000000000,-78.83333300000000,09/07/2017
Chimborazo,5,1274,-1.674347000000000,-78.64829400000001,09/07/2017
Cotopaxi,4,993,-0.9333330000000000,-78.61666700000001,09/07/2017
El Oro,10,1529,-3.266667000000000,-79.96666700000000,09/07/2017
Esmeraldas,3,782,1.050000000000000,-79.20000000000000,09/07/2017
Galápagos,0,27,-0.7999999999999999,-89.40000000000001,09/07/2017
Guayas,48,11275,-2.183333000000000,-79.88333299999999,09/07/2017
Imbabura,7,1102,0.3626780000000000,-78.13066700000000,09/07/2017
Loja,3,1229,-3.983333000000000,-79.20000000000000,09/07/2017
Los Ríos,9,1837,-1.800000000000000,-79.53333300000000,09/07/2017
Manabí,19,3262,-1.056181000000000,-80.45521700000000,09/07/2017
Morona Santiago,3,249,-2.300000000000000,-78.11666700000001,09/07/2017
Napo,0,188,-0.9890000000000000,-77.81590000000000,09/07/2017
Orellana,1,190,-0.4666670000000000,-76.96666700000000,09/07/2017
Otro,0,2,0,0,09/07/2017
Pastaza,3,143,-1.066667000000000,-78.00111099999999,09/07/2017
Pichincha,48,6603,-0.2186110000000000,-78.50972200000000,09/07/2017
Santa Elena,4,754,-2.226700000000000,-80.85830000000000,09/07/2017
Sto. Domingo Tsáchilas,6,1037,-0.2541670000000000,-79.17194400000000,09/07/2017
Sucumbíos,0,320,0.08472200000000002,-76.88277800000000,09/07/2017
Tungurahua,7,1457,-1.241667000000000,-78.61972200000000,09/07/2017
Zamora Chinchipe,2,122,-4.120000000000000,-78.80000000000000,09/07/2017
Azuay,8,2048,-2.897414000000000,-79.00448100000000,10/07/2017
Bolívar,2,425,-1.605556000000000,-79.00305600000000,10/07/2017
Carchi,1,348,0.8121800000000000,-77.71633000000000,10/07/2017
Cañar,3,568,-2.733333000000000,-78.83333300000000,10/07/2017
Chimborazo,7,1281,-1.674347000000000,-78.64829400000001,10/07/2017
Cotopaxi,7,1000,-0.9333330000000000,-78.61666700000001,10/07/2017
El Oro,6,1535,-3.266667000000000,-79.96666700000000,10/07/2017
Esmeraldas,3,785,1.050000000000000,-79.20000000000000,10/07/2017
Galápagos,1,28,-0.7999999999999999,-89.40000000000001,10/07/2017
Guayas,62,11337,-2.183333000000000,-79.88333299999999,10/07/2017
Imbabura,7,1109,0.3626780000000000,-78.13066700000000,10/07/2017
Loja,6,1235,-3.983333000000000,-79.20000000000000,10/07/2017
Los Ríos,5,1842,-1.800000000000000,-79.53333300000000,10/07/2017
Manabí,23,3285,-1.056181000000000,-80.45521700000000,10/07/2017
Morona Santiago,1,250,-2.300000000000000,-78.11666700000001,10/07/2017
Napo,3,191,-0.9890000000000000,-77.81590000000000,10/07/2017
Orellana,1,191,-0.4666670000000000,-76.96666700000000,10/07/2017
Otro,0,2,0,0,10/07/2017
Pastaza,2,145,-1.066667000000000,-78.00111099999999,10/07/2017
Pichincha,37,6640,-0.2186110000000000,-78.50972200000000,10/07/2017
Santa Elena,1,755,-2.226700000000000,-80.85830000000000,10/07/2017
Sto. Domingo Tsáchilas,3,1040,-0.2541670000000000,-79.17194400000000,10/07/2017
Sucumbíos,0,320,0.08472200000000002,-76.88277800000000,10/07/2017
Tungurahua,11,1468,-1.241667000000000,-78.61972200000000,10/07/2017
Zamora Chinchipe,1,123,-4.120000000000000,-78.80000000000000,10/07/2017
Azuay,9,2057,-2.897414000000000,-79.00448100000000,11/07/2017
Bolívar,1,426,-1.605556000000000,-79.00305600000000,11/07/2017
Carchi,1,349,0.8121800000000000,-77.71633000000000,11/07/2017
Cañar,2,570,-2.733333000000000,-78.83333300000000,11/07/2017
Chimborazo,5,1286,-1.674347000000000,-78.64829400000001,11/07/2017
Cotopaxi,6,1006,-0.9333330000000000,-78.61666700000001,11/07/2017
El Oro,10,1545,-3.266667000000000,-79.96666700000000,11/07/2017
Esmeraldas,3,788,1.050000000000000,-79.20000000000000,11/07/2017
Galápagos,0,28,-0.7999999999999999,-89.40000000000001,11/07/2017
Guayas,58,11395,-2.183333000000000,-79.88333299999999,11/07/2017
Imbabura,4,1113,0.3626780000000000,-78.13066700000000,11/07/2017
Loja,12,1247,-3.983333000000000,-79.20000000000000,11/07/2017
Los Ríos,8,1850,-1.800000000000000,-79.53333300000000,11/07/2017
Manabí,19,3304,-1.056181000000000,-80.45521700000000,11/07/2017
Morona Santiago,1,251,-2.300000000000000,-78.11666700000001,11/07/2017
Napo,2,193,-0.9890000000000000,-77.81590000000000,11/07/2017
Orellana,1,192,-0.4666670000000000,-76.96666700000000,11/07/2017
Otro,0,2,0,0,11/07/2017
Pastaza,2,147,-1.066667000000000,-78.00111099999999,11/07/2017
Pichincha,38,6678,-0.2186110000000000,-78.50972200000000,11/07/2017
Santa Elena,3,758,-2.226700000000000,-80.85830000000000,11/07/2017
Sto. Domingo Tsáchilas,4,1044,-0.2541670000000000,-79.17194400000000,11/07/2017
Sucumbíos,1,321,0.08472200000000002,-76.88277800000000,11/07/2017
Tungurahua,3,1471,-1.241667000000000,-78.61972200000000,11/07/2017
Zamora Chinchipe,1,124,-4.120000000000000,-78.80000000000000,11/07/2017
Azuay,8,2065,-2.897414000000000,-79.00448100000000,12/07/2017
Bolívar,2,428,-1.605556000000000,-79.00305600000000,12/07/2017
Carchi,1,350,0.8121800000000000,-77.71633000000000,12/07/2017
Cañar,4,574,-2.733333000000000,-78.83333300000000,12/07/2017
Chimborazo,4,1290,-1.674347000000000,-78.64829400000001,12/07/2017
Cotopaxi,3,1009,-0.9333330000000000,-78.61666700000001,12/07/2017
El Oro,6,1551,-3.266667000000000,-79.96666700000000,12/07/2017
Esmeraldas,6,794,1.050000000000000,-79.20000000000000,12/07/2017
Galápagos,0,28,-0.7999999999999999,-89.40000000000001,12/07/2017
Guayas,53,11448,-2.183333000000000,-79.88333299999999,12/07/2017
Imbabura,5,1118,0.3626780000000000,-78.13066700000000,12/07/2017
Loja,6,1253,-3.983333000000000,-79.20000000000000,12/07/2017
Los Ríos,5,1855,-1.800000000000000,-79.53333300000000,12/07/2017
Manabí,14,3318,-1.056181000000000,-80.45521700000000,12/07/2017
Morona Santiago,1,252,-2.300000000000000,-78.11666700000001,12/07/2017
Napo,2,195,-0.9890000000000000,-77.81590000000000,12/07/2017
Orellana,2,194,-0.4666670000000000,-76.96666700000000,12/07/2017
Otro,0,2,0,0,12/07/2017
Pastaza,0,147,-1.066667000000000,-78.00111099999999,12/07/2017
Pichincha,21,6699,-0.2186110000000000,-78.50972200000000,12/07/2017
Santa Elena,3,761,-2.226700000000000,-80.85830000000000,12/07/2017
Sto. Domingo Tsáchilas,6,1050,-0.2541670000000000,-79.17194400000000,12/07/2017
Sucumbíos,1,322,0.08472200000000002,-76.88277800000000,12/07/2017
Tungurahua,11,1482,-1.241667000000000,-78.61972200000000,12/07/2017
Zamora Chinchipe,1,125,-4.120000000000000,-78.80000000000000,12/07/2017
Azuay,13,2078,-2.897414000000000,-79.00448100000000,13/07/2017
Bolívar,5,433,-1.605556000000000,-79.00305600000000,13/07/2017
Carchi,1,351,0.8121800000000000,-77.71633000000000,13/07/2017
Cañar,2,576,-2.733333000000000,-78.83333300000000,13/07/2017
Chimborazo,7,1297,-1.674347000000000,-78.64829400000001,13/07/2017
Cotopaxi,2,1011,-0.9333330000000000,-78.61666700000001,13/07/2017
El Oro,8,1559,-3.266667000000000,-79.96666700000000,13/07/2017
