provincia,total,acumuladas,lat,lng,mes
Chimborazo,193,816,-1.674347000000000,-78.64829400000001,4
Cotopaxi,177,622,-0.9333330000000000,-78.61666700000001,4
El Oro,254,983,-3.266667000000000,-79.96666700000000,4
Esmeraldas,108,483,1.050000000000000,-79.20000000000000,4
Galápagos,7,19,-0.7999999999999999,-89.40000000000001,4
Guayas,1802,7202,-2.183333000000000,-79.88333299999999,4
Imbabura,168,728,0.3626780000000000,-78.13066700000000,4
Loja,192,786,-3.983333000000000,-79.20000000000000,4
Los Ríos,309,1215,-1.800000000000000,-79.53333300000000,4
Manabí,530,2187,-1.056181000000000,-80.45521700000000,4
Morona Santiago,33,150,-2.300000000000000,-78.11666700000001,4
Napo,24,127,-0.9890000000000000,-77.81590000000000,4
Orellana,28,131,-0.4666670000000000,-76.96666700000000,4
Otro,0,1,0,0,4
Pastaza,32,101,-1.066667000000000,-78.00111099999999,4
Pichincha,1048,4265,-0.2186110000000000,-78.50972200000000,4
Santa Elena,126,521,-2.226700000000000,-80.85830000000000,4
Sto. Domingo Tsáchilas,138,646,-0.2541670000000000,-79.17194400000000,4
Sucumbíos,44,197,0.08472200000000002,-76.88277800000000,4
Tungurahua,210,907,-1.241667000000000,-78.61972200000000,4
Zamora Chinchipe,15,71,-4.120000000000000,-78.80000000000000,4
Azuay,350,1629,-2.897414000000000,-79.00448100000000,5
Bolívar,69,335,-1.605556000000000,-79.00305600000000,5
Carchi,49,286,0.8121800000000000,-77.71633000000000,5
Cañar,79,467,-2.733333000000000,-78.83333300000000,5
Chimborazo,226,1042,-1.674347000000000,-78.64829400000001,5
Cotopaxi,188,810,-0.9333330000000000,-78.61666700000001,5
El Oro,237,1220,-3.266667000000000,-79.96666700000000,5
Esmeraldas,126,609,1.050000000000000,-79.20000000000000,5
Galápagos,3,22,-0.7999999999999999,-89.40000000000001,5
Guayas,1837,9039,-2.183333000000000,-79.88333299999999,5
Imbabura,153,881,0.3626780000000000,-78.13066700000000,5
Loja,205,991,-3.983333000000000,-79.20000000000000,5
Los Ríos,269,1484,-1.800000000000000,-79.53333300000000,5
Manabí,496,2683,-1.056181000000000,-80.45521700000000,5
Morona Santiago,33,183,-2.300000000000000,-78.11666700000001,5
Napo,35,162,-0.9890000000000000,-77.81590000000000,5
Orellana,33,164,-0.4666670000000000,-76.96666700000000,5
Otro,1,2,0,0,5
Pastaza,23,124,-1.066667000000000,-78.00111099999999,5
Pichincha,1037,5302,-0.2186110000000000,-78.50972200000000,5
Santa Elena,95,616,-2.226700000000000,-80.85830000000000,5
Sto. Domingo Tsáchilas,177,823,-0.2541670000000000,-79.17194400000000,5
Sucumbíos,55,252,0.08472200000000002,-76.88277800000000,5
Tungurahua,223,1130,-1.241667000000000,-78.61972200000000,5
Zamora Chinchipe,19,90,-4.120000000000000,-78.80000000000000,5
Azuay,311,1940,-2.897414000000000,-79.00448100000000,6
Bolívar,72,407,-1.605556000000000,-79.00305600000000,6
Carchi,48,334,0.8121800000000000,-77.71633000000000,6
Cañar,78,545,-2.733333000000000,-78.83333300000000,6
Chimborazo,187,1229,-1.674347000000000,-78.64829400000001,6
Cotopaxi,133,943,-0.9333330000000000,-78.61666700000001,6
El Oro,235,1455,-3.266667000000000,-79.96666700000000,6
Esmeraldas,135,744,1.050000000000000,-79.20000000000000,6
Galápagos,3,25,-0.7999999999999999,-89.40000000000001,6
Guayas,1773,10812,-2.183333000000000,-79.88333299999999,6
Imbabura,161,1042,0.3626780000000000,-78.13066700000000,6
Loja,180,1171,-3.983333000000000,-79.20000000000000,6
Los Ríos,262,1746,-1.800000000000000,-79.53333300000000,6
Manabí,437,3120,-1.056181000000000,-80.45521700000000,6
Morona Santiago,54,237,-2.300000000000000,-78.11666700000001,6
Napo,17,179,-0.9890000000000000,-77.81590000000000,6
Orellana,17,181,-0.4666670000000000,-76.96666700000000,6
Otro,0,2,0,0,6
Pastaza,15,139,-1.066667000000000,-78.00111099999999,6
Pichincha,982,6284,-0.2186110000000000,-78.50972200000000,6
Santa Elena,110,726,-2.226700000000000,-80.85830000000000,6
Sto. Domingo Tsáchilas,170,993,-0.2541670000000000,-79.17194400000000,6
Sucumbíos,51,303,0.08472200000000002,-76.88277800000000,6
Tungurahua,253,1383,-1.241667000000000,-78.61972200000000,6
Zamora Chinchipe,25,115,-4.120000000000000,-78.80000000000000,6
Azuay,362,2302,-2.897414000000000,-79.00448100000000,7
Bolívar,67,474,-1.605556000000000,-79.00305600000000,7
Carchi,49,383,0.8121800000000000,-77.71633000000000,7
Cañar,80,625,-2.733333000000000,-78.83333300000000,7
Chimborazo,197,1426,-1.674347000000000,-78.64829400000001,7
Cotopaxi,141,1084,-0.9333330000000000,-78.61666700000001,7
El Oro,247,1702,-3.266667000000000,-79.96666700000000,7
Esmeraldas,119,863,1.050000000000000,-79.20000000000000,7
Galápagos,6,31,-0.7999999999999999,-89.40000000000001,7
Guayas,1699,12511,-2.183333000000000,-79.88333299999999,7
Imbabura,183,1225,0.3626780000000000,-78.13066700000000,7
Loja,193,1364,-3.983333000000000,-79.20000000000000,7
Los Ríos,291,2037,-1.800000000000000,-79.53333300000000,7
Manabí,494,3614,-1.056181000000000,-80.45521700000000,7
Morona Santiago,46,283,-2.300000000000000,-78.11666700000001,7
Napo,32,211,-0.9890000000000000,-77.81590000000000,7
Orellana,30,211,-0.4666670000000000,-76.96666700000000,7
Otro,0,2,0,0,7
Pastaza,27,166,-1.066667000000000,-78.00111099999999,7
Pichincha,1065,7349,-0.2186110000000000,-78.50972200000000,7
Santa Elena,105,831,-2.226700000000000,-80.85830000000000,7
Sto. Domingo Tsáchilas,155,1148,-0.2541670000000000,-79.17194400000000,7
Sucumbíos,40,343,0.08472200000000002,-76.88277800000000,7
Tungurahua,222,1605,-1.241667000000000,-78.61972200000000,7
Zamora Chinchipe,22,137,-4.120000000000000,-78.80000000000000,7
Azuay,296,2598,-2.897414000000000,-79.00448100000000,8
Bolívar,75,549,-1.605556000000000,-79.00305600000000,8
Carchi,66,449,0.8121800000000000,-77.71633000000000,8
Cañar,97,722,-2.733333000000000,-78.83333300000000,8
Chimborazo,182,1608,-1.674347000000000,-78.64829400000001,8
Cotopaxi,93,1177,-0.9333330000000000,-78.61666700000001,8
El Oro,261,1963,-3.266667000000000,-79.96666700000000,8
Esmeraldas,105,968,1.050000000000000,-79.20000000000000,8
Galápagos,5,36,-0.7999999999999999,-89.40000000000001,8
Guayas,1650,14161,-2.183333000000000,-79.88333299999999,8
Imbabura,174,1399,0.3626780000000000,-78.13066700000000,8
Loja,186,1550,-3.983333000000000,-79.20000000000000,8
Los Ríos,320,2357,-1.800000000000000,-79.53333300000000,8
Manabí,538,4152,-1.056181000000000,-80.45521700000000,8
Morona Santiago,41,324,-2.300000000000000,-78.11666700000001,8
Napo,26,237,-0.9890000000000000,-77.81590000000000,8
Orellana,34,245,-0.4666670000000000,-76.96666700000000,8
Otro,0,2,0,0,8
Pastaza,27,193,-1.066667000000000,-78.00111099999999,8
Pichincha,985,8334,-0.2186110000000000,-78.50972200000000,8
Santa Elena,81,912,-2.226700000000000,-80.85830000000000,8
Sto. Domingo Tsáchilas,159,1307,-0.2541670000000000,-79.17194400000000,8
Sucumbíos,49,392,0.08472200000000002,-76.88277800000000,8
Tungurahua,196,1801,-1.241667000000000,-78.61972200000000,8
Zamora Chinchipe,24,161,-4.120000000000000,-78.80000000000000,8
Azuay,297,2895,-2.897414000000000,-79.00448100000000,9
Bolívar,48,597,-1.605556000000000,-79.00305600000000,9
Carchi,43,492,0.8121800000000000,-77.71633000000000,9
Cañar,88,810,-2.733333000000000,-78.83333300000000,9
Chimborazo,209,1817,-1.674347000000000,-78.64829400000001,9
Cotopaxi,71,1248,-0.9333330000000000,-78.61666700000001,9
El Oro,201,2164,-3.266667000000000,-79.96666700000000,9
Esmeraldas,154,1122,1.050000000000000,-79.20000000000000,9
Galápagos,3,39,-0.7999999999999999,-89.40000000000001,9
Guayas,1523,15684,-2.183333000000000,-79.88333299999999,9
Imbabura,144,1543,0.3626780000000000,-78.13066700000000,9
Loja,172,1722,-3.983333000000000,-79.20000000000000,9
Los Ríos,274,2631,-1.800000000000000,-79.53333300000000,9
Manabí,458,4610,-1.056181000000000,-80.45521700000000,9
Morona Santiago,41,365,-2.300000000000000,-78.11666700000001,9
Napo,28,265,-0.9890000000000000,-77.81590000000000,9
Orellana,26,271,-0.4666670000000000,-76.96666700000000,9
Otro,0,2,0,0,9
Pastaza,19,212,-1.066667000000000,-78.00111099999999,9
Pichincha,978,9312,-0.2186110000000000,-78.50972200000000,9
Santa Elena,97,1009,-2.226700000000000,-80.85830000000000,9
Sto. Domingo Tsáchilas,170,1477,-0.2541670000000000,-79.17194400000000,9
Sucumbíos,37,429,0.08472200000000002,-76.88277800000000,9
Tungurahua,190,1991,-1.241667000000000,-78.61972200000000,9
Zamora Chinchipe,22,183,-4.120000000000000,-78.80000000000000,9
Azuay,315,3210,-2.897414000000000,-79.00448100000000,10
Bolívar,83,680,-1.605556000000000,-79.00305600000000,10
Carchi,57,549,0.8121800000000000,-77.71633000000000,10
Cañar,91,901,-2.733333000000000,-78.83333300000000,10
Chimborazo,222,2039,-1.674347000000000,-78.64829400000001,10
Cotopaxi,59,1307,-0.9333330000000000,-78.61666700000001,10
El Oro,239,2403,-3.266667000000000,-79.96666700000000,10
Esmeraldas,104,1226,1.050000000000000,-79.20000000000000,10
Galápagos,2,41,-0.7999999999999999,-89.40000000000001,10
Guayas,1648,17332,-2.183333000000000,-79.88333299999999,10
Imbabura,150,1693,0.3626780000000000,-78.13066700000000,10
Loja,202,1924,-3.983333000000000,-79.20000000000000,10
Los Ríos,306,2937,-1.800000000000000,-79.53333300000000,10
Manabí,478,5088,-1.056181000000000,-80.45521700000000,10
Morona Santiago,31,396,-2.300000000000000,-78.11666700000001,10
Napo,32,297,-0.9890000000000000,-77.81590000000000,10
Orellana,35,306,-0.4666670000000000,-76.96666700000000,10
Otro,0,2,0,0,10
Pastaza,20,232,-1.066667000000000,-78.00111099999999,10
Pichincha,1079,10391,-0.2186110000000000,-78.50972200000000,10
Santa Elena,93,1102,-2.226700000000000,-80.85830000000000,10
Sto. Domingo Tsáchilas,160,1637,-0.2541670000000000,-79.17194400000000,10
Sucumbíos,55,484,0.08472200000000002,-76.88277800000000,10
Tungurahua,174,2165,-1.241667000000000,-78.61972200000000,10
Zamora Chinchipe,24,207,-4.120000000000000,-78.80000000000000,10
Azuay,321,3531,-2.897414000000000,-79.00448100000000,11
Bolívar,56,736,-1.605556000000000,-79.00305600000000,11
Carchi,35,584,0.8121800000000000,-77.71633000000000,11
Cañar,71,972,-2.733333000000000,-78.83333300000000,11
Chimborazo,180,2219,-1.674347000000000,-78.64829400000001,11
Cotopaxi,59,1366,-0.9333330000000000,-78.61666700000001,11
El Oro,236,2639,-3.266667000000000,-79.96666700000000,11
Esmeraldas,127,1353,1.050000000000000,-79.20000000000000,11
Galápagos,0,41,-0.7999999999999999,-89.40000000000001,11
Guayas,1678,19010,-2.183333000000000,-79.88333299999999,11
Imbabura,149,1842,0.3626780000000000,-78.13066700000000,11
Loja,183,2107,-3.983333000000000,-79.20000000000000,11
Los Ríos,267,3204,-1.800000000000000,-79.53333300000000,11
Manabí,534,5622,-1.056181000000000,-80.45521700000000,11
Morona Santiago,28,424,-2.300000000000000,-78.11666700000001,11
Napo,23,320,-0.9890000000000000,-77.81590000000000,11
Orellana,27,333,-0.4666670000000000,-76.96666700000000,11
Otro,0,2,0,0,11
Pastaza,23,255,-1.066667000000000,-78.00111099999999,11
Pichincha,1005,11396,-0.2186110000000000,-78.50972200000000,11
Santa Elena,92,1194,-2.226700000000000,-80.85830000000000,11
Sto. Domingo Tsáchilas,160,1797,-0.2541670000000000,-79.17194400000000,11
Sucumbíos,54,538,0.08472200000000002,-76.88277800000000,11
Tungurahua,152,2317,-1.241667000000000,-78.61972200000000,11
Zamora Chinchipe,20,227,-4.120000000000000,-78.80000000000000,11
Azuay,289,3820,-2.897414000000000,-79.00448100000000,12
Bolívar,48,784,-1.605556000000000,-79.00305600000000,12
Carchi,56,640,0.8121800000000000,-77.71633000000000,12
Cañar,66,1038,-2.733333000000000,-78.83333300000000,12
Chimborazo,179,2398,-1.674347000000000,-78.64829400000001,12
Cotopaxi,49,1415,-0.9333330000000000,-78.61666700000001,12
El Oro,217,2856,-3.266667000000000,-79.96666700000000,12
Esmeraldas,103,1456,1.050000000000000,-79.20000000000000,12
Galápagos,1,42,-0.7999999999999999,-89.40000000000001,12
Guayas,1489,20499,-2.183333000000000,-79.88333299999999,12
Imbabura,157,1999,0.3626780000000000,-78.13066700000000,12
Loja,153,2260,-3.983333000000000,-79.20000000000000,12
Los Ríos,256,3460,-1.800000000000000,-79.53333300000000,12
Manabí,463,6085,-1.056181000000000,-80.45521700000000,12
Morona Santiago,26,450,-2.300000000000000,-78.11666700000001,12
Napo,29,349,-0.9890000000000000,-77.81590000000000,12
Orellana,30,363,-0.4666670000000000,-76.96666700000000,12
Otro,0,2,0,0,12
Pastaza,22,277,-1.066667000000000,-78.00111099999999,12
Pichincha,1100,12496,-0.2186110000000000,-78.50972200000000,12
Santa Elena,82,1276,-2.226700000000000,-80.85830000000000,12
Sto. Domingo Tsáchilas,156,1953,-0.2541670000000000,-79.17194400000000,12
Sucumbíos,45,583,0.08472200000000002,-76.88277800000000,12
Tungurahua,184,2501,-1.241667000000000,-78.61972200000000,12
Zamora Chinchipe,18,245,-4.120000000000000,-78.80000000000000,12
