inec_provincia_id,provincia,lat,lng,Semana 1,Semana 2,Semana 3,Semana 4,Semana 5,Semana 6,Semana 7,Semana 8,Semana 9,Semana 10,Semana 11,Semana 12,Semana 13,Semana 14,Semana 15,Semana 16,Semana 17,Semana 18,Semana 19,Semana 20,Semana 21,Semana 22,Semana 23,Semana 24,Semana 25,Semana 26,Semana 27,Semana 28,Semana 29,Semana 30,Semana 31,Semana 32,Semana 33,Semana 34,Semana 35,Semana 36,Semana 37,Semana 38,Semana 39,Semana 40,Semana 41,Semana 42,Semana 43,Semana 44,Semana 45,Semana 46,Semana 47,Semana 48,Semana 49,Semana 50,Semana 51,Semana 52
10,Imbabura,0.3626780000000000,-78.13066700000000,45,91,137,174,221,258,291,337,380,419,448,477,513,557,601,629,665,694,738,787,833,871,910,949,991,1025,1066,1098,1135,1169,1210,1245,1289,1338,1382,1424,1464,1500,1540,1571,1618,1654,1686,1716,1753,1795,1824,1863,1895,1934,1973,1994
11,Loja,-3.983333000000000,-79.20000000000000,44,82,117,171,220,268,327,381,448,499,538,580,617,655,693,739,792,838,883,923,966,1016,1061,1101,1143,1192,1238,1279,1332,1372,1425,1488,1532,1577,1610,1669,1709,1749,1798,1843,1878,1915,1970,2023,2086,2134,2187,2232,2263,2320,2375,2393
12,Los Ríos,-1.800000000000000,-79.53333300000000,66,149,211,285,348,429,508,575,655,746,821,896,956,1034,1103,1189,1261,1343,1401,1478,1549,1620,1682,1750,1829,1892,1962,2006,2072,2139,2210,2282,2347,2411,2482,2552,2617,2688,2766,2832,2898,2961,3038,3092,3160,3245,3314,3385,3445,3512,3568,3619
13,Manabí,-1.056181000000000,-80.45521700000000,116,244,401,533,676,826,933,1083,1219,1345,1490,1624,1751,1874,2016,2147,2279,2387,2492,2603,2699,2822,2953,3060,3176,3286,3411,3521,3642,3768,3886,4021,4139,4248,4379,4513,4640,4763,4887,5012,5163,5290,5411,5572,5716,5838,5966,6100,6217,6349,6469,6547
14,Morona Santiago,-2.300000000000000,-78.11666700000001,7,13,22,32,41,46,56,67,74,91,101,114,127,138,152,163,173,188,196,206,214,221,230,240,246,257,265,272,278,282,288,299,307,319,326,333,339,356,364,381,391,399,404,416,428,440,448,453,464,482,494,502
15,Napo,-0.9890000000000000,-77.81590000000000,16,21,27,29,40,45,49,55,64,71,78,85,96,110,118,124,140,150,154,161,168,176,182,190,206,221,231,240,248,257,267,271,280,285,292,299,303,307,317,325,332,339,344,350,358,364,370,379,389,393,398,399
22,Orellana,-0.4666670000000000,-76.96666700000000,3,10,17,27,31,42,49,59,71,81,93,103,111,116,122,135,143,152,162,170,177,181,185,192,203,211,219,232,245,247,257,262,267,279,291,297,302,313,319,321,333,344,351,355,363,371,377,382,386,393,399,409
16,Pastaza,-1.066667000000000,-78.00111099999999,3,7,12,18,23,30,35,42,52,57,62,69,76,80,87,94,104,108,115,120,124,129,130,135,138,146,151,154,161,173,182,185,189,195,200,206,210,215,223,227,235,238,243,250,254,261,270,278,283,291,297,303
17,Pichincha,-0.2186110000000000,-78.50972200000000,237,529,820,1108,1342,1607,1856,2101,2345,2584,2842,3098,3352,3602,3811,4038,4290,4551,4775,5014,5267,5530,5766,6021,6289,6564,6821,7076,7344,7594,7830,8084,8323,8587,8858,9117,9392,9634,9881,10115,10351,10626,10850,11089,11362,11608,11857,12103,12364,12656,12932,13180
24,Santa Elena,-2.226700000000000,-80.85830000000000,29,50,76,102,131,160,187,215,241,264,295,323,341,372,399,419,440,467,492,512,539,563,581,604,626,650,680,708,737,763,782,809,838,866,898,933,961,986,1020,1039,1050,1071,1089,1109,1134,1151,1178,1207,1225,1260,1278,1296
23,Sto. Domingo Tsáchilas,-0.2541670000000000,-79.17194400000000,49,106,159,205,241,279,319,357,404,445,515,572,618,665,708,755,804,847,886,926,965,1011,1042,1082,1121,1153,1186,1223,1262,1298,1337,1375,1416,1462,1493,1529,1580,1618,1675,1704,1743,1781,1812,1859,1887,1925,1962,1994,2040,2084,2124,2152
21,Sucumbíos,0.08472200000000001,-76.88277800000000,15,29,41,49,62,73,91,108,118,126,132,150,159,182,192,204,221,240,247,257,262,273,289,301,311,321,335,351,359,364,373,380,394,404,415,434,446,458,468,476,489,502,518,533,546,557,570,579,588,602,616,622
18,Tungurahua,-1.241667000000000,-78.61972200000000,58,105,161,218,272,321,365,415,470,537,595,660,710,753,820,879,940,979,1036,1088,1141,1189,1227,1286,1338,1396,1455,1511,1567,1605,1668,1729,1783,1833,1882,1952,2005,2067,2119,2172,2213,2275,2330,2380,2442,2491,2549,2593,2633,2688,2728,2778
19,Zamora Chinchipe,-4.120000000000000,-78.80000000000000,4,10,16,22,27,32,35,42,49,52,54,60,69,74,77,80,86,88,94,96,98,100,104,109,117,123,128,128,134,139,141,145,150,154,159,166,171,176,179,187,191,195,199,208,215,227,236,237,244,246,252,253
