provincia,poblacion,total,nuevas,lat,lng,semana
Pichincha,3228233,60558,5812,-0.2186110000000000,-78.50972200000000,17
Santa Elena,401178,1446,49,-2.226700000000000,-80.85830000000000,17
Sto. Domingo Tsáchilas,511151,4578,344,-0.2541670000000000,-79.17194400000000,17
Sucumbíos,230503,1748,192,0.08472200000000002,-76.88277800000000,17
Tungurahua,590600,4584,321,-1.241667000000000,-78.61972200000000,17
Zamora Chinchipe,120416,1007,77,-4.120000000000000,-78.80000000000000,17
Azuay,881394,8047,504,-2.897414000000000,-79.00448100000000,18
Bolívar,209933,3594,165,-1.605556000000000,-79.00305600000000,18
Carchi,186869,3563,199,0.8121800000000000,-77.71633000000000,18
Cañar,281396,2433,117,-2.733333000000000,-78.83333300000000,18
Chimborazo,524004,4026,210,-1.674347000000000,-78.64829400000001,18
Cotopaxi,488716,4818,207,-0.9333330000000000,-78.61666700000001,18
El Oro,715751,10845,776,-3.266667000000000,-79.96666700000000,18
Esmeraldas,591083,2908,105,1.050000000000000,-79.20000000000000,18
Galápagos,33042,496,27,-0.7999999999999999,-89.40000000000001,18
Guayas,4387434,26125,3289,-2.183333000000000,-79.88333299999999,18
Imbabura,476257,6344,489,0.3626780000000000,-78.13066700000000,18
Loja,521154,7693,349,-3.983333000000000,-79.20000000000000,18
Los Ríos,921763,6685,463,-1.800000000000000,-79.53333300000000,18
Manabí,1562079,14586,717,-1.056181000000000,-80.45521700000000,18
Morona Santiago,196535,1700,91,-2.300000000000000,-78.11666700000001,18
Napo,133705,1291,103,-0.9890000000000000,-77.81590000000000,18
Orellana,161338,894,52,-0.4666670000000000,-76.96666700000000,18
Pastaza,114202,619,40,-1.066667000000000,-78.00111099999999,18
Pichincha,3228233,65015,4457,-0.2186110000000000,-78.50972200000000,18
Santa Elena,401178,1534,88,-2.226700000000000,-80.85830000000000,18
Sto. Domingo Tsáchilas,511151,4720,142,-0.2541670000000000,-79.17194400000000,18
Sucumbíos,230503,1877,129,0.08472200000000002,-76.88277800000000,18
Tungurahua,590600,4824,240,-1.241667000000000,-78.61972200000000,18
Zamora Chinchipe,120416,1045,38,-4.120000000000000,-78.80000000000000,18
Azuay,881394,8509,462,-2.897414000000000,-79.00448100000000,19
Bolívar,209933,3706,112,-1.605556000000000,-79.00305600000000,19
Carchi,186869,3806,243,0.8121800000000000,-77.71633000000000,19
Cañar,281396,2556,123,-2.733333000000000,-78.83333300000000,19
Chimborazo,524004,4214,188,-1.674347000000000,-78.64829400000001,19
Cotopaxi,488716,4988,170,-0.9333330000000000,-78.61666700000001,19
El Oro,715751,11351,506,-3.266667000000000,-79.96666700000000,19
Esmeraldas,591083,3043,135,1.050000000000000,-79.20000000000000,19
Galápagos,33042,511,15,-0.7999999999999999,-89.40000000000001,19
Guayas,4387434,27519,1394,-2.183333000000000,-79.88333299999999,19
Imbabura,476257,6843,499,0.3626780000000000,-78.13066700000000,19
Loja,521154,7928,235,-3.983333000000000,-79.20000000000000,19
Los Ríos,921763,6944,259,-1.800000000000000,-79.53333300000000,19
Manabí,1562079,14981,395,-1.056181000000000,-80.45521700000000,19
Morona Santiago,196535,1799,99,-2.300000000000000,-78.11666700000001,19
Napo,133705,1361,70,-0.9890000000000000,-77.81590000000000,19
Orellana,161338,963,69,-0.4666670000000000,-76.96666700000000,19
Pastaza,114202,665,46,-1.066667000000000,-78.00111099999999,19
Pichincha,3228233,69157,4142,-0.2186110000000000,-78.50972200000000,19
Santa Elena,401178,1593,59,-2.226700000000000,-80.85830000000000,19
Sto. Domingo Tsáchilas,511151,4838,118,-0.2541670000000000,-79.17194400000000,19
Sucumbíos,230503,1966,89,0.08472200000000002,-76.88277800000000,19
Tungurahua,590600,5216,392,-1.241667000000000,-78.61972200000000,19
Zamora Chinchipe,120416,1058,13,-4.120000000000000,-78.80000000000000,19
Azuay,881394,8936,427,-2.897414000000000,-79.00448100000000,20
Bolívar,209933,3822,116,-1.605556000000000,-79.00305600000000,20
Carchi,186869,3989,183,0.8121800000000000,-77.71633000000000,20
Cañar,281396,2632,76,-2.733333000000000,-78.83333300000000,20
Chimborazo,524004,4408,194,-1.674347000000000,-78.64829400000001,20
Cotopaxi,488716,5205,217,-0.9333330000000000,-78.61666700000001,20
El Oro,715751,11785,434,-3.266667000000000,-79.96666700000000,20
Esmeraldas,591083,3138,95,1.050000000000000,-79.20000000000000,20
Galápagos,33042,515,4,-0.7999999999999999,-89.40000000000001,20
Guayas,4387434,28677,1158,-2.183333000000000,-79.88333299999999,20
Imbabura,476257,7231,388,0.3626780000000000,-78.13066700000000,20
Loja,521154,8156,228,-3.983333000000000,-79.20000000000000,20
Los Ríos,921763,7103,159,-1.800000000000000,-79.53333300000000,20
Manabí,1562079,15354,373,-1.056181000000000,-80.45521700000000,20
Morona Santiago,196535,1881,82,-2.300000000000000,-78.11666700000001,20
Napo,133705,1446,85,-0.9890000000000000,-77.81590000000000,20
Orellana,161338,1034,71,-0.4666670000000000,-76.96666700000000,20
Pastaza,114202,695,30,-1.066667000000000,-78.00111099999999,20
Pichincha,3228233,72807,3650,-0.2186110000000000,-78.50972200000000,20
Santa Elena,401178,1614,21,-2.226700000000000,-80.85830000000000,20
Sto. Domingo Tsáchilas,511151,5115,277,-0.2541670000000000,-79.17194400000000,20
Sucumbíos,230503,2058,92,0.08472200000000002,-76.88277800000000,20
Tungurahua,590600,5548,332,-1.241667000000000,-78.61972200000000,20
Zamora Chinchipe,120416,1088,30,-4.120000000000000,-78.80000000000000,20
Azuay,881394,9319,383,-2.897414000000000,-79.00448100000000,21
Bolívar,209933,3928,106,-1.605556000000000,-79.00305600000000,21
Carchi,186869,4217,228,0.8121800000000000,-77.71633000000000,21
Cañar,281396,2709,77,-2.733333000000000,-78.83333300000000,21
Chimborazo,524004,4556,148,-1.674347000000000,-78.64829400000001,21
Cotopaxi,488716,5324,119,-0.9333330000000000,-78.61666700000001,21
El Oro,715751,12090,305,-3.266667000000000,-79.96666700000000,21
Esmeraldas,591083,3251,113,1.050000000000000,-79.20000000000000,21
Galápagos,33042,519,4,-0.7999999999999999,-89.40000000000001,21
Guayas,4387434,29692,1015,-2.183333000000000,-79.88333299999999,21
Imbabura,476257,7636,405,0.3626780000000000,-78.13066700000000,21
Loja,521154,8478,322,-3.983333000000000,-79.20000000000000,21
Los Ríos,921763,7247,144,-1.800000000000000,-79.53333300000000,21
Manabí,1562079,15635,281,-1.056181000000000,-80.45521700000000,21
Morona Santiago,196535,1967,86,-2.300000000000000,-78.11666700000001,21
Napo,133705,1507,61,-0.9890000000000000,-77.81590000000000,21
Orellana,161338,1092,58,-0.4666670000000000,-76.96666700000000,21
Pastaza,114202,750,55,-1.066667000000000,-78.00111099999999,21
Pichincha,3228233,75435,2628,-0.2186110000000000,-78.50972200000000,21
Santa Elena,401178,1642,28,-2.226700000000000,-80.85830000000000,21
Sto. Domingo Tsáchilas,511151,5258,143,-0.2541670000000000,-79.17194400000000,21
Sucumbíos,230503,2137,79,0.08472200000000002,-76.88277800000000,21
Tungurahua,590600,5729,181,-1.241667000000000,-78.61972200000000,21
Zamora Chinchipe,120416,1109,21,-4.120000000000000,-78.80000000000000,21
Azuay,881394,9669,350,-2.897414000000000,-79.00448100000000,22
Bolívar,209933,3995,67,-1.605556000000000,-79.00305600000000,22
Carchi,186869,4395,178,0.8121800000000000,-77.71633000000000,22
Cañar,281396,2790,81,-2.733333000000000,-78.83333300000000,22
Chimborazo,524004,4698,142,-1.674347000000000,-78.64829400000001,22
Cotopaxi,488716,5434,110,-0.9333330000000000,-78.61666700000001,22
El Oro,715751,12305,215,-3.266667000000000,-79.96666700000000,22
Esmeraldas,591083,3369,118,1.050000000000000,-79.20000000000000,22
Galápagos,33042,521,2,-0.7999999999999999,-89.40000000000001,22
Guayas,4387434,30680,988,-2.183333000000000,-79.88333299999999,22
Imbabura,476257,7912,276,0.3626780000000000,-78.13066700000000,22
Loja,521154,8670,192,-3.983333000000000,-79.20000000000000,22
Los Ríos,921763,7331,84,-1.800000000000000,-79.53333300000000,22
Manabí,1562079,15962,327,-1.056181000000000,-80.45521700000000,22
Morona Santiago,196535,2054,87,-2.300000000000000,-78.11666700000001,22
Napo,133705,1604,97,-0.9890000000000000,-77.81590000000000,22
Orellana,161338,1141,49,-0.4666670000000000,-76.96666700000000,22
Pastaza,114202,790,40,-1.066667000000000,-78.00111099999999,22
Pichincha,3228233,78046,2611,-0.2186110000000000,-78.50972200000000,22
Santa Elena,401178,1656,14,-2.226700000000000,-80.85830000000000,22
Sto. Domingo Tsáchilas,511151,5364,106,-0.2541670000000000,-79.17194400000000,22
Sucumbíos,230503,2195,58,0.08472200000000002,-76.88277800000000,22
Tungurahua,590600,6014,285,-1.241667000000000,-78.61972200000000,22
Zamora Chinchipe,120416,1144,35,-4.120000000000000,-78.80000000000000,22
Azuay,881394,10078,409,-2.897414000000000,-79.00448100000000,23
Bolívar,209933,4066,71,-1.605556000000000,-79.00305600000000,23
Carchi,186869,4497,102,0.8121800000000000,-77.71633000000000,23
Cañar,281396,2866,76,-2.733333000000000,-78.83333300000000,23
Chimborazo,524004,4821,123,-1.674347000000000,-78.64829400000001,23
Cotopaxi,488716,5524,90,-0.9333330000000000,-78.61666700000001,23
El Oro,715751,12566,261,-3.266667000000000,-79.96666700000000,23
Esmeraldas,591083,3467,98,1.050000000000000,-79.20000000000000,23
Galápagos,33042,531,10,-0.7999999999999999,-89.40000000000001,23
Guayas,4387434,31817,1137,-2.183333000000000,-79.88333299999999,23
Imbabura,476257,8190,278,0.3626780000000000,-78.13066700000000,23
Loja,521154,8899,229,-3.983333000000000,-79.20000000000000,23
Los Ríos,921763,7436,105,-1.800000000000000,-79.53333300000000,23
Manabí,1562079,16254,292,-1.056181000000000,-80.45521700000000,23
Morona Santiago,196535,2107,53,-2.300000000000000,-78.11666700000001,23
Napo,133705,1660,56,-0.9890000000000000,-77.81590000000000,23
Orellana,161338,1196,55,-0.4666670000000000,-76.96666700000000,23
Pastaza,114202,813,23,-1.066667000000000,-78.00111099999999,23
Pichincha,3228233,80653,2607,-0.2186110000000000,-78.50972200000000,23
Santa Elena,401178,1673,17,-2.226700000000000,-80.85830000000000,23
Sto. Domingo Tsáchilas,511151,5448,84,-0.2541670000000000,-79.17194400000000,23
Sucumbíos,230503,2254,59,0.08472200000000002,-76.88277800000000,23
Tungurahua,590600,6325,311,-1.241667000000000,-78.61972200000000,23
Zamora Chinchipe,120416,1179,35,-4.120000000000000,-78.80000000000000,23
Azuay,881394,10522,444,-2.897414000000000,-79.00448100000000,24
Bolívar,209933,4112,46,-1.605556000000000,-79.00305600000000,24
Carchi,186869,4646,149,0.8121800000000000,-77.71633000000000,24
Cañar,281396,2953,87,-2.733333000000000,-78.83333300000000,24
Chimborazo,524004,4975,154,-1.674347000000000,-78.64829400000001,24
Cotopaxi,488716,5615,91,-0.9333330000000000,-78.61666700000001,24
El Oro,715751,12740,174,-3.266667000000000,-79.96666700000000,24
Esmeraldas,591083,3519,52,1.050000000000000,-79.20000000000000,24
Galápagos,33042,538,7,-0.7999999999999999,-89.40000000000001,24
Guayas,4387434,34390,2573,-2.183333000000000,-79.88333299999999,24
Imbabura,476257,8435,245,0.3626780000000000,-78.13066700000000,24
Loja,521154,9127,228,-3.983333000000000,-79.20000000000000,24
Los Ríos,921763,7538,102,-1.800000000000000,-79.53333300000000,24
Manabí,1562079,16524,270,-1.056181000000000,-80.45521700000000,24
Morona Santiago,196535,2210,103,-2.300000000000000,-78.11666700000001,24
Napo,133705,1727,67,-0.9890000000000000,-77.81590000000000,24
Orellana,161338,1248,52,-0.4666670000000000,-76.96666700000000,24
Pastaza,114202,842,29,-1.066667000000000,-78.00111099999999,24
Pichincha,3228233,82962,2309,-0.2186110000000000,-78.50972200000000,24
Santa Elena,401178,1704,31,-2.226700000000000,-80.85830000000000,24
Sto. Domingo Tsáchilas,511151,5527,79,-0.2541670000000000,-79.17194400000000,24
Sucumbíos,230503,2316,62,0.08472200000000002,-76.88277800000000,24
Tungurahua,590600,6457,132,-1.241667000000000,-78.61972200000000,24
Zamora Chinchipe,120416,1200,21,-4.120000000000000,-78.80000000000000,24
Azuay,881394,10989,467,-2.897414000000000,-79.00448100000000,25
Bolívar,209933,4156,44,-1.605556000000000,-79.00305600000000,25
Carchi,186869,4759,113,0.8121800000000000,-77.71633000000000,25
Cañar,281396,3027,74,-2.733333000000000,-78.83333300000000,25
Chimborazo,524004,5120,145,-1.674347000000000,-78.64829400000001,25
Cotopaxi,488716,5693,78,-0.9333330000000000,-78.61666700000001,25
El Oro,715751,13018,278,-3.266667000000000,-79.96666700000000,25
Esmeraldas,591083,3668,149,1.050000000000000,-79.20000000000000,25
Galápagos,33042,542,4,-0.7999999999999999,-89.40000000000001,25
Guayas,4387434,36599,2209,-2.183333000000000,-79.88333299999999,25
Imbabura,476257,8777,342,0.3626780000000000,-78.13066700000000,25
Loja,521154,9258,131,-3.983333000000000,-79.20000000000000,25
Los Ríos,921763,7626,88,-1.800000000000000,-79.53333300000000,25
Manabí,1562079,16729,205,-1.056181000000000,-80.45521700000000,25
Morona Santiago,196535,2277,67,-2.300000000000000,-78.11666700000001,25
Napo,133705,1798,71,-0.9890000000000000,-77.81590000000000,25
Orellana,161338,1300,52,-0.4666670000000000,-76.96666700000000,25
Pastaza,114202,867,25,-1.066667000000000,-78.00111099999999,25
Pichincha,3228233,85977,3015,-0.2186110000000000,-78.50972200000000,25
Santa Elena,401178,1718,14,-2.226700000000000,-80.85830000000000,25
Sto. Domingo Tsáchilas,511151,5612,85,-0.2541670000000000,-79.17194400000000,25
Sucumbíos,230503,2373,57,0.08472200000000002,-76.88277800000000,25
Tungurahua,590600,6623,166,-1.241667000000000,-78.61972200000000,25
Zamora Chinchipe,120416,1216,16,-4.120000000000000,-78.80000000000000,25
Azuay,881394,11441,452,-2.897414000000000,-79.00448100000000,26
Bolívar,209933,4181,25,-1.605556000000000,-79.00305600000000,26
Carchi,186869,4976,217,0.8121800000000000,-77.71633000000000,26
Cañar,281396,3092,65,-2.733333000000000,-78.83333300000000,26
Chimborazo,524004,5255,135,-1.674347000000000,-78.64829400000001,26
Cotopaxi,488716,5797,104,-0.9333330000000000,-78.61666700000001,26
El Oro,715751,13296,278,-3.266667000000000,-79.96666700000000,26
Esmeraldas,591083,3823,155,1.050000000000000,-79.20000000000000,26
Galápagos,33042,546,4,-0.7999999999999999,-89.40000000000001,26
Guayas,4387434,37930,1331,-2.183333000000000,-79.88333299999999,26
Imbabura,476257,9101,324,0.3626780000000000,-78.13066700000000,26
Loja,521154,9457,199,-3.983333000000000,-79.20000000000000,26
Los Ríos,921763,7729,103,-1.800000000000000,-79.53333300000000,26
Manabí,1562079,17033,304,-1.056181000000000,-80.45521700000000,26
Morona Santiago,196535,2414,137,-2.300000000000000,-78.11666700000001,26
Napo,133705,1878,80,-0.9890000000000000,-77.81590000000000,26
Orellana,161338,1358,58,-0.4666670000000000,-76.96666700000000,26
Pastaza,114202,898,31,-1.066667000000000,-78.00111099999999,26
Pichincha,3228233,89380,3403,-0.2186110000000000,-78.50972200000000,26
Santa Elena,401178,1737,19,-2.226700000000000,-80.85830000000000,26
Sto. Domingo Tsáchilas,511151,5725,113,-0.2541670000000000,-79.17194400000000,26
Sucumbíos,230503,2412,39,0.08472200000000002,-76.88277800000000,26
Tungurahua,590600,6809,186,-1.241667000000000,-78.61972200000000,26
Zamora Chinchipe,120416,1260,44,-4.120000000000000,-78.80000000000000,26
Azuay,881394,11924,483,-2.897414000000000,-79.00448100000000,27
Bolívar,209933,4226,45,-1.605556000000000,-79.00305600000000,27
Carchi,186869,5163,187,0.8121800000000000,-77.71633000000000,27
Cañar,281396,3206,114,-2.733333000000000,-78.83333300000000,27
Chimborazo,524004,5341,86,-1.674347000000000,-78.64829400000001,27
Cotopaxi,488716,5854,57,-0.9333330000000000,-78.61666700000001,27
El Oro,715751,13589,293,-3.266667000000000,-79.96666700000000,27
Esmeraldas,591083,4018,195,1.050000000000000,-79.20000000000000,27
Galápagos,33042,547,1,-0.7999999999999999,-89.40000000000001,27
Guayas,4387434,38782,852,-2.183333000000000,-79.88333299999999,27
Imbabura,476257,9389,288,0.3626780000000000,-78.13066700000000,27
Loja,521154,9639,182,-3.983333000000000,-79.20000000000000,27
Los Ríos,921763,7816,87,-1.800000000000000,-79.53333300000000,27
Manabí,1562079,17287,254,-1.056181000000000,-80.45521700000000,27
Morona Santiago,196535,2555,141,-2.300000000000000,-78.11666700000001,27
Napo,133705,1966,88,-0.9890000000000000,-77.81590000000000,27
Orellana,161338,1413,55,-0.4666670000000000,-76.96666700000000,27
Pastaza,114202,954,56,-1.066667000000000,-78.00111099999999,27
Pichincha,3228233,91703,2323,-0.2186110000000000,-78.50972200000000,27
Santa Elena,401178,1760,23,-2.226700000000000,-80.85830000000000,27
Sto. Domingo Tsáchilas,511151,5787,62,-0.2541670000000000,-79.17194400000000,27
Sucumbíos,230503,2488,76,0.08472200000000002,-76.88277800000000,27
Tungurahua,590600,7050,241,-1.241667000000000,-78.61972200000000,27
Zamora Chinchipe,120416,1275,15,-4.120000000000000,-78.80000000000000,27
Azuay,881394,12270,346,-2.897414000000000,-79.00448100000000,28
Bolívar,209933,4271,45,-1.605556000000000,-79.00305600000000,28
Carchi,186869,5368,205,0.8121800000000000,-77.71633000000000,28
Cañar,281396,3274,68,-2.733333000000000,-78.83333300000000,28
Chimborazo,524004,5496,155,-1.674347000000000,-78.64829400000001,28
Cotopaxi,488716,5988,134,-0.9333330000000000,-78.61666700000001,28
El Oro,715751,13797,208,-3.266667000000000,-79.96666700000000,28
Esmeraldas,591083,4181,163,1.050000000000000,-79.20000000000000,28
Galápagos,33042,550,3,-0.7999999999999999,-89.40000000000001,28
Guayas,4387434,39386,604,-2.183333000000000,-79.88333299999999,28
Imbabura,476257,9695,306,0.3626780000000000,-78.13066700000000,28
Loja,521154,9736,97,-3.983333000000000,-79.20000000000000,28
Los Ríos,921763,7885,69,-1.800000000000000,-79.53333300000000,28
Manabí,1562079,17396,109,-1.056181000000000,-80.45521700000000,28
Morona Santiago,196535,2667,112,-2.300000000000000,-78.11666700000001,28
Napo,133705,2047,81,-0.9890000000000000,-77.81590000000000,28
Orellana,161338,1444,31,-0.4666670000000000,-76.96666700000000,28
Pastaza,114202,1033,79,-1.066667000000000,-78.00111099999999,28
Pichincha,3228233,96119,4416,-0.2186110000000000,-78.50972200000000,28
Santa Elena,401178,1768,8,-2.226700000000000,-80.85830000000000,28
Sto. Domingo Tsáchilas,511151,5894,107,-0.2541670000000000,-79.17194400000000,28
Sucumbíos,230503,2574,86,0.08472200000000002,-76.88277800000000,28
Tungurahua,590600,7329,279,-1.241667000000000,-78.61972200000000,28
Zamora Chinchipe,120416,1283,8,-4.120000000000000,-78.80000000000000,28
Azuay,881394,12644,374,-2.897414000000000,-79.00448100000000,29
Bolívar,209933,4302,31,-1.605556000000000,-79.00305600000000,29
Carchi,186869,5530,162,0.8121800000000000,-77.71633000000000,29
Cañar,281396,3380,106,-2.733333000000000,-78.83333300000000,29
Chimborazo,524004,5576,80,-1.674347000000000,-78.64829400000001,29
Cotopaxi,488716,6037,49,-0.9333330000000000,-78.61666700000001,29
El Oro,715751,14079,282,-3.266667000000000,-79.96666700000000,29
Esmeraldas,591083,4265,84,1.050000000000000,-79.20000000000000,29
Galápagos,33042,551,1,-0.7999999999999999,-89.40000000000001,29
Guayas,4387434,39786,400,-2.183333000000000,-79.88333299999999,29
Imbabura,476257,9906,211,0.3626780000000000,-78.13066700000000,29
Loja,521154,9936,200,-3.983333000000000,-79.20000000000000,29
Los Ríos,921763,7920,35,-1.800000000000000,-79.53333300000000,29
Manabí,1562079,17539,143,-1.056181000000000,-80.45521700000000,29
Morona Santiago,196535,2731,64,-2.300000000000000,-78.11666700000001,29
Napo,133705,2072,25,-0.9890000000000000,-77.81590000000000,29
Orellana,161338,1466,22,-0.4666670000000000,-76.96666700000000,29
Pastaza,114202,1060,27,-1.066667000000000,-78.00111099999999,29
Pichincha,3228233,98240,2121,-0.2186110000000000,-78.50972200000000,29
Santa Elena,401178,1775,7,-2.226700000000000,-80.85830000000000,29
Sto. Domingo Tsáchilas,511151,5944,50,-0.2541670000000000,-79.17194400000000,29
Sucumbíos,230503,2632,58,0.08472200000000002,-76.88277800000000,29
Tungurahua,590600,7436,107,-1.241667000000000,-78.61972200000000,29
Zamora Chinchipe,120416,1299,16,-4.120000000000000,-78.80000000000000,29
Azuay,881394,12813,169,-2.897414000000000,-79.00448100000000,30
Bolívar,209933,4314,12,-1.605556000000000,-79.00305600000000,30
Carchi,186869,5657,127,0.8121800000000000,-77.71633000000000,30
Cañar,281396,3401,21,-2.733333000000000,-78.83333300000000,30
Chimborazo,524004,5600,24,-1.674347000000000,-78.64829400000001,30
Cotopaxi,488716,6082,45,-0.9333330000000000,-78.61666700000001,30
El Oro,715751,14198,119,-3.266667000000000,-79.96666700000000,30
Esmeraldas,591083,4320,55,1.050000000000000,-79.20000000000000,30
Galápagos,33042,551,0,-0.7999999999999999,-89.40000000000001,30
Guayas,4387434,39921,135,-2.183333000000000,-79.88333299999999,30
Imbabura,476257,10054,148,0.3626780000000000,-78.13066700000000,30
Loja,521154,9989,53,-3.983333000000000,-79.20000000000000,30
Los Ríos,921763,7924,4,-1.800000000000000,-79.53333300000000,30
Manabí,1562079,17577,38,-1.056181000000000,-80.45521700000000,30
Morona Santiago,196535,2787,56,-2.300000000000000,-78.11666700000001,30
Napo,133705,2093,21,-0.9890000000000000,-77.81590000000000,30
Orellana,161338,1468,2,-0.4666670000000000,-76.96666700000000,30
Pastaza,114202,1078,18,-1.066667000000000,-78.00111099999999,30
Pichincha,3228233,100040,1800,-0.2186110000000000,-78.50972200000000,30
Santa Elena,401178,1777,2,-2.226700000000000,-80.85830000000000,30
Sto. Domingo Tsáchilas,511151,5987,43,-0.2541670000000000,-79.17194400000000,30
Sucumbíos,230503,2656,24,0.08472200000000002,-76.88277800000000,30
Tungurahua,590600,7528,92,-1.241667000000000,-78.61972200000000,30
Zamora Chinchipe,120416,1304,5,-4.120000000000000,-78.80000000000000,30
Azuay,881394,13447,634,-2.897414000000000,-79.00448100000000,31
Bolívar,209933,4383,69,-1.605556000000000,-79.00305600000000,31
Carchi,186869,5886,229,0.8121800000000000,-77.71633000000000,31
Cañar,281396,3471,70,-2.733333000000000,-78.83333300000000,31
Chimborazo,524004,5728,128,-1.674347000000000,-78.64829400000001,31
Cotopaxi,488716,6175,93,-0.9333330000000000,-78.61666700000001,31
El Oro,715751,14648,450,-3.266667000000000,-79.96666700000000,31
Esmeraldas,591083,4474,154,1.050000000000000,-79.20000000000000,31
Galápagos,33042,555,4,-0.7999999999999999,-89.40000000000001,31
Guayas,4387434,40684,763,-2.183333000000000,-79.88333299999999,31
Imbabura,476257,10450,396,0.3626780000000000,-78.13066700000000,31
Loja,521154,10207,218,-3.983333000000000,-79.20000000000000,31
Los Ríos,921763,8012,88,-1.800000000000000,-79.53333300000000,31
Manabí,1562079,17827,250,-1.056181000000000,-80.45521700000000,31
Morona Santiago,196535,2935,148,-2.300000000000000,-78.11666700000001,31
Napo,133705,2128,35,-0.9890000000000000,-77.81590000000000,31
Orellana,161338,1484,16,-0.4666670000000000,-76.96666700000000,31
Pastaza,114202,1117,39,-1.066667000000000,-78.00111099999999,31
Pichincha,3228233,104215,4175,-0.2186110000000000,-78.50972200000000,31
Santa Elena,401178,1808,31,-2.226700000000000,-80.85830000000000,31
Sto. Domingo Tsáchilas,511151,6086,99,-0.2541670000000000,-79.17194400000000,31
Sucumbíos,230503,2779,123,0.08472200000000002,-76.88277800000000,31
Tungurahua,590600,7746,218,-1.241667000000000,-78.61972200000000,31
Zamora Chinchipe,120416,1325,21,-4.120000000000000,-78.80000000000000,31
Azuay,881394,13634,187,-2.897414000000000,-79.00448100000000,32
Bolívar,209933,4409,26,-1.605556000000000,-79.00305600000000,32
Carchi,186869,5961,75,0.8121800000000000,-77.71633000000000,32
Cañar,281396,3503,32,-2.733333000000000,-78.83333300000000,32
Chimborazo,524004,5764,36,-1.674347000000000,-78.64829400000001,32
Cotopaxi,488716,6210,35,-0.9333330000000000,-78.61666700000001,32
El Oro,715751,14810,162,-3.266667000000000,-79.96666700000000,32
Esmeraldas,591083,4532,58,1.050000000000000,-79.20000000000000,32
Galápagos,33042,557,2,-0.7999999999999999,-89.40000000000001,32
Guayas,4387434,40927,243,-2.183333000000000,-79.88333299999999,32
Imbabura,476257,10569,119,0.3626780000000000,-78.13066700000000,32
Loja,521154,10325,118,-3.983333000000000,-79.20000000000000,32
Los Ríos,921763,8027,15,-1.800000000000000,-79.53333300000000,32
Manabí,1562079,17898,71,-1.056181000000000,-80.45521700000000,32
Morona Santiago,196535,2970,35,-2.300000000000000,-78.11666700000001,32
Napo,133705,2151,23,-0.9890000000000000,-77.81590000000000,32
Orellana,161338,1497,13,-0.4666670000000000,-76.96666700000000,32
Pastaza,114202,1137,20,-1.066667000000000,-78.00111099999999,32
Pichincha,3228233,105652,1437,-0.2186110000000000,-78.50972200000000,32
Santa Elena,401178,1812,4,-2.226700000000000,-80.85830000000000,32
Sto. Domingo Tsáchilas,511151,6118,32,-0.2541670000000000,-79.17194400000000,32
Sucumbíos,230503,2819,40,0.08472200000000002,-76.88277800000000,32
Tungurahua,590600,7836,90,-1.241667000000000,-78.61972200000000,32
Zamora Chinchipe,120416,1333,8,-4.120000000000000,-78.80000000000000,32
Azuay,881394,13870,236,-2.897414000000000,-79.00448100000000,33
Bolívar,209933,4421,12,-1.605556000000000,-79.00305600000000,33
Carchi,186869,6007,46,0.8121800000000000,-77.71633000000000,33
Cañar,281396,3535,32,-2.733333000000000,-78.83333300000000,33
Chimborazo,524004,5805,41,-1.674347000000000,-78.64829400000001,33
Cotopaxi,488716,6240,30,-0.9333330000000000,-78.61666700000001,33
El Oro,715751,14949,139,-3.266667000000000,-79.96666700000000,33
Esmeraldas,591083,4624,92,1.050000000000000,-79.20000000000000,33
Galápagos,33042,559,2,-0.7999999999999999,-89.40000000000001,33
Guayas,4387434,41456,529,-2.183333000000000,-79.88333299999999,33
Imbabura,476257,10936,367,0.3626780000000000,-78.13066700000000,33
Loja,521154,10368,43,-3.983333000000000,-79.20000000000000,33
Los Ríos,921763,8064,37,-1.800000000000000,-79.53333300000000,33
Manabí,1562079,18022,124,-1.056181000000000,-80.45521700000000,33
Morona Santiago,196535,3010,40,-2.300000000000000,-78.11666700000001,33
Napo,133705,2183,32,-0.9890000000000000,-77.81590000000000,33
Orellana,161338,1511,14,-0.4666670000000000,-76.96666700000000,33
Pastaza,114202,1153,16,-1.066667000000000,-78.00111099999999,33
Pichincha,3228233,107255,1603,-0.2186110000000000,-78.50972200000000,33
Santa Elena,401178,1824,12,-2.226700000000000,-80.85830000000000,33
Sto. Domingo Tsáchilas,511151,6152,34,-0.2541670000000000,-79.17194400000000,33
Sucumbíos,230503,2867,48,0.08472200000000002,-76.88277800000000,33
Tungurahua,590600,7907,71,-1.241667000000000,-78.61972200000000,33
Zamora Chinchipe,120416,1346,13,-4.120000000000000,-78.80000000000000,33
Azuay,881394,14099,229,-2.897414000000000,-79.00448100000000,34
Bolívar,209933,4449,28,-1.605556000000000,-79.00305600000000,34
Carchi,186869,6038,31,0.8121800000000000,-77.71633000000000,34
Cañar,281396,3568,33,-2.733333000000000,-78.83333300000000,34
Chimborazo,524004,5835,30,-1.674347000000000,-78.64829400000001,34
Cotopaxi,488716,6261,21,-0.9333330000000000,-78.61666700000001,34
El Oro,715751,15056,107,-3.266667000000000,-79.96666700000000,34
Esmeraldas,591083,4638,14,1.050000000000000,-79.20000000000000,34
Galápagos,33042,562,3,-0.7999999999999999,-89.40000000000001,34
