muestras,muestras_pcr,positivas_total,positivas_probables,muestras_pcr_nuevas,pruebas_rezagadas,muertes_confirmadas,muertes_probables,muertes,muertes_nuevas,positivas,positivas_pcr,positivas_pcr_nuevas,positivas_pcr_mujer,positivas_pcr_hombre,positivas_pcr_hombre_edades_meses,positivas_pcr_hombre_edades_0a4,positivas_pcr_hombre_edades_5a9,positivas_pcr_hombre_edades_10a14,positivas_pcr_hombre_edades_15a19,positivas_pcr_hombre_edades_20a49,positivas_pcr_hombre_edades_50a64,positivas_pcr_hombre_edades_65an,positivas_pcr_mujer_edades_meses,positivas_pcr_mujer_edades_0a4,positivas_pcr_mujer_edades_5a9,positivas_pcr_mujer_edades_10a14,positivas_pcr_mujer_edades_15a19,positivas_pcr_mujer_edades_20a49,positivas_pcr_mujer_edades_50a64,positivas_pcr_mujer_edades_65an,positivas_rapidas,negativas,negativas_pcr,negativas_pcr_nuevas,negativas_rapidas,hospitalizadas_altas,hospitalizadas_estables,hospitalizadas_pronostico_reservadas,msp_hospitalizacion_camas_porcentaje_ocupadas,msp_hospitalizacion_lista_espera,msp_hospitalizacion_camas_asignadas,msp_hospitalizacion_camas_ocupadas,msp_cuidado_intermedio_camas_porcentaje_ocupadas,msp_cuidado_intermedio_lista_espera,msp_cuidado_intermedio_camas_asignadas,msp_cuidado_intermedio_camas_ocupadas,msp_uci_camas_porcentaje_ocupadas,msp_uci_lista_espera,msp_uci_camas_asignadas,msp_uci_camas_ocupadas,rpis_hospitalizacion_camas_porcentaje_ocupadas,rpis_hospitalizacion_lista_espera,rpis_hospitalizacion_camas_asignadas,rpis_hospitalizacion_camas_ocupadas,rpis_cuidado_intermedio_camas_porcentaje_ocupadas,rpis_cuidado_intermedio_lista_espera,rpis_cuidado_intermedio_camas_asignadas,rpis_cuidado_intermedio_camas_ocupadas,rpis_uci_camas_porcentaje_ocupadas,rpis_uci_lista_espera,rpis_uci_camas_asignadas,rpis_uci_camas_ocupadas,rpc_hospitalizacion_camas_porcentaje_ocupadas,rpc_hospitalizacion_lista_espera,rpc_hospitalizacion_camas_asignadas,rpc_hospitalizacion_camas_ocupadas,rpc_cuidado_intermedio_camas_porcentaje_ocupadas,rpc_cuidado_intermedio_lista_espera,rpc_cuidado_intermedio_camas_asignadas,rpc_cuidado_intermedio_camas_ocupadas,rpc_uci_camas_porcentaje_ocupadas,rpc_uci_lista_espera,rpc_uci_camas_asignadas,rpc_uci_camas_ocupadas,created_at
101580,81008,0,0,1332,23882,2939,1880,4819,126,35306,26350,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,42392,30776,1290,11616,3638,415,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21/05/2020
104330,83758,0,0,2750,24223,3056,1892,4948,129,35828,26872,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,44279,32663,1887,11616,3706,421,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22/05/2020
105462,84890,0,0,1132,24185,3096,1986,5082,134,36258,27302,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,45019,33403,740,11616,3748,456,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23/05/2020
106079,85507,0,0,617,23580,3108,1929,5037,-45,36756,27800,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,45743,34127,724,11616,3858,460,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24/05/2020
106554,85982,0,0,475,21787,3203,2026,5229,192,37355,28399,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,47412,35796,1669,11616,3946,442,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25/05/2020
106991,86419,0,0,437,21642,3221,2055,5276,47,37656,28700,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,47693,36077,281,11616,3981,441,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26/05/2020
109541,88969,0,0,2550,22618,3275,2144,5419,143,38103,29147,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,48820,37204,1127,11616,4021,437,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27/05/2020
110812,90240,0,0,1271,23101,3313,2136,5449,30,38471,29515,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,49240,37624,420,11616,4220,416,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28/05/2020
113808,93236,0,0,2996,25518,3334,2129,5463,14,38571,29615,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,49719,38103,479,11616,4269,464,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29/05/2020
116673,96101,0,0,2865,27870,3346,2148,5494,31,38843,29887,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,49960,38344,241,11616,4430,457,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30/05/2020
117422,96850,0,0,749,27862,3358,2154,5512,18,39098,30142,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,50462,38846,502,11616,4476,462,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31/05/2020
117524,96952,0,0,102,25530,3394,2135,5529,17,39994,31038,896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,52000,40384,1538,11616,4583,483,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/06/2020
118574,98002,0,0,1050,25223,3438,2201,5639,110,40414,31458,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,52937,41321,937,11616,4620,524,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/06/2020
119375,98803,0,0,801,24075,3486,2221,5707,68,40966,32010,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,54334,42718,1397,11616,4693,508,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/06/2020
120845,100273,0,0,1470,24130,3534,2356,5890,183,41575,32619,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,55140,43524,806,11616,4737,532,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/06/2020
125149,104577,0,0,4304,26298,3592,2378,5970,80,42106,33150,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,56745,45129,1605,11616,4801,516,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/06/2020
126683,106111,0,0,1534,26988,3608,2429,6037,67,42728,33772,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,56967,45351,222,11616,4912,439,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06/06/2020
127414,106842,0,0,731,26466,3621,2437,6058,21,43120,34164,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,57828,46212,861,11616,4977,451,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07/06/2020
127576,107004,0,0,162,26208,3642,2423,6065,7,43378,34422,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,57990,46374,162,11616,5073,474,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/06/2020
128175,107603,0,0,599,25324,3690,2428,6118,53,43917,34961,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,58934,47318,944,11616,5110,483,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/06/2020
130385,109813,0,0,2210,26413,3720,2462,6182,64,44440,35484,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,59532,47916,598,11616,5167,501,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/06/2020
132181,111609,0,0,1796,26017,3768,2516,6284,102,45082,36126,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,61082,49466,1550,11616,5333,530,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/06/2020
133458,112886,0,0,1277,25325,3828,2522,6350,66,45778,36822,696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,62355,50739,1273,11616,5410,549,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/06/2020
134141,113569,0,0,683,24623,3874,2608,6482,132,46356,37400,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,63162,51546,807,11616,5480,546,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13/06/2020
134141,113569,0,0,0,23727,3896,2665,6561,79,46751,37795,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,63663,52047,501,11616,5554,548,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14/06/2020
134833,114261,0,0,692,23160,3929,2603,6532,-29,47322,38366,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,64351,52735,688,11616,5737,478,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15/06/2020
135845,115273,0,0,1012,22309,3970,2683,6653,121,47943,38987,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,65593,53977,1242,11616,5791,528,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16/06/2020
136472,115900,0,0,627,21674,4007,2702,6709,56,48490,39534,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,66308,54692,715,11616,5911,562,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17/06/2020
137060,116488,0,0,588,20792,4087,2770,6857,148,49097,40141,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,67171,55555,863,11616,6021,545,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/06/2020
137930,117358,0,0,870,19783,4156,2818,6974,117,49731,40775,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,68416,56800,1245,11616,6111,527,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/06/2020
138880,118308,0,0,950,19267,4199,2866,7065,91,50183,41227,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,69430,57814,1014,11616,6167,520,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20/06/2020
139333,118761,0,0,453,18493,4223,2872,7095,30,50640,41684,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,70200,58584,770,11616,6250,519,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21/06/2020
139741,119169,0,0,408,18413,4246,2860,7106,11,50915,41959,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,70413,58797,213,11616,6384,485,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22/06/2020
140705,120133,0,0,964,17278,4274,2875,7149,43,51643,42687,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,71784,60168,1371,11616,6456,506,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23/06/2020
141683,121111,0,0,978,16539,4309,2915,7224,75,52334,43378,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,72810,61194,1026,11616,6530,455,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24/06/2020
142715,122143,0,0,1032,15667,4343,2965,7308,84,53156,44200,822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,73892,62276,1082,11616,6682,507,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25/06/2020
143752,123180,0,0,1037,14709,4406,3016,7422,114,53856,44900,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,75187,63571,1295,11616,6832,556,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26/06/2020
144751,124179,0,0,999,14240,4424,3054,7478,56,54574,45618,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,75937,64321,750,11616,6948,566,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27/06/2020
145048,124476,0,0,297,12953,4429,3065,7494,16,55255,46299,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,76840,65224,903,11616,7015,533,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28/06/2020
145916,125344,0,0,868,12499,4502,3059,7561,67,55665,46709,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,77752,66136,912,11616,7154,543,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29/06/2020
147212,126640,0,0,1296,11730,4527,3071,7598,37,56342,47386,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,79140,67524,1388,11616,7243,557,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30/06/2020
152268,131696,0,0,5056,14093,4576,3079,7655,57,58257,49301,1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,79918,68302,778,11616,7342,552,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/07/2020
156185,135613,0,0,3917,15267,4639,3134,7773,118,59486,50530,1229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,81432,69816,1514,11616,7487,586,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/07/2020
158730,138158,0,0,2545,15527,4700,3179,7879,106,60657,51701,1171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,82546,70930,1114,11616,7619,635,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/07/2020
162372,141800,0,0,3642,17065,4769,3192,7961,82,61535,52579,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,83772,72156,1226,11616,7735,638,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/07/2020
163842,143270,0,0,1470,17536,4781,3195,7976,15,61958,53002,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,84348,72732,576,11616,7810,639,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/07/2020
164844,144272,0,0,1002,17573,4821,3205,8026,50,62380,53424,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,84891,73275,543,11616,7960,632,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06/07/2020
168272,147700,0,0,3428,18875,4873,3247,8120,94,63245,54289,865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,86152,74536,1261,11616,8012,625,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07/07/2020
171653,151081,0,0,3381,19859,4900,3257,8157,37,64221,55265,976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,87573,75957,1421,11616,8125,617,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/07/2020
174769,154197,0,0,3116,20990,4939,3282,8221,64,65018,56062,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,88761,77145,1188,11616,8263,649,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/07/2020
178139,157567,0,0,3370,22756,4983,3289,8272,51,65801,56845,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,89582,77966,821,11616,8416,647,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/07/2020
181564,160992,0,0,3425,23573,5031,3305,8336,64,67209,58253,1408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,90782,79166,1200,11616,8693,653,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/07/2020
182523,161951,0,0,959,23680,5047,3292,8339,3,67870,58914,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,90973,79357,191,11616,8842,685,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/07/2020
183392,162820,0,0,869,22218,5063,3277,8340,1,68459,59503,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,92715,81099,1742,11616,8928,658,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13/07/2020
186879,166307,0,0,3487,23317,5130,3326,8456,116,69570,60614,1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,93992,82376,1277,11616,9043,670,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14/07/2020
190349,169777,0,0,3470,24570,5158,3343,8501,45,70329,61373,759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,95450,83834,1458,11616,9200,759,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15/07/2020
194578,174006,0,0,4229,26013,5207,3355,8562,61,71365,62409,1036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,97200,85584,1750,11616,9278,773,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16/07/2020
199115,178543,0,0,4537,28182,5250,3370,8620,58,72444,63488,1079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,98489,86873,1289,11616,9278,773,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17/07/2020
202649,182077,0,0,3534,29629,5282,3371,8653,33,73382,64426,938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,99638,88022,1149,11616,9527,736,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/07/2020
204162,183590,0,0,1513,29440,5313,3379,8692,39,74013,65057,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,100709,89093,1071,11616,9671,753,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/07/2020
204933,184361,0,0,771,28593,5318,3379,8697,5,74620,65664,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,101720,90104,1011,11616,9725,732,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20/07/2020
207780,187208,0,0,2847,28056,5366,3400,8766,69,76217,67261,1597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,103507,91891,1787,11616,9779,753,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21/07/2020
213002,192430,0,0,5222,30987,5418,3407,8825,59,77257,68301,1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,104758,93142,1251,11616,10068,735,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22/07/2020
216974,196402,0,0,3972,32804,5439,3412,8851,26,78148,69192,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,106022,94406,1264,11616,10291,790,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23/07/2020
221152,200580,0,0,4178,34858,5468,3422,8890,39,79049,70093,901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,107245,95629,1223,11616,10555,822,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24/07/2020
224197,203625,0,0,3045,35843,5507,3438,8945,55,80036,71080,987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,108318,96702,1073,11616,10697,648,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25/07/2020
225293,204721,0,0,1096,35116,5515,3440,8955,10,80694,71738,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,109483,97867,1165,11616,10769,823,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26/07/2020
226475,205903,0,0,1182,35172,5532,3444,8976,21,81161,72205,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,110142,98526,659,11616,10838,835,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27/07/2020
230515,209943,0,0,4040,35848,5584,3454,9038,62,82279,73323,1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,112388,100772,2246,11616,10888,840,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28/07/2020
233877,213305,0,0,3362,37097,5623,3465,9088,50,83193,74237,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,113587,101971,1199,11616,11043,882,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29/07/2020
238224,217652,0,0,4347,38559,5657,3468,9125,37,84370,75414,1177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,115295,103679,1708,11616,11165,879,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30/07/2020
242253,221681,0,0,4029,40087,5702,3470,9172,47,85355,76399,985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,116811,105195,1516,11616,11295,854,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31/07/2020
246028,225456,0,0,3775,41411,5736,3508,9244,72,86232,77276,877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,118385,106769,1574,11616,11392,841,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/08/2020
246730,226158,0,0,702,41235,5750,3508,9258,14,86524,77568,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8956,118971,107355,586,11616,11509,859,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/08/2020
