zona,region,inec_provincia_id,provincia,poblacion,dosis_total,primera_dosis,segunda_dosis,dosis_unica,dosis_refuerzo,lat,lng,created_at
8,costa,09,Guayas,4387434,1532,1532,0,0,0,-2.183333000000000,-79.88333299999999,31/01/2021
4,costa,13,Manabí,1562079,988,988,0,0,0,-1.056181000000000,-80.45521700000000,31/01/2021
6,sierra,01,Azuay,881394,663,663,0,0,0,-2.897414000000000,-79.00448100000000,31/01/2021
5,costa,12,Los Ríos,921763,416,416,0,0,0,-1.800000000000000,-79.53333300000000,31/01/2021
1,sierra,10,Imbabura,476257,324,324,0,0,0,0.3626780000000000,-78.13066700000000,31/01/2021
4,costa,23,Sto. Domingo Tsáchilas,511151,288,288,0,0,0,-0.2541670000000000,-79.17194400000000,31/01/2021
3,sierra,06,Chimborazo,524004,279,279,0,0,0,-1.674347000000000,-78.64829400000001,31/01/2021
1,costa,08,Esmeraldas,591083,236,236,0,0,0,1.050000000000000,-79.20000000000000,31/01/2021
6,sierra,03,Cañar,281396,131,131,0,0,0,-2.733333000000000,-78.83333300000000,31/01/2021
3,sierra,02,Bolívar,209933,109,109,0,0,0,-1.605556000000000,-79.00305600000000,31/01/2021
5,costa,24,Santa Elena,401178,109,109,0,0,0,-2.226700000000000,-80.85830000000000,31/01/2021
2,amazonia,21,Sucumbíos,230503,108,108,0,0,0,0.08472200000000001,-76.88277800000000,31/01/2021
1,sierra,04,Carchi,186869,98,98,0,0,0,0.8121800000000000,-77.71633000000000,31/01/2021
7,costa,07,El Oro,715751,40,40,0,0,0,-3.266667000000000,-79.96666700000000,31/01/2021
3,sierra,18,Tungurahua,590600,36,36,0,0,0,-1.241667000000000,-78.61972200000000,31/01/2021
9,sierra,17,Pichincha,3228233,1776,1776,0,0,0,-0.2186110000000000,-78.50972200000000,01/02/2021
8,costa,09,Guayas,4387434,1532,1532,0,0,0,-2.183333000000000,-79.88333299999999,01/02/2021
4,costa,13,Manabí,1562079,988,988,0,0,0,-1.056181000000000,-80.45521700000000,01/02/2021
6,sierra,01,Azuay,881394,663,663,0,0,0,-2.897414000000000,-79.00448100000000,01/02/2021
7,costa,07,El Oro,715751,468,468,0,0,0,-3.266667000000000,-79.96666700000000,01/02/2021
5,costa,12,Los Ríos,921763,416,416,0,0,0,-1.800000000000000,-79.53333300000000,01/02/2021
1,sierra,10,Imbabura,476257,324,324,0,0,0,0.3626780000000000,-78.13066700000000,01/02/2021
7,sierra,11,Loja,521154,290,290,0,0,0,-3.983333000000000,-79.20000000000000,01/02/2021
7,amazonia,19,Zamora Chinchipe,120416,289,289,0,0,0,-4.120000000000000,-78.80000000000000,01/02/2021
4,costa,23,Sto. Domingo Tsáchilas,511151,288,288,0,0,0,-0.2541670000000000,-79.17194400000000,01/02/2021
3,sierra,06,Chimborazo,524004,279,279,0,0,0,-1.674347000000000,-78.64829400000001,01/02/2021
1,costa,08,Esmeraldas,591083,236,236,0,0,0,1.050000000000000,-79.20000000000000,01/02/2021
5,insular,20,Galápagos,33042,191,191,0,0,0,-0.8000000000000000,-89.40000000000001,01/02/2021
6,amazonia,14,Morona Santiago,196535,190,190,0,0,0,-2.300000000000000,-78.11666700000001,01/02/2021
6,sierra,03,Cañar,281396,131,131,0,0,0,-2.733333000000000,-78.83333300000000,01/02/2021
3,sierra,02,Bolívar,209933,109,109,0,0,0,-1.605556000000000,-79.00305600000000,01/02/2021
5,costa,24,Santa Elena,401178,109,109,0,0,0,-2.226700000000000,-80.85830000000000,01/02/2021
2,amazonia,21,Sucumbíos,230503,108,108,0,0,0,0.08472200000000001,-76.88277800000000,01/02/2021
1,sierra,04,Carchi,186869,98,98,0,0,0,0.8121800000000000,-77.71633000000000,01/02/2021
3,sierra,18,Tungurahua,590600,36,36,0,0,0,-1.241667000000000,-78.61972200000000,01/02/2021
9,sierra,17,Pichincha,3228233,1777,1777,0,0,0,-0.2186110000000000,-78.50972200000000,02/02/2021
8,costa,09,Guayas,4387434,1532,1532,0,0,0,-2.183333000000000,-79.88333299999999,02/02/2021
4,costa,13,Manabí,1562079,988,988,0,0,0,-1.056181000000000,-80.45521700000000,02/02/2021
6,sierra,01,Azuay,881394,663,663,0,0,0,-2.897414000000000,-79.00448100000000,02/02/2021
7,costa,07,El Oro,715751,468,468,0,0,0,-3.266667000000000,-79.96666700000000,02/02/2021
5,insular,20,Galápagos,33042,443,443,0,0,0,-0.8000000000000000,-89.40000000000001,02/02/2021
5,costa,12,Los Ríos,921763,416,416,0,0,0,-1.800000000000000,-79.53333300000000,02/02/2021
3,sierra,18,Tungurahua,590600,367,367,0,0,0,-1.241667000000000,-78.61972200000000,02/02/2021
1,sierra,10,Imbabura,476257,324,324,0,0,0,0.3626780000000000,-78.13066700000000,02/02/2021
7,sierra,11,Loja,521154,290,290,0,0,0,-3.983333000000000,-79.20000000000000,02/02/2021
7,amazonia,19,Zamora Chinchipe,120416,289,289,0,0,0,-4.120000000000000,-78.80000000000000,02/02/2021
4,costa,23,Sto. Domingo Tsáchilas,511151,288,288,0,0,0,-0.2541670000000000,-79.17194400000000,02/02/2021
3,sierra,06,Chimborazo,524004,279,279,0,0,0,-1.674347000000000,-78.64829400000001,02/02/2021
3,sierra,05,Cotopaxi,488716,240,240,0,0,0,-0.9333330000000000,-78.61666700000001,02/02/2021
1,costa,08,Esmeraldas,591083,236,236,0,0,0,1.050000000000000,-79.20000000000000,02/02/2021
6,amazonia,14,Morona Santiago,196535,190,190,0,0,0,-2.300000000000000,-78.11666700000001,02/02/2021
2,amazonia,16,Pastaza,114202,184,184,0,0,0,-1.066667000000000,-78.00111099999999,02/02/2021
2,amazonia,15,Napo,133705,133,133,0,0,0,-0.9890000000000000,-77.81590000000000,02/02/2021
6,sierra,03,Cañar,281396,131,131,0,0,0,-2.733333000000000,-78.83333300000000,02/02/2021
3,sierra,02,Bolívar,209933,109,109,0,0,0,-1.605556000000000,-79.00305600000000,02/02/2021
5,costa,24,Santa Elena,401178,109,109,0,0,0,-2.226700000000000,-80.85830000000000,02/02/2021
2,amazonia,21,Sucumbíos,230503,108,108,0,0,0,0.08472200000000001,-76.88277800000000,02/02/2021
1,sierra,04,Carchi,186869,98,98,0,0,0,0.8121800000000000,-77.71633000000000,02/02/2021
2,amazonia,22,Orellana,161338,60,60,0,0,0,-0.4666670000000000,-76.96666700000000,02/02/2021
9,sierra,17,Pichincha,3228233,3067,3066,1,0,0,-0.2186110000000000,-78.50972200000000,03/02/2021
8,costa,09,Guayas,4387434,2878,2878,0,0,0,-2.183333000000000,-79.88333299999999,03/02/2021
4,costa,13,Manabí,1562079,988,988,0,0,0,-1.056181000000000,-80.45521700000000,03/02/2021
6,sierra,01,Azuay,881394,663,663,0,0,0,-2.897414000000000,-79.00448100000000,03/02/2021
7,costa,07,El Oro,715751,468,468,0,0,0,-3.266667000000000,-79.96666700000000,03/02/2021
5,insular,20,Galápagos,33042,443,443,0,0,0,-0.8000000000000000,-89.40000000000001,03/02/2021
5,costa,12,Los Ríos,921763,416,416,0,0,0,-1.800000000000000,-79.53333300000000,03/02/2021
3,sierra,18,Tungurahua,590600,367,367,0,0,0,-1.241667000000000,-78.61972200000000,03/02/2021
1,sierra,10,Imbabura,476257,324,324,0,0,0,0.3626780000000000,-78.13066700000000,03/02/2021
7,sierra,11,Loja,521154,290,290,0,0,0,-3.983333000000000,-79.20000000000000,03/02/2021
7,amazonia,19,Zamora Chinchipe,120416,289,289,0,0,0,-4.120000000000000,-78.80000000000000,03/02/2021
4,costa,23,Sto. Domingo Tsáchilas,511151,288,288,0,0,0,-0.2541670000000000,-79.17194400000000,03/02/2021
3,sierra,06,Chimborazo,524004,279,279,0,0,0,-1.674347000000000,-78.64829400000001,03/02/2021
3,sierra,05,Cotopaxi,488716,240,240,0,0,0,-0.9333330000000000,-78.61666700000001,03/02/2021
1,costa,08,Esmeraldas,591083,236,236,0,0,0,1.050000000000000,-79.20000000000000,03/02/2021
6,amazonia,14,Morona Santiago,196535,190,190,0,0,0,-2.300000000000000,-78.11666700000001,03/02/2021
2,amazonia,16,Pastaza,114202,184,184,0,0,0,-1.066667000000000,-78.00111099999999,03/02/2021
2,amazonia,15,Napo,133705,133,133,0,0,0,-0.9890000000000000,-77.81590000000000,03/02/2021
6,sierra,03,Cañar,281396,131,131,0,0,0,-2.733333000000000,-78.83333300000000,03/02/2021
3,sierra,02,Bolívar,209933,109,109,0,0,0,-1.605556000000000,-79.00305600000000,03/02/2021
5,costa,24,Santa Elena,401178,109,109,0,0,0,-2.226700000000000,-80.85830000000000,03/02/2021
2,amazonia,21,Sucumbíos,230503,108,108,0,0,0,0.08472200000000001,-76.88277800000000,03/02/2021
1,sierra,04,Carchi,186869,98,98,0,0,0,0.8121800000000000,-77.71633000000000,03/02/2021
2,amazonia,22,Orellana,161338,60,60,0,0,0,-0.4666670000000000,-76.96666700000000,03/02/2021
9,sierra,17,Pichincha,3228233,3110,3068,42,0,0,-0.2186110000000000,-78.50972200000000,04/02/2021
8,costa,09,Guayas,4387434,2926,2926,0,0,0,-2.183333000000000,-79.88333299999999,04/02/2021
4,costa,13,Manabí,1562079,988,988,0,0,0,-1.056181000000000,-80.45521700000000,04/02/2021
6,sierra,01,Azuay,881394,663,663,0,0,0,-2.897414000000000,-79.00448100000000,04/02/2021
7,costa,07,El Oro,715751,468,468,0,0,0,-3.266667000000000,-79.96666700000000,04/02/2021
5,insular,20,Galápagos,33042,443,443,0,0,0,-0.8000000000000000,-89.40000000000001,04/02/2021
5,costa,12,Los Ríos,921763,434,434,0,0,0,-1.800000000000000,-79.53333300000000,04/02/2021
3,sierra,18,Tungurahua,590600,367,367,0,0,0,-1.241667000000000,-78.61972200000000,04/02/2021
1,sierra,10,Imbabura,476257,324,324,0,0,0,0.3626780000000000,-78.13066700000000,04/02/2021
7,sierra,11,Loja,521154,290,290,0,0,0,-3.983333000000000,-79.20000000000000,04/02/2021
7,amazonia,19,Zamora Chinchipe,120416,289,289,0,0,0,-4.120000000000000,-78.80000000000000,04/02/2021
4,costa,23,Sto. Domingo Tsáchilas,511151,288,288,0,0,0,-0.2541670000000000,-79.17194400000000,04/02/2021
3,sierra,06,Chimborazo,524004,279,279,0,0,0,-1.674347000000000,-78.64829400000001,04/02/2021
3,sierra,05,Cotopaxi,488716,240,240,0,0,0,-0.9333330000000000,-78.61666700000001,04/02/2021
1,costa,08,Esmeraldas,591083,236,236,0,0,0,1.050000000000000,-79.20000000000000,04/02/2021
6,amazonia,14,Morona Santiago,196535,190,190,0,0,0,-2.300000000000000,-78.11666700000001,04/02/2021
2,amazonia,16,Pastaza,114202,184,184,0,0,0,-1.066667000000000,-78.00111099999999,04/02/2021
2,amazonia,15,Napo,133705,133,133,0,0,0,-0.9890000000000000,-77.81590000000000,04/02/2021
6,sierra,03,Cañar,281396,131,131,0,0,0,-2.733333000000000,-78.83333300000000,04/02/2021
3,sierra,02,Bolívar,209933,109,109,0,0,0,-1.605556000000000,-79.00305600000000,04/02/2021
5,costa,24,Santa Elena,401178,109,109,0,0,0,-2.226700000000000,-80.85830000000000,04/02/2021
2,amazonia,21,Sucumbíos,230503,108,108,0,0,0,0.08472200000000001,-76.88277800000000,04/02/2021
1,sierra,04,Carchi,186869,98,98,0,0,0,0.8121800000000000,-77.71633000000000,04/02/2021
2,amazonia,22,Orellana,161338,60,60,0,0,0,-0.4666670000000000,-76.96666700000000,04/02/2021
9,sierra,17,Pichincha,3228233,3112,3070,42,0,0,-0.2186110000000000,-78.50972200000000,05/02/2021
8,costa,09,Guayas,4387434,2926,2926,0,0,0,-2.183333000000000,-79.88333299999999,05/02/2021
4,costa,13,Manabí,1562079,989,989,0,0,0,-1.056181000000000,-80.45521700000000,05/02/2021
6,sierra,01,Azuay,881394,663,663,0,0,0,-2.897414000000000,-79.00448100000000,05/02/2021
7,costa,07,El Oro,715751,468,468,0,0,0,-3.266667000000000,-79.96666700000000,05/02/2021
5,insular,20,Galápagos,33042,443,443,0,0,0,-0.8000000000000000,-89.40000000000001,05/02/2021
5,costa,12,Los Ríos,921763,434,434,0,0,0,-1.800000000000000,-79.53333300000000,05/02/2021
3,sierra,18,Tungurahua,590600,367,367,0,0,0,-1.241667000000000,-78.61972200000000,05/02/2021
1,sierra,10,Imbabura,476257,324,324,0,0,0,0.3626780000000000,-78.13066700000000,05/02/2021
7,sierra,11,Loja,521154,290,290,0,0,0,-3.983333000000000,-79.20000000000000,05/02/2021
7,amazonia,19,Zamora Chinchipe,120416,289,289,0,0,0,-4.120000000000000,-78.80000000000000,05/02/2021
4,costa,23,Sto. Domingo Tsáchilas,511151,288,288,0,0,0,-0.2541670000000000,-79.17194400000000,05/02/2021
3,sierra,06,Chimborazo,524004,279,279,0,0,0,-1.674347000000000,-78.64829400000001,05/02/2021
3,sierra,05,Cotopaxi,488716,240,240,0,0,0,-0.9333330000000000,-78.61666700000001,05/02/2021
1,costa,08,Esmeraldas,591083,236,236,0,0,0,1.050000000000000,-79.20000000000000,05/02/2021
6,amazonia,14,Morona Santiago,196535,190,190,0,0,0,-2.300000000000000,-78.11666700000001,05/02/2021
2,amazonia,16,Pastaza,114202,184,184,0,0,0,-1.066667000000000,-78.00111099999999,05/02/2021
2,amazonia,15,Napo,133705,133,133,0,0,0,-0.9890000000000000,-77.81590000000000,05/02/2021
6,sierra,03,Cañar,281396,131,131,0,0,0,-2.733333000000000,-78.83333300000000,05/02/2021
3,sierra,02,Bolívar,209933,109,109,0,0,0,-1.605556000000000,-79.00305600000000,05/02/2021
5,costa,24,Santa Elena,401178,109,109,0,0,0,-2.226700000000000,-80.85830000000000,05/02/2021
2,amazonia,21,Sucumbíos,230503,108,108,0,0,0,0.08472200000000001,-76.88277800000000,05/02/2021
1,sierra,04,Carchi,186869,98,98,0,0,0,0.8121800000000000,-77.71633000000000,05/02/2021
2,amazonia,22,Orellana,161338,60,60,0,0,0,-0.4666670000000000,-76.96666700000000,05/02/2021
9,sierra,17,Pichincha,3228233,3112,3070,42,0,0,-0.2186110000000000,-78.50972200000000,06/02/2021
8,costa,09,Guayas,4387434,2926,2926,0,0,0,-2.183333000000000,-79.88333299999999,06/02/2021
4,costa,13,Manabí,1562079,989,989,0,0,0,-1.056181000000000,-80.45521700000000,06/02/2021
6,sierra,01,Azuay,881394,663,663,0,0,0,-2.897414000000000,-79.00448100000000,06/02/2021
7,costa,07,El Oro,715751,468,468,0,0,0,-3.266667000000000,-79.96666700000000,06/02/2021
5,insular,20,Galápagos,33042,443,443,0,0,0,-0.8000000000000000,-89.40000000000001,06/02/2021
5,costa,12,Los Ríos,921763,434,434,0,0,0,-1.800000000000000,-79.53333300000000,06/02/2021
3,sierra,18,Tungurahua,590600,368,368,0,0,0,-1.241667000000000,-78.61972200000000,06/02/2021
1,sierra,10,Imbabura,476257,324,324,0,0,0,0.3626780000000000,-78.13066700000000,06/02/2021
7,sierra,11,Loja,521154,290,290,0,0,0,-3.983333000000000,-79.20000000000000,06/02/2021
7,amazonia,19,Zamora Chinchipe,120416,289,289,0,0,0,-4.120000000000000,-78.80000000000000,06/02/2021
4,costa,23,Sto. Domingo Tsáchilas,511151,288,288,0,0,0,-0.2541670000000000,-79.17194400000000,06/02/2021
3,sierra,06,Chimborazo,524004,279,279,0,0,0,-1.674347000000000,-78.64829400000001,06/02/2021
3,sierra,05,Cotopaxi,488716,240,240,0,0,0,-0.9333330000000000,-78.61666700000001,06/02/2021
1,costa,08,Esmeraldas,591083,236,236,0,0,0,1.050000000000000,-79.20000000000000,06/02/2021
6,amazonia,14,Morona Santiago,196535,190,190,0,0,0,-2.300000000000000,-78.11666700000001,06/02/2021
2,amazonia,16,Pastaza,114202,184,184,0,0,0,-1.066667000000000,-78.00111099999999,06/02/2021
2,amazonia,15,Napo,133705,133,133,0,0,0,-0.9890000000000000,-77.81590000000000,06/02/2021
6,sierra,03,Cañar,281396,131,131,0,0,0,-2.733333000000000,-78.83333300000000,06/02/2021
3,sierra,02,Bolívar,209933,109,109,0,0,0,-1.605556000000000,-79.00305600000000,06/02/2021
5,costa,24,Santa Elena,401178,109,109,0,0,0,-2.226700000000000,-80.85830000000000,06/02/2021
2,amazonia,21,Sucumbíos,230503,108,108,0,0,0,0.08472200000000001,-76.88277800000000,06/02/2021
1,sierra,04,Carchi,186869,98,98,0,0,0,0.8121800000000000,-77.71633000000000,06/02/2021
2,amazonia,22,Orellana,161338,60,60,0,0,0,-0.4666670000000000,-76.96666700000000,06/02/2021
9,sierra,17,Pichincha,3228233,3112,3070,42,0,0,-0.2186110000000000,-78.50972200000000,07/02/2021
