provincia,provincia_poblacion,canton,canton_poblacion,lat,lng,Semana 1,Semana 2,Semana 3,Semana 4,Semana 5,Semana 6,Semana 7,Semana 8,Semana 9,Semana 10,Semana 11,Semana 12,Semana 13,Semana 14,Semana 15,Semana 16,Semana 17,Semana 18,Semana 19,Semana 20,Semana 21,Semana 22,Semana 23,Semana 24,Semana 25,Semana 26,Semana 27,Semana 28,Semana 29,Semana 30,Semana 31,Semana 32,Semana 33,Semana 34,Semana 35,Semana 36,Semana 37,Semana 38,Semana 39,Semana 40,Semana 41,Semana 42,Semana 43,Semana 44,Semana 45,Semana 46,Semana 47,Semana 48,Semana 49,Semana 50,Semana 51,Semana 52,Semana 53
Pichincha,3228233,Quito,2781641,-0.2186110000000000,-78.50972200000000,682,714,860,814,782,758,754,726,754,796,794,838,944,974,1046,1164,1126,1058,966,972,844,744,706,710,688,698,690,720,660,682,566,574,520,494,528,520,506,488,428,458,458,448,484,478,428,462,486,486,534,500,510,454,141
Pichincha,3228233,Rumiñahui,115433,-0.3345000000000000,-78.44750000000001,26,30,12,22,14,16,12,20,30,24,20,26,28,26,28,38,36,26,44,18,12,24,28,20,24,20,28,16,26,22,20,18,24,20,8,16,16,14,8,14,4,8,10,14,30,18,20,12,18,10,6,16,6
Pichincha,3228233,San Miguel de Los Bancos,29969,0.02300000000000000,-78.89200000000000,0,4,2,2,4,4,2,4,0,4,0,0,0,2,2,4,4,0,0,2,4,2,8,0,0,0,0,6,0,2,0,4,4,0,2,0,0,2,2,4,0,0,4,0,0,2,2,0,0,2,2,1,3
Santa Elena,401178,La Libertad,117767,-2.233333000000000,-80.90000000000001,10,16,20,14,18,10,14,18,12,14,14,24,16,24,20,34,16,24,16,16,22,12,10,10,16,14,8,18,8,12,10,10,14,12,10,6,10,18,0,14,14,12,8,6,12,14,14,16,18,6,20,18,1
Santa Elena,401178,Salinas,94590,-2.216667000000000,-80.95000000000000,18,20,8,24,16,10,30,12,22,12,22,28,34,14,34,16,18,20,10,12,26,10,22,18,4,12,12,28,14,10,14,14,4,12,10,6,16,12,12,8,10,14,16,10,14,6,12,14,14,6,14,8,2
Santa Elena,401178,Santa Elena,188821,-2.226700000000000,-80.85830000000000,48,48,64,46,46,38,22,30,56,36,70,54,54,94,92,90,56,40,48,30,36,46,36,36,36,40,36,38,36,40,24,24,32,44,38,26,22,34,22,34,20,32,38,30,40,40,24,18,36,38,30,28,8
Sto. Domingo Tsáchilas,511151,La Concordia,52571,0.002300000000000000,-79.38460000000001,16,4,4,10,4,8,2,4,10,8,8,10,6,12,4,10,4,8,14,12,4,2,6,8,6,4,4,6,4,2,4,10,2,4,4,2,8,8,4,4,2,4,8,6,10,4,2,8,2,8,2,2,0
Sto. Domingo Tsáchilas,511151,Santo Domingo,458580,-0.2541670000000000,-79.17194400000000,96,124,102,92,122,110,134,154,134,166,186,150,210,230,160,218,174,146,144,148,114,104,110,106,94,90,86,68,92,108,94,86,76,88,60,86,96,88,80,108,64,90,74,94,92,102,94,82,114,118,112,85,22
Sucumbíos,230503,Cascales,15882,-0.06750000000000000,-77.21694400000000,0,0,0,0,0,2,0,4,2,0,0,2,2,2,0,0,4,2,0,6,0,2,2,2,0,2,0,0,2,2,0,4,0,4,0,2,2,0,0,0,2,0,2,0,0,0,2,2,2,0,2,0,0
Sucumbíos,230503,Cuyabeno,7154,-0.1288890000000000,-76.41388900000000,0,0,0,4,0,0,0,2,0,0,2,0,0,0,2,2,2,2,4,2,0,0,0,0,0,0,6,0,2,0,4,2,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,1
Sucumbíos,230503,Gonzalo Pizarro,10007,0.04700000000000000,-77.32280000000000,0,2,4,2,0,4,4,2,0,2,0,0,0,0,0,0,2,0,0,0,2,0,4,0,2,0,2,2,0,0,0,2,2,0,0,0,2,2,0,2,0,4,0,0,2,0,2,4,0,2,0,4,3
Sucumbíos,230503,Lago Agrio,119594,0.08472200000000001,-76.88277800000000,30,42,32,16,18,18,28,36,24,34,54,50,34,44,46,44,30,46,32,40,22,8,22,30,26,12,10,24,28,44,18,24,28,22,26,16,10,8,18,22,16,16,30,8,16,22,34,18,22,26,38,23,4
Sucumbíos,230503,Putumayo,16106,0.1000000000000000,-75.84999999999999,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,2,2,2,0,0,4,0,0,0,0,0,0,0,2,0,0,0,2,4,0,0,0,0,0,2,0,2,0,0,2,2,0,0,0,0
Sucumbíos,230503,Shushufindi,57949,-0.1871000000000000,-76.64500000000000,4,4,2,8,10,2,10,8,6,2,6,8,6,6,10,12,8,10,6,4,4,0,4,0,4,0,8,10,2,10,20,0,6,4,2,4,8,4,6,14,0,6,2,6,4,4,6,4,0,8,16,11,1
Sucumbíos,230503,Sucumbíos,3811,0.4592000000000000,-77.52300000000000,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tungurahua,590600,Ambato,387309,-1.241667000000000,-78.61972200000000,172,156,194,130,152,154,144,114,112,140,136,124,152,174,210,236,240,242,198,154,176,120,132,114,128,122,100,68,104,86,82,68,94,84,88,92,110,86,120,82,96,86,72,102,78,78,72,62,66,82,116,64,19
Tungurahua,590600,Baños,25043,-1.396389000000000,-78.42472200000000,0,8,6,2,4,0,2,6,0,4,10,0,4,6,6,6,4,2,8,0,2,8,4,8,0,2,2,0,8,4,4,8,0,0,14,4,2,4,0,4,6,0,2,4,4,4,0,6,6,6,6,0,1
Tungurahua,590600,Cevallos,9936,-1.350000000000000,-78.61666700000001,4,4,0,0,2,2,0,4,0,0,4,0,4,4,6,0,6,12,0,2,0,8,4,0,0,0,4,0,0,0,6,0,2,2,0,2,0,2,0,0,0,2,2,2,0,0,2,0,0,0,2,0,0
Tungurahua,590600,Mocha,7336,-1.416667000000000,-78.66666700000000,0,0,2,4,0,0,4,4,2,0,0,2,4,4,4,0,2,2,0,0,6,0,2,2,4,2,0,0,2,0,4,0,2,0,0,0,0,0,2,4,0,2,2,2,2,0,2,2,0,0,2,2,4
Tungurahua,590600,Patate,15825,-1.316667000000000,-78.51666700000000,2,2,4,8,2,2,2,2,4,2,8,2,0,0,4,0,6,0,0,4,0,0,0,4,0,2,6,6,4,2,0,0,2,2,0,4,4,0,0,0,8,0,0,2,4,2,2,2,4,0,2,0,0
Tungurahua,590600,Pelileo,66836,-1.327500000000000,-78.54083300000001,14,10,40,12,8,12,6,14,4,12,10,14,4,16,14,8,10,14,16,14,4,14,8,20,6,8,16,18,4,14,12,6,4,14,10,4,14,12,10,6,6,10,2,14,4,6,24,8,16,12,18,8,4
Tungurahua,590600,Píllaro,43371,-1.175833000000000,-78.55527800000000,8,4,16,0,10,6,6,10,4,4,0,18,6,8,12,20,14,16,6,6,8,2,24,8,8,8,8,4,8,6,10,6,6,8,4,2,8,2,6,0,4,4,6,10,6,6,2,4,0,14,8,4,1
Tungurahua,590600,Quero,20627,-1.379300000000000,-78.60700000000000,6,6,6,2,8,4,2,10,6,8,0,4,0,4,12,6,2,4,6,6,4,4,8,4,4,6,4,0,6,2,2,2,2,4,4,10,6,0,2,0,4,8,0,6,0,0,2,2,4,4,2,1,1
Tungurahua,590600,Tisaleo,14317,-1.350000000000000,-78.66666700000000,6,2,2,4,4,0,2,2,4,2,2,2,0,0,0,0,4,2,4,0,6,0,0,0,0,6,0,0,2,0,2,2,0,0,4,4,0,0,4,2,2,4,2,2,2,2,0,0,4,0,0,5,0
Zamora Chinchipe,120416,Centinela del Cóndor,8313,-3.894910000000000,-78.78140999999999,2,0,2,0,0,2,2,0,0,2,0,2,0,2,0,2,0,2,0,2,2,0,2,2,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,2,0,0,0,2,0,0,0,0,1,0
Zamora Chinchipe,120416,Chinchipe,10679,-4.862800000000000,-79.13280000000000,0,6,2,0,0,0,2,2,2,4,6,0,10,8,8,6,2,0,0,6,0,0,0,2,2,0,2,0,2,0,2,0,0,0,0,0,0,4,2,2,2,0,0,2,4,2,0,2,4,2,0,2,1
Zamora Chinchipe,120416,El Pangui,10945,-3.624900000000000,-78.58710000000001,0,0,0,2,2,0,2,0,2,2,0,2,2,10,2,2,6,8,2,2,0,2,0,0,0,0,2,0,2,0,0,0,2,0,4,0,2,0,0,0,4,2,0,4,0,0,2,0,2,0,0,0,0
Zamora Chinchipe,120416,Nangaritza,8014,-4.048333000000000,-78.68222200000000,0,0,0,0,2,0,2,0,0,0,0,0,2,0,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0
Zamora Chinchipe,120416,Palanda,10144,-4.649800000000000,-79.13209999999999,0,0,0,0,0,0,2,2,0,0,0,2,0,4,6,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,0,2,0,0,2,0,0,2,2,0,0,1
Zamora Chinchipe,120416,Paquisha,5992,-3.932750000000000,-78.67426000000000,0,8,0,0,0,0,0,0,0,0,2,0,0,6,2,0,0,2,0,2,4,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Zamora Chinchipe,120416,Yacuambi,7121,-3.634440000000000,-78.92810000000000,2,2,0,2,2,2,2,0,0,0,0,2,2,0,0,2,2,0,0,0,4,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,0,0,0,0
Zamora Chinchipe,120416,Yantzaza,26447,-3.850000000000000,-78.75000000000000,4,6,10,0,2,8,4,4,2,4,6,6,6,12,8,14,12,10,6,4,6,6,0,8,2,6,2,0,2,6,0,6,6,0,8,4,2,2,0,0,2,8,2,0,2,6,0,2,6,2,0,4,0
Zamora Chinchipe,120416,Zamora,32761,-4.120000000000000,-78.80000000000000,6,2,2,4,8,4,8,8,2,6,8,2,6,12,8,16,12,6,12,0,10,2,6,6,0,2,2,0,8,6,2,8,4,2,6,0,2,0,6,0,6,20,2,6,6,2,6,2,4,2,4,0,0
