provincia,poblacion,lat,lng,20/01/2021,21/01/2021,22/01/2021,23/01/2021,24/01/2021,25/01/2021,26/01/2021,27/01/2021,28/01/2021,29/01/2021,30/01/2021,31/01/2021,01/02/2021,02/02/2021,03/02/2021,04/02/2021,05/02/2021,06/02/2021,07/02/2021,08/02/2021,09/02/2021,10/02/2021,11/02/2021,12/02/2021,13/02/2021,14/02/2021,15/02/2021,16/02/2021,17/02/2021,18/02/2021,19/02/2021,20/02/2021,21/02/2021,22/02/2021,23/02/2021,24/02/2021,25/02/2021,26/02/2021,27/02/2021,28/02/2021,01/03/2021,02/03/2021,03/03/2021,04/03/2021,05/03/2021,06/03/2021,07/03/2021,08/03/2021,09/03/2021,10/03/2021,11/03/2021,12/03/2021,13/03/2021,14/03/2021,15/03/2021,16/03/2021,17/03/2021,18/03/2021,19/03/2021,20/03/2021,21/03/2021,22/03/2021,23/03/2021,24/03/2021,25/03/2021,26/03/2021,27/03/2021,28/03/2021,29/03/2021,30/03/2021,31/03/2021,01/04/2021,02/04/2021,03/04/2021,04/04/2021,05/04/2021,06/04/2021,07/04/2021,08/04/2021,09/04/2021,10/04/2021,11/04/2021,12/04/2021,13/04/2021,14/04/2021,15/04/2021,16/04/2021,17/04/2021,18/04/2021,19/04/2021,20/04/2021,21/04/2021,22/04/2021,23/04/2021,24/04/2021,25/04/2021,26/04/2021,27/04/2021,28/04/2021,29/04/2021,30/04/2021,01/05/2021,02/05/2021,03/05/2021,04/05/2021,05/05/2021,06/05/2021,07/05/2021,08/05/2021,09/05/2021,10/05/2021,11/05/2021,12/05/2021,13/05/2021,14/05/2021,15/05/2021,16/05/2021,17/05/2021,18/05/2021,19/05/2021,20/05/2021,21/05/2021,22/05/2021,23/05/2021,24/05/2021,25/05/2021,26/05/2021,27/05/2021,28/05/2021,29/05/2021,30/05/2021,31/05/2021,01/06/2021,02/06/2021,03/06/2021,04/06/2021,05/06/2021,06/06/2021,07/06/2021,08/06/2021,09/06/2021,10/06/2021,11/06/2021,12/06/2021,13/06/2021,14/06/2021,15/06/2021,16/06/2021,17/06/2021,18/06/2021,19/06/2021,20/06/2021,21/06/2021,22/06/2021,23/06/2021,24/06/2021,25/06/2021,26/06/2021,27/06/2021,28/06/2021,29/06/2021,30/06/2021,01/07/2021,02/07/2021,03/07/2021,04/07/2021,05/07/2021,06/07/2021,07/07/2021,08/07/2021,09/07/2021,10/07/2021,11/07/2021,12/07/2021,13/07/2021,14/07/2021,15/07/2021,16/07/2021,17/07/2021,18/07/2021,19/07/2021,20/07/2021,21/07/2021,22/07/2021,23/07/2021,24/07/2021,25/07/2021,26/07/2021,27/07/2021,28/07/2021,29/07/2021,30/07/2021,31/07/2021,01/08/2021,02/08/2021,03/08/2021,04/08/2021,05/08/2021,06/08/2021,07/08/2021,08/08/2021,09/08/2021,10/08/2021,11/08/2021,12/08/2021,13/08/2021,14/08/2021,15/08/2021,16/08/2021,17/08/2021,18/08/2021,19/08/2021,20/08/2021,21/08/2021,22/08/2021,23/08/2021,24/08/2021,25/08/2021,26/08/2021,27/08/2021,28/08/2021,29/08/2021,30/08/2021,31/08/2021,01/09/2021,02/09/2021,03/09/2021,04/09/2021,05/09/2021,06/09/2021,07/09/2021,08/09/2021,09/09/2021,10/09/2021,11/09/2021,12/09/2021,13/09/2021,14/09/2021,15/09/2021,16/09/2021,17/09/2021,18/09/2021,19/09/2021,20/09/2021,21/09/2021
Imbabura,476257,0.3626780000000000,-78.13066700000000,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.13%,0.13%,0.13%,0.13%,0.13%,0.13%,0.13%,0.32%,0.32%,0.32%,0.32%,0.32%,0.32%,0.32%,0.37%,0.37%,0.37%,0.37%,0.37%,0.37%,0.4%,0.5%,0.52%,0.52%,0.52%,0.52%,0.52%,0.52%,0.52%,0.69%,0.69%,0.75%,0.75%,0.75%,0.75%,0.87%,0.87%,0.87%,1.03%,1.09%,1.1%,1.19%,1.19%,1.19%,1.19%,1.32%,1.32%,1.33%,1.33%,1.58%,1.59%,1.59%,1.73%,1.74%,1.86%,1.9%,1.91%,1.92%,1.92%,1.95%,2.31%,2.37%,2.4%,2.41%,2.43%,2.44%,2.6%,2.74%,3.11%,3.39%,4.02%,4.15%,4.17%,4.4%,4.42%,4.46%,4.76%,5.33%,5.54%,5.55%,5.82%,5.93%,6.03%,6.1%,6.34%,6.34%,6.35%,6.53%,6.6%,6.66%,6.75%,6.89%,7%,7.02%,7.07%,7.15%,7.17%,7.35%,7.5%,7.67%,7.69%,7.87%,7.99%,8.06%,8.16%,8.18%,8.19%,8.19%,8.4%,8.63%,9.09%,9.51%,9.82%,9.89%,9.95%,10.21%,10.47%,10.68%,10.83%,11.02%,11.04%,11.07%,11.17%,11.23%,11.28%,11.5%,11.75%,11.86%,11.91%,11.96%,12.5%,12.94%,13.09%,13.25%,13.43%,13.55%,13.84%,14.24%,14.9%,15.42%,15.63%,15.66%,15.68%,15.89%,16.29%,16.68%,17.49%,18.21%,19.04%,19.59%,19.59%,22.76%,25.47%,26.7%,27.76%,27.88%,27.93%,32.29%,35.82%,38.54%,41.08%,42.97%,43.92%,44.52%,46.32%,48.16%,49.36%,50.75%,52.33%,52.82%,53.3%,54.41%,55.55%,56.41%,57.1%,57.78%,58.09%,58.23%,58.74%,59.08%,59.37%,59.56%,59.93%,59.99%,60.02%,60.24%,60.4%,60.54%,60.68%,60.8%,60.81%,60.81%,60.98%,61.16%
Loja,521154,-3.983333000000000,-79.20000000000000,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.15%,0.15%,0.15%,0.15%,0.15%,0.15%,0.15%,0.15%,0.15%,0.16%,0.16%,0.28%,0.37%,0.37%,0.37%,0.7%,0.7%,0.71%,0.79%,0.79%,0.79%,0.79%,0.79%,0.83%,1.06%,1.09%,1.09%,1.09%,1.09%,1.09%,1.28%,1.48%,1.75%,1.77%,1.77%,1.79%,1.79%,1.87%,1.87%,1.87%,1.87%,1.87%,2%,2.21%,2.28%,2.44%,2.56%,2.56%,2.56%,2.56%,2.6%,2.61%,2.73%,2.74%,2.75%,2.75%,2.75%,2.76%,2.96%,3.14%,3.34%,3.84%,3.92%,4.04%,4.33%,4.42%,4.57%,5.07%,5.72%,5.79%,5.79%,5.79%,5.99%,6.25%,6.75%,6.99%,7.13%,7.54%,7.74%,8.14%,8.47%,8.8%,9.03%,9.26%,9.4%,9.66%,9.71%,10%,10.42%,10.64%,10.79%,10.93%,11%,11.07%,11.25%,11.66%,11.76%,11.83%,11.89%,12%,12.08%,12.21%,12.37%,12.52%,12.77%,12.87%,13.02%,13.14%,13.31%,13.61%,13.93%,14.19%,14.38%,14.56%,14.76%,15.04%,15.33%,15.54%,15.73%,15.89%,16.16%,16.47%,16.76%,17.03%,17.25%,17.52%,18.02%,18.3%,18.58%,18.98%,19.22%,19.31%,19.42%,19.53%,19.69%,19.8%,19.91%,20.09%,20.46%,20.66%,20.99%,21.54%,22.24%,23.07%,23.97%,25.27%,26.72%,26.72%,28.72%,30.24%,31.93%,33.7%,34.93%,36.17%,38.03%,39.8%,41.29%,42.75%,44.13%,45.17%,46.49%,47.58%,48.54%,49.53%,50.45%,51.45%,52.28%,53.38%,54.29%,54.93%,55.45%,55.92%,56.31%,56.72%,57.32%,57.79%,58.18%,58.57%,58.92%,59.21%,59.21%,59.21%,59.41%,59.59%,59.78%,59.93%,60.15%,60.15%,60.15%,60.36%,60.49%
Los Ríos,921763,-1.800000000000000,-79.53333300000000,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.08%,0.08%,0.08%,0.09%,0.09%,0.09%,0.09%,0.09%,0.09%,0.09%,0.09%,0.09%,0.09%,0.09%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.21%,0.21%,0.21%,0.21%,0.26%,0.26%,0.26%,0.41%,0.41%,0.41%,0.41%,0.52%,0.54%,0.54%,0.63%,0.67%,0.67%,0.67%,0.67%,0.67%,0.67%,0.67%,0.77%,0.88%,0.88%,0.88%,0.88%,0.93%,0.95%,0.95%,0.96%,0.96%,0.97%,0.99%,1%,1.04%,1.05%,1.05%,1.05%,1.06%,1.1%,1.15%,1.16%,1.17%,1.18%,1.18%,1.32%,1.49%,1.62%,1.7%,1.79%,1.82%,1.83%,1.83%,1.83%,1.93%,2.03%,2.1%,2.22%,2.22%,2.4%,2.51%,2.67%,2.91%,3.17%,3.3%,3.33%,3.44%,3.56%,3.64%,3.79%,4.02%,4.09%,4.11%,4.26%,4.37%,4.44%,4.62%,4.78%,4.84%,4.85%,4.91%,4.93%,4.96%,5.21%,5.32%,5.35%,5.37%,5.46%,5.55%,5.64%,5.9%,6.1%,6.21%,6.25%,6.35%,6.41%,6.46%,6.73%,6.99%,7.09%,7.19%,7.38%,7.56%,7.75%,7.92%,8.11%,8.21%,8.28%,8.46%,8.6%,8.68%,8.95%,9.19%,9.27%,9.3%,9.59%,9.95%,10.3%,10.58%,10.79%,10.89%,11.48%,12.59%,13.74%,14.73%,15.68%,16.76%,17.29%,17.59%,17.59%,19.12%,20.97%,22.46%,23.97%,24.53%,24.7%,25.39%,25.76%,27.72%,30%,32.04%,33.31%,33.8%,35.36%,36.71%,37.96%,39.56%,41.51%,42.53%,42.9%,43.98%,44.82%,45.56%,45.95%,46.35%,46.59%,46.71%,47.17%,47.55%,47.83%,48.05%,48.26%,48.31%,48.33%,48.4%,48.5%,48.61%,48.73%,48.38%,48.38%,48.38%,48.48%,48.56%
Manabí,1562079,-1.056181000000000,-80.45521700000000,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.04%,0.04%,0.04%,0.04%,0.04%,0.04%,0.04%,0.04%,0.15%,0.15%,0.15%,0.15%,0.15%,0.15%,0.15%,0.22%,0.22%,0.22%,0.22%,0.23%,0.23%,0.23%,0.32%,0.32%,0.32%,0.34%,0.34%,0.34%,0.34%,0.34%,0.34%,0.34%,0.4%,0.4%,0.4%,0.4%,0.47%,0.47%,0.47%,0.49%,0.49%,0.49%,0.49%,0.67%,0.67%,0.67%,0.67%,0.69%,0.8%,0.8%,0.87%,0.87%,0.87%,0.91%,0.92%,0.92%,0.92%,1.11%,1.11%,1.11%,1.11%,1.24%,1.27%,1.35%,1.38%,1.38%,1.39%,1.4%,1.46%,1.58%,1.68%,1.78%,1.96%,1.98%,2.04%,2.12%,2.23%,2.51%,2.62%,2.7%,2.71%,2.71%,2.71%,3.35%,3.59%,3.73%,3.78%,3.78%,3.82%,3.83%,3.84%,3.86%,3.95%,4.05%,4.32%,4.36%,4.38%,4.59%,4.79%,5.03%,5.15%,5.15%,5.15%,5.17%,5.19%,5.49%,5.64%,5.73%,5.73%,5.73%,5.73%,5.74%,5.87%,5.91%,5.99%,6.06%,6.27%,6.3%,6.46%,6.82%,7.25%,7.53%,7.8%,8.11%,8.36%,8.48%,8.6%,8.7%,8.76%,8.82%,8.87%,8.9%,8.92%,8.95%,8.98%,9%,9.01%,9.08%,9.26%,9.36%,9.81%,10.11%,10.4%,10.48%,10.66%,10.99%,11.4%,11.68%,12.02%,12.25%,12.45%,13.18%,14%,14.74%,15.52%,16.81%,18.32%,19.58%,19.6%,22.07%,24%,25.38%,26.39%,26.75%,27.09%,28.95%,30.79%,32.8%,34.73%,36.34%,37.6%,38.41%,39.73%,41.34%,42.99%,44.97%,47.12%,48.48%,49.41%,50.65%,51.73%,52.65%,53.71%,54.89%,55.51%,55.97%,56.5%,57.01%,57.46%,57.82%,58.16%,58.18%,58.2%,58.44%,58.64%,58.85%,59%,59.14%,59.14%,59.14%,59.28%,59.38%
Morona Santiago,196535,-2.300000000000000,-78.11666700000001,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.16%,0.16%,0.16%,0.16%,0.16%,0.16%,0.31%,0.31%,0.31%,0.31%,0.31%,0.31%,0.31%,0.47%,0.47%,0.47%,0.53%,0.53%,0.53%,0.71%,0.81%,0.81%,0.81%,0.86%,1.1%,1.13%,1.13%,1.13%,1.13%,1.13%,1.29%,1.34%,1.34%,1.34%,1.34%,1.34%,1.34%,1.34%,1.34%,1.34%,1.34%,1.34%,1.34%,1.34%,1.34%,1.34%,1.35%,1.55%,1.57%,1.57%,1.57%,1.58%,1.7%,1.72%,1.72%,1.72%,1.72%,1.72%,1.72%,1.72%,1.93%,2.56%,3.6%,3.6%,3.6%,3.6%,3.6%,3.83%,4.11%,4.17%,4.17%,4.18%,4.2%,4.33%,4.33%,4.62%,4.88%,4.88%,4.88%,4.9%,4.9%,4.91%,4.94%,5.08%,5.13%,5.19%,5.23%,5.27%,6.08%,6.24%,6.53%,6.7%,6.71%,6.78%,6.78%,6.97%,6.98%,7%,7%,7%,7.06%,7.06%,7.09%,7.17%,7.26%,7.27%,7.27%,7.33%,7.35%,7.41%,7.72%,8.09%,8.11%,8.15%,8.27%,8.36%,8.46%,8.52%,8.67%,8.68%,8.7%,8.78%,8.8%,8.81%,8.83%,8.85%,8.94%,8.94%,8.95%,9.26%,9.81%,10.12%,10.55%,10.65%,10.7%,10.82%,10.91%,11.18%,11.75%,12.54%,13.04%,13.57%,13.64%,15.24%,17.22%,18.71%,19.86%,20.02%,20.72%,21.29%,22.44%,23.27%,24.17%,24.97%,25.03%,25.27%,25.72%,26.28%,27.09%,28%,29.31%,29.47%,29.62%,30.18%,30.57%,30.96%,31.46%,32.49%,32.59%,32.63%,32.89%,33.24%,33.55%,33.76%,34.28%,34.28%,34.28%,34.46%,34.63%,34.81%,35.02%,35.22%,35.22%,35.22%,35.33%,35.42%
Napo,133705,-0.9890000000000000,-77.81590000000000,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.19%,0.26%,0.26%,0.26%,0.3%,0.3%,0.3%,0.48%,0.65%,0.65%,0.65%,0.74%,0.74%,0.74%,0.84%,1.01%,1.13%,1.13%,1.15%,1.15%,1.15%,1.15%,1.15%,1.15%,1.15%,1.15%,1.15%,1.16%,1.16%,1.55%,1.6%,1.6%,1.61%,1.61%,1.61%,1.61%,1.74%,1.74%,1.75%,1.75%,1.75%,1.75%,1.75%,2.08%,2.17%,2.17%,2.18%,2.18%,2.21%,2.29%,2.31%,2.31%,2.31%,2.32%,2.33%,2.34%,2.78%,2.89%,2.89%,2.89%,2.91%,2.91%,2.93%,2.95%,2.98%,2.98%,2.98%,2.98%,2.98%,3.92%,4.32%,4.73%,4.87%,4.87%,5.17%,5.17%,5.17%,5.52%,5.79%,5.82%,5.82%,5.97%,6.28%,6.47%,6.8%,6.94%,6.95%,6.95%,7%,7.02%,7.04%,7.06%,7.08%,7.08%,7.08%,7.11%,7.27%,7.93%,7.97%,7.98%,7.99%,7.99%,8.03%,8.05%,8.07%,8.21%,8.27%,8.29%,8.3%,8.34%,8.38%,8.41%,8.45%,8.5%,8.53%,8.54%,8.6%,8.74%,8.9%,9.12%,9.49%,9.82%,9.87%,9.91%,9.96%,10%,10.01%,10.04%,10.09%,10.09%,10.13%,10.21%,10.69%,10.83%,11.19%,11.31%,11.39%,12.3%,13.39%,14.28%,15.5%,16.82%,17.72%,18.67%,18.67%,20.22%,21.91%,22.92%,24.21%,24.79%,24.79%,27.18%,29.13%,30.53%,32.11%,32.87%,33.23%,33.37%,34.56%,36.42%,38.43%,40.16%,41.54%,42.21%,42.68%,44.35%,44.54%,45.66%,47.02%,47.81%,48.21%,48.67%,48.79%,48.89%,49.12%,49.43%,49.62%,49.68%,49.73%,50.12%,50.39%,50.51%,50.56%,52.02%,52.04%,52.05%,52.16%,52.24%
Orellana,161338,-0.4666670000000000,-76.96666700000000,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.13%,0.13%,0.13%,0.13%,0.13%,0.13%,0.13%,0.13%,0.27%,0.45%,0.45%,0.45%,0.45%,0.45%,0.45%,0.52%,0.55%,0.55%,0.55%,0.56%,0.64%,0.64%,0.65%,0.65%,0.65%,0.65%,0.65%,0.65%,0.65%,0.86%,0.96%,0.96%,0.96%,0.96%,0.96%,0.96%,1.06%,1.06%,1.06%,1.06%,1.06%,1.06%,1.06%,1.28%,1.31%,1.31%,1.32%,1.32%,1.32%,1.32%,1.44%,1.44%,1.44%,1.44%,1.44%,1.44%,1.52%,1.52%,1.54%,1.54%,1.55%,1.56%,1.56%,1.56%,1.56%,1.56%,1.56%,1.58%,1.72%,2.35%,2.84%,3.03%,3.04%,3.07%,3.29%,3.3%,3.33%,3.4%,3.54%,3.71%,3.75%,3.75%,3.87%,3.88%,3.89%,4%,4.13%,4.2%,4.23%,4.24%,4.25%,4.26%,4.28%,4.29%,4.29%,4.51%,4.54%,4.63%,4.8%,4.86%,4.91%,4.91%,4.94%,4.95%,4.97%,5.02%,5.02%,5.02%,5.03%,5.03%,5.09%,5.13%,5.16%,5.23%,5.27%,5.3%,5.37%,5.55%,5.7%,5.8%,5.88%,5.92%,6%,6.1%,6.18%,6.32%,6.4%,6.47%,6.52%,6.58%,6.92%,7.3%,7.58%,7.98%,8.24%,8.45%,8.73%,9.07%,9.66%,10.33%,10.79%,11.61%,12.32%,12.71%,12.75%,14.13%,16.33%,18.15%,19.49%,20.42%,21.13%,23.01%,25.86%,27.4%,28.11%,29.42%,29.99%,30.28%,31.53%,33.42%,36.16%,38.35%,39.51%,40.56%,41.34%,42.5%,43.17%,43.85%,44.48%,45.78%,46.51%,46.93%,47.55%,48.21%,48.58%,48.88%,49.06%,49.06%,49.06%,49.22%,49.38%,49.54%,49.7%,49.64%,49.64%,49.64%,49.83%,49.98%
Pastaza,114202,-1.066667000000000,-78.00111099999999,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.03%,0.08%,0.08%,0.08%,0.08%,0.08%,0.08%,0.08%,0.08%,0.08%,0.08%,0.08%,0.08%,0.08%,0.08%,0.08%,0.08%,0.08%,0.08%,0.08%,0.08%,0.08%,0.08%,0.08%,0.2%,0.2%,0.2%,0.21%,0.21%,0.21%,0.21%,0.21%,0.21%,0.21%,0.21%,0.21%,0.21%,0.21%,0.21%,0.21%,0.21%,0.21%,0.21%,0.21%,0.29%,0.29%,0.29%,0.29%,0.29%,0.29%,0.29%,0.56%,0.56%,0.56%,0.56%,0.56%,0.56%,0.56%,1%,1.06%,1.06%,1.07%,1.21%,1.21%,1.28%,1.28%,1.28%,1.28%,1.3%,1.32%,1.32%,1.32%,1.32%,1.32%,1.32%,1.32%,1.32%,1.48%,1.48%,1.48%,1.48%,1.48%,1.48%,1.74%,1.87%,2.11%,2.11%,2.11%,2.11%,2.11%,2.11%,2.12%,2.39%,2.74%,2.77%,2.77%,2.78%,2.79%,2.8%,2.82%,3.01%,3.01%,3.01%,3.06%,3.08%,3.15%,3.17%,3.5%,3.51%,3.51%,3.98%,4.01%,4.01%,4.36%,4.43%,4.43%,4.43%,4.43%,4.44%,4.44%,4.75%,5.43%,5.49%,5.5%,6.22%,6.56%,6.79%,6.94%,7.19%,7.25%,7.34%,7.48%,7.63%,7.81%,8.08%,8.27%,8.3%,8.31%,8.36%,8.43%,8.49%,8.57%,8.66%,8.69%,8.73%,8.84%,8.94%,9.14%,9.28%,9.45%,9.49%,9.53%,9.7%,9.88%,10.14%,10.4%,10.61%,10.7%,10.76%,11.05%,11.65%,12.79%,14.73%,15.98%,16.33%,16.65%,16.67%,18.96%,19.79%,20.27%,20.71%,20.92%,21.05%,23.02%,25.14%,26.97%,28.21%,28.61%,28.74%,28.84%,29.13%,30.26%,32.04%,33.97%,35.02%,35.45%,35.83%,36.91%,37.85%,38.66%,39.42%,40.04%,40.23%,40.37%,40.74%,41.06%,41.32%,41.63%,41.85%,41.86%,41.89%,42.04%,42.26%,42.43%,42.58%,42.82%,42.84%,42.88%,43.08%,43.2%
Pichincha,3228233,-0.2186110000000000,-78.50972200000000,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.03%,0.04%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.15%,0.15%,0.15%,0.15%,0.15%,0.15%,0.15%,0.19%,0.25%,0.27%,0.27%,0.27%,0.27%,0.27%,0.48%,0.51%,0.54%,0.54%,0.54%,0.54%,0.54%,0.64%,0.65%,0.65%,0.65%,0.85%,0.99%,1.04%,1.05%,1.06%,1.06%,1.06%,1.12%,1.21%,1.21%,1.23%,1.32%,1.34%,1.34%,1.36%,1.39%,1.44%,1.47%,1.49%,1.5%,1.51%,1.63%,1.75%,1.82%,1.85%,1.9%,1.9%,1.9%,1.93%,1.98%,2.08%,2.22%,2.3%,2.31%,2.31%,2.35%,2.41%,2.6%,2.79%,2.97%,3.14%,3.28%,3.42%,3.58%,3.78%,3.97%,4.16%,4.28%,4.41%,4.41%,4.42%,4.54%,5.13%,5.46%,5.71%,5.85%,6.13%,6.35%,6.47%,6.59%,6.73%,6.84%,6.9%,6.98%,7.14%,7.24%,7.36%,7.56%,7.78%,7.93%,8.04%,8.19%,8.65%,8.99%,9.14%,9.25%,9.28%,9.37%,9.47%,9.58%,9.7%,9.78%,10.08%,10.18%,10.28%,10.38%,10.55%,10.84%,11.13%,11.41%,11.64%,11.9%,12.28%,12.6%,12.91%,13.23%,13.47%,13.63%,13.83%,14.02%,14.13%,14.23%,14.54%,14.83%,14.98%,15.1%,15.16%,15.23%,15.3%,15.47%,15.61%,15.75%,16.14%,16.52%,17%,17.39%,17.82%,18.26%,18.5%,18.98%,19.71%,20.6%,21.61%,22.99%,24.59%,26.18%,26.2%,28.6%,30.84%,32.74%,34.27%,35.4%,36.01%,38.7%,41.74%,44.19%,46.12%,47.66%,49.22%,50.43%,51.46%,52.47%,53.65%,54.88%,56.19%,57.51%,58.61%,59.6%,60.49%,61.19%,61.75%,62.29%,62.81%,63.3%,63.66%,63.99%,64.29%,64.56%,64.81%,64.9%,64.99%,65.18%,65.35%,65.53%,65.65%,65.78%,65.84%,65.88%,65.99%,66.05%
Santa Elena,401178,-2.226700000000000,-80.85830000000000,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.11%,0.11%,0.11%,0.11%,0.11%,0.11%,0.11%,0.11%,0.11%,0.11%,0.11%,0.11%,0.11%,0.11%,0.16%,0.16%,0.16%,0.16%,0.16%,0.16%,0.3%,0.31%,0.31%,0.31%,0.32%,0.32%,0.32%,0.32%,0.32%,0.32%,0.32%,0.55%,0.55%,0.55%,0.55%,0.55%,0.55%,0.55%,0.55%,0.55%,0.55%,0.55%,0.55%,0.63%,0.63%,0.63%,0.63%,0.63%,0.63%,0.63%,0.63%,0.63%,0.64%,0.79%,0.79%,0.79%,0.79%,0.79%,0.79%,0.79%,0.83%,0.87%,0.9%,0.9%,0.9%,0.9%,0.97%,1.04%,1.11%,1.18%,1.34%,1.43%,1.43%,1.43%,1.43%,1.57%,1.89%,2.1%,2.22%,2.22%,2.42%,2.49%,2.77%,2.93%,3.38%,3.41%,3.43%,3.62%,3.78%,3.91%,4.3%,4.57%,4.68%,4.7%,4.82%,4.96%,5%,5.15%,5.32%,5.37%,5.39%,5.45%,5.52%,5.54%,5.6%,5.65%,5.73%,5.74%,5.82%,5.88%,5.96%,6.06%,6.21%,6.3%,6.32%,6.42%,6.53%,6.62%,6.72%,6.83%,6.91%,6.94%,7.17%,7.5%,7.85%,8.19%,8.44%,8.54%,8.55%,8.68%,8.74%,8.8%,9.14%,9.33%,9.4%,9.42%,9.86%,10.41%,10.93%,11.05%,11.15%,11.17%,11.36%,12.13%,12.99%,13.99%,15.25%,16.5%,18.17%,20.15%,20.15%,22.98%,24.71%,25.96%,26.9%,27.06%,27.06%,27.61%,29.89%,33%,34.97%,35.54%,35.66%,35.66%,36.99%,38.03%,38.96%,41.04%,42.5%,42.61%,42.61%,43.88%,44.9%,45.58%,46.04%,46.4%,46.45%,46.45%,46.73%,46.96%,47.11%,47.27%,47.42%,47.42%,47.42%,47.48%,47.58%,47.71%,47.78%,47.66%,47.66%,47.66%,47.73%,47.79%
