provincia,provincia_poblacion,canton,canton_poblacion,lat,lng,01/01/2022,02/01/2022,03/01/2022,04/01/2022,05/01/2022,06/01/2022,07/01/2022,08/01/2022,09/01/2022,10/01/2022,11/01/2022,12/01/2022,13/01/2022,14/01/2022,15/01/2022,16/01/2022,17/01/2022,18/01/2022,19/01/2022,20/01/2022,21/01/2022,22/01/2022,23/01/2022,24/01/2022,25/01/2022,26/01/2022,27/01/2022,28/01/2022
Bolívar,209933,Caluma,16429,-1.633330000000000,-79.25000000000000,303.57%,303.67%,305.19%,306.48%,307.63%,309.23%,310.27%,310.51%,155.29%,155.85%,156.13%,156.47%,156.7%,157.05%,157.06%,157.06%,157.26%,157.73%,158.2%,158.49%,158.73%,158.75%,158.79%,159%,159.25%,159.43%,159.57%,159.68%
Bolívar,209933,Chillanes,16850,-1.933333000000000,-79.06666700000000,379.19%,379.19%,379.62%,381.02%,382.5%,384.21%,385.28%,385.28%,192.61%,193.29%,194.01%,194.52%,194.91%,195.44%,195.44%,195.44%,195.95%,196.49%,197.13%,197.61%,197.98%,197.98%,197.99%,198.26%,198.42%,198.64%,198.91%,199.1%
Bolívar,209933,Chimbo,17378,-1.700000000000000,-79.01666700000000,249.35%,249.35%,249.68%,250.18%,250.5%,250.91%,251.29%,251.41%,125.64%,125.81%,126.07%,126.26%,126.36%,126.51%,126.56%,126.56%,126.83%,126.98%,127.01%,127.16%,127.21%,127.27%,127.27%,127.36%,127.4%,127.43%,127.49%,127.58%
Bolívar,209933,Echeandía,14081,-1.433330000000000,-79.26667000000000,350.53%,350.53%,351.71%,352.8%,354.05%,355.22%,356.41%,356.89%,178.6%,179.13%,179.66%,179.92%,180.1%,180.37%,180.52%,180.59%,180.7%,181.49%,181.9%,182.42%,182.82%,182.83%,182.9%,183.3%,183.48%,183.69%,183.96%,184.16%
Bolívar,209933,Guaranda,108763,-1.605556000000000,-79.00305600000000,280.02%,280.02%,280.55%,281.15%,282.08%,283.23%,284.16%,284.43%,142.23%,142.67%,143.31%,144.19%,144.84%,145.26%,145.41%,145.46%,145.67%,145.88%,146.26%,146.38%,146.54%,146.57%,146.58%,146.72%,146.9%,147.25%,147.38%,147.52%
Bolívar,209933,Las Naves,7428,-1.283330000000000,-79.30000000000000,310.42%,310.42%,311.04%,311.77%,312.82%,313.95%,314.57%,314.57%,157.31%,158.05%,158.29%,158.72%,158.97%,159.26%,159.26%,159.26%,159.69%,160%,160.2%,160.34%,160.51%,160.51%,160.51%,160.92%,161%,161.13%,161.4%,161.56%
Bolívar,209933,San Miguel,29004,-1.700000000000000,-79.03333300000000,310.67%,310.7%,311.15%,311.52%,311.98%,312.41%,312.89%,312.98%,156.59%,156.61%,156.89%,157.16%,157.54%,157.73%,157.8%,157.85%,158.03%,158.18%,158.32%,158.51%,158.63%,158.66%,158.66%,158.73%,158.76%,158.87%,158.95%,159.05%
Carchi,186869,Bolivar,15528,0.5070990000000000,-77.86245400000000,313.1%,313.1%,313.38%,313.67%,314.14%,314.57%,315.13%,315.13%,157.58%,157.68%,157.89%,158.06%,158.3%,158.58%,158.58%,158.58%,158.69%,158.75%,158.78%,158.92%,159.05%,159.05%,159.05%,159.18%,159.27%,159.49%,159.69%,159.72%
Carchi,186869,Espejo,13817,0.6210000000000000,-77.94000000000000,371.57%,371.57%,371.76%,371.9%,372.32%,372.87%,373.11%,373.11%,186.6%,186.73%,186.93%,187%,187.12%,187.21%,187.21%,187.21%,187.24%,187.29%,187.32%,187.37%,187.37%,187.39%,187.39%,187.51%,187.52%,187.55%,187.66%,187.67%
Carchi,186869,Mira,11969,0.5538999999999999,-78.04930000000000,480.59%,480.59%,480.71%,481.19%,481.48%,481.59%,481.63%,481.71%,240.94%,241.09%,241.42%,241.59%,241.66%,241.71%,241.71%,241.71%,241.84%,241.88%,241.88%,241.93%,241.95%,241.95%,241.95%,242.03%,242.1%,242.13%,242.18%,242.31%
Carchi,186869,Montúfar,34229,0.6100000000000000,-77.84000000000000,306.19%,306.21%,306.62%,306.87%,307.15%,307.39%,307.86%,307.86%,153.96%,154.18%,154.39%,154.6%,154.84%,155.07%,155.07%,155.07%,155.39%,155.53%,155.66%,155.79%,155.86%,155.86%,155.86%,155.96%,156.13%,156.29%,156.36%,156.48%
Carchi,186869,San Pedro de Huaca,8931,0.6311110000000000,-77.72527800000000,389.7%,389.7%,389.83%,389.88%,390.08%,390.26%,390.84%,390.98%,195.52%,195.71%,195.92%,196.32%,196.63%,197.01%,197.03%,197.11%,197.58%,197.64%,197.78%,197.85%,197.95%,198.04%,198.04%,198.19%,198.35%,198.45%,198.5%,198.54%
Carchi,186869,Tulcán,102395,0.8121800000000000,-77.71633000000000,341.73%,341.76%,342.13%,342.47%,342.84%,343.09%,343.4%,343.44%,171.73%,171.96%,172.16%,172.38%,172.62%,172.9%,172.92%,172.93%,173.08%,173.25%,173.36%,173.47%,173.6%,173.61%,173.62%,173.73%,173.79%,173.84%,173.88%,173.95%
Cañar,281396,Azogues,86276,-2.733333000000000,-78.83333300000000,326.34%,326.36%,326.77%,327.14%,327.49%,327.89%,328.52%,328.67%,164.34%,164.69%,165.01%,165.31%,165.66%,165.97%,166.05%,166.09%,166.29%,166.47%,166.6%,166.72%,166.85%,166.92%,166.96%,167.06%,167.14%,167.27%,167.34%,167.45%
Cañar,281396,Biblían,23741,-2.710000000000000,-78.88000000000000,185.11%,185.11%,185.64%,186.04%,186.44%,186.93%,187.84%,187.94%,94.11%,94.56%,94.82%,95.08%,95.25%,95.52%,95.54%,95.56%,95.69%,95.79%,95.92%,96.03%,96.08%,96.12%,96.16%,96.23%,96.3%,96.4%,96.49%,96.52%
Cañar,281396,Cañar,68747,-2.483700000000000,-78.97839999999999,224.44%,224.45%,224.69%,224.94%,225.43%,226.04%,226.52%,226.55%,113.83%,114.13%,114.46%,114.81%,115.09%,115.29%,115.35%,115.4%,115.62%,115.81%,116.01%,116.2%,116.41%,116.43%,116.52%,116.69%,116.87%,116.96%,117.02%,117.09%
Cañar,281396,Déleg,6782,-2.772600000000000,-78.91830000000000,264.61%,264.61%,265.2%,266.5%,266.97%,267.38%,267.5%,267.5%,133.78%,133.93%,134.25%,134.44%,134.56%,134.62%,134.62%,134.83%,134.96%,134.97%,135.12%,135.2%,135.23%,135.23%,135.33%,135.4%,135.48%,135.59%,135.61%,135.67%
Cañar,281396,El Tambo,12462,-2.508100000000000,-78.92489999999999,283.41%,283.42%,283.94%,284.64%,284.9%,285.51%,286.33%,286.71%,143.72%,144%,144.33%,144.7%,144.97%,145.19%,145.26%,145.31%,145.57%,145.65%,145.78%,145.88%,146.04%,146.09%,146.1%,146.24%,146.32%,146.43%,146.57%,146.7%
Cañar,281396,La Troncal,76872,-2.400000000000000,-79.33000000000000,220.31%,220.31%,220.73%,221.51%,221.51%,222.2%,222.2%,222.57%,111.97%,112.57%,113.33%,114.08%,114.7%,115.29%,115.54%,115.86%,116.51%,116.97%,117.35%,117.77%,118.1%,118.23%,118.39%,118.77%,119.03%,119.39%,119.67%,119.82%
Cañar,281396,Suscal,6516,-2.436400000000000,-79.05220000000000,281.98%,281.98%,282.32%,283.36%,283.58%,284.19%,285.08%,285.24%,142.77%,143.05%,143.69%,144.21%,144.61%,144.77%,145.04%,145.04%,145.43%,145.78%,146.12%,146.41%,146.64%,146.93%,146.93%,147.04%,147.36%,147.53%,147.54%,147.65%
Chimborazo,524004,Alausí,45054,-2.200000000000000,-78.84999999999999,226.37%,226.71%,227.42%,228.28%,228.61%,228.91%,229.5%,229.5%,114.9%,114.9%,115.19%,115.61%,115.94%,116.17%,116.29%,116.56%,116.87%,117.02%,117.17%,117.26%,117.44%,117.51%,117.84%,117.99%,118.02%,118.06%,118.09%,118.19%
Chimborazo,524004,Chambo,13378,-1.733333000000000,-78.58333300000000,289%,289%,289.21%,289.61%,289.88%,290.16%,290.7%,290.7%,145.95%,146.23%,146.5%,146.76%,147.14%,147.48%,147.64%,147.64%,147.9%,148.19%,148.3%,148.36%,148.47%,148.53%,148.53%,148.63%,148.74%,148.82%,148.85%,148.91%
Chimborazo,524004,Chunchi,12795,-2.283333000000000,-78.91666700000000,277.95%,278.06%,278.22%,278.53%,278.66%,278.84%,278.94%,278.94%,139.8%,139.8%,139.98%,140.14%,140.3%,140.38%,140.38%,140.4%,140.53%,140.58%,140.77%,141.05%,141.07%,141.07%,141.08%,141.15%,141.18%,141.23%,141.25%,141.3%
Chimborazo,524004,Colta,44838,-1.700000000000000,-78.75000000000000,213.63%,214.01%,214.45%,215.08%,215.67%,216.05%,216.29%,216.33%,108.38%,108.62%,108.75%,108.89%,109.04%,109.16%,109.19%,109.31%,109.46%,109.55%,109.64%,109.68%,109.69%,109.74%,109.81%,110.03%,110.11%,110.21%,110.26%,110.29%
Chimborazo,524004,Cumandá,17973,-2.200000000000000,-79.13333299999999,300.57%,300.57%,301.08%,302.34%,303.22%,304.1%,304.61%,305.01%,152.64%,152.92%,153.14%,153.32%,153.57%,153.73%,154.32%,154.55%,154.74%,154.85%,154.97%,155.03%,155.09%,155.13%,155.19%,155.33%,155.4%,155.5%,155.84%,156%
Chimborazo,524004,Guamote,58291,-1.933333000000000,-78.71666700000000,149.31%,149.31%,149.75%,150.45%,150.66%,150.99%,151.24%,151.24%,75.67%,75.87%,76.19%,76.56%,77.49%,77.75%,77.76%,77.76%,78.25%,78.32%,78.34%,78.41%,78.72%,78.75%,78.92%,79.16%,79.31%,79.38%,79.62%,79.72%
Chimborazo,524004,Guano,48395,-1.583333000000000,-78.63333299999999,250.09%,250.12%,250.4%,250.6%,250.85%,251.34%,251.65%,251.67%,125.97%,126.11%,126.26%,126.45%,126.6%,126.81%,126.86%,126.91%,127.06%,127.2%,127.3%,127.35%,127.42%,127.43%,127.43%,127.57%,127.63%,127.65%,127.66%,127.69%
Chimborazo,524004,Pallatanga,12277,-1.983333000000000,-78.95000000000000,280.9%,281.47%,282.15%,282.97%,283.57%,283.91%,284.32%,284.42%,142.37%,142.7%,143.24%,143.71%,144.11%,144.5%,144.64%,145.39%,146.47%,147.5%,147.7%,147.89%,147.92%,147.94%,148.11%,148.24%,148.3%,148.37%,148.49%,148.69%
Chimborazo,524004,Penipe,6955,-1.557300000000000,-78.53959999999999,460.24%,460.45%,460.65%,460.85%,461.19%,461.34%,461.57%,461.57%,230.77%,231.04%,231.39%,231.57%,231.68%,231.83%,231.83%,231.95%,232.06%,232.22%,232.25%,232.28%,232.34%,232.34%,232.47%,232.51%,232.6%,232.64%,232.68%,232.8%
Chimborazo,524004,Riobamba,264048,-1.674347000000000,-78.64829400000001,331.57%,331.58%,331.98%,332.4%,332.82%,333.21%,333.58%,333.72%,166.83%,167.11%,167.51%,167.77%,167.96%,168.24%,168.42%,168.61%,168.86%,169.03%,169.13%,169.21%,169.32%,169.37%,169.41%,169.56%,169.67%,169.76%,169.84%,169.96%
Cotopaxi,488716,La Maná,56905,-0.9300000000000000,-79.22000000000000,248.28%,248.28%,248.82%,250.21%,252%,254.01%,255.78%,255.78%,127.95%,128.88%,129.67%,130.38%,131.19%,131.62%,131.66%,131.66%,132.04%,132.22%,132.86%,133.29%,133.39%,133.48%,133.51%,133.61%,133.73%,133.86%,133.96%,134.07%
Cotopaxi,488716,Latacunga,205624,-0.9333330000000000,-78.61666700000001,323.65%,323.65%,323.88%,324.17%,325.08%,325.93%,326.99%,327.17%,163.6%,163.88%,164.54%,164.87%,165.16%,165.39%,165.5%,165.53%,165.64%,166.05%,166.4%,166.57%,166.69%,166.72%,166.75%,166.84%,166.94%,167.03%,167.09%,167.17%
Cotopaxi,488716,Pangua,24612,-1.133333000000000,-79.06666700000000,275.02%,275.02%,275.27%,275.65%,276%,276.32%,276.6%,276.6%,138.33%,138.86%,139.5%,140.15%,140.76%,141.14%,141.16%,141.16%,141.48%,141.86%,142.25%,142.58%,142.72%,142.72%,142.72%,142.99%,143.06%,143.14%,143.29%,143.39%
Cotopaxi,488716,Pujilí,79772,-0.9500000000000000,-78.69000000000000,243.57%,243.67%,244.18%,244.74%,245.38%,246.01%,246.83%,246.91%,123.62%,123.98%,124.37%,124.62%,124.84%,125.03%,125.23%,125.37%,125.59%,125.69%,125.76%,125.85%,125.98%,126.08%,126.14%,126.32%,126.44%,126.53%,126.59%,126.68%
Cotopaxi,488716,Salcedo,67100,-1.050000000000000,-78.58333300000000,339.98%,339.99%,340.34%,340.58%,340.84%,341.07%,341.34%,341.35%,170.75%,170.89%,171.04%,171.16%,171.31%,171.43%,171.43%,171.43%,171.54%,172.04%,172.5%,172.66%,172.75%,172.76%,172.76%,172.9%,173%,173.05%,173.11%,173.18%
Cotopaxi,488716,Saquisilí,31426,-0.8300000000000000,-78.67000000000000,320.07%,320.11%,320.86%,321.59%,322.37%,323.01%,323.43%,323.62%,161.91%,162.16%,162.65%,162.98%,163.59%,163.96%,164.14%,164.21%,164.77%,165.07%,165.26%,165.63%,165.75%,165.92%,165.96%,166.21%,166.36%,166.47%,166.64%,166.72%
Cotopaxi,488716,Sigchos,23277,-0.7000000000000000,-78.88333299999999,248.37%,248.41%,248.56%,249.35%,250.53%,251.36%,251.88%,252.09%,126.26%,126.85%,127.73%,127.91%,128.55%,129.13%,129.38%,129.64%,129.89%,130.23%,130.35%,130.45%,130.57%,130.61%,130.63%,130.72%,130.92%,131.64%,131.97%,132.14%
El Oro,715751,Arenillas,33473,-3.550000000000000,-80.06000000000000,316.01%,316.02%,316.36%,316.69%,317.18%,317.64%,318.11%,318.11%,159.07%,159.49%,159.9%,160.34%,160.81%,161.29%,161.29%,161.34%,161.65%,162%,162.2%,162.37%,162.58%,162.58%,162.58%,162.84%,163%,163.14%,163.2%,163.33%
El Oro,715751,Atahualpa,6436,-2.900000000000000,-78.93333300000000,382.29%,382.29%,382.35%,382.35%,382.41%,382.6%,382.72%,382.72%,191.45%,191.52%,191.61%,191.64%,191.72%,192.03%,192.03%,192.03%,192.18%,192.32%,192.42%,192.48%,192.56%,192.56%,192.56%,192.65%,192.67%,192.7%,192.7%,192.73%
El Oro,715751,Balsas,9233,-3.762600000000000,-79.82530000000000,353.86%,353.86%,354.16%,354.32%,354.73%,355.14%,355.38%,355.38%,178.1%,178.27%,178.44%,178.53%,178.84%,178.93%,178.93%,178.93%,179.16%,179.24%,179.3%,179.44%,179.49%,179.49%,179.49%,179.62%,179.65%,179.67%,179.76%,179.84%
El Oro,715751,Chilla,2379,-3.450000000000000,-79.58000000000000,522.49%,522.49%,522.91%,523.16%,523.33%,523.5%,523.67%,523.83%,262.04%,262.21%,262.8%,263.18%,263.81%,263.93%,263.98%,263.98%,264.02%,264.14%,264.35%,264.4%,264.65%,264.65%,264.65%,264.69%,264.9%,265.03%,265.24%,265.28%
El Oro,715751,El Guabo,63645,-3.238800000000000,-79.82920000000000,309.71%,309.71%,310.09%,310.62%,311.07%,311.45%,311.77%,311.82%,155.96%,156.19%,156.62%,156.96%,157.24%,157.54%,157.61%,157.68%,157.93%,158.05%,158.19%,158.28%,158.38%,158.41%,158.45%,158.69%,158.92%,159.07%,159.19%,159.3%
El Oro,715751,Huaquillas,60440,-3.481380000000000,-80.24320700000000,302.84%,302.87%,303.48%,304.22%,304.92%,305.61%,306.45%,306.55%,153.39%,153.94%,154.51%,154.98%,155.44%,155.84%,155.91%,155.91%,156.23%,156.53%,156.74%,156.94%,157.13%,157.16%,157.16%,157.38%,157.59%,157.8%,157.98%,158.15%
El Oro,715751,Las Lajas,4963,-3.785000000000000,-80.06166700000000,446.38%,446.38%,446.54%,446.58%,446.87%,447.19%,447.63%,447.63%,223.9%,224.12%,224.32%,224.56%,225.13%,225.43%,225.43%,225.43%,225.55%,225.91%,226.11%,226.33%,226.42%,226.42%,226.42%,226.7%,226.8%,226.98%,226.98%,227%
El Oro,715751,Machala,289141,-3.266667000000000,-79.96666700000000,313.65%,313.68%,314.12%,314.69%,315.33%,315.9%,316.41%,316.6%,158.42%,158.72%,159.05%,159.31%,159.55%,159.8%,159.87%,159.93%,160.13%,160.3%,160.46%,160.61%,160.76%,160.81%,160.86%,161.01%,161.14%,161.22%,161.37%,161.48%
El Oro,715751,Marcabelí,6259,-3.786000000000000,-79.89780000000000,403.23%,403.23%,403.42%,403.64%,403.9%,404.35%,404.76%,404.76%,202.62%,202.91%,203.13%,203.45%,203.63%,203.99%,203.99%,203.99%,204.17%,204.28%,204.41%,204.44%,204.52%,204.52%,204.52%,204.55%,204.62%,204.65%,204.76%,204.84%
El Oro,715751,Pasaje,87723,-3.326900000000000,-79.80490000000000,295.61%,295.63%,295.98%,296.36%,296.8%,297.25%,297.89%,298.19%,149.18%,149.46%,149.77%,150.08%,150.34%,150.58%,150.68%,150.73%,150.88%,151.05%,151.22%,151.38%,151.5%,151.57%,151.64%,151.81%,151.93%,152.07%,152.17%,152.26%
El Oro,715751,Piñas,30206,-3.666667000000000,-79.65000000000001,348.45%,348.45%,348.59%,348.75%,349.12%,349.51%,349.82%,349.82%,174.8%,174.96%,175.19%,175.46%,175.63%,175.83%,175.84%,175.85%,175.95%,176.11%,176.2%,176.23%,176.39%,176.39%,176.4%,176.46%,176.56%,176.62%,176.69%,176.78%
El Oro,715751,Portovelo,14028,-3.720000000000000,-79.62000000000000,436.97%,436.97%,437.25%,437.72%,438.07%,438.72%,439.55%,439.76%,219.87%,220.19%,220.4%,220.84%,221.12%,221.34%,221.52%,221.52%,221.76%,222.06%,222.25%,222.46%,222.56%,222.7%,222.75%,222.9%,223.01%,223.11%,223.2%,223.29%
El Oro,715751,Santa Rosa,82171,-3.452222000000000,-79.96166700000001,309.94%,309.95%,310.15%,310.49%,310.81%,311.26%,311.73%,312.33%,156.46%,156.69%,156.92%,157.18%,157.42%,157.59%,157.81%,157.99%,158.17%,158.3%,158.4%,158.54%,158.65%,158.76%,158.86%,158.99%,159.09%,159.17%,159.27%,159.35%
El Oro,715751,Zaruma,25654,-3.433333000000000,-79.59999999999999,355.22%,355.22%,355.54%,355.66%,355.82%,356%,356.54%,356.68%,178.25%,178.45%,178.65%,178.81%,179.02%,179.17%,179.25%,179.28%,179.41%,179.49%,179.54%,179.65%,179.71%,179.72%,179.74%,179.8%,179.84%,179.92%,179.95%,180%
Esmeraldas,591083,Atacames,55495,0.8666670000000000,-79.83333300000000,283.89%,283.89%,284.39%,284.81%,285.64%,286.61%,287.46%,287.55%,143.78%,144.35%,144.96%,145.41%,145.62%,145.8%,145.83%,145.84%,146.17%,146.56%,146.83%,147.08%,147.21%,147.22%,147.22%,147.49%,147.69%,147.86%,148.07%,148.2%
Esmeraldas,591083,Eloy Alfaro,45629,1.250000000000000,-79,280.29%,280.33%,280.51%,280.87%,281.34%,281.74%,282%,282.51%,141.52%,142.27%,143.1%,143.94%,144.77%,145.33%,145.71%,145.85%,146.46%,146.94%,147.64%,147.85%,148.17%,148.27%,148.32%,148.61%,148.99%,149.39%,149.73%,149.92%
Esmeraldas,591083,Esmeraldas,218727,1.050000000000000,-79.20000000000000,290.86%,290.86%,291.08%,291.28%,291.48%,292.15%,292.78%,292.91%,146.51%,146.82%,147.12%,147.43%,147.58%,147.59%,147.7%,147.73%,147.87%,148.03%,148.15%,148.28%,148.37%,148.4%,148.42%,148.5%,148.68%,148.89%,149.17%,149.37%
Esmeraldas,591083,Muisne,31106,0.6067000000000000,-80.01830000000000,259.01%,259.01%,259.25%,259.9%,260.5%,260.87%,262.52%,262.78%,131.42%,131.93%,132.47%,132.73%,133.19%,133.36%,133.41%,133.41%,133.62%,134.86%,135.39%,135.7%,135.95%,136.1%,136.11%,136.48%,136.82%,137.12%,137.64%,137.85%
Esmeraldas,591083,Quinindé,145879,0.3300000000000000,-79.48000000000000,266.82%,266.82%,266.99%,267.53%,267.93%,268.32%,268.62%,269.73%,135.55%,136.12%,136.75%,137.21%,137.88%,138.28%,138.54%,138.6%,138.81%,139.13%,139.31%,139.5%,139.68%,139.81%,139.92%,140%,140.08%,140.19%,140.3%,140.47%
Esmeraldas,591083,Rioverde,31475,1.060200000000000,-79.40440000000000,254.42%,254.42%,254.49%,254.68%,254.92%,255.16%,255.42%,255.56%,128.03%,128.81%,129.35%,129.84%,130.15%,130.24%,130.38%,130.42%,130.61%,130.88%,131.17%,131.43%,131.52%,131.6%,131.63%,131.81%,131.96%,132.08%,132.11%,132.27%
Esmeraldas,591083,San Lorenzo,62772,1.265800000000000,-78.84139999999999,198.02%,198.02%,198.25%,198.6%,198.96%,199.44%,199.82%,199.83%,99.99%,100.26%,100.56%,100.9%,101.38%,101.89%,102.11%,102.28%,102.56%,102.88%,103.21%,103.46%,103.68%,103.72%,103.83%,104.04%,104.3%,104.57%,104.83%,105.07%
Galápagos,33042,Isabela,3073,-0.4724000000000000,-90.68110000000000,360.36%,360.36%,360.36%,360.36%,360.36%,360.36%,360.36%,360.36%,180.15%,180.15%,181.26%,181.26%,181.32%,181.42%,181.42%,181.42%,181.42%,181.42%,181.55%,181.55%,181.58%,181.58%,181.58%,181.61%,181.61%,181.65%,181.65%,181.71%
Galápagos,33042,San Cristóbal,9667,-0.8000000000000000,-89.40000000000001,369.94%,369.94%,370.02%,370.02%,370.23%,370.39%,370.64%,370.64%,184.96%,185.08%,185.16%,185.21%,185.26%,185.28%,185.28%,185.28%,185.34%,185.36%,185.46%,185.59%,185.79%,185.79%,185.79%,185.86%,185.88%,185.88%,185.88%,185.88%
Galápagos,33042,Santa Cruz,20302,-0.6333330000000000,-90.36666700000001,344.14%,344.14%,344.14%,344.25%,344.3%,344.86%,345.56%,345.56%,172.59%,172.6%,172.65%,172.68%,172.79%,172.85%,172.85%,172.85%,172.87%,172.93%,172.99%,173.46%,173.6%,173.6%,173.6%,173.64%,173.71%,173.75%,173.76%,173.96%
Guayas,4387434,Alfredo Baquerizo Moreno,32110,-1.916667000000000,-79.51666700000000,229.53%,229.53%,230.35%,231.19%,231.85%,232.89%,233.67%,234.28%,117.21%,117.73%,118.37%,118.87%,119.44%,119.79%,120%,120%,120.49%,120.66%,120.79%,121.02%,121.29%,121.45%,121.45%,121.57%,121.67%,121.73%,121.82%,122.16%
