provincia,provincia_poblacion,canton,canton_poblacion,lat,lng,01/01/2022,02/01/2022,03/01/2022,04/01/2022,05/01/2022,06/01/2022,07/01/2022,08/01/2022
Bolívar,209933,Echeandía,14081,-1.433330000000000,-79.26667000000000,10.69%,10.69%,10.86%,11.13%,11.3%,11.47%,11.7%,11.85%
Bolívar,209933,Guaranda,108763,-1.605556000000000,-79.00305600000000,7.11%,7.11%,7.12%,7.19%,7.29%,7.57%,7.84%,7.91%
Bolívar,209933,Las Naves,7428,-1.283330000000000,-79.30000000000000,7.14%,7.14%,7.3%,7.31%,7.67%,8.09%,8.54%,8.54%
Bolívar,209933,San Miguel,29004,-1.700000000000000,-79.03333300000000,13.51%,13.52%,13.98%,14.34%,14.77%,15.28%,15.78%,15.92%
Carchi,186869,Bolivar,15528,0.5070990000000000,-77.86245400000000,7.03%,7.03%,7.23%,7.48%,7.86%,8.95%,9.37%,9.37%
Carchi,186869,Espejo,13817,0.6210000000000000,-77.94000000000000,13.33%,13.34%,14.01%,14.58%,15.27%,15.59%,15.9%,15.9%
Carchi,186869,Mira,11969,0.5538999999999999,-78.04930000000000,13.08%,13.08%,13.37%,14.05%,14.62%,14.96%,15.32%,16.3%
Carchi,186869,Montúfar,34229,0.6100000000000000,-77.84000000000000,8.22%,8.24%,8.47%,8.71%,9.02%,9.31%,9.6%,9.6%
Carchi,186869,San Pedro de Huaca,8931,0.6311110000000000,-77.72527800000000,7.2%,7.2%,7.43%,7.57%,7.98%,8.23%,8.94%,8.99%
Carchi,186869,Tulcán,102395,0.8121800000000000,-77.71633000000000,6.86%,6.88%,7.17%,7.57%,7.92%,8.32%,8.68%,8.7%
Cañar,281396,Azogues,86276,-2.733333000000000,-78.83333300000000,10.1%,10.12%,10.5%,10.99%,11.51%,12.08%,12.61%,12.76%
Cañar,281396,Biblían,23741,-2.710000000000000,-78.88000000000000,7.63%,7.63%,8.16%,8.7%,9.09%,9.49%,10.25%,10.32%
Cañar,281396,Cañar,68747,-2.483700000000000,-78.97839999999999,8.16%,8.19%,8.6%,9.03%,9.44%,9.82%,10.34%,10.35%
Cañar,281396,Déleg,6782,-2.772600000000000,-78.91830000000000,12.53%,12.53%,12.83%,12.83%,13.39%,14.24%,14.89%,14.89%
Cañar,281396,El Tambo,12462,-2.508100000000000,-78.92489999999999,7.04%,7.08%,7.43%,7.8%,8.23%,8.67%,8.98%,9.27%
Cañar,281396,La Troncal,76872,-2.400000000000000,-79.33000000000000,3.5%,3.5%,3.58%,3.74%,3.74%,3.91%,3.91%,4%
Cañar,281396,Suscal,6516,-2.436400000000000,-79.05220000000000,5.06%,5.06%,5.31%,5.71%,6.02%,6.23%,6.35%,6.35%
Chimborazo,524004,Alausí,45054,-2.200000000000000,-78.84999999999999,7.98%,8.01%,8.2%,8.46%,8.69%,8.93%,9.12%,9.12%
Chimborazo,524004,Chambo,13378,-1.733333000000000,-78.58333300000000,6.07%,6.07%,6.26%,6.8%,7.07%,7.62%,8.23%,8.23%
Chimborazo,524004,Chunchi,12795,-2.283333000000000,-78.91666700000000,9.22%,9.32%,9.41%,9.68%,10.03%,10.26%,10.44%,10.44%
Chimborazo,524004,Colta,44838,-1.700000000000000,-78.75000000000000,4.69%,4.9%,5.13%,5.39%,5.66%,5.92%,6.09%,6.18%
Chimborazo,524004,Cumandá,17973,-2.200000000000000,-79.13333299999999,4.54%,4.54%,4.68%,4.84%,5.04%,5.24%,5.45%,5.63%
Chimborazo,524004,Guamote,58291,-1.933333000000000,-78.71666700000000,1.93%,1.94%,1.98%,2.01%,2.07%,2.1%,2.15%,2.15%
Chimborazo,524004,Guano,48395,-1.583333000000000,-78.63333299999999,8.81%,8.85%,9.1%,9.48%,9.9%,10.36%,10.8%,11.03%
Chimborazo,524004,Pallatanga,12277,-1.983333000000000,-78.95000000000000,9.73%,9.76%,9.94%,9.99%,10.19%,10.28%,10.52%,10.61%
Chimborazo,524004,Penipe,6955,-1.557300000000000,-78.53959999999999,20.93%,21.06%,21.85%,22.37%,23.03%,23.82%,24.92%,24.92%
Chimborazo,524004,Riobamba,264048,-1.674347000000000,-78.64829400000001,9.17%,9.17%,9.61%,10.09%,10.55%,10.96%,11.45%,11.66%
Cotopaxi,488716,La Maná,56905,-0.9300000000000000,-79.22000000000000,3.71%,3.71%,3.82%,4.02%,4.29%,4.59%,4.8%,4.8%
Cotopaxi,488716,Latacunga,205624,-0.9333330000000000,-78.61666700000001,8.81%,8.81%,9.15%,9.55%,9.96%,10.29%,10.78%,11.04%
Cotopaxi,488716,Pangua,24612,-1.133333000000000,-79.06666700000000,5.29%,5.29%,5.48%,5.77%,5.98%,6.22%,6.39%,6.39%
Cotopaxi,488716,Pujilí,79772,-0.9500000000000000,-78.69000000000000,5.73%,5.76%,6.01%,6.37%,6.66%,6.99%,7.31%,7.44%
Cotopaxi,488716,Salcedo,67100,-1.050000000000000,-78.58333300000000,9.37%,9.41%,10%,10.61%,11.3%,12.02%,12.63%,12.65%
Cotopaxi,488716,Saquisilí,31426,-0.8300000000000000,-78.67000000000000,6.49%,6.52%,6.81%,7.15%,7.42%,7.84%,8.42%,8.57%
Cotopaxi,488716,Sigchos,23277,-0.7000000000000000,-78.88333299999999,5.07%,5.07%,5.17%,5.49%,5.84%,6.09%,6.19%,6.29%
El Oro,715751,Arenillas,33473,-3.550000000000000,-80.06000000000000,6.41%,6.43%,6.7%,7.05%,7.45%,7.9%,8.33%,8.33%
El Oro,715751,Atahualpa,6436,-2.900000000000000,-78.93333300000000,13.5%,13.5%,14.42%,14.9%,16.52%,17.2%,17.9%,17.95%
El Oro,715751,Balsas,9233,-3.762600000000000,-79.82530000000000,5.56%,5.56%,5.7%,5.87%,6.15%,6.51%,6.78%,6.78%
El Oro,715751,Chilla,2379,-3.450000000000000,-79.58000000000000,8.58%,8.58%,8.79%,9.16%,9.16%,9.16%,9.25%,9.58%
El Oro,715751,El Guabo,63645,-3.238800000000000,-79.82920000000000,3.05%,3.05%,3.23%,3.46%,3.69%,3.91%,4.21%,4.29%
El Oro,715751,Huaquillas,60440,-3.481380000000000,-80.24320700000000,5.5%,5.51%,5.77%,6.03%,6.39%,6.98%,7.62%,7.73%
El Oro,715751,Las Lajas,4963,-3.785000000000000,-80.06166700000000,13.78%,13.78%,14.14%,14.55%,15.31%,16.12%,17.11%,17.11%
El Oro,715751,Machala,289141,-3.266667000000000,-79.96666700000000,6.11%,6.13%,6.5%,7.11%,7.81%,8.37%,9.12%,9.33%
El Oro,715751,Marcabelí,6259,-3.786000000000000,-79.89780000000000,9.55%,9.55%,10.11%,10.56%,11.06%,11.54%,11.92%,11.92%
El Oro,715751,Pasaje,87723,-3.326900000000000,-79.80490000000000,5.96%,5.97%,6.29%,6.62%,7.01%,7.52%,7.95%,8.17%
El Oro,715751,Piñas,30206,-3.666667000000000,-79.65000000000001,9.61%,9.61%,10.07%,10.74%,11.54%,12.08%,12.71%,12.93%
El Oro,715751,Portovelo,14028,-3.720000000000000,-79.62000000000000,8.83%,8.83%,9.22%,9.92%,10.62%,11.13%,12.05%,12.41%
El Oro,715751,Santa Rosa,82171,-3.452222000000000,-79.96166700000001,6.35%,6.36%,6.63%,6.96%,7.3%,7.68%,8.15%,8.42%
El Oro,715751,Zaruma,25654,-3.433333000000000,-79.59999999999999,8.1%,8.1%,8.6%,8.96%,9.11%,10.24%,10.91%,11.16%
Esmeraldas,591083,Atacames,55495,0.8666670000000000,-79.83333300000000,3.04%,3.04%,3.29%,3.52%,3.84%,4.19%,4.6%,4.66%
Esmeraldas,591083,Eloy Alfaro,45629,1.250000000000000,-79,3.52%,3.57%,3.62%,3.7%,3.87%,4.03%,4.09%,4.25%
Esmeraldas,591083,Esmeraldas,218727,1.050000000000000,-79.20000000000000,4.5%,4.5%,4.74%,5.04%,5.38%,5.78%,6.13%,6.23%
Esmeraldas,591083,Muisne,31106,0.6067000000000000,-80.01830000000000,2.75%,2.75%,2.81%,3.15%,3.4%,3.48%,3.77%,3.95%
Esmeraldas,591083,Quinindé,145879,0.3300000000000000,-79.48000000000000,4.71%,4.71%,4.75%,4.92%,5.12%,5.31%,5.71%,6.13%
Esmeraldas,591083,Rioverde,31475,1.060200000000000,-79.40440000000000,2.08%,2.08%,2.11%,2.25%,2.41%,2.53%,2.63%,2.67%
Esmeraldas,591083,San Lorenzo,62772,1.265800000000000,-78.84139999999999,1.95%,1.95%,1.98%,2.06%,2.11%,2.2%,2.26%,2.39%
Galápagos,33042,Isabela,3073,-0.4724000000000000,-90.68110000000000,47.84%,47.84%,47.84%,47.84%,48.49%,48.49%,48.49%,48.49%
Galápagos,33042,San Cristóbal,9667,-0.8000000000000000,-89.40000000000001,38.5%,38.5%,39.25%,39.97%,40.64%,41.28%,42.09%,42.09%
Galápagos,33042,Santa Cruz,20302,-0.6333330000000000,-90.36666700000001,32.66%,32.66%,32.91%,33.21%,33.85%,34.44%,34.91%,34.96%
Guayas,4387434,Alfredo Baquerizo Moreno,32110,-1.916667000000000,-79.51666700000000,2.37%,2.37%,2.46%,2.54%,2.65%,2.84%,3.01%,3.12%
Guayas,4387434,Balao,26348,-2.910000000000000,-79.81000000000000,1.62%,1.62%,1.65%,1.73%,1.81%,1.94%,2.05%,2.05%
Guayas,4387434,Balzar,60260,-1.360000000000000,-79.90000000000001,3.14%,3.14%,3.25%,3.34%,3.49%,3.66%,3.85%,3.94%
Guayas,4387434,Colimes,26169,-1.550000000000000,-80.01666700000000,1.71%,1.71%,1.71%,1.74%,1.74%,1.74%,1.77%,1.88%
Guayas,4387434,Coronel Marcelino Maridueña,13132,-2.200000000000000,-79.42000000000000,5.3%,5.3%,5.3%,5.7%,6.02%,7.12%,8.15%,8.15%
Guayas,4387434,Daule,173684,-1.866667000000000,-79.98333300000000,4.11%,4.11%,4.28%,4.52%,4.73%,4.96%,5.18%,5.34%
Guayas,4387434,Durán,315724,-2.166667000000000,-79.83333300000000,3.07%,3.08%,3.23%,3.44%,3.67%,3.86%,4.04%,4.17%
Guayas,4387434,El Triunfo,59636,-2.330000000000000,-79.40000000000001,2.24%,2.25%,2.33%,2.47%,2.61%,2.72%,2.84%,2.9%
Guayas,4387434,Empalme,86073,-1.046111000000000,-79.63361100000000,3.89%,3.9%,3.96%,4.08%,4.23%,4.37%,4.46%,4.47%
Guayas,4387434,General Antonio Elizalde,13156,-2.200000000000000,-79.17000000000000,5.12%,5.12%,5.41%,5.66%,6.07%,6.49%,6.83%,6.83%
Guayas,4387434,Guayaquil,2723665,-2.183333000000000,-79.88333299999999,4.83%,4.83%,5.07%,5.34%,5.66%,5.94%,6.24%,6.34%
Guayas,4387434,Isidro Ayora,14582,-1.883333000000000,-80.16666700000000,4.19%,4.19%,4.3%,4.35%,4.66%,4.87%,5.15%,5.15%
Guayas,4387434,Lomas de Sargentillo,24220,-1.883333000000000,-80.08333300000000,2.55%,2.55%,2.61%,2.66%,2.66%,2.82%,2.98%,2.98%
Guayas,4387434,Milagro,199835,-2.126944000000000,-79.59916699999999,3.93%,3.93%,4.06%,4.3%,4.51%,4.7%,4.89%,4.9%
Guayas,4387434,Naranjal,95052,-2.672800000000000,-79.61499999999999,3.16%,3.16%,3.24%,3.39%,3.54%,3.67%,3.76%,3.82%
Guayas,4387434,Naranjito,43862,-2.173000000000000,-79.46710000000000,3.33%,3.33%,3.45%,3.63%,3.84%,4.14%,4.41%,4.41%
Guayas,4387434,Nobol,26444,-1.916671000000000,-80.01153900000000,2.67%,2.67%,2.73%,2.98%,3.15%,3.27%,3.4%,3.49%
Guayas,4387434,Palestina,18451,-1.626300000000000,-79.97700000000000,3.61%,3.61%,3.69%,3.69%,3.69%,3.69%,3.69%,3.79%
Guayas,4387434,Pedro Carbo,51802,-1.833333000000000,-80.23333300000000,2.96%,2.96%,2.98%,3.14%,3.36%,3.58%,3.75%,3.82%
Guayas,4387434,Playas,59628,-2.623330000000000,-80.38750000000000,3.29%,3.3%,3.43%,3.58%,3.87%,4.16%,4.42%,4.48%
Guayas,4387434,Salitre,65765,-1.829444000000000,-79.81555600000000,3.12%,3.12%,3.23%,3.39%,3.51%,3.7%,3.92%,3.92%
Guayas,4387434,Samborondón,102404,-2.183333000000000,-79.88333299999999,20.03%,20.03%,20.61%,21.38%,22.11%,22.8%,23.62%,24.18%
Guayas,4387434,San Jacinto De Yaguachi,78204,-2.120000000000000,-79.69000000000000,3.06%,3.06%,3.15%,3.34%,3.52%,3.65%,3.77%,3.79%
Guayas,4387434,Santa Lucía,45004,-1.713889000000000,-79.98500000000000,2.57%,2.57%,2.62%,2.72%,2.8%,2.9%,3.03%,3.07%
Guayas,4387434,Simón Bolivar,32224,-2.156667000000000,-79.88750000000000,3.28%,3.28%,3.39%,3.5%,3.71%,3.89%,4.03%,4.12%
Imbabura,476257,Antonio Ante,54311,0.3200000000000000,-78.20999999999999,8.23%,8.25%,8.71%,9.17%,9.7%,10.15%,10.97%,11.25%
Imbabura,476257,Cotacachi,44203,0.3000000000000000,-78.26666700000000,8.86%,8.89%,9.19%,9.55%,9.94%,10.47%,11.64%,11.9%
Imbabura,476257,Ibarra,221149,0.3626780000000000,-78.13066700000000,8.34%,8.34%,8.64%,8.9%,9.11%,9.58%,9.96%,9.96%
Imbabura,476257,Otavalo,125785,0.2333330000000000,-78.26666700000000,4.53%,4.56%,4.88%,5.09%,5.29%,5.55%,5.86%,6.26%
Imbabura,476257,Pimampiro,13269,0.4000000000000000,-77.97000000000000,9.63%,9.63%,9.83%,10.2%,10.45%,10.69%,11.32%,11.32%
Imbabura,476257,San Miguel de Urcuquí,17540,0.5200000000000000,-78.20000000000000,9.37%,9.37%,9.83%,10.4%,10.91%,11.4%,12.39%,13.54%
Loja,521154,Calvas,29565,-4.320000000000000,-79.56000000000000,10.94%,10.99%,11.34%,11.34%,11.34%,11.34%,11.34%,11.34%
Loja,521154,Catamayo,35961,-3.980000000000000,-79.34999999999999,8.08%,8.08%,8.38%,8.75%,9.18%,9.67%,10.18%,10.18%
Loja,521154,Celica,16160,-4.102500000000000,-79.95444400000000,9.34%,9.34%,9.49%,9.85%,10.37%,10.9%,11.42%,11.42%
Loja,521154,Chaguarpamba,6620,-3.850000000000000,-79.65000000000001,6.57%,6.57%,6.81%,7.02%,7.42%,7.98%,8.07%,8.07%
Loja,521154,Espíndola,14209,-4.583056000000000,-79.42694400000001,9.8%,9.8%,10.22%,10.58%,11.06%,11.7%,12.03%,12.03%
Loja,521154,Gonzanamá,10953,-4.231389000000000,-79.43527800000000,14.02%,14.02%,14.3%,14.67%,14.88%,15.1%,15.11%,15.11%
Loja,521154,Loja,274112,-3.983333000000000,-79.20000000000000,10.27%,10.27%,10.73%,11.24%,11.77%,12.3%,12.72%,12.99%
Loja,521154,Macará,20269,-4.383333000000000,-79.95000000000000,10.45%,10.6%,11.07%,11.47%,11.63%,12.54%,13%,13.16%
Loja,521154,Olmedo,4220,-3.934000000000000,-79.64800000000000,12.09%,12.09%,12.35%,12.58%,13.13%,13.6%,13.86%,13.86%
Loja,521154,Paltas,23471,-4.050000000000000,-79.65000000000001,12.52%,12.52%,12.83%,13.19%,13.51%,13.9%,14.34%,14.34%
Loja,521154,Pindal,10540,-4.116100000000000,-80.10760000000001,6.73%,6.73%,6.73%,7.01%,7.41%,7.78%,8.39%,8.39%
Loja,521154,Puyango,15925,-3.870000000000000,-80.09000000000000,11.45%,11.45%,11.67%,12.06%,12.34%,12.76%,13.22%,13.22%
Loja,521154,Quilanga,4197,-4.298000000000000,-79.39860000000000,14.99%,14.99%,15.49%,15.75%,16.3%,16.65%,16.65%,16.65%
Loja,521154,Saraguro,33506,-3.625300000000000,-79.24110000000000,4.91%,4.91%,5.01%,5.21%,5.35%,5.63%,5.81%,5.81%
Loja,521154,Sozoranga,7121,-4.327778000000000,-79.78972200000000,9%,9%,9.2%,10.22%,10.38%,11.01%,11.5%,11.5%
Loja,521154,Zapotillo,14325,-4.386360000000000,-80.24360000000000,6.25%,6.25%,6.46%,6.8%,7.04%,7.39%,7.77%,7.86%
Los Ríos,921763,Baba,43429,-1.784167000000000,-79.67666699999999,2.95%,2.95%,2.95%,3.05%,3.39%,3.56%,3.75%,3.77%
Los Ríos,921763,Babahoyo,175281,-1.800000000000000,-79.53333300000000,3.13%,3.13%,3.24%,3.47%,3.71%,3.95%,4.18%,4.2%
Los Ríos,921763,Buena Fe,83654,-0.8985720000000000,-79.48891600000000,2.46%,2.46%,2.53%,2.66%,2.76%,2.93%,3.1%,3.2%
Los Ríos,921763,Mocache,43316,-1.183850000000000,-79.50552999999999,1.85%,1.85%,1.85%,1.85%,2.02%,2.23%,2.42%,2.53%
Los Ríos,921763,Montalvo,28720,-1.793800000000000,-79.28570000000001,4.45%,4.45%,4.45%,4.6%,5%,5.41%,5.68%,5.82%
Los Ríos,921763,Palenque,23638,-1.432800000000000,-79.74950000000000,2.15%,2.15%,2.23%,2.34%,2.43%,2.5%,2.58%,2.58%
Los Ríos,921763,Puebloviejo,44725,-1.550000000000000,-79.53388900000000,3%,3%,3.11%,3.2%,3.37%,3.52%,3.68%,3.71%
Los Ríos,921763,Quevedo,213842,-1.033333000000000,-79.45000000000000,3.95%,3.95%,4.05%,4.19%,4.41%,4.6%,4.76%,4.84%
Los Ríos,921763,Quinsaloma,20428,-1.206200000000000,-79.31450000000000,6.58%,6.58%,6.7%,6.82%,6.99%,7.11%,7.24%,7.24%
Los Ríos,921763,Urdaneta,32618,-1.570556000000000,-79.47111099999999,4.48%,4.48%,4.65%,4.9%,5.28%,5.68%,6.03%,6.07%
Los Ríos,921763,Valencia,54637,-0.9525000000000000,-79.35310000000000,2.73%,2.73%,2.88%,3.06%,3.21%,3.4%,3.61%,3.76%
Los Ríos,921763,Ventanas,75146,-1.450000000000000,-79.47000000000000,4.2%,4.2%,4.28%,4.39%,4.52%,4.62%,4.75%,4.81%
Los Ríos,921763,Vinces,82329,-1.558333000000000,-79.75000000000000,3.09%,3.11%,3.27%,3.46%,3.58%,3.78%,3.94%,4.03%
Manabí,1562079,Bolívar,45493,-0.8419440000000000,-80.16194400000001,4.54%,4.56%,4.77%,5.08%,5.49%,5.81%,6.25%,6.51%
Manabí,1562079,Chone,131002,-0.6833330000000000,-80.09999999999999,4.58%,4.59%,4.71%,4.94%,5.33%,5.69%,5.98%,6.08%
Manabí,1562079,El Carmen,111344,-1.314700000000000,-80.01690000000001,3.63%,3.63%,3.71%,3.71%,4.06%,4.24%,4.5%,4.7%
Manabí,1562079,Flavio Alfaro,23822,-0.4054000000000000,-79.90580000000000,4%,4%,4.08%,4.2%,4.32%,4.49%,4.65%,4.65%
Manabí,1562079,Jama,26116,-0.2014000000000000,-80.26590000000000,2.89%,2.89%,3.03%,3.33%,3.65%,4.01%,4.4%,4.4%
Manabí,1562079,Jaramijó,28439,-0.9487300000000000,-80.63630000000001,4.18%,4.18%,4.51%,4.99%,5.49%,5.73%,6.24%,6.24%
Manabí,1562079,Jipijapa,74645,-1.333330000000000,-80.58329999999999,6.18%,6.19%,6.55%,6.98%,7.36%,7.83%,8.36%,8.59%
Manabí,1562079,Junín,18820,-0.9291600000000000,-80.20569000000000,6.84%,6.92%,7.17%,7.57%,7.94%,8.34%,8.75%,9.05%
Manabí,1562079,Manta,264281,-0.9500220000000000,-80.71620000000000,4.81%,4.87%,5.16%,5.47%,6.07%,6.61%,6.97%,7.04%
Manabí,1562079,Montecristi,107785,-1.033330000000000,-80.65000000000001,1.5%,1.5%,1.56%,1.8%,2.13%,2.35%,2.46%,2.46%
Manabí,1562079,Olmedo,10194,-1.396111000000000,-80.20611100000001,5.87%,5.87%,6.35%,6.83%,6.88%,6.94%,6.94%,7.31%
Manabí,1562079,Paján,37093,-1.570000000000000,-80.42000000000000,3.35%,3.36%,3.66%,3.92%,4.34%,4.78%,5.18%,5.36%
Manabí,1562079,Pedernales,63441,0.07010000000000000,-80.05360000000000,1.15%,1.15%,1.15%,1.26%,1.42%,1.53%,1.69%,1.69%
Manabí,1562079,Pichincha,29599,-1.047300000000000,-79.81860000000000,2.09%,2.09%,2.14%,2.3%,2.51%,2.72%,2.74%,2.78%
Manabí,1562079,Portoviejo,321800,-1.056181000000000,-80.45521700000000,5.1%,5.11%,5.22%,5.61%,5.95%,6.32%,6.66%,6.86%
Manabí,1562079,Puerto López,24688,-1.566667000000000,-80.81666700000000,3.09%,3.09%,3.2%,3.31%,3.6%,3.73%,4.01%,4.07%
Manabí,1562079,Rocafuerte,37312,-0.9200000000000000,-80.45999999999999,5.69%,5.69%,5.93%,6.31%,6.72%,6.87%,6.93%,6.93%
Manabí,1562079,San Vicente,24799,-0.5893000000000000,-80.40880000000000,3.98%,3.98%,4.3%,4.81%,5.19%,5.53%,5.82%,5.82%
Manabí,1562079,Santa Ana,48152,-1.206900000000000,-80.37090000000001,4.23%,4.23%,4.55%,4.96%,5.4%,5.78%,6.02%,6.23%
Manabí,1562079,Sucre,62443,-0.6000000000000000,-80.41666700000000,5.63%,5.63%,5.88%,6.22%,6.53%,7.12%,7.56%,7.56%
Manabí,1562079,Tosagua,42297,-0.7800000000000000,-80.26000000000001,3.5%,3.5%,3.75%,4.09%,4.47%,4.73%,4.94%,4.94%
Manabí,1562079,Veinticuatro de Mayo,28514,-1.278889000000000,-80.42000000000000,7.01%,7.01%,7.54%,8.05%,8.59%,8.95%,9.02%,9.2%
Morona Santiago,196535,Gualaquiza,19555,-3.380000000000000,-78.58000000000000,8.05%,8.05%,8.17%,8.5%,8.78%,9.11%,9.11%,9.11%
Morona Santiago,196535,Huamboya,12382,-1.785000000000000,-78.23194400000000,2.02%,2.05%,2.05%,2.11%,2.11%,2.11%,2.11%,2.11%
Morona Santiago,196535,Limón Indanza,10349,-2.966250000000000,-78.43052800000000,3.69%,3.69%,3.69%,3.69%,3.69%,4.13%,4.13%,4.13%
Morona Santiago,196535,Logroño,7643,-2.624800000000000,-78.18960000000000,2.9%,2.97%,3.02%,3.02%,3.09%,3.11%,3.13%,3.13%
Morona Santiago,196535,Morona,58281,-2.300000000000000,-78.11666700000001,6.15%,6.15%,6.35%,6.49%,6.73%,7.07%,7.07%,7.07%
Morona Santiago,196535,Pablo Sexto,2897,-1.803056000000000,-77.92111100000000,5.28%,5.28%,5.28%,5.66%,5.66%,5.66%,5.66%,5.66%
Morona Santiago,196535,Palora,7719,-1.700000000000000,-77.94000000000000,5.79%,5.79%,5.79%,6.04%,6.04%,6.04%,6.04%,6.04%
Morona Santiago,196535,San Juan Bosco,4985,-3.092300000000000,-78.51320000000000,6.06%,6.06%,6.18%,6.38%,6.38%,6.82%,6.82%,6.82%
Morona Santiago,196535,Santiago,11087,-3.429800000000000,-78.56560000000000,6.03%,6.03%,6.11%,6.11%,6.11%,6.51%,6.51%,6.51%
Morona Santiago,196535,Sucúa,23823,-2.460000000000000,-78.17000000000000,5.7%,5.7%,5.85%,6.15%,6.39%,6.59%,6.66%,6.66%
Morona Santiago,196535,Taisha,26773,-2.339950000000000,-77.45808000000000,1.1%,1.1%,1.1%,1.11%,1.12%,1.13%,1.13%,1.13%
Morona Santiago,196535,Tiwintza,11041,-2.917670000000000,-77.80170000000000,1.47%,1.47%,1.48%,1.48%,1.48%,1.48%,1.48%,1.48%
Napo,133705,Archidona,33068,-0.9166670000000000,-77.78333300000000,2.39%,2.4%,2.53%,2.64%,2.74%,2.87%,2.97%,3.03%
Napo,133705,Carlos Julio Arosemena Tola,4466,-1.166667000000000,-77.84999999999999,3.56%,3.65%,3.67%,3.9%,4.55%,4.64%,4.68%,4.68%
Napo,133705,El Chaco,10142,-0.3402780000000000,-77.80888899999999,6.94%,6.94%,6.94%,6.94%,7.33%,7.36%,7.51%,7.53%
Napo,133705,Quijos,6847,-0.4636110000000000,-77.89277800000001,13.03%,13.03%,13.03%,13.57%,13.87%,13.99%,14.47%,14.49%
Napo,133705,Tena,79182,-0.9890000000000000,-77.81590000000000,4.61%,4.62%,4.75%,5%,5.19%,5.36%,5.55%,5.64%
Orellana,161338,Aguarico,3629,-0.9211110000000000,-75.39916700000001,16.4%,16.42%,16.95%,17.36%,17.55%,17.55%,17.66%,18.88%
Orellana,161338,La Joya de los Sachas,39352,-0.3000000000000000,-76.84999999999999,3.73%,3.73%,3.8%,3.95%,4.04%,4.16%,4.29%,4.34%
Orellana,161338,Loreto,24579,-0.6904000000000000,-77.30830000000000,2.34%,2.34%,2.36%,2.39%,2.42%,2.45%,2.46%,2.47%
Orellana,161338,Orellana,93778,-0.4666670000000000,-76.96666700000000,3.87%,3.87%,3.93%,4.04%,4.32%,4.4%,4.55%,4.6%
Pastaza,114202,Arajuno,8128,-1.234370000000000,-77.68750000000000,1.3%,1.3%,1.32%,1.39%,1.77%,2.02%,2.04%,2.05%
Pastaza,114202,Mera,17547,-1.460000000000000,-78.09000000000000,9.24%,9.26%,9.38%,9.75%,10.17%,10.55%,11.04%,11.19%
